0,1,2,3,4,5,6,7,8,9,target,concept
0.47009071843107064,0.7282642914232076,0.3037513583913575,0.8872982690000151,0.41008858946872573,0.7166143935816427,0.26522113780066725,0.24516664919367304,0.8125816265884215,0.49830138202139995,19.09914127925093,0
0.9632496477523979,0.3095292116987097,0.7040597821044818,0.5193507229884871,0.7313600836275068,0.9996631210081544,0.20638183272795785,0.7525906989551181,0.4685332173457043,0.7090348812304769,18.552581141158992,0
0.8719067324140709,0.14837140240973423,0.21261107077793095,0.41191045179367913,0.058485036870010276,0.3494449155678685,0.41657065947265437,0.12418351862815613,0.7435035864931782,0.7628111714654963,9.306258778293875,0
0.20114757363112812,0.4268068702100508,0.3164541391111041,0.21405707228960558,0.8678005517048772,0.22910304519899982,0.040487049146807785,0.22521968753574773,0.019420809828158525,0.865412341496933,10.403192076213214,0
0.8439586945298337,0.3192238641709455,0.9603460101050769,0.8043813534465206,0.4210491971201178,0.11203470327799925,0.8513413641805115,0.6066989733306288,0.23060234066903773,0.9950862635989794,21.42844817734004,0
0.49334177818512226,0.8365136133737727,0.1413971279705527,0.3872716696831847,0.33725971978531155,0.9400515460113262,0.9991651305016425,0.46496101365413656,0.1698154262011824,0.6955897269235669,18.26052728183108,0
0.8611846650541565,0.3318134242633193,0.20691064433024053,0.686573222767188,0.09799076572902754,0.8435571728180189,0.004316865651828761,0.1506588789681942,0.7038401233828459,0.35028548708964014,18.46445320761925,0
0.23928492289067993,0.46116458327848064,0.26362584890459495,0.5236985525454059,0.4360170562853458,0.9720147432007249,0.20093578728086292,0.0708477147025941,0.30250139741916326,0.1357671138982448,12.814871218988092,0
0.6616042981394453,0.25002729540552293,0.10061154138460227,0.21868637868026708,0.19544046211478883,0.3885989574798798,0.5152680043143939,0.22323688358029925,0.35461123846566256,0.70254540362515,11.724961683525523,0
0.9320335513205896,0.5441595195007104,0.9361318703099963,0.7204623367682739,0.633427009533106,0.1185506077822176,0.05576640753251316,0.12547339458164963,0.8295450896787718,0.9066715138777028,22.92210713203037,0
0.6149463126347009,0.0878734510127458,0.5041402293276706,0.2362521178130046,0.5839360937396286,0.7318404403706629,0.16203559999755235,0.12531500024934905,0.10429735341211088,0.9435972988171141,3.9788889936320064,0
0.6315108465416529,0.5953851201233223,0.5600331588076879,0.5442852280908532,0.31473955512392804,0.12286442727565838,0.028919720517454617,0.06148202794640134,0.6353489149909375,0.6248969113338434,15.117618036187334,0
0.6198639253841342,0.21017339512081634,0.20785544547849255,0.190095599449988,0.18615802729858422,0.3136623745613314,0.7325979803047155,0.6343004438215486,0.8346214273270224,0.8058199422360315,8.789463090556982,0
0.44873287427215935,0.41842218931304664,0.703031883640413,0.8823856652488811,0.16037573897577184,0.3978999569783783,0.7526277615087171,0.35668003153300587,0.6866300256169694,0.11925005417575807,17.313356534264358,0
0.674703530989016,0.7728271575491135,0.752110768160866,0.4192204300953164,0.976350568515,0.21418186730529365,0.4646169286560333,0.4964112233162923,0.8058255020525442,0.4315657789412308,21.232049259747814,0
0.9731797344983868,0.9381357496858177,0.2556785990752374,0.7330744874302565,0.22509803328268707,0.9692998983524002,0.8265170737760854,0.846359457306526,0.06751198289619953,0.8828122327717103,12.411101008385616,0
0.17495387066369295,0.8613175849477464,0.30744601746832856,0.9164214227529044,0.495011047731298,0.36289801323818494,0.46626967881707204,0.43385549593228523,0.49193803677928927,0.32634197294722844,17.43531842396516,0
0.363421085668411,0.6366701718812017,0.18065815795415563,0.7051050372069492,0.05437957241860414,0.4356262079878298,0.026220402197960846,0.9115875876682973,0.9397722354041214,0.23091055540467975,16.12629460553735,0
0.31759637254035233,0.8695012298759583,0.13747111121086775,0.5696380032882625,0.10805458896891718,0.10269606816227428,0.5981831007141541,0.698326023414337,0.4340371829186639,0.15938103768079437,16.493930395140676,0
0.12442292421175594,0.37784266125684507,0.5731488124054004,0.4456802053216662,0.7885196892380683,0.8296525153868196,0.924942696446962,0.5520125919495958,0.7651685796069609,0.8989106179408887,9.988379404646517,0
