0,1,2,3,target,concept
False,True,0.3037513583913575,0.8872982690000151,1,0
False,True,0.26522113780066725,0.24516664919367304,0,0
True,False,0.4158721009442904,0.727759134886051,1,0
True,False,0.7040597821044818,0.5193507229884871,0,0
False,False,0.058485036870010276,0.3494449155678685,1,0
False,True,0.36571052771884516,0.20309238410576547,0,0
False,True,0.09799076572902754,0.8435571728180189,1,0
False,True,0.23928492289067993,0.46116458327848064,0,0
False,True,0.4360170562853458,0.9720147432007249,1,0
True,False,0.10061154138460227,0.21868637868026708,0,0
False,False,0.5152680043143939,0.22323688358029925,1,0
False,True,0.799777932804895,0.5788586355814347,0,0
True,False,0.5839360937396286,0.7318404403706629,1,0
True,True,0.6315108465416529,0.5953851201233223,0,0
False,False,0.6353489149909375,0.6248969113338434,1,0
True,False,0.20785544547849255,0.190095599449988,0,0
False,False,0.7325979803047155,0.6343004438215486,1,0
True,True,0.21728086769732446,0.5863302340112369,0,0
False,False,0.703031883640413,0.8823856652488811,1,0
True,False,0.976350568515,0.21418186730529365,0,0
False,False,0.8058255020525442,0.4315657789412308,1,0
True,True,0.06751198289619953,0.8828122327717103,0,0
False,True,0.30744601746832856,0.9164214227529044,1,0
False,True,0.18065815795415563,0.7051050372069492,0,0
False,False,0.026220402197960846,0.9115875876682973,1,0
False,True,0.10805458896891718,0.10269606816227428,0,0
False,False,0.12442292421175594,0.37784266125684507,1,0
True,True,0.7651685796069609,0.8989106179408887,0,0
False,False,0.6374569320036643,0.4044483482698683,1,0
False,True,0.6852994108473782,0.19388083717489513,0,0
True,False,0.3805816905738394,0.6511467859856581,1,0
False,True,0.6523942747437858,0.2848672918093962,0,0
False,False,0.24739459639701744,0.5184942512915841,1,0
True,True,0.962991527401598,0.9111281183914739,0,0
False,False,0.03108878133898263,0.6447093589239342,1,0
True,True,0.9032883281539857,0.1013630511128577,0,0
True,False,0.7672510888854088,0.9565550914118804,1,0
True,False,0.8063039901857869,0.7743459139874146,0,0
False,False,0.8972491855747988,0.8170742146246711,1,0
True,False,0.10774821025284376,0.13081345959400537,0,0
False,True,0.3335746194944066,0.8235176187151977,1,0
True,True,0.740695778594971,0.19114087615589292,0,0
True,False,0.42371777095765406,0.4203956502203894,1,0
False,True,0.1872359915291003,0.6510406873926943,0,0
False,False,0.48624670031476735,0.9394602638343088,1,0
False,True,0.9758343290646969,0.26809453365915636,0,0
False,False,0.6212493852280909,0.14110345941166802,1,0
True,True,0.8450978117624273,0.6701417240319586,0,0
False,False,0.015227270282299088,0.31603535078938116,1,0
True,True,0.413777788839351,0.6269920675075119,0,0
False,False,0.11607612303297166,0.9951106807557217,1,0
True,False,0.9984757482730819,0.4965827200774401,0,0
False,False,0.015583874805701226,0.060450107656983,1,0
False,True,0.23820789079833782,0.5160243755099502,0,0
True,False,0.0030406896802050998,0.9096212901469622,1,0
False,True,0.8961315290692937,0.1616307171403073,0,0
True,False,0.01990064751576026,0.9612869545605661,1,0
True,False,0.6807444777915073,0.38555541170056795,0,0
False,False,0.11760374628722259,0.6666176047998453,1,0
True,True,0.4096867422396572,0.4378310737615033,0,0
True,False,0.5733328485478351,0.8420712174130149,1,0
True,True,0.9761237816683415,0.6134840532435643,0,0
True,False,0.5095228065556494,0.7434590795184193,1,0
True,False,0.21957043236719043,0.645834078508372,0,0
True,False,0.016420244893459945,0.617885635800246,1,0
True,True,0.643428923803109,0.43783046623403443,0,0
True,False,0.48317997643033717,0.5588155196506643,1,0
False,True,0.34187716084648556,0.09097993488090728,0,0
False,False,0.39862279706556847,0.9046715345923738,1,0
True,False,0.7818252508241391,0.7260403657489114,0,0
True,False,0.5145512575402673,0.7571371871483077,1,0
True,False,0.1401687535216115,0.20716507678447194,0,0
False,False,0.9977710617975164,0.2323941577684755,1,0
True,True,0.5144773681487358,0.19231307862015368,0,0
False,False,0.8815082672514885,0.3527657418505278,1,0
True,True,0.4467117068968909,0.31753657316356854,0,0
False,False,0.3538852092139375,0.21534303673769373,1,0
True,False,0.24102116743515667,0.2536621597013593,0,0
False,True,0.45101338362482146,0.41061809896854984,1,0
True,True,0.7651032796662222,0.9919851059529947,0,0
False,False,0.37654924671790535,0.13849965528291974,1,0
False,True,0.9891300571399511,0.08003971892862127,0,0
True,False,0.4347070337924185,0.35747134396565805,1,0
True,True,0.519111105716115,0.6131904664688256,0,0
True,False,0.869187478006754,0.8944713921380198,1,0
True,False,0.024609857157276704,0.4890527777653021,0,0
False,True,0.05938970122779319,0.9212523363722421,1,0
True,True,0.24622663536042422,0.7336735566994184,0,0
False,False,0.3435097261110822,0.08348079843426737,1,0
True,True,0.6514035122701135,0.5039717539707917,0,0
True,False,0.4639775239652296,0.381581182657012,1,0
True,True,0.20163558365190992,0.21098543739183373,0,0
True,False,0.997702211242031,0.9404586127869357,1,0
True,False,0.12928044323593968,0.21738723992002495,0,0
False,False,0.9655707368598204,0.9606488138327987,1,0
True,False,0.9296849798360783,0.44618877178995975,0,0
False,True,0.5965750408597938,0.5966919918871377,1,0
True,True,0.4996114968618647,0.4371793061542083,0,0
False,False,0.9746698417130015,0.555994244900609,1,0
True,True,0.29395708740642135,0.7951285886676919,0,0
False,False,0.9744808062996594,0.35067625895322163,1,0
False,True,0.010953084119040613,0.08217153021630474,0,0
True,False,0.2777612578124302,0.8538933714889245,1,0
False,True,0.6806455921185264,0.09658328030440744,0,0
False,False,0.6579116670816256,0.8863205752908313,1,0
True,False,0.8489079231448862,0.1054987716854976,0,0
False,False,0.6459921852674796,0.6571076953853441,1,0
False,True,0.6608466635626756,0.13807760628684462,0,0
False,False,0.9305451683234893,0.9423126021634994,1,0
True,False,0.3026777573415246,0.0942243355575253,0,0
False,False,0.726028680170636,0.5534353520533749,1,0
True,False,0.44826419231175296,0.14438748962941617,0,0
True,False,0.6933852781877484,0.8814097412610896,1,0
False,True,0.8416745762280404,0.36783718161841417,0,0
True,False,0.3731083508497902,0.6269060726747456,1,0
True,False,0.9932397679196582,0.3508901759719609,0,0
False,False,0.03798426277699363,0.49150394311637546,1,0
True,True,0.01055458559292255,0.3642142681129651,0,0
False,False,0.34500525047093933,0.6957364700255655,1,0
True,True,0.159136540408105,0.46883957573414636,0,0
False,False,0.8364745663272246,0.747181366672113,1,0
True,False,0.6656734336309076,0.10041485051556054,0,0
False,False,0.4216423836901384,0.6623637883594654,1,0
True,True,0.6344435366775732,0.08189708429268971,0,0
False,False,0.4767912416771103,0.5077157400435257,1,0
True,True,0.24071770885735433,0.1517002158629226,0,0
False,False,0.6640700911523295,0.6516438790462064,1,0
True,True,0.5819446314214044,0.08206003557762043,0,0
False,True,0.46436327750773077,0.5040731763055732,1,0
True,True,0.6701532825076979,0.9642975117385184,0,0
True,False,0.39299774944348653,0.46689290444658627,1,0
False,True,0.7971498286914394,0.01899496959397995,0,0
False,False,0.4842754487577777,0.5595682230427671,1,0
True,True,0.19316342916648277,0.7745028762769232,0,0
False,False,0.7613120976887839,0.5086051733296507,1,0
True,False,0.06900786608437814,0.3367389456393548,0,0
True,False,0.915771860094375,0.8371789798764678,1,0
True,True,0.1029669488617525,0.10964983254751426,0,0
True,False,0.1890225957348316,0.9770243277559745,1,0
True,False,0.2545967551448354,0.628671295068012,0,0
False,False,0.9874863562098702,0.41154168533965385,1,0
True,True,0.7412878987430749,0.5881778991808498,0,0
