0,1,target,concept
0.47009071843107064,0.7282642914232076,1,0
0.3037513583913575,0.8872982690000151,1,0
0.41008858946872573,0.7166143935816427,1,0
0.26522113780066725,0.24516664919367304,0,0
0.8125816265884215,0.49830138202139995,0,0
0.4158721009442904,0.727759134886051,1,0
0.9632496477523979,0.3095292116987097,0,0
0.7040597821044818,0.5193507229884871,0,0
0.7313600836275068,0.9996631210081544,1,0
0.20638183272795785,0.7525906989551181,1,0
0.4685332173457043,0.7090348812304769,1,0
0.8719067324140709,0.14837140240973423,0,0
0.21261107077793095,0.41191045179367913,1,0
0.058485036870010276,0.3494449155678685,1,0
0.41657065947265437,0.12418351862815613,0,0
0.7435035864931782,0.7628111714654963,0,0
0.39030603565891253,0.34529640371843084,0,0
0.20114757363112812,0.4268068702100508,1,0
0.3164541391111041,0.21405707228960558,0,0
0.8678005517048772,0.22910304519899982,0,0
0.040487049146807785,0.22521968753574773,1,0
0.019420809828158525,0.865412341496933,1,0
0.8439586945298337,0.3192238641709455,0,0
0.9603460101050769,0.8043813534465206,0,0
0.4210491971201178,0.11203470327799925,0,0
0.8513413641805115,0.6066989733306288,0,0
0.23060234066903773,0.9950862635989794,1,0
0.36571052771884516,0.20309238410576547,0,0
0.49334177818512226,0.8365136133737727,1,0
0.1413971279705527,0.3872716696831847,1,0
0.33725971978531155,0.9400515460113262,1,0
0.9991651305016425,0.46496101365413656,0,0
0.1698154262011824,0.6955897269235669,1,0
0.8611846650541565,0.3318134242633193,0,0
0.20691064433024053,0.686573222767188,1,0
0.09799076572902754,0.8435571728180189,1,0
0.004316865651828761,0.1506588789681942,1,0
0.7038401233828459,0.35028548708964014,0,0
0.08143883344267888,0.803009147079591,1,0
0.23928492289067993,0.46116458327848064,1,0
0.26362584890459495,0.5236985525454059,1,0
0.4360170562853458,0.9720147432007249,1,0
0.20093578728086292,0.0708477147025941,0,0
0.30250139741916326,0.1357671138982448,0,0
0.6616042981394453,0.25002729540552293,0,0
0.10061154138460227,0.21868637868026708,1,0
0.19544046211478883,0.3885989574798798,1,0
0.5152680043143939,0.22323688358029925,0,0
0.35461123846566256,0.70254540362515,1,0
0.799777932804895,0.5788586355814347,0,0
0.9320335513205896,0.5441595195007104,0,0
0.9361318703099963,0.7204623367682739,0,0
0.633427009533106,0.1185506077822176,0,0
0.05576640753251316,0.12547339458164963,1,0
0.8295450896787718,0.9066715138777028,0,0
0.6149463126347009,0.0878734510127458,0,0
0.5041402293276706,0.2362521178130046,0,0
0.5839360937396286,0.7318404403706629,1,0
0.16203559999755235,0.12531500024934905,0,0
0.10429735341211088,0.9435972988171141,1,0
0.5616761655545373,0.9946235984886289,1,0
0.6315108465416529,0.5953851201233223,0,0
0.5600331588076879,0.5442852280908532,0,0
0.31473955512392804,0.12286442727565838,0,0
0.028919720517454617,0.06148202794640134,1,0
0.6353489149909375,0.6248969113338434,0,0
0.6198639253841342,0.21017339512081634,0,0
0.20785544547849255,0.190095599449988,0,0
0.18615802729858422,0.3136623745613314,1,0
0.7325979803047155,0.6343004438215486,0,0
0.8346214273270224,0.8058199422360315,0,0
0.21728086769732446,0.5863302340112369,1,0
0.44873287427215935,0.41842218931304664,0,0
0.703031883640413,0.8823856652488811,1,0
0.16037573897577184,0.3978999569783783,1,0
0.7526277615087171,0.35668003153300587,0,0
0.6866300256169694,0.11925005417575807,0,0
0.674703530989016,0.7728271575491135,1,0
0.752110768160866,0.4192204300953164,0,0
0.976350568515,0.21418186730529365,0,0
0.4646169286560333,0.4964112233162923,1,0
0.8058255020525442,0.4315657789412308,0,0
0.010650787575618659,0.3399876322824019,1,0
0.9731797344983868,0.9381357496858177,0,0
0.2556785990752374,0.7330744874302565,1,0
0.22509803328268707,0.9692998983524002,1,0
0.8265170737760854,0.846359457306526,0,0
0.06751198289619953,0.8828122327717103,1,0
0.17495387066369295,0.8613175849477464,1,0
0.30744601746832856,0.9164214227529044,1,0
0.495011047731298,0.36289801323818494,0,0
0.46626967881707204,0.43385549593228523,0,0
0.49193803677928927,0.32634197294722844,0,0
0.03728575833338965,0.12158382027779024,1,0
0.363421085668411,0.6366701718812017,1,0
0.18065815795415563,0.7051050372069492,1,0
0.05437957241860414,0.4356262079878298,1,0
0.026220402197960846,0.9115875876682973,1,0
0.9397722354041214,0.23091055540467975,0,0
0.31759637254035233,0.8695012298759583,1,0
0.13747111121086775,0.5696380032882625,1,0
0.10805458896891718,0.10269606816227428,0,0
0.5981831007141541,0.698326023414337,1,0
0.4340371829186639,0.15938103768079437,0,0
0.23093119218534885,5.4787951067947205e-05,0,0
0.12442292421175594,0.37784266125684507,1,0
0.5731488124054004,0.4456802053216662,0,0
0.7885196892380683,0.8296525153868196,0,0
0.924942696446962,0.5520125919495958,0,0
0.7651685796069609,0.8989106179408887,1,0
0.27641611986941006,0.3568502772593366,1,0
0.6374569320036643,0.4044483482698683,0,0
0.7608916780476452,0.3182268776100733,0,0
0.5220758633925243,0.23803863542291093,0,0
0.7795741245536905,0.3580543043233675,0,0
0.421174442684786,0.4674074245469789,1,0
0.3086036092513096,0.9600380038872238,1,0
0.6852994108473782,0.19388083717489513,0,0
0.6450874771249967,0.05381261745254262,0,0
0.3805816905738394,0.6511467859856581,1,0
0.262859362464826,0.5180121372238051,1,0
0.6523942747437858,0.2848672918093962,0,0
0.5378424883287322,0.9418774033651993,1,0
0.7641926340247261,0.505219274910201,0,0
0.4635539472659421,0.28123721701414317,0,0
0.24739459639701744,0.5184942512915841,1,0
0.7388910076162087,0.9541699452982761,1,0
0.962991527401598,0.9111281183914739,0,0
0.47977083777934526,0.36478476947265537,0,0
0.03108878133898263,0.6447093589239342,1,0
0.6953111891752257,0.7557422423564955,0,0
0.9032883281539857,0.1013630511128577,0,0
0.6122501740140966,0.19080469009990797,0,0
0.7672510888854088,0.9565550914118804,1,0
0.7583827642994818,0.25426360244155444,0,0
0.8063039901857869,0.7743459139874146,0,0
0.67087976521587,0.5205432637735038,0,0
0.9416349668304781,0.8005209299485148,0,0
0.1677590995472239,0.7139307891748016,1,0
0.8261516039533535,0.06932973460829805,0,0
0.12419674620207033,0.5931240191157274,1,0
0.13032828829949739,0.385317927472988,1,0
0.9792696728500319,0.8306770819797108,0,0
0.09788295792545232,0.7551292671561325,1,0
0.2344293681111923,0.29545884318586524,1,0
0.8972491855747988,0.8170742146246711,0,0
0.9300042302013238,0.3853224120044013,0,0
0.10774821025284376,0.13081345959400537,1,0
0.4123670036240643,0.6297214977508259,1,0
0.3335746194944066,0.8235176187151977,1,0
0.23583776518769117,0.6025625339058535,1,0
0.38198516621722534,0.5693424438486648,1,0
0.1709940843727359,0.7989326484496762,1,0
0.25742995901410737,0.879645533103422,1,0
0.5487597818075352,0.7027147742251769,1,0
0.740695778594971,0.19114087615589292,0,0
0.8131085867475014,0.6750673181710761,0,0
0.23229554483895587,0.02493204651801939,0,0
0.6166438808883299,0.10955509531406382,0,0
0.42371777095765406,0.4203956502203894,0,0
0.4752834823414803,0.27693470353540206,0,0
0.3595107679141697,0.3475119418736937,0,0
0.4822487226633324,0.6772229491289687,1,0
0.44790639658971854,0.5524583134536774,1,0
0.03143439204352272,0.9123463279281413,1,0
0.1872359915291003,0.6510406873926943,1,0
0.49558421699562805,0.36121949183317936,0,0
0.48624670031476735,0.9394602638343088,1,0
0.06457542261156457,0.7368505073533077,1,0
0.9758343290646969,0.26809453365915636,0,0
0.18216564833837068,0.46659266446813674,1,0
0.6212493852280909,0.14110345941166802,0,0
0.11512355821642783,0.04932768852799174,0,0
0.7564263839849914,0.7474620646355278,0,0
0.7087015053433717,0.08211585634236784,0,0
0.4797382985245604,0.9443163738422811,1,0
0.5266674496405356,0.6747270356819699,1,0
0.8450978117624273,0.6701417240319586,0,0
0.6624822565419348,0.6557699405612912,0,0
0.6342665501138305,0.4882383666436797,0,0
0.579198144792549,0.676828967117085,1,0
0.6730064282370533,0.5397452821882384,0,0
0.7123755756474293,0.3088815782104145,0,0
0.9983317577376056,0.25064035750260805,0,0
0.039110222012203266,0.6225031207181355,1,0
0.7927788536202727,0.26104653139338696,0,0
0.3452684443512275,0.053206900876645036,0,0
0.015227270282299088,0.31603535078938116,1,0
