0,1,2,target,concept
4.700907184310706,7.282642914232076,3.037513583913575,True,0
8.87298269000015,4.1008858946872575,7.166143935816427,True,0
2.6522113780066725,2.4516664919367304,8.125816265884215,False,0
4.9830138202139995,4.158721009442904,7.27759134886051,True,0
9.63249647752398,3.095292116987097,7.040597821044818,True,0
5.193507229884871,7.313600836275068,9.996631210081544,True,0
2.0638183272795785,7.525906989551181,4.685332173457043,True,0
7.090348812304769,8.71906732414071,1.4837140240973423,True,0
2.1261107077793095,4.119104517936791,0.5848503687001028,False,0
3.494449155678685,4.165706594726544,1.2418351862815613,False,0
7.435035864931781,7.628111714654962,3.9030603565891253,True,0
3.4529640371843087,2.011475736311281,4.268068702100508,False,0
3.164541391111041,2.1405707228960558,8.678005517048772,False,0
2.2910304519899984,0.40487049146807785,2.2521968753574773,False,0
0.19420809828158525,8.65412341496933,8.439586945298338,True,0
3.192238641709455,9.60346010105077,8.043813534465206,True,0
4.2104919712011775,1.1203470327799925,8.513413641805116,False,0
6.066989733306288,2.306023406690377,9.950862635989795,True,0
3.6571052771884514,2.0309238410576547,4.933417781851222,False,0
8.365136133737728,1.413971279705527,3.872716696831847,True,0
3.3725971978531155,9.400515460113262,9.991651305016426,True,0
4.649610136541366,1.698154262011824,6.955897269235669,False,0
8.611846650541565,3.318134242633193,2.069106443302405,True,0
6.86573222767188,0.9799076572902754,8.43557172818019,False,0
0.04316865651828761,1.5065887896819419,7.038401233828458,False,0
3.5028548708964014,0.8143883344267888,8.03009147079591,False,0
2.3928492289067993,4.611645832784807,2.6362584890459493,False,0
5.236985525454059,4.360170562853458,9.720147432007249,True,0
2.0093578728086294,0.708477147025941,3.0250139741916326,False,0
1.357671138982448,6.616042981394453,2.5002729540552293,False,0
1.0061154138460227,2.186863786802671,1.9544046211478883,False,0
3.8859895747987983,5.152680043143939,2.2323688358029923,True,0
3.5461123846566256,7.0254540362514994,7.997779328048949,True,0
5.788586355814347,9.320335513205896,5.441595195007104,True,0
9.361318703099963,7.204623367682739,6.3342700953310604,True,0
1.185506077822176,0.5576640753251316,1.2547339458164963,False,0
8.295450896787719,9.066715138777028,6.149463126347009,True,0
0.878734510127458,5.041402293276706,2.362521178130046,False,0
5.839360937396286,7.318404403706628,1.6203559999755235,True,0
1.2531500024934905,1.0429735341211088,9.435972988171141,False,0
5.616761655545373,9.94623598488629,6.315108465416529,True,0
5.953851201233223,5.6003315880768785,5.442852280908532,True,0
3.1473955512392804,1.2286442727565838,0.28919720517454617,False,0
0.6148202794640134,6.353489149909375,6.248969113338434,False,0
6.198639253841342,2.101733951208163,2.0785544547849257,True,0
1.90095599449988,1.8615802729858422,3.136623745613314,False,0
7.325979803047154,6.343004438215486,8.346214273270224,True,0
8.058199422360314,2.1728086769732444,5.8633023401123685,True,0
4.487328742721593,4.184221893130466,7.03031883640413,True,0
8.82385665248881,1.6037573897577184,3.978999569783783,True,0
7.526277615087171,3.5668003153300587,6.866300256169694,True,0
1.1925005417575807,6.74703530989016,7.728271575491135,False,0
7.52110768160866,4.192204300953164,9.763505685150001,True,0
2.1418186730529367,4.646169286560333,4.964112233162923,False,0
8.058255020525442,4.315657789412308,0.10650787575618659,True,0
3.399876322824019,9.731797344983868,9.381357496858177,True,0
2.556785990752374,7.330744874302565,2.2509803328268707,True,0
9.692998983524001,8.265170737760855,8.46359457306526,True,0
0.6751198289619953,8.828122327717104,1.7495387066369295,True,0
8.613175849477464,3.074460174683286,9.164214227529044,True,0
4.95011047731298,3.6289801323818494,4.66269678817072,True,0
4.3385549593228525,4.9193803677928925,3.263419729472284,True,0
0.3728575833338965,1.2158382027779024,3.6342108566841103,False,0
6.366701718812017,1.8065815795415563,7.051050372069492,True,0
0.5437957241860414,4.356262079878298,0.26220402197960846,False,0
9.115875876682972,9.397722354041214,2.3091055540467975,True,0
3.1759637254035233,8.695012298759583,1.3747111121086775,True,0
5.696380032882625,1.0805458896891718,1.0269606816227428,False,0
5.981831007141541,6.98326023414337,4.340371829186639,True,0
1.5938103768079437,2.3093119218534888,0.000547879510679472,False,0
1.2442292421175594,3.7784266125684507,5.731488124054004,False,0
4.456802053216662,7.885196892380683,8.296525153868195,True,0
9.24942696446962,5.520125919495959,7.651685796069609,True,0
8.989106179408887,2.764161198694101,3.568502772593366,True,0
6.374569320036643,4.044483482698683,7.608916780476452,True,0
3.1822687761007327,5.220758633925243,2.3803863542291093,True,0
7.795741245536904,3.580543043233675,4.21174442684786,True,0
4.6740742454697894,3.086036092513096,9.600380038872238,False,0
6.852994108473782,1.9388083717489513,6.450874771249967,True,0
0.5381261745254262,3.8058169057383937,6.511467859856581,False,0
2.6285936246482597,5.180121372238052,6.523942747437857,False,0
2.848672918093962,5.378424883287321,9.418774033651992,True,0
7.641926340247261,5.05219274910201,4.6355394726594215,True,0
2.8123721701414315,2.4739459639701744,5.184942512915841,False,0
7.388910076162087,9.541699452982762,9.62991527401598,True,0
9.11128118391474,4.797708377793453,3.6478476947265537,True,0
0.3108878133898263,6.447093589239342,6.953111891752258,False,0
7.5574224235649545,9.032883281539858,1.013630511128577,True,0
6.122501740140967,1.9080469009990797,7.672510888854088,True,0
9.565550914118804,7.583827642994818,2.542636024415544,True,0
8.06303990185787,7.743459139874146,6.7087976521587,True,0
5.205432637735038,9.41634966830478,8.005209299485148,True,0
1.677590995472239,7.1393078917480155,8.261516039533536,True,0
0.6932973460829805,1.2419674620207033,5.931240191157274,False,0
1.3032828829949739,3.8531792747298796,9.792696728500319,False,0
8.306770819797109,0.9788295792545232,7.551292671561325,True,0
2.344293681111923,2.954588431858652,8.972491855747988,False,0
8.170742146246711,9.300042302013239,3.853224120044013,True,0
1.0774821025284376,1.3081345959400537,4.123670036240643,False,0
6.297214977508259,3.3357461949440657,8.235176187151977,True,0
2.3583776518769115,6.025625339058535,3.8198516621722534,True,0
5.693424438486648,1.7099408437273589,7.989326484496761,False,0
2.5742995901410737,8.79645533103422,5.4875978180753515,True,0
7.027147742251769,7.406957785949711,1.9114087615589292,True,0
8.131085867475015,6.750673181710761,2.3229554483895587,True,0
0.2493204651801939,6.166438808883299,1.0955509531406382,False,0
4.237177709576541,4.203956502203894,4.752834823414803,True,0
2.769347035354021,3.595107679141697,3.475119418736937,False,0
4.822487226633324,6.772229491289687,4.479063965897185,True,0
5.5245831345367735,0.3143439204352272,9.123463279281413,False,0
1.872359915291003,6.510406873926943,4.955842169956281,True,0
3.6121949183317934,4.862467003147674,9.394602638343088,True,0
0.6457542261156457,7.368505073533077,9.75834329064697,True,0
2.680945336591564,1.8216564833837068,4.665926644681368,False,0
6.212493852280909,1.4110345941166802,1.1512355821642783,False,0
0.4932768852799174,7.5642638398499145,7.474620646355278,True,0
7.087015053433717,0.8211585634236784,4.797382985245604,False,0
9.443163738422811,5.266674496405356,6.747270356819699,True,0
8.450978117624272,6.701417240319586,6.624822565419349,True,0
6.5576994056129125,6.342665501138304,4.882383666436797,True,0
5.79198144792549,6.76828967117085,6.730064282370533,True,0
5.397452821882384,7.123755756474292,3.0888157821041453,True,0
9.983317577376056,2.5064035750260807,0.39110222012203266,True,0
6.225031207181355,7.927788536202726,2.6104653139338696,True,0
3.452684443512275,0.5320690087664504,0.15227270282299088,False,0
3.1603535078938116,3.1514644023612037,1.8732068639396449,False,0
2.834583655497246,4.5405202009363705,0.5009238410178085,False,0
1.5959142967820383,7.859333491576742,6.385112200931142,True,0
3.933123056125314,4.124179050329017,6.804403151061033,True,0
1.3433079692198069,0.1329733023291746,3.6033396981768684,False,0
4.149190478463556,2.477839821938984,3.4255188594818984,False,0
6.10454264657247,3.2756742840221884,7.3583003635280475,True,0
5.956587182683714,8.068756499964287,4.13777788839351,True,0
6.269920675075119,4.419803559964615,1.273631962808549,True,0
1.1607612303297166,9.951106807557217,9.364497658478289,True,0
4.089229665340376,9.984757482730819,4.965827200774401,True,0
7.272418530360879,9.244921881274701,8.481816925027298,True,0
9.689008403484255,8.400762353839218,6.399944910818119,True,0
8.170794328736445,9.569880162775403,8.981383577486204,True,0
