,0,1,2,3,target,concept
0,False,True,0.3037513583913575,0.8872982690000151,1,0
1,False,True,0.26522113780066725,0.24516664919367304,0,0
2,True,False,0.4158721009442904,0.727759134886051,1,0
3,True,False,0.7040597821044818,0.5193507229884871,0,0
4,True,True,0.20638183272795785,0.7525906989551181,0,0
5,False,True,0.8719067324140709,0.14837140240973423,0,0
6,False,False,0.058485036870010276,0.3494449155678685,1,0
7,False,False,0.7435035864931782,0.7628111714654963,1,0
8,False,False,0.20114757363112812,0.4268068702100508,1,0
9,False,False,0.8678005517048772,0.22910304519899982,1,0
10,False,False,0.019420809828158525,0.865412341496933,1,0
11,True,False,0.9603460101050769,0.8043813534465206,1,0
12,False,False,0.8513413641805115,0.6066989733306288,1,0
13,False,True,0.36571052771884516,0.20309238410576547,0,0
14,False,True,0.1413971279705527,0.3872716696831847,0,0
15,False,True,0.9991651305016425,0.46496101365413656,0,0
16,False,True,0.8611846650541565,0.3318134242633193,0,0
17,False,True,0.09799076572902754,0.8435571728180189,1,0
18,False,False,0.7038401233828459,0.35028548708964014,1,0
19,False,True,0.23928492289067993,0.46116458327848064,0,0
20,False,True,0.4360170562853458,0.9720147432007249,1,0
21,False,False,0.30250139741916326,0.1357671138982448,1,0
22,True,False,0.10061154138460227,0.21868637868026708,0,0
23,False,False,0.5152680043143939,0.22323688358029925,1,0
24,False,True,0.799777932804895,0.5788586355814347,0,0
25,True,True,0.9361318703099963,0.7204623367682739,0,0
26,True,False,0.05576640753251316,0.12547339458164963,0,0
27,True,True,0.6149463126347009,0.0878734510127458,0,0
28,True,False,0.5839360937396286,0.7318404403706629,1,0
29,False,False,0.10429735341211088,0.9435972988171141,1,0
30,True,True,0.6315108465416529,0.5953851201233223,0,0
31,True,True,0.31473955512392804,0.12286442727565838,0,0
32,False,False,0.6353489149909375,0.6248969113338434,1,0
33,True,False,0.20785544547849255,0.190095599449988,0,0
34,False,False,0.7325979803047155,0.6343004438215486,1,0
35,True,True,0.21728086769732446,0.5863302340112369,0,0
36,False,False,0.703031883640413,0.8823856652488811,1,0
37,False,False,0.7526277615087171,0.35668003153300587,1,0
38,True,False,0.674703530989016,0.7728271575491135,1,0
39,True,False,0.976350568515,0.21418186730529365,0,0
40,False,False,0.8058255020525442,0.4315657789412308,1,0
41,False,False,0.9731797344983868,0.9381357496858177,1,0
42,False,True,0.22509803328268707,0.9692998983524002,1,0
43,True,True,0.06751198289619953,0.8828122327717103,0,0
44,False,True,0.30744601746832856,0.9164214227529044,1,0
45,False,False,0.46626967881707204,0.43385549593228523,1,0
46,False,False,0.03728575833338965,0.12158382027779024,1,0
