0,1,2,3,target,concept
0.47009071843107064,0.7282642914232076,0.3037513583913575,0.8872982690000151,1,0
0.26522113780066725,0.24516664919367304,0.8125816265884215,0.49830138202139995,0,0
0.4158721009442904,0.727759134886051,0.9632496477523979,0.3095292116987097,1,0
0.7040597821044818,0.5193507229884871,0.7313600836275068,0.9996631210081544,0,0
0.20638183272795785,0.7525906989551181,0.4685332173457043,0.7090348812304769,1,0
0.8719067324140709,0.14837140240973423,0.21261107077793095,0.41191045179367913,0,0
0.058485036870010276,0.3494449155678685,0.41657065947265437,0.12418351862815613,1,0
0.7435035864931782,0.7628111714654963,0.39030603565891253,0.34529640371843084,0,0
0.20114757363112812,0.4268068702100508,0.3164541391111041,0.21405707228960558,1,0
0.8678005517048772,0.22910304519899982,0.040487049146807785,0.22521968753574773,0,0
0.019420809828158525,0.865412341496933,0.8439586945298337,0.3192238641709455,1,0
0.9603460101050769,0.8043813534465206,0.4210491971201178,0.11203470327799925,0,0
0.23060234066903773,0.9950862635989794,0.36571052771884516,0.20309238410576547,1,0
0.9991651305016425,0.46496101365413656,0.1698154262011824,0.6955897269235669,0,0
0.20691064433024053,0.686573222767188,0.09799076572902754,0.8435571728180189,1,0
0.7038401233828459,0.35028548708964014,0.08143883344267888,0.803009147079591,0,0
0.23928492289067993,0.46116458327848064,0.26362584890459495,0.5236985525454059,1,0
0.20093578728086292,0.0708477147025941,0.30250139741916326,0.1357671138982448,0,0
0.10061154138460227,0.21868637868026708,0.19544046211478883,0.3885989574798798,1,0
0.5152680043143939,0.22323688358029925,0.35461123846566256,0.70254540362515,0,0
0.05576640753251316,0.12547339458164963,0.8295450896787718,0.9066715138777028,1,0
0.6149463126347009,0.0878734510127458,0.5041402293276706,0.2362521178130046,0,0
0.5839360937396286,0.7318404403706629,0.16203559999755235,0.12531500024934905,1,0
0.6315108465416529,0.5953851201233223,0.5600331588076879,0.5442852280908532,0,0
0.028919720517454617,0.06148202794640134,0.6353489149909375,0.6248969113338434,1,0
0.6198639253841342,0.21017339512081634,0.20785544547849255,0.190095599449988,0,0
0.18615802729858422,0.3136623745613314,0.7325979803047155,0.6343004438215486,1,0
0.8346214273270224,0.8058199422360315,0.21728086769732446,0.5863302340112369,0,0
0.703031883640413,0.8823856652488811,0.16037573897577184,0.3978999569783783,1,0
0.7526277615087171,0.35668003153300587,0.6866300256169694,0.11925005417575807,0,0
0.674703530989016,0.7728271575491135,0.752110768160866,0.4192204300953164,1,0
0.976350568515,0.21418186730529365,0.4646169286560333,0.4964112233162923,0,0
0.010650787575618659,0.3399876322824019,0.9731797344983868,0.9381357496858177,1,0
0.8265170737760854,0.846359457306526,0.06751198289619953,0.8828122327717103,0,0
0.17495387066369295,0.8613175849477464,0.30744601746832856,0.9164214227529044,1,0
0.495011047731298,0.36289801323818494,0.46626967881707204,0.43385549593228523,0,0
0.03728575833338965,0.12158382027779024,0.363421085668411,0.6366701718812017,1,0
0.9397722354041214,0.23091055540467975,0.31759637254035233,0.8695012298759583,0,0
0.13747111121086775,0.5696380032882625,0.10805458896891718,0.10269606816227428,1,0
0.4340371829186639,0.15938103768079437,0.23093119218534885,5.4787951067947205e-05,0,0
0.12442292421175594,0.37784266125684507,0.5731488124054004,0.4456802053216662,1,0
0.7885196892380683,0.8296525153868196,0.924942696446962,0.5520125919495958,0,0
0.7651685796069609,0.8989106179408887,0.27641611986941006,0.3568502772593366,1,0
0.6374569320036643,0.4044483482698683,0.7608916780476452,0.3182268776100733,0,0
0.421174442684786,0.4674074245469789,0.3086036092513096,0.9600380038872238,1,0
0.6852994108473782,0.19388083717489513,0.6450874771249967,0.05381261745254262,0,0
0.3805816905738394,0.6511467859856581,0.262859362464826,0.5180121372238051,1,0
0.6523942747437858,0.2848672918093962,0.5378424883287322,0.9418774033651993,0,0
0.24739459639701744,0.5184942512915841,0.7388910076162087,0.9541699452982761,1,0
0.962991527401598,0.9111281183914739,0.47977083777934526,0.36478476947265537,0,0
0.03108878133898263,0.6447093589239342,0.6953111891752257,0.7557422423564955,1,0
0.9032883281539857,0.1013630511128577,0.6122501740140966,0.19080469009990797,0,0
0.7672510888854088,0.9565550914118804,0.7583827642994818,0.25426360244155444,1,0
0.8063039901857869,0.7743459139874146,0.67087976521587,0.5205432637735038,0,0
0.1677590995472239,0.7139307891748016,0.8261516039533535,0.06932973460829805,1,0
0.9792696728500319,0.8306770819797108,0.09788295792545232,0.7551292671561325,0,0
0.2344293681111923,0.29545884318586524,0.8972491855747988,0.8170742146246711,1,0
0.9300042302013238,0.3853224120044013,0.10774821025284376,0.13081345959400537,0,0
0.4123670036240643,0.6297214977508259,0.3335746194944066,0.8235176187151977,1,0
0.740695778594971,0.19114087615589292,0.8131085867475014,0.6750673181710761,0,0
0.4822487226633324,0.6772229491289687,0.44790639658971854,0.5524583134536774,1,0
0.49558421699562805,0.36121949183317936,0.48624670031476735,0.9394602638343088,0,0
0.06457542261156457,0.7368505073533077,0.9758343290646969,0.26809453365915636,1,0
0.6212493852280909,0.14110345941166802,0.11512355821642783,0.04932768852799174,0,0
0.4797382985245604,0.9443163738422811,0.5266674496405356,0.6747270356819699,1,0
0.8450978117624273,0.6701417240319586,0.6624822565419348,0.6557699405612912,0,0
0.579198144792549,0.676828967117085,0.6730064282370533,0.5397452821882384,1,0
0.7123755756474293,0.3088815782104145,0.9983317577376056,0.25064035750260805,0,0
0.039110222012203266,0.6225031207181355,0.7927788536202727,0.26104653139338696,1,0
0.3452684443512275,0.053206900876645036,0.015227270282299088,0.31603535078938116,0,0
0.2834583655497246,0.4540520200936371,0.05009238410178085,0.15959142967820383,1,0
0.7859333491576742,0.6385112200931142,0.3933123056125314,0.41241790503290177,0,0
0.01329733023291746,0.36033396981768684,0.4149190478463556,0.2477839821938984,1,0
0.44198035599646146,0.1273631962808549,0.11607612303297166,0.9951106807557217,0,0
0.7272418530360879,0.9244921881274701,0.8481816925027298,0.9689008403484255,1,0
0.8400762353839218,0.639994491081812,0.8170794328736445,0.9569880162775404,0,0
0.36969530305414244,0.8662787641249649,0.849780882606202,0.07025415694150161,1,0
