,0,1,2,target,concept
0,4.700907184310706,7.282642914232076,3.037513583913575,False,0
1,4.1008858946872575,7.166143935816427,2.6522113780066725,False,0
2,8.125816265884215,4.9830138202139995,4.158721009442904,False,0
3,9.63249647752398,3.095292116987097,7.040597821044818,False,0
4,7.313600836275068,9.996631210081544,2.0638183272795785,False,0
5,4.685332173457043,7.090348812304769,8.71906732414071,False,0
6,2.1261107077793095,4.119104517936791,0.5848503687001028,True,0
7,4.165706594726544,1.2418351862815613,7.435035864931781,True,0
8,3.9030603565891253,3.4529640371843087,2.011475736311281,True,0
9,3.164541391111041,2.1405707228960558,8.678005517048772,True,0
10,0.40487049146807785,2.2521968753574773,0.19420809828158525,True,0
11,8.439586945298338,3.192238641709455,9.60346010105077,False,0
12,4.2104919712011775,1.1203470327799925,8.513413641805116,True,0
13,2.306023406690377,9.950862635989795,3.6571052771884514,False,0
14,4.933417781851222,8.365136133737728,1.413971279705527,False,0
15,3.3725971978531155,9.400515460113262,9.991651305016426,False,0
16,1.698154262011824,6.955897269235669,8.611846650541565,False,0
17,2.069106443302405,6.86573222767188,0.9799076572902754,False,0
18,0.04316865651828761,1.5065887896819419,7.038401233828458,True,0
19,0.8143883344267888,8.03009147079591,2.3928492289067993,False,0
20,2.6362584890459493,5.236985525454059,4.360170562853458,True,0
21,2.0093578728086294,0.708477147025941,3.0250139741916326,True,0
22,6.616042981394453,2.5002729540552293,1.0061154138460227,False,0
23,1.9544046211478883,3.8859895747987983,5.152680043143939,True,0
24,3.5461123846566256,7.0254540362514994,7.997779328048949,False,0
25,9.320335513205896,5.441595195007104,9.361318703099963,False,0
26,6.3342700953310604,1.185506077822176,0.5576640753251316,True,0
27,8.295450896787719,9.066715138777028,6.149463126347009,False,0
28,5.041402293276706,2.362521178130046,5.839360937396286,True,0
29,1.6203559999755235,1.2531500024934905,1.0429735341211088,True,0
30,5.616761655545373,9.94623598488629,6.315108465416529,False,0
31,5.6003315880768785,5.442852280908532,3.1473955512392804,False,0
32,0.28919720517454617,0.6148202794640134,6.353489149909375,True,0
33,6.198639253841342,2.101733951208163,2.0785544547849257,False,0
34,1.8615802729858422,3.136623745613314,7.325979803047154,True,0
35,8.346214273270224,8.058199422360314,2.1728086769732444,False,0
36,4.487328742721593,4.184221893130466,7.03031883640413,False,0
37,1.6037573897577184,3.978999569783783,7.526277615087171,True,0
38,6.866300256169694,1.1925005417575807,6.74703530989016,False,0
39,7.52110768160866,4.192204300953164,9.763505685150001,False,0
40,4.646169286560333,4.964112233162923,8.058255020525442,False,0
41,0.10650787575618659,3.399876322824019,9.731797344983868,True,0
42,2.556785990752374,7.330744874302565,2.2509803328268707,False,0
43,8.265170737760855,8.46359457306526,0.6751198289619953,False,0
44,1.7495387066369295,8.613175849477464,3.074460174683286,False,0
45,4.95011047731298,3.6289801323818494,4.66269678817072,False,0
46,4.9193803677928925,3.263419729472284,0.3728575833338965,False,0
47,3.6342108566841103,6.366701718812017,1.8065815795415563,False,0
48,0.5437957241860414,4.356262079878298,0.26220402197960846,True,0
49,9.397722354041214,2.3091055540467975,3.1759637254035233,False,0
50,1.3747111121086775,5.696380032882625,1.0805458896891718,True,0
51,5.981831007141541,6.98326023414337,4.340371829186639,False,0
52,2.3093119218534888,0.000547879510679472,1.2442292421175594,True,0
53,5.731488124054004,4.456802053216662,7.885196892380683,False,0
54,9.24942696446962,5.520125919495959,7.651685796069609,False,0
55,2.764161198694101,3.568502772593366,6.374569320036643,True,0
56,7.608916780476452,3.1822687761007327,5.220758633925243,False,0
57,7.795741245536904,3.580543043233675,4.21174442684786,False,0
58,3.086036092513096,9.600380038872238,6.852994108473782,False,0
59,6.450874771249967,0.5381261745254262,3.8058169057383937,True,0
60,2.6285936246482597,5.180121372238052,6.523942747437857,True,0
61,5.378424883287321,9.418774033651992,7.641926340247261,False,0
62,4.6355394726594215,2.8123721701414315,2.4739459639701744,True,0
63,7.388910076162087,9.541699452982762,9.62991527401598,False,0
64,4.797708377793453,3.6478476947265537,0.3108878133898263,False,0
65,6.953111891752258,7.5574224235649545,9.032883281539858,False,0
66,6.122501740140967,1.9080469009990797,7.672510888854088,False,0
67,7.583827642994818,2.542636024415544,8.06303990185787,False,0
68,6.7087976521587,5.205432637735038,9.41634966830478,False,0
69,1.677590995472239,7.1393078917480155,8.261516039533536,False,0
70,1.2419674620207033,5.931240191157274,1.3032828829949739,True,0
71,9.792696728500319,8.306770819797109,0.9788295792545232,False,0
72,2.344293681111923,2.954588431858652,8.972491855747988,True,0
73,9.300042302013239,3.853224120044013,1.0774821025284376,False,0
74,4.123670036240643,6.297214977508259,3.3357461949440657,False,0
75,2.3583776518769115,6.025625339058535,3.8198516621722534,False,0
76,1.7099408437273589,7.989326484496761,2.5742995901410737,False,0
77,5.4875978180753515,7.027147742251769,7.406957785949711,False,0
78,8.131085867475015,6.750673181710761,2.3229554483895587,False,0
79,6.166438808883299,1.0955509531406382,4.237177709576541,True,0
80,4.752834823414803,2.769347035354021,3.595107679141697,True,0
81,4.822487226633324,6.772229491289687,4.479063965897185,False,0
82,0.3143439204352272,9.123463279281413,1.872359915291003,False,0
83,4.955842169956281,3.6121949183317934,4.862467003147674,False,0
84,0.6457542261156457,7.368505073533077,9.75834329064697,False,0
85,1.8216564833837068,4.665926644681368,6.212493852280909,True,0
86,1.1512355821642783,0.4932768852799174,7.5642638398499145,True,0
87,7.087015053433717,0.8211585634236784,4.797382985245604,True,0
88,5.266674496405356,6.747270356819699,8.450978117624272,False,0
