,0,1,2,3,target,concept
0,0.47009071843107064,0.7282642914232076,0.3037513583913575,0.8872982690000151,1,0
1,0.41008858946872573,0.7166143935816427,0.26522113780066725,0.24516664919367304,1,0
2,0.8125816265884215,0.49830138202139995,0.4158721009442904,0.727759134886051,0,0
3,0.9632496477523979,0.3095292116987097,0.7040597821044818,0.5193507229884871,0,0
4,0.7313600836275068,0.9996631210081544,0.20638183272795785,0.7525906989551181,1,0
5,0.4685332173457043,0.7090348812304769,0.8719067324140709,0.14837140240973423,1,0
6,0.21261107077793095,0.41191045179367913,0.058485036870010276,0.3494449155678685,1,0
7,0.41657065947265437,0.12418351862815613,0.7435035864931782,0.7628111714654963,0,0
8,0.39030603565891253,0.34529640371843084,0.20114757363112812,0.4268068702100508,0,0
9,0.3164541391111041,0.21405707228960558,0.8678005517048772,0.22910304519899982,0,0
10,0.040487049146807785,0.22521968753574773,0.019420809828158525,0.865412341496933,1,0
11,0.8439586945298337,0.3192238641709455,0.9603460101050769,0.8043813534465206,0,0
12,0.4210491971201178,0.11203470327799925,0.8513413641805115,0.6066989733306288,0,0
13,0.23060234066903773,0.9950862635989794,0.36571052771884516,0.20309238410576547,1,0
14,0.49334177818512226,0.8365136133737727,0.1413971279705527,0.3872716696831847,1,0
15,0.33725971978531155,0.9400515460113262,0.9991651305016425,0.46496101365413656,1,0
16,0.1698154262011824,0.6955897269235669,0.8611846650541565,0.3318134242633193,1,0
17,0.20691064433024053,0.686573222767188,0.09799076572902754,0.8435571728180189,1,0
18,0.004316865651828761,0.1506588789681942,0.7038401233828459,0.35028548708964014,1,0
19,0.08143883344267888,0.803009147079591,0.23928492289067993,0.46116458327848064,1,0
20,0.26362584890459495,0.5236985525454059,0.4360170562853458,0.9720147432007249,1,0
21,0.20093578728086292,0.0708477147025941,0.30250139741916326,0.1357671138982448,0,0
22,0.6616042981394453,0.25002729540552293,0.10061154138460227,0.21868637868026708,0,0
23,0.19544046211478883,0.3885989574798798,0.5152680043143939,0.22323688358029925,1,0
24,0.35461123846566256,0.70254540362515,0.799777932804895,0.5788586355814347,1,0
25,0.9320335513205896,0.5441595195007104,0.9361318703099963,0.7204623367682739,0,0
26,0.633427009533106,0.1185506077822176,0.05576640753251316,0.12547339458164963,0,0
27,0.8295450896787718,0.9066715138777028,0.6149463126347009,0.0878734510127458,0,0
28,0.5041402293276706,0.2362521178130046,0.5839360937396286,0.7318404403706629,0,0
29,0.16203559999755235,0.12531500024934905,0.10429735341211088,0.9435972988171141,0,0
30,0.5616761655545373,0.9946235984886289,0.6315108465416529,0.5953851201233223,1,0
31,0.5600331588076879,0.5442852280908532,0.31473955512392804,0.12286442727565838,0,0
32,0.028919720517454617,0.06148202794640134,0.6353489149909375,0.6248969113338434,1,0
33,0.6198639253841342,0.21017339512081634,0.20785544547849255,0.190095599449988,0,0
34,0.18615802729858422,0.3136623745613314,0.7325979803047155,0.6343004438215486,1,0
35,0.8346214273270224,0.8058199422360315,0.21728086769732446,0.5863302340112369,0,0
36,0.44873287427215935,0.41842218931304664,0.703031883640413,0.8823856652488811,0,0
37,0.16037573897577184,0.3978999569783783,0.7526277615087171,0.35668003153300587,1,0
38,0.6866300256169694,0.11925005417575807,0.674703530989016,0.7728271575491135,0,0
39,0.752110768160866,0.4192204300953164,0.976350568515,0.21418186730529365,0,0
40,0.4646169286560333,0.4964112233162923,0.8058255020525442,0.4315657789412308,1,0
41,0.010650787575618659,0.3399876322824019,0.9731797344983868,0.9381357496858177,1,0
42,0.2556785990752374,0.7330744874302565,0.22509803328268707,0.9692998983524002,1,0
43,0.8265170737760854,0.846359457306526,0.06751198289619953,0.8828122327717103,0,0
44,0.17495387066369295,0.8613175849477464,0.30744601746832856,0.9164214227529044,1,0
45,0.495011047731298,0.36289801323818494,0.46626967881707204,0.43385549593228523,0,0
46,0.49193803677928927,0.32634197294722844,0.03728575833338965,0.12158382027779024,0,0
47,0.363421085668411,0.6366701718812017,0.18065815795415563,0.7051050372069492,1,0
48,0.05437957241860414,0.4356262079878298,0.026220402197960846,0.9115875876682973,1,0
49,0.9397722354041214,0.23091055540467975,0.31759637254035233,0.8695012298759583,0,0
50,0.13747111121086775,0.5696380032882625,0.10805458896891718,0.10269606816227428,1,0
51,0.5981831007141541,0.698326023414337,0.4340371829186639,0.15938103768079437,1,0
52,0.23093119218534885,5.4787951067947205e-05,0.12442292421175594,0.37784266125684507,0,0
53,0.5731488124054004,0.4456802053216662,0.7885196892380683,0.8296525153868196,0,0
54,0.924942696446962,0.5520125919495958,0.7651685796069609,0.8989106179408887,0,0
55,0.27641611986941006,0.3568502772593366,0.6374569320036643,0.4044483482698683,1,0
56,0.7608916780476452,0.3182268776100733,0.5220758633925243,0.23803863542291093,0,0
57,0.7795741245536905,0.3580543043233675,0.421174442684786,0.4674074245469789,0,0
58,0.3086036092513096,0.9600380038872238,0.6852994108473782,0.19388083717489513,1,0
59,0.6450874771249967,0.05381261745254262,0.3805816905738394,0.6511467859856581,0,0
60,0.262859362464826,0.5180121372238051,0.6523942747437858,0.2848672918093962,1,0
61,0.5378424883287322,0.9418774033651993,0.7641926340247261,0.505219274910201,1,0
62,0.4635539472659421,0.28123721701414317,0.24739459639701744,0.5184942512915841,0,0
63,0.7388910076162087,0.9541699452982761,0.962991527401598,0.9111281183914739,1,0
64,0.47977083777934526,0.36478476947265537,0.03108878133898263,0.6447093589239342,0,0
65,0.6953111891752257,0.7557422423564955,0.9032883281539857,0.1013630511128577,0,0
66,0.6122501740140966,0.19080469009990797,0.7672510888854088,0.9565550914118804,0,0
67,0.7583827642994818,0.25426360244155444,0.8063039901857869,0.7743459139874146,0,0
68,0.67087976521587,0.5205432637735038,0.9416349668304781,0.8005209299485148,0,0
69,0.1677590995472239,0.7139307891748016,0.8261516039533535,0.06932973460829805,1,0
70,0.12419674620207033,0.5931240191157274,0.13032828829949739,0.385317927472988,1,0
71,0.9792696728500319,0.8306770819797108,0.09788295792545232,0.7551292671561325,0,0
72,0.2344293681111923,0.29545884318586524,0.8972491855747988,0.8170742146246711,1,0
73,0.9300042302013238,0.3853224120044013,0.10774821025284376,0.13081345959400537,0,0
74,0.4123670036240643,0.6297214977508259,0.3335746194944066,0.8235176187151977,1,0
75,0.23583776518769117,0.6025625339058535,0.38198516621722534,0.5693424438486648,1,0
76,0.1709940843727359,0.7989326484496762,0.25742995901410737,0.879645533103422,1,0
77,0.5487597818075352,0.7027147742251769,0.740695778594971,0.19114087615589292,1,0
78,0.8131085867475014,0.6750673181710761,0.23229554483895587,0.02493204651801939,0,0
79,0.6166438808883299,0.10955509531406382,0.42371777095765406,0.4203956502203894,0,0
80,0.4752834823414803,0.27693470353540206,0.3595107679141697,0.3475119418736937,0,0
81,0.4822487226633324,0.6772229491289687,0.44790639658971854,0.5524583134536774,1,0
82,0.03143439204352272,0.9123463279281413,0.1872359915291003,0.6510406873926943,1,0
83,0.49558421699562805,0.36121949183317936,0.48624670031476735,0.9394602638343088,0,0
84,0.06457542261156457,0.7368505073533077,0.9758343290646969,0.26809453365915636,1,0
85,0.18216564833837068,0.46659266446813674,0.6212493852280909,0.14110345941166802,1,0
86,0.11512355821642783,0.04932768852799174,0.7564263839849914,0.7474620646355278,0,0
87,0.7087015053433717,0.08211585634236784,0.4797382985245604,0.9443163738422811,0,0
88,0.5266674496405356,0.6747270356819699,0.8450978117624273,0.6701417240319586,1,0
89,0.6624822565419348,0.6557699405612912,0.6342665501138305,0.4882383666436797,0,0
90,0.579198144792549,0.676828967117085,0.6730064282370533,0.5397452821882384,1,0
91,0.7123755756474293,0.3088815782104145,0.9983317577376056,0.25064035750260805,0,0
92,0.039110222012203266,0.6225031207181355,0.7927788536202727,0.26104653139338696,1,0
93,0.3452684443512275,0.053206900876645036,0.015227270282299088,0.31603535078938116,0,0
94,0.3151464402361204,0.1873206863939645,0.2834583655497246,0.4540520200936371,0,0
95,0.05009238410178085,0.15959142967820383,0.7859333491576742,0.6385112200931142,1,0
96,0.3933123056125314,0.41241790503290177,0.6804403151061033,0.1343307969219807,1,0
97,0.01329733023291746,0.36033396981768684,0.4149190478463556,0.2477839821938984,1,0
98,0.34255188594818986,0.610454264657247,0.32756742840221886,0.7358300363528048,1,0
99,0.5956587182683715,0.8068756499964287,0.413777788839351,0.6269920675075119,1,0
100,0.44198035599646146,0.1273631962808549,0.11607612303297166,0.9951106807557217,0,0
101,0.9364497658478289,0.4089229665340376,0.9984757482730819,0.4965827200774401,0,0
102,0.7272418530360879,0.9244921881274701,0.8481816925027298,0.9689008403484255,1,0
103,0.8400762353839218,0.639994491081812,0.8170794328736445,0.9569880162775404,0,0
104,0.8981383577486204,0.7614252054466736,0.36969530305414244,0.8662787641249649,0,0
105,0.849780882606202,0.07025415694150161,0.8894992008252464,0.4841169015250959,0,0
106,0.5928836053265829,0.8599663656022317,0.7796978338850056,0.9443874270028539,1,0
107,0.9163643440170428,0.6430987150010417,0.7240216495445518,0.3752071075187483,0,0
108,0.6405375321010401,0.9017784454811248,0.018520208074312094,0.8587437460164191,1,0
109,0.9006403902712091,0.7154652380242729,0.8945931526190345,0.16376192684097457,0,0
110,0.1516096978548086,0.014673946813733907,0.015583874805701226,0.060450107656983,0,0
111,0.3342120659549279,0.976091677169246,0.23820789079833782,0.5160243755099502,1,0
112,0.7794745942646815,0.15518116180135366,0.8330798435487979,0.04148061014979609,0,0
113,0.9167334429936129,0.8180360270906916,0.3590921169744894,0.5234620151679579,0,0
114,0.5586977166685623,0.10811160028128386,0.25277103322860117,0.012817955078071264,0,0
115,0.8111343054230036,0.507916657323039,0.5377984228218472,0.4453186141034987,0,0
116,0.7527919131724884,0.7823678406782143,0.6762792823574766,0.141900060797019,0,0
117,0.8674896013162592,0.26636599411589534,0.0030406896802050998,0.9096212901469622,0,0
118,0.24227809434215486,0.4387115691451151,0.1452674434258936,0.33622915348279825,1,0
119,0.5898139534813012,0.12227551981662121,0.08026065516250558,0.7236520803410303,0,0
120,0.22925251724474283,0.7569663456098449,0.8961315290692937,0.1616307171403073,1,0
121,0.46678448624889135,0.8801498539845579,0.19797907196864195,0.47100256255698636,1,0
122,0.40859591178811594,0.6216994269258664,0.07835890926711864,0.6537724466443413,1,0
