distance_class_1,distance_class_0,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_2_0,correlation_2_1,correlation_3_0,correlation_3_1,correlation_3_2,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.04649119290588738,0.05006669708073672,0,0.9575471171450984,0,0.06436295800386271,0.062237265360899297,0.09435203804047547,0.08552338919460618,0.0008711917549167016,0.002674630173918393,0.006413706003007178,0,0.037333333333333336,0.9989751739771708,0.037333333333333336,0.9989751739771708,0,0.4910889399018168,0.2849697402674108,0.0035842900678431,0.9800025253883556,0.553245985642564,0.29901284366249126,0.0049200287315729,0.9983312196929643,0.5371510260886734,0.28588528820111503,0.0133170927660238,0.998215133778698,0.4306476453844785,0.30208772506707593,0.009035149373075,0.988217246293677,0.47371428571428575,0.4928042090485719,0.0,1.0,0.5262857142857144,0.49280420904857186,0.0,1.0,0.54,0.5009082659620331,0.0,1.0,-0.048400226445134344,0.015779265815940722,-0.025063806444536686,0.06510029108527528,-0.1434831273188123,0.01846601503064426,0.7024015769623442,-0.4815540242654335,-0.01919746740633645,0.140291881539038,-0.7024015769623442,0.4815540242654336,0.019197467406336488,-0.140291881539038,-0.9999999999999997,-0.6911314922462698,0.47627408240435903,0.033540583617752966,-0.1391580733133825,-0.9906303096194785,0.9906303096194784,0.3693310601723353,0.14515851352956693,4.60517018598809,0.4566487563752623,0.43721262125696114,0.2031802900920694,4.60517018598809,0.5374183997000238,0.4231926419332202,0.24648683559864407,4.60517018598809,0.5949427838384056,0.28499589434358075,0.12106002436857306,4.60517018598809,0.368762785448507,0.0,0.0,0.8602577536666367,0.14285714285714285,0.0,0.0,0.8602577536666367,0.8571428571428572,0.0,0.0,0.6899437584583995,1.0,0,0,0,0,0,0,0,0.5161352054217513,0.5423008395134388,0.48725521266818583,0.5172379318824742,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,0.04,0.02,0.0,0.0,0.0,0.0,0.5,0.45999999999999996,0.45999999999999996,0.04,175.74261188092527,5,2,331.23134980640503,0.5,1.0,1,0.96,0.96,0.96,0.92,0:100,,,,,offline,0.9301975491763261,0.9650987723924529,0.9650987723924529,0.9650987723924529
0.04774804851668265,0.051434301515301324,0,0.9816243959753718,0,0.023265039005533436,0.050245300824150727,0.11395454201893339,0.021632697325351877,0.0008711917549167016,0.0005876268957118068,0.0016008541534707314,0,0.020666666666666667,0.999999999985239,0.020666666666666667,0.999999999985239,0,0.5064479447075748,0.26884115949529475,0.0136397902666278,0.9800025253883556,0.5376944297570192,0.2989098364525938,0.0049200287315729,0.9983312196929643,0.5261634004924973,0.30576159608318676,0.0133170927660238,0.998215133778698,0.4562815855747458,0.30206122401141183,0.009035149373075,0.988217246293677,0.48857142857142855,0.4961945475981895,0.0,1.0,0.5114285714285715,0.4961945475981895,0.0,1.0,0.52,0.5021167315686782,0.0,1.0,0.0406096947614295,0.0537833821285145,-0.04819420299814575,0.012282781792106304,-0.16256003029581878,-0.029326831703005714,0.6578569025574706,-0.45903721047219215,-0.0068694349638600905,0.11904702977466547,-0.6578569025574706,0.4590372104721921,0.006869434963860076,-0.11904702977466557,-1.0,-0.6778143142157806,0.4294197602125694,0.010839104003567206,-0.1155205349215876,-0.9952549550123638,0.9952549550123639,0.40574341982553036,0.24621735004838635,4.60517018598809,0.5009517425967249,0.40922944896137936,0.16755640433178987,4.60517018598809,0.5374183997000238,0.3916920148467876,0.20631075726338016,4.60517018598809,0.5851838844472663,0.30663417142551297,0.12578365662928787,4.60517018598809,0.4260843674319661,0.0,0.0,0.8070433860180533,0.2857142857142857,0.0,0.0,0.8070433860180533,0.7142857142857143,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.42803740485402453,0.5279877597782547,0.5526207553697311,0.5547903950672977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.49,0.48,0.48,0.04,177.52297451536234,6,2,336.1639093865674,0.5,1.0,1,0.98,0.98,0.98,0.96,30:130,,,,,offline,0.9589203504235491,0.9794601924188171,0.9794601924188171,0.9794601924188171
0.04601920943672869,0.050211287545537116,0,0.9786874664903193,0,0.06605328746051879,0.07049953579912341,0.19954367513375576,0.07050074476108881,0.0008711917549167016,0.0005876268957118068,0.0016008541534707314,0,0.020666666666666667,0.999999999985239,0.020666666666666667,0.999999999985239,0,0.4886214118816067,0.2751756599915641,0.0136397902666278,0.9915439761310714,0.5212888137708069,0.2904391331914841,0.0042656789547356,0.9963200944582428,0.52872588028602,0.3085619960618217,0.0163966336428554,0.998215133778698,0.4543978370150542,0.3026659931170809,0.009035149373075,0.995539332535889,0.4857142857142857,0.4981929828853958,0.0,1.0,0.5142857142857143,0.49819298288539576,0.0,1.0,0.52,0.5021167315686782,0.0,1.0,-0.02311034666416562,-0.012084790834405798,0.009454350181155414,0.022270374339764847,-0.22314809043767336,0.0200176113263646,0.6360218572087872,-0.5465345327210299,-0.10502384016836573,0.18186762905441137,-0.6360218572087872,0.54653453272103,0.10502384016836575,-0.18186762905441134,-1.0,-0.6483534267167609,0.5264677736450397,0.10392100918356184,-0.1725195017614415,-0.9968004013455594,0.9968004013455593,0.3780031332218746,0.21213476456816083,4.60517018598809,0.5044393914696046,0.3956346367583438,0.1542636087531668,4.60517018598809,0.5176125587810136,0.3952125320891639,0.2192847395695881,4.60517018598809,0.5576982171102669,0.29503144129562037,0.10524285933857236,4.60517018598809,0.3988923139998198,0.0,0.0,0.7771192544270318,0.14285714285714285,0.0,0.0,0.7771192544270318,0.8571428571428572,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.453179687101405,0.5195136151928985,0.5934616211559727,0.5469161210039615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.5,0.48,0.48,0.04,174.61688514870582,4,2,327.46848824947864,0.5,1.0,1,0.98,0.98,0.98,0.96,60:160,,,,,offline,0.9591477622148121,0.9795738819766089,0.9795738819766089,0.9795738819766089
0.04790905736453943,0.04726647990507981,0,0.9908516358069185,0,0.05092279283136766,0.05196572705800523,0.06722814079902101,0.047345704054017564,8.882968225191913e-07,1.4184430606933662e-05,0.0,0,0.01,1.0,0.01,1.0,0,0.49465527675992554,0.27685511538759555,0.0136397902666278,0.9915439761310714,0.5195219352653692,0.28404117165525483,0.0042656789547356,0.9843192141329729,0.502698943591621,0.30225911837827885,0.0099727375343561,0.9958755109737472,0.46225438929534013,0.3067213805929014,0.009035149373075,0.9973608499939606,0.5057142857142857,0.4983667408339047,0.0,1.0,0.49428571428571433,0.4983667408339047,0.0,1.0,0.5,0.502518907629606,0.0,1.0,-0.06441249422003317,0.11479021347377867,0.07910655833528796,-0.10751469157097565,-0.18207304935974752,-0.0316010403313923,0.6518769988721896,-0.558418225996926,0.04605582772723522,0.059251564963912866,-0.6518769988721898,0.558418225996926,-0.046055827727235245,-0.05925156496391285,-1.0000000000000002,-0.66416403712427,0.5376901512929095,-0.04862731155572798,-0.04253708866986554,-0.9968077596195735,0.9968077596195736,0.37656056007583594,0.202256178130552,4.60517018598809,0.5044393914696046,0.38820123051652883,0.14176373754656607,4.60517018598809,0.513277591311611,0.36794396000964374,0.17843657141692784,4.60517018598809,0.5290499887965987,0.2961055637477204,0.1017323660827691,4.60517018598809,0.4181784869420923,0.0,0.0,0.7771192544270318,0.6428571428571428,0.0,0.0,0.7771192544270318,0.35714285714285715,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,0,0.44558779040504753,0.4806715581757969,0.5264164429654896,0.5016237911660735,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.48,0.5,0.5,0.04,173.77915625807762,5,2,327.8349994376165,0.5,1.0,1,1.0,1.0,1.0,1.0,90:190,,,,,offline,0.9926500922939765,0.996325060208965,0.996325060208965,0.996325060208965
0.04755805102397273,0.04705027473360209,0,0.9908516358069185,0,0.0877700007059,0.13966550803538877,0.06950949457647447,0.07166232540670944,8.882968225191913e-07,1.4184430606933662e-05,0.0,0,0.01,1.0,0.01,1.0,0,0.48233790319634245,0.296929329484464,0.0069366055406169,0.9915439761310714,0.5029868094005411,0.28664728421442875,0.0042656789547356,0.9996858445291238,0.4820950162167007,0.29845282988183686,0.0099727375343561,0.9958755109737472,0.4766375375368916,0.30953654580259776,0.0087137098913228,0.9973608499939606,0.5057142857142857,0.4983667408339047,0.0,1.0,0.49428571428571433,0.4983667408339047,0.0,1.0,0.5,0.502518907629606,0.0,1.0,-0.11758274666731115,0.12589578175248117,0.02935669339737863,-0.12002463826389631,-0.05893550130513803,-0.09745677634480046,0.7325883518057357,-0.5302167376532515,0.12650744142646259,-0.03215164354953944,-0.7325883518057358,0.5302167376532516,-0.12650744142646256,0.03215164354953947,-1.0000000000000002,-0.7425371993772905,0.5105307610333989,-0.12765887029849177,0.04742959650329949,-0.9968077596195737,0.9968077596195737,0.3496833819817806,0.1567092545271383,4.60517018598809,0.4907077797271302,0.36019340068894556,0.12459833564859212,4.60517018598809,0.5015517533025414,0.3478080382978157,0.1580147244811042,4.60517018598809,0.44730032544905135,0.3158791599336558,0.11965139156942133,4.60517018598809,0.4734151579677714,0.0,0.0,0.7771192544270318,0.6428571428571428,0.0,0.0,0.7771192544270318,0.35714285714285715,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,0,0.5206640008014208,0.5112871477526442,0.4780918405981186,0.5156708993479487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.48,0.5,0.5,0.04,171.8713976538249,5,2,318.2199076513647,0.5,1.0,1,1.0,1.0,1.0,1.0,120:220,,,,,offline,0.9799732607852573,0.9899866408616783,0.9899866408616783,0.9899866408616783
0.045747050268050156,0.04490627434375569,0,0.9886114230163642,0,0.04977688066478482,0.10810923144927809,0.07680343386181729,0.04615422802783576,0.0002297082938805153,0.0001062120826695844,0.0004000533461369923,0,0.010666666666666666,1.0,0.010666666666666666,1.0,0,0.48145281122480704,0.2821383688356747,0.0069366055406169,0.9656952540144156,0.5096080632219862,0.29075335383706846,0.0042656789547356,0.9996858445291238,0.5077026130929091,0.294551940586908,0.0099727375343561,0.9958755109737472,0.4906349742225979,0.3057895422501215,0.0087137098913228,0.9973608499939606,0.4928571428571428,0.500412116286738,0.0,1.0,0.5071428571428571,0.500412116286738,0.0,1.0,0.51,0.5024183937956914,0.0,1.0,-0.1589009698961031,0.10714734285406455,0.01601133228907914,-0.06271227935907218,0.059460440490374626,-0.05743391826549102,0.7472756889466659,-0.5472185708536771,0.13034641496779278,-0.0447956074026409,-0.7472756889466657,0.5472185708536771,-0.1303464149677927,0.044795607402640915,-1.0000000000000002,-0.7529819064826947,0.5378218251602278,-0.12754526062763363,0.05368307479536677,-0.9983845487798128,0.9983845487798132,0.3630599047392984,0.1792331356642573,4.60517018598809,0.4915729553360734,0.370195103542505,0.13763710521548558,4.60517018598809,0.5202090792915189,0.37279728545630636,0.16516948670751375,4.60517018598809,0.5177164639784356,0.3427707967587764,0.14163800314308045,4.60517018598809,0.47062823347744476,0.0,0.0,0.7421667371998113,0.14285714285714285,0.0,0.0,0.7421667371998113,0.8571428571428572,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0,0,0.47649287483134967,0.5442712130985234,0.4665392130020216,0.5174090448877723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.5,0.49,0.49,0.04,170.8397881365861,4,2,313.10728523784087,0.5,1.0,1,0.99,0.99,0.99,0.98,150:250,,,,,offline,0.9702217795333424,0.9851108986999959,0.9851108986999959,0.9851108986999959
0.043937675949056065,0.043803560863502684,0,0.972658442182836,0,0.028037769607917522,0.1147034448138417,0.10464992188677028,0.045776256258755914,0.0008711917549167016,0.0005876268957118068,0.0016008541534707314,0,0.020666666666666667,0.999999999985239,0.020666666666666667,0.999999999985239,0,0.5105782313384063,0.29764795118672777,0.0069366055406169,0.9656952540144156,0.5494364581089743,0.29255982929841073,0.0170008225369361,0.9996858445291238,0.5136860154295604,0.29446108319254594,0.0099727375343561,0.991250114330899,0.5245016994130083,0.2899744850914444,0.0087137098913228,0.9973608499939606,0.4828571428571429,0.5001669480096236,0.0,1.0,0.5171428571428571,0.5001669480096236,0.0,1.0,0.52,0.5021167315686782,0.0,1.0,-0.22303948186066988,0.08342604941360303,-0.03238985746807968,-0.03979090733858401,0.02811541115941451,-0.06024224195126206,0.8091331134440937,-0.5088357100772866,0.08358747620502142,0.0011063232895732753,-0.8091331134440938,0.5088357100772866,-0.08358747620502145,-0.001106323289573254,-1.0000000000000002,-0.8147959597483879,0.4989060147065909,-0.08109696308879134,0.0077932547849832706,-0.9983823409670464,0.998382340967046,0.38271740975225516,0.18252723451331232,4.60517018598809,0.5218103412190674,0.42203371993134997,0.2204231808480358,4.60517018598809,0.5558746276194004,0.3828023628439456,0.1775895552334099,4.60517018598809,0.5122544903944197,0.4084720697121627,0.21214589238730738,4.60517018598809,0.4935962720407248,0.0,0.0,0.7417626280628976,0.0,0.0,0.0,0.7417626280628976,1.0,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.5162694142625668,0.4884829136956801,0.475581943875594,0.493552412058544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.51,0.48,0.48,0.04,170.80169790745083,4,2,308.7028282715242,0.5,1.0,1,0.98,0.98,0.98,0.96,180:280,,,,,offline,0.9568913068134248,0.9784456783679839,0.9784456783679839,0.9784456783679839
0.04511310800292387,0.04486788734874562,0,0.9647054662682789,0,0.06615418082155132,0.10429604338160253,0.08421568467337211,0.06392685041835745,0.0002297082938805153,0.0014472930750009368,0.003604329355261904,0,0.027333333333333334,0.9999990197916634,0.027333333333333334,0.9999990197916634,0,0.5099579154304277,0.2973112521967942,0.0195592346168202,0.9913092203457864,0.5616811925784444,0.28572408379075265,0.0107065583870806,0.9952058225398768,0.5524584087533635,0.29894056197181157,0.0075120607769337,0.9889384198963376,0.4997423816398643,0.27548104946548274,0.0131001817322492,0.9961513474095064,0.478,0.49717992597034605,0.0,1.0,0.522,0.49717992597034605,0.0,1.0,0.53,0.5016135580465918,0.0,1.0,-0.06157393389042171,-0.030550219210321087,-0.12899806684758622,0.01028906989260962,-0.00189016135373448,-0.06170584183578954,0.7858987646223077,-0.4331275752774673,0.027982270177114136,0.06129335474153172,-0.7858987646223079,0.43312757527746737,-0.02798227017711413,-0.0612933547415317,-1.0,-0.7654281997125617,0.44858471981234127,-0.042168024375619784,-0.0742875366185614,-0.993688616204472,0.993688616204472,0.38620596262931906,0.21988727928684226,4.60517018598809,0.5196599332781088,0.4396912186056471,0.2121794158844248,4.60517018598809,0.5750825704090523,0.41614028732976444,0.17748000785466073,4.60517018598809,0.5701496108108373,0.3986413167850598,0.24628193374499066,4.60517018598809,0.4568540316948656,0.0,0.0,0.7765067968837588,0.0,0.0,0.0,0.7765067968837588,1.0,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0,0,0.5323437876710269,0.4740428878788659,0.5293039571011078,0.4759881899845616,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.0,0.0,0.51,0.47,0.47,0.04,174.43357477138528,5,2,323.0760507910356,0.5,1.0,1,0.97,0.97,0.97,0.94,210:310,,,,,offline,0.9433460640713887,0.9716730523318006,0.9716730523318006,0.9716730523318006
0.04736045111711846,0.0419131967385859,0,0.9530264785627829,0,0.09372345781283076,0.09705621709995066,0.056100391427556545,0.05315000918897126,0.0008711917549167016,0.002674630173918393,0.006413706003007178,0,0.037333333333333336,0.9989751739771708,0.037333333333333336,0.9989751739771708,0,0.5097996820585413,0.29648800237581496,0.0017226892996771,0.9913092203457864,0.5396029603633722,0.26992576568781895,0.0011120471711572,0.9952058225398768,0.5540964259978122,0.29787222436568933,0.0075120607769337,0.9878488530766102,0.48077754468940986,0.28138668899270447,0.0015285572459347,0.9961513474095064,0.47085714285714286,0.49472967575408067,0.0,1.0,0.5291428571428571,0.49472967575408067,0.0,1.0,0.54,0.5009082659620331,0.0,1.0,-0.009867781007890679,-0.07930201948461883,-0.024203450808505455,0.10602426264010191,-0.15809941551495946,-0.009046755081456397,0.754638448910865,-0.41565723400024324,-0.07466046734131937,0.20256888591970243,-0.754638448910865,0.41565723400024335,0.07466046734131934,-0.20256888591970237,-1.0,-0.7388850238463787,0.42290776436547844,0.049682047838232005,-0.20276924983372074,-0.9921319025969783,0.9921319025969783,0.37639487080552786,0.10127650129381734,4.60517018598809,0.5113438943353174,0.42418726102966103,0.07859356023175727,4.60517018598809,0.5605869171201605,0.4240342908226815,0.20399485304002335,4.60517018598809,0.5814586670099784,0.3620096789509723,0.09307433614484042,4.60517018598809,0.4568540316948656,0.0,0.0,0.8249011273025026,0.0,0.0,0.0,0.8249011273025026,1.0,0.0,0.0,0.6899437584583995,1.0,0,0,0,0,0,0,0,0.5168093186826518,0.43212976720527246,0.5283298696678242,0.4498863341247832,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,0.04,0.02,0.0,0.0,0.0,0.0,0.51,0.45999999999999996,0.45999999999999996,0.04,173.22469903771378,5,2,326.2962845517999,0.5,1.0,1,0.96,0.96,0.96,0.92,240:340,,,,,offline,0.9335926238950467,0.9667963114090619,0.9667963114090619,0.9667963114090619
0.048920323352126344,0.04313755888265353,0,0.9691653921410606,0,0.12944719432846125,0.060776649221083875,0.04486052197178119,0.07005142289322153,0.0002297082938805153,0.0014472930750009368,0.003604329355261904,0,0.027333333333333334,0.9999990197916634,0.027333333333333334,0.9999990197916634,0,0.47768762367298967,0.2971583778615745,0.0017226892996771,0.9913092203457864,0.511428506699032,0.2711184708704224,0.0011120471711572,0.9952058225398768,0.5449621449370152,0.28500917077711263,0.0075120607769337,0.9960335585558848,0.49234916959673414,0.29507049639675836,0.0015285572459347,0.9992716009908617,0.48085714285714287,0.4952223607224054,0.0,1.0,0.5191428571428571,0.4952223607224054,0.0,1.0,0.53,0.5016135580465918,0.0,1.0,0.10011439805339128,-0.06010064896240552,-1.9700587457560015e-05,0.10147039196028007,-0.09138187627265199,-0.0872132098452764,0.7289143623400213,-0.36761350259897163,-0.06018359285876952,0.17023595396522948,-0.7289143623400215,0.36761350259897174,0.060183592858769515,-0.17023595396522945,-1.0000000000000002,-0.7108429079463698,0.3775074227750928,0.0350095565234627,-0.17149454375810996,-0.9921561613443536,0.9921561613443536,0.34044675102819305,0.09519962235886999,4.60517018598809,0.44917846242485776,0.3964239717294563,0.07667018063829419,4.60517018598809,0.48823866450971626,0.4239425823073521,0.2048077006660457,4.60517018598809,0.5667409544268959,0.35141347907401926,0.07918220386825812,4.60517018598809,0.47656214794224183,0.0,0.0,0.825726366859092,0.14285714285714285,0.0,0.0,0.825726366859092,0.8571428571428572,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0,0,0.538620159853769,0.43018535287139603,0.4944157241037342,0.48490025806150494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04,0.04,0.02,0.0,0.0,0.0,0.0,0.5,0.47,0.47,0.04,174.72398450257245,4,2,335.28067613981597,0.5,1.0,1,0.95,0.95,0.9500000000000001,0.9,270:370,,,,,offline,0.9241978461547443,0.9620989188089196,0.9620989188089196,0.9620989188089196
