psi_0,psi_1,psi_2,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,correlation_1_0,correlation_2_0,correlation_2_1,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_0_2,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_2,correlation_predict_proba_1_predict_proba_0,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,2_gmean,2_hmean,2_entropy,2_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,0_nr_outliers,1_nr_outliers,2_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,0_iqr,1_iqr,2_iqr,predict_proba_0_iqr,predict_proba_1_iqr,0_uniqueness_ratio,1_uniqueness_ratio,2_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,0_sparsity,1_sparsity,2_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,prop_pca,distance_class_True,distance_class_False,u_detect_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.14051904050236394,0.21074619709293085,0.16952621497595427,0.0,0,0.0009213850599740003,1,0.6679442917839264,0,5.127857116987615,2.9299838775362823,0.0611916207911567,9.992365014457366,5.168868938722309,3.0111960938624867,0.0290997622456978,9.993075898234183,4.199949699592541,3.1026839851043517,0.0165994655928614,9.920771130721636,0.3028571428571428,0.4595714709598744,0.0,1.0,0.6971428571428572,0.4595714709598744,0.0,1.0,-0.008287341288683511,0.030253215292764597,0.08486849405538167,-0.549459603805763,-0.5530190289282234,0.07650688799270046,0.5494596038057629,0.5530190289282234,-0.07650688799270042,-1.0,3.919864813150482,1.7293194901093683,4.60517018598809,5.26115167003903,3.8544080865891797,1.2709095504217245,4.60517018598809,4.890076243046186,2.640692962737041,0.6003278901548196,4.60517018598809,3.5122786508576196,0.0,0.0,0.6632774833173358,0.0,0.0,0.0,0.6632774833173358,1.0,0,0,0,0,0,5.0073899901301875,5.012736178361555,5.490037197748708,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.0,0.0,0.0,0.69,0.30000000000000004,0.03,4.745560117733232,3.3993283912744543,1,0.014,1.0,0.014,1.0,0,124.31844900274804,12,3,176.4358436434589,0.5,0,0.99,0.99,0.99,0.9764150943396226,0:100,,,,,0.9820189651814741,0.9926518680903184,0.9926518680903184,0.9926518680903184
0.10614956378314426,0.0953448466818236,0.18231312687972792,0.0,0,0.0001662770366475101,0,0.7048865798459816,0,5.198873138890429,2.9733935260837496,0.1129788066192261,9.992365014457366,5.21394402039493,2.9098321772059537,0.1201448155361395,9.993075898234183,4.525283005384587,3.0405515263576715,0.0165994655928614,9.912916361670964,0.32285714285714284,0.4677256294897151,0.0,1.0,0.6771428571428573,0.4677256294897151,0.0,1.0,0.11863284501028766,0.02690641256441536,-0.07886056000883143,-0.5386943943999153,-0.6534316548138209,0.14963397910779191,0.5386943943999155,0.653431654813821,-0.1496339791077919,-1.0,4.023749767808978,2.262300699163489,4.60517018598809,5.141318990416195,3.990282005486973,2.121392375502483,4.60517018598809,5.441931988940107,3.029080330266567,0.7873491903090309,4.60517018598809,3.8956896511605814,0.0,0.0,0.6789906421002316,0.0,0.0,0.0,0.6789906421002316,1.0,0,0,0,0,0,5.026090354432222,4.759233929766607,5.480444804929018,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.0,0.0,0.0,0.6699999999999999,0.31999999999999995,0.03,4.335663787810011,3.308709353463341,0,0.011333333333333334,1.0,0.011333333333333334,1.0,0,123.47380586898461,8,3,171.37437970335841,0.5,0,0.98,0.98,0.98,0.9540441176470589,30:130,,,,,0.9567317663054227,0.9810587493842972,0.9810587493842972,0.9810587493842972
0.10126833384792322,0.08103302718548891,0.22445682940935974,0.0,0,0.0001662770366475101,1,0.7048865798459816,0,5.024525247164806,3.127885058900084,0.1099422954251971,9.992365014457366,5.1863026047229575,2.7334005831197565,0.1201448155361395,9.89052764679359,5.005606497804734,2.7656493473163692,0.3845128051126412,9.963133253003654,0.32285714285714284,0.4677256294897151,0.0,1.0,0.6771428571428573,0.4677256294897151,0.0,1.0,0.03949655924289358,-0.09622099782364972,-0.030023272289336198,-0.533297297760972,-0.5745584553795021,0.14181088791404783,0.5332972977609718,0.5745584553795022,-0.1418108879140479,-1.0,3.4825813467856164,1.461210126300363,4.60517018598809,5.184348300794694,4.050919524866098,2.170972073750103,4.60517018598809,5.6266675371837795,3.9861647915314284,2.714647733545459,4.60517018598809,4.876363626830365,0.0,0.0,0.6789906421002316,0.0,0.0,0.0,0.6789906421002316,1.0,0,0,0,0,0,5.356909368381677,4.451994957251779,5.016430690980412,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.0,0.0,0.0,0.6699999999999999,0.31999999999999995,0.03,4.126070467653417,3.3460661619955716,0,0.011333333333333334,1.0,0.011333333333333334,1.0,0,128.53216034913655,6,3,185.16871920140187,0.5,0,0.96,0.96,0.96,0.9080882352941176,60:160,,,,,0.9159339679814779,0.9651085534681069,0.9651085534681069,0.9651085534681069
0.1084211906734521,0.050310477383827545,0.16732366625563638,0.0,0,7.453863317792354e-05,0,0.6865653877624716,0,5.192634300796978,3.0109433551871025,0.1099422954251971,9.918490316811756,5.379279380839992,2.794103727178324,0.2018370832372373,9.759287887250702,5.093261743058,2.875979795796311,0.0555220327577665,9.963133253003654,0.31285714285714283,0.46377538830979,0.0,1.0,0.6871428571428573,0.46377538830979,0.0,1.0,0.07555697663319182,-0.08603972058559699,0.075037782033538,-0.588778947634159,-0.5286426157682206,0.03212448456783228,0.5887789476341588,0.5286426157682206,-0.032124484567832234,-1.0,3.6905007018908758,1.6307511440522338,4.60517018598809,5.4057223543414965,4.232318435420171,2.5392793460622944,4.60517018598809,5.738663236132185,3.6751460601156887,1.3576400626203926,4.60517018598809,5.419692233109783,0.0,0.0,0.6713689130779434,0.0,0.0,0.0,0.6713689130779434,1.0,0,0,0,0,0,5.0463006736390135,4.642315623260516,4.986648243703302,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.0,0.0,0.0,0.6799999999999999,0.31000000000000005,0.03,4.0753278094531025,3.6315281632869465,1,0.004,1.0,0.004,1.0,0,127.71834378774145,3,3,182.0008389051992,0.5,0,0.96,0.96,0.96,0.9064983637213652,90:190,,,,,0.9339383699603193,0.971168961055104,0.971168961055104,0.971168961055104
0.05460766849189991,0.0659997253482335,0.10314758383117392,0.0,0,0.027468420240935765,0,0.5485062355001472,0,5.3952515006411526,2.947850897367656,0.1099422954251971,9.948425292403906,5.4363202507635515,2.854493121151387,0.1154927542066497,9.759287887250702,4.820809866516959,2.9245379384798627,0.0555220327577665,9.963133253003654,0.24285714285714285,0.4285714285714286,0.0,1.0,0.7571428571428572,0.4285714285714286,0.0,1.0,5.930143365088183e-05,-0.05482046245021446,-0.017094920446700534,-0.5482328053880294,-0.505845225088453,0.07649114626391598,0.5482328053880295,0.505845225088453,-0.07649114626391591,-1.0000000000000002,4.0347720195272085,1.8759092286952552,4.60517018598809,5.852452575169771,4.251082653729803,2.35821809643633,4.60517018598809,5.939568384378431,3.232768212835677,1.0367222915584862,4.60517018598809,4.561953589203769,0.0,0.0,0.6043211815523516,0.0,0.0,0.0,0.6043211815523516,1.0,0,0,0,25,25,5.049256106189343,5.068315043486416,4.498898771963516,0.07142857142857142,0.0714285714285714,1.0,1.0,1.0,0.03,0.03,0.0,0.0,0.0,0.75,0.24,0.03,4.2581651410584325,3.611528561745857,1,0.074,0.6596206191010259,0.074,0.6596206191010259,0,129.6918611370892,6,3,187.23127711098078,0.5,0,0.97,0.97,0.97,0.9189189189189189,120:220,,,,,0.9213646371906908,0.9693068283663036,0.9693068283663036,0.9693068283663036
0.11980753525264942,0.15084841518280823,0.14997333683576675,0.0,0,0.035853431384979775,0,0.5232332264035575,0,5.645402421780958,2.931562904424562,0.0586625870592816,9.948425292403906,5.426224768739562,3.0356184516510787,0.1154927542066497,9.938974860196137,5.07385461788708,3.0329337033380366,0.0555220327577665,9.807858295486556,0.23,0.4229525846816507,0.0,1.0,0.77,0.4229525846816507,0.0,1.0,-0.011764188603978811,-0.05031336118877964,-0.05418723894596279,-0.534665511741241,-0.5041618190003184,0.04168155578549939,0.5346655117412412,0.5041618190003185,-0.04168155578549938,-0.9999999999999998,4.129227742348451,1.2509203586561382,4.60517018598809,6.010384538301722,4.084592181844324,2.1523925378834186,4.60517018598809,5.877786687583729,3.373245644657389,1.0420307132907862,4.60517018598809,5.345900671003999,0.0,0.0,0.5392763414970504,0.0,0.0,0.0,0.5392763414970504,1.0,0,0,0,23,23,4.783261146999109,5.454634755228713,4.7728703477463785,0.0,0.0,1.0,1.0,1.0,0.02,0.02,0.0,0.0,0.0,0.77,0.22999999999999998,0.03,4.627099765120946,3.6143206557169427,1,0.08866666666666667,0.4310136036608695,0.08866666666666667,0.4310136036608695,0,127.7443049837871,10,3,185.47370258033556,0.5,0,0.98,0.98,0.98,0.9435347261434218,150:250,,,,,0.9316490258972041,0.974573419149954,0.974573419149954,0.974573419149954
0.09247715633330315,0.17025009310303119,0.09372373274732917,0.0,0,0.04551308276228254,0,0.523941028012685,0,5.491843691746588,2.8237317822257517,0.0586625870592816,9.948425292403906,5.530961589392937,3.0228570891261906,0.1154927542066497,9.938974860196137,4.915147577069269,2.8722815756266935,0.083104528018989,9.798971342416603,0.22285714285714284,0.415788189579868,0.0,1.0,0.7771428571428571,0.41578818957986813,0.0,1.0,0.0027654585301321788,0.03967454801871383,-0.0843381897305596,-0.5125704636589602,-0.5684031813421822,-0.03176760219583626,0.5125704636589603,0.568403181342182,0.031767602195836235,-1.0,4.240455818127232,1.5620074380715419,4.60517018598809,5.686740469484321,4.305907559896231,2.4076626962889516,4.60517018598809,5.429332710584086,3.463078512824033,1.3064185374852935,4.60517018598809,4.610556874918591,0.0,0.0,0.5804106714219254,0.0,0.0,0.0,0.5804106714219254,1.0,0,0,0,23,23,4.12398999934166,5.938109882332779,4.427828013973671,0.0,0.0,1.0,1.0,1.0,0.03,0.03,0.0,0.0,0.0,0.77,0.21999999999999997,0.03,4.402437680237126,2.7539548458074905,0,0.094,0.35942946081476307,0.094,0.35942946081476307,0,123.18719968938706,7,3,174.94451755276538,0.5,0,0.98,0.98,0.98,0.9417249417249417,180:280,,,,,0.9519290310004074,0.9832155037316572,0.9832155037316572,0.9832155037316572
0.12479250031779074,0.2593915471923737,0.11978353847670045,0.0,0,0.027468420240935765,1,0.5485062355001472,0,5.3907695886089595,2.8866913709385646,0.0586625870592816,9.99850010073587,5.715941820584379,2.9433128383818725,0.3539978027103319,9.938974860196137,5.181235173140042,2.8213874589509356,0.1112315313835177,9.798971342416603,0.24285714285714285,0.4285714285714286,0.0,1.0,0.7571428571428572,0.4285714285714286,0.0,1.0,-0.0441598829424718,-0.04212041231605101,0.002752928427897713,-0.5286488413262159,-0.5019551478136997,0.05490156958363109,0.5286488413262157,0.5019551478136998,-0.05490156958363105,-1.0,4.088158276899605,1.493915716685274,4.60517018598809,5.365654310167232,4.666024558938303,3.239173575422225,4.60517018598809,5.347271406978535,3.911771568250113,1.8236215791828188,4.60517018598809,4.9632302264633745,0.0,0.0,0.6043211815523516,0.0,0.0,0.0,0.6043211815523516,1.0,0,0,0,25,25,4.4458761447070625,5.6411351409842645,4.49836512927198,0.07142857142857142,0.0714285714285714,1.0,1.0,1.0,0.03,0.03,0.0,0.0,0.0,0.75,0.24,0.03,4.536145873152005,2.545698590867299,0,0.074,0.6596206191010259,0.074,0.6596206191010259,0,125.68337422223762,8,3,184.6522795069135,0.5,0,0.98,0.98,0.98,0.9451754385964912,210:310,,,,,0.9467752973484383,0.9811339529659484,0.9811339529659484,0.9811339529659484
0.07732365984574048,0.20631417684496503,0.14026110693083388,0.0,0,0.009378069066362918,1,0.6624704840982452,0,5.063829707608416,2.975324189768096,0.0589096768728814,9.99850010073587,5.540164965701589,2.9736037974531495,0.1795128594354911,9.83727167309322,4.950931836804277,2.9845304575872125,0.1112315313835177,9.971742163666326,0.27285714285714285,0.44536366495604435,0.0,1.0,0.7271428571428572,0.4453636649560444,0.0,1.0,-0.07948978220797373,0.05101355934286323,0.033175410966721414,-0.5494096261458081,-0.4905945480673136,-0.05751460885401305,0.5494096261458083,0.4905945480673136,0.057514608854013105,-0.9999999999999998,3.743760198486406,1.7073640241560193,4.60517018598809,5.117326798421877,4.409882082208585,2.774517889976823,4.60517018598809,5.359639536079017,3.5909263200488115,1.6784927029708827,4.60517018598809,4.607679072201178,0.0,0.0,0.6360946264753627,0.0,0.0,0.0,0.6360946264753627,1.0,0,0,0,0,0,4.950453214608567,5.586121482069906,5.323127524160772,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.0,0.0,0.0,0.72,0.27,0.03,4.903365471224782,2.770538327977207,1,0.044,0.9903785449233964,0.044,0.9903785449233964,0,124.37088400365096,10,3,178.02154524294974,0.5,0,0.98,0.98,0.98,0.9492643328259767,240:340,,,,,0.9675540919912231,0.9874129282492347,0.9874129282492347,0.9874129282492347
0.04042666895607068,0.09237665297476813,0.10928868095147964,0.0,0,0.005541216878789449,0,0.7906698213161738,0,5.12597798331792,3.011195459444679,0.3300369115991652,9.99850010073587,5.494687977984075,2.833168543129149,0.1795128594354911,9.750893140311767,4.820484857472253,3.1182808824576247,0.1112315313835177,9.971742163666326,0.28285714285714286,0.45037376538916446,0.0,1.0,0.7171428571428572,0.4503737653891645,0.0,1.0,-0.08502901322094533,0.15643142994051246,-0.03248271144439915,-0.5386252856636689,-0.4756279444248283,-0.10933459225916194,0.5386252856636689,0.4756279444248282,0.10933459225916191,-1.0,3.904654147812044,2.4207911623642264,4.60517018598809,5.06847343575015,4.459053657987177,2.886807681903726,4.60517018598809,5.589721853216972,3.342120264938505,1.5183156228312074,4.60517018598809,4.645963941206352,0.0,0.0,0.6456502104397004,0.0,0.0,0.0,0.6456502104397004,1.0,0,0,0,0,0,5.29116331782442,5.208818742173191,5.788075843705719,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.0,0.0,0.0,0.71,0.28,0.03,5.084940578764906,2.72317857038061,1,0.034,0.9998037763075115,0.034,0.9998037763075115,0,126.077015422754,8,3,180.8440932619994,0.5,0,0.99,0.99,0.99,0.9754661432777233,270:370,,,,,0.953143794300093,0.9820018967237927,0.9820018967237927,0.9820018967237927
