overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_2_0,correlation_2_1,correlation_3_0,correlation_3_1,correlation_3_2,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.9675189331465005,0,0.06436295800386271,0.062237265360899297,0.09435203804047547,0.08552338919460618,0.0983615493169965,0.08157495550223597,0.003604329355261904,0,0.0513755423780165,0.057093659422406094,0,0.4910889399018168,0.2849697402674108,0.0035842900678431,0.9800025253883556,0.553245985642564,0.29901284366249126,0.0049200287315729,0.9983312196929643,0.5371510260886734,0.28588528820111503,0.0133170927660238,0.998215133778698,0.4306476453844785,0.30208772506707593,0.009035149373075,0.988217246293677,0.48340198801600814,0.4076109508504666,0.00013585702962004564,0.9997704937213984,0.5165980119839919,0.4076109508504666,0.00022950627860159457,0.99986414297038,0.53,0.5016135580465918,0.0,1.0,-0.048400226445134344,0.015779265815940722,-0.025063806444536686,0.06510029108527528,-0.1434831273188123,0.01846601503064426,0.74301397463239,-0.5962568636158891,0.02254736979341401,0.14483819366037273,-0.7430139746323902,0.5962568636158891,-0.022547369793414096,-0.14483819366037276,-0.9999999999999998,-0.6375748063418623,0.5383254728374607,-0.03501512556381722,-0.1563464981893457,-0.9293358241058063,0.929335824105806,0.3693310601723353,0.14515851352956693,4.60517018598809,0.4566487563752623,0.43721262125696114,0.2031802900920694,4.60517018598809,0.5374183997000238,0.4231926419332202,0.24648683559864407,4.60517018598809,0.5949427838384056,0.28499589434358075,0.12106002436857306,4.60517018598809,0.368762785448507,0.146702522337199,0.0031978580008959036,4.60517018598809,0.47934461851381555,0.18031541473197382,0.008123162787760253,4.60517018598809,0.5206553814861845,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0,0,0.5161352054217513,0.5423008395134388,0.48725521266818583,0.5172379318824742,0.8895572346924294,0.8895572346924293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.04,0.05,0.9653005144067808,0.05,0.9653005144067808,0,181.89356361916674,5,2,355.0703617165306,0.5,0,0.95,0.95,0.9500000000000001,0.9,0:100,,,,,0.9337002197515314,0.9668501390735119,0.9668501390735119,0.9668501390735119
0.9866818558690945,0,0.023265039005533436,0.050245300824150727,0.11395454201893339,0.021632697325351877,0.05099092622793125,0.04125814959545358,0.0,0,0.051661343055278273,0.059042687236377435,0,0.5064479447075748,0.26884115949529475,0.0136397902666278,0.9800025253883556,0.5376944297570192,0.2989098364525938,0.0049200287315729,0.9983312196929643,0.5261634004924973,0.30576159608318676,0.0133170927660238,0.998215133778698,0.4562815855747458,0.30206122401141183,0.009035149373075,0.988217246293677,0.5066254920599634,0.3969120831644547,0.00013585702962004564,0.999911538041934,0.49337450794003657,0.3969120831644547,8.846195806600762e-05,0.99986414297038,0.5,0.502518907629606,0.0,1.0,0.0406096947614295,0.0537833821285145,-0.04819420299814575,0.012282781792106304,-0.16256003029581878,-0.029326831703005714,0.7066563102045909,-0.5644115269869165,0.05075870967028098,0.1259432895214575,-0.7066563102045907,0.5644115269869168,-0.05075870967028088,-0.12594328952145747,-1.0,-0.6465686298091524,0.4611940248390011,-0.030955091728170472,-0.11616534546256034,-0.9349596145814867,0.9349596145814867,0.40574341982553036,0.24621735004838635,4.60517018598809,0.5009517425967249,0.40922944896137936,0.16755640433178987,4.60517018598809,0.5374183997000238,0.3916920148467876,0.20631075726338016,4.60517018598809,0.5851838844472663,0.30663417142551297,0.12578365662928787,4.60517018598809,0.4260843674319661,0.1956452812561056,0.004536848145708159,4.60517018598809,0.49667110112720203,0.17846822449371175,0.004716091252496118,4.60517018598809,0.503328898872798,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,0,0.42803740485402453,0.5279877597782547,0.5526207553697311,0.5547903950672977,0.8555701252253135,0.8555701252253135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.04,0.07333333333333333,0.6705228675296391,0.07333333333333333,0.6705228675296391,0,183.95447625596586,5,2,360.64975114124604,0.5,0,0.98,0.98,0.98,0.96,30:130,,,,,0.9500236758297408,0.9750118578118228,0.9750118578118228,0.9750118578118228
0.9869877685190446,0,0.06605328746051879,0.07049953579912341,0.19954367513375576,0.07050074476108881,0.04214607483382002,0.051878851466297685,0.0016008541534707314,0,0.05229134970462392,0.055999995838233806,0,0.4886214118816067,0.2751756599915641,0.0136397902666278,0.9915439761310714,0.5212888137708069,0.2904391331914841,0.0042656789547356,0.9963200944582428,0.52872588028602,0.3085619960618217,0.0163966336428554,0.998215133778698,0.4543978370150542,0.3026659931170809,0.009035149373075,0.995539332535889,0.49336466024188835,0.40684800799479276,0.00013585702962004564,0.999911538041934,0.5066353397581116,0.40684800799479276,8.846195806600762e-05,0.99986414297038,0.52,0.5021167315686782,0.0,1.0,-0.02311034666416562,-0.012084790834405798,0.009454350181155414,0.022270374339764847,-0.22314809043767336,0.0200176113263646,0.7253924045844328,-0.6015807713195774,-0.036736480267579245,0.1807259706158175,-0.7253924045844328,0.6015807713195777,0.036736480267579155,-0.1807259706158176,-1.0,-0.6527010663010776,0.5207134182940941,0.06317010531877551,-0.16401668281263637,-0.9395928526640431,0.9395928526640431,0.3780031332218746,0.21213476456816083,4.60517018598809,0.5044393914696046,0.3956346367583438,0.1542636087531668,4.60517018598809,0.5176125587810136,0.3952125320891639,0.2192847395695881,4.60517018598809,0.5576982171102669,0.29503144129562037,0.10524285933857236,4.60517018598809,0.3988923139998198,0.17803933436425864,0.00597832023267294,4.60517018598809,0.4602544260031582,0.17018519718546057,0.004408452118229645,4.60517018598809,0.5397455739968418,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.453179687101405,0.5195136151928985,0.5934616211559727,0.5469161210039615,0.8920068648712708,0.8920068648712707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,0.05733333333333333,0.9024339974830233,0.05733333333333333,0.9024339974830233,0,180.8787089843014,5,2,350.62774620563596,0.5,0,0.98,0.98,0.98,0.96,60:160,,,,,0.9586070485033459,0.9793035444228638,0.9793035444228638,0.9793035444228638
0.9989218096572468,0,0.05092279283136766,0.05196572705800523,0.06722814079902101,0.047345704054017564,0.05376098042537208,0.06973113434972751,0.0004000533461369923,0,0.05395171482332359,0.051136356258147685,0,0.49465527675992554,0.27685511538759555,0.0136397902666278,0.9915439761310714,0.5195219352653692,0.28404117165525483,0.0042656789547356,0.9843192141329729,0.502698943591621,0.30225911837827885,0.0099727375343561,0.9958755109737472,0.46225438929534013,0.3067213805929014,0.009035149373075,0.9973608499939606,0.4990948396555467,0.40962261942473127,0.00013585702962004564,0.999911538041934,0.5009051603444533,0.4096226194247313,8.846195806600762e-05,0.99986414297038,0.51,0.5024183937956914,0.0,1.0,-0.06441249422003317,0.11479021347377867,0.07910655833528796,-0.10751469157097565,-0.18207304935974752,-0.0316010403313923,0.74500087353536,-0.6043613761138237,0.07266286580500206,0.026249982951931324,-0.7450008735353599,0.6043613761138238,-0.07266286580500203,-0.026249982951931327,-1.0,-0.6904612850912852,0.507614147586074,-0.0574746979083885,-0.007590176902241679,-0.9487904143131345,0.9487904143131345,0.37656056007583594,0.202256178130552,4.60517018598809,0.5044393914696046,0.38820123051652883,0.14176373754656607,4.60517018598809,0.513277591311611,0.36794396000964374,0.17843657141692784,4.60517018598809,0.5290499887965987,0.2961055637477204,0.1017323660827691,4.60517018598809,0.4181784869420923,0.18038728771013063,0.006507536065244258,4.60517018598809,0.4627593689611243,0.15995032239406412,0.003865496982804216,4.60517018598809,0.5372406310388758,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0,0,0.44558779040504753,0.4806715581757969,0.5264164429654896,0.5016237911660735,0.887208339645063,0.887208339645063,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,0.054,0.9355515162107443,0.054,0.9355515162107443,0,179.0791355650623,5,2,346.1823638690509,0.5,0,0.99,0.99,0.99,0.98,90:190,,,,,0.976716483953729,0.9883582481584112,0.9883582481584112,0.9883582481584112
0.9927769457518841,0,0.0877700007059,0.13966550803538877,0.06950949457647447,0.07166232540670944,0.10143677095942466,0.11213701927758662,0.0004000533461369923,0,0.052699972145441455,0.05091935434935544,0,0.48233790319634245,0.296929329484464,0.0069366055406169,0.9915439761310714,0.5029868094005411,0.28664728421442875,0.0042656789547356,0.9996858445291238,0.4820950162167007,0.29845282988183686,0.0099727375343561,0.9958755109737472,0.4766375375368916,0.30953654580259776,0.0087137098913228,0.9973608499939606,0.49613617862908227,0.42500686199241744,0.0003086015776911921,0.999911538041934,0.5038638213709177,0.4250068619924174,8.846195806600762e-05,0.9996913984223088,0.51,0.5024183937956914,0.0,1.0,-0.11758274666731115,0.12589578175248117,0.02935669339737863,-0.12002463826389631,-0.05893550130513803,-0.09745677634480046,0.7957728142932793,-0.5938111385441511,0.13813735118634748,-0.07270022607345353,-0.7957728142932794,0.593811138544151,-0.13813735118634754,0.07270022607345349,-1.0,-0.7662472604376224,0.4818834794622415,-0.13524682865726834,0.08114239222547318,-0.9546965128059511,0.9546965128059512,0.3496833819817806,0.1567092545271383,4.60517018598809,0.4907077797271302,0.36019340068894556,0.12459833564859212,4.60517018598809,0.5015517533025414,0.3478080382978157,0.1580147244811042,4.60517018598809,0.44730032544905135,0.3158791599336558,0.11965139156942133,4.60517018598809,0.4734151579677714,0.1561980438115727,0.008947979563811667,4.60517018598809,0.44564262672948624,0.13722293088799495,0.0033464939505206234,4.60517018598809,0.5543573732705138,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0,0,0.5206640008014208,0.5112871477526442,0.4780918405981186,0.5156708993479487,0.9453364677713868,0.9453364677713868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,0.06533333333333333,0.7971504220034918,0.06533333333333333,0.7971504220034918,0,176.51761094541607,4,2,333.288679248759,0.5,0,0.99,0.99,0.99,0.98,120:220,,,,,0.9807472521828229,0.9903736295203373,0.9903736295203373,0.9903736295203373
0.9739270476777282,0,0.04977688066478482,0.10810923144927809,0.07680343386181729,0.04615422802783576,0.13860883199633348,0.14835597851645216,0.0004000533461369923,0,0.04908717006649336,0.050645361902876135,0,0.48145281122480704,0.2821383688356747,0.0069366055406169,0.9656952540144156,0.5096080632219862,0.29075335383706846,0.0042656789547356,0.9996858445291238,0.5077026130929091,0.294551940586908,0.0099727375343561,0.9958755109737472,0.4906349742225979,0.3057895422501215,0.0087137098913228,0.9973608499939606,0.4860323673006438,0.42736144907146056,0.0006641379526115543,0.9998933662989327,0.5139676326993562,0.42736144907146056,0.00010663370106738572,0.9993358620473884,0.51,0.5024183937956914,0.0,1.0,-0.1589009698961031,0.10714734285406455,0.01601133228907914,-0.06271227935907218,0.059460440490374626,-0.05743391826549102,0.7787494945669031,-0.6450399328400052,0.13670944501390758,-0.09308126413323707,-0.7787494945669032,0.6450399328400052,-0.13670944501390758,0.09308126413323707,-1.0,-0.7529819064826947,0.5378218251602278,-0.12754526062763363,0.05368307479536677,-0.9595057287638429,0.9595057287638429,0.3630599047392984,0.1792331356642573,4.60517018598809,0.4915729553360734,0.370195103542505,0.13763710521548558,4.60517018598809,0.5202090792915189,0.37279728545630636,0.16516948670751375,4.60517018598809,0.5177164639784356,0.3427707967587764,0.14163800314308045,4.60517018598809,0.47062823347744476,0.1524287078804999,0.012290378436480126,4.60517018598809,0.42532487204172204,0.1424638949402623,0.0031436511288032874,4.60517018598809,0.574675127958278,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0,0,0.47649287483134967,0.5442712130985234,0.4665392130020216,0.5174090448877723,0.9380299875628964,0.9380299875628964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,0.09,0.4123850633073839,0.09,0.4123850633073839,0,175.34192084941554,4,2,328.33137798016844,0.5,0,0.99,0.99,0.99,0.98,150:250,,,,,0.9758181053231808,0.9879090585379152,0.9879090585379152,0.9879090585379152
0.9645218056016618,0,0.028037769607917522,0.1147034448138417,0.10464992188677028,0.045776256258755914,0.1203919097032005,0.10798662539493024,0.0016008541534707314,0,0.04900348435851446,0.04925788966624839,0,0.5105782313384063,0.29764795118672777,0.0069366055406169,0.9656952540144156,0.5494364581089743,0.29255982929841073,0.0170008225369361,0.9996858445291238,0.5136860154295604,0.29446108319254594,0.0099727375343561,0.991250114330899,0.5245016994130083,0.2899744850914444,0.0087137098913228,0.9973608499939606,0.48080473107741517,0.4315484547273861,0.0004643264104882139,0.9998933662989327,0.5191952689225848,0.4315484547273861,0.00010663370106738572,0.9995356735895118,0.52,0.5021167315686782,0.0,1.0,-0.22303948186066988,0.08342604941360303,-0.03238985746807968,-0.03979090733858401,0.02811541115941451,-0.06024224195126206,0.8159268597196625,-0.6444595816913572,0.1271850800598255,-0.05223901160593265,-0.8159268597196623,0.6444595816913574,-0.1271850800598254,0.052239011605932716,-1.0000000000000002,-0.7922676391556613,0.527352982507399,-0.09336010811977623,0.008189887416978956,-0.9547765737389597,0.9547765737389597,0.38271740975225516,0.18252723451331232,4.60517018598809,0.5218103412190674,0.42203371993134997,0.2204231808480358,4.60517018598809,0.5558746276194004,0.3828023628439456,0.1775895552334099,4.60517018598809,0.5122544903944197,0.4084720697121627,0.21214589238730738,4.60517018598809,0.4935962720407248,0.13391189597492503,0.007991334066365872,4.60517018598809,0.39518789074894994,0.12951967842324985,0.0028341230984250915,4.60517018598809,0.6048121092510501,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.5162694142625668,0.4884829136956801,0.475581943875594,0.493552412058544,0.9447106398338782,0.9447106398338783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,0.094,0.35942946081476307,0.094,0.35942946081476307,0,175.75965787320092,4,2,326.223102422181,0.5,0,0.98,0.98,0.98,0.96,180:280,,,,,0.9539532320862096,0.9769766343656648,0.9769766343656648,0.9769766343656648
0.9520295457088678,0,0.06615418082155132,0.10429604338160253,0.08421568467337211,0.06392685041835745,0.10093663838809716,0.12136966333873679,0.003604329355261904,0,0.04957838487599312,0.05058848087487685,0,0.5099579154304277,0.2973112521967942,0.0195592346168202,0.9913092203457864,0.5616811925784444,0.28572408379075265,0.0107065583870806,0.9952058225398768,0.5524584087533635,0.29894056197181157,0.0075120607769337,0.9889384198963376,0.4997423816398643,0.27548104946548274,0.0131001817322492,0.9961513474095064,0.47443418978188445,0.4249755067536338,0.0004234251059070937,0.9998933662989327,0.5255658102181155,0.4249755067536338,0.00010663370106738572,0.9995765748940929,0.53,0.5016135580465918,0.0,1.0,-0.06157393389042171,-0.030550219210321087,-0.12899806684758622,0.01028906989260962,-0.00189016135373448,-0.06170584183578954,0.7779141889958247,-0.5787774489794335,0.07639627966039901,0.023299377907472378,-0.7779141889958248,0.5787774489794335,-0.07639627966039889,-0.023299377907472416,-1.0,-0.7428517422781961,0.4777414792120743,-0.054259529102102695,-0.07386961780171675,-0.948636057146173,0.9486360571461733,0.38620596262931906,0.21988727928684226,4.60517018598809,0.5196599332781088,0.4396912186056471,0.2121794158844248,4.60517018598809,0.5750825704090523,0.41614028732976444,0.17748000785466073,4.60517018598809,0.5701496108108373,0.3986413167850598,0.24628193374499066,4.60517018598809,0.4568540316948656,0.14677406705691246,0.009144341042616218,4.60517018598809,0.39518789074894994,0.1579640986500165,0.0037230734709360904,4.60517018598809,0.6048121092510501,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0,0,0.5323437876710269,0.4740428878788659,0.5293039571011078,0.4759881899845616,0.9317732756670791,0.9317732756670792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.04,0.094,0.35942946081476307,0.094,0.35942946081476307,0,179.4537405801501,5,2,341.1712813266281,0.5,0,0.97,0.97,0.97,0.94,210:310,,,,,0.9559187440804368,0.9779593876204714,0.9779593876204714,0.9779593876204714
0.9832875186189853,0,0.09372345781283076,0.09705621709995066,0.056100391427556545,0.05315000918897126,0.05560200746178177,0.08930626469173578,0.003604329355261904,0,0.053221896104522465,0.04831640655800681,0,0.5097996820585413,0.29648800237581496,0.0017226892996771,0.9913092203457864,0.5396029603633722,0.26992576568781895,0.0011120471711572,0.9952058225398768,0.5540964259978122,0.29787222436568933,0.0075120607769337,0.9878488530766102,0.48077754468940986,0.28138668899270447,0.0015285572459347,0.9961513474095064,0.49131351380888355,0.41467848029152965,0.0004234251059070937,0.999876957281954,0.5086864861911163,0.41467848029152965,0.0001230427180459418,0.9995765748940929,0.53,0.5016135580465918,0.0,1.0,-0.009867781007890679,-0.07930201948461883,-0.024203450808505455,0.10602426264010191,-0.15809941551495946,-0.009046755081456397,0.7871504036479666,-0.5260698845209318,-0.05235200910393204,0.1990595157856138,-0.7871504036479668,0.5260698845209318,0.05235200910393207,-0.1990595157856137,-1.0,-0.7274426200761138,0.43700400191076566,0.06627657112198794,-0.19676447502439276,-0.9341557138668346,0.9341557138668346,0.37639487080552786,0.10127650129381734,4.60517018598809,0.5113438943353174,0.42418726102966103,0.07859356023175727,4.60517018598809,0.5605869171201605,0.4240342908226815,0.20399485304002335,4.60517018598809,0.5814586670099784,0.3620096789509723,0.09307433614484042,4.60517018598809,0.4568540316948656,0.1773578440143943,0.00945932806344867,4.60517018598809,0.4691670857731568,0.15776825373070968,0.0054629217545757265,4.60517018598809,0.5308329142268432,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0,0,0.5168093186826518,0.43212976720527246,0.5283298696678242,0.4498863341247832,0.9133928795439606,0.9133928795439606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.04,0.056666666666666664,0.9096380377206669,0.056666666666666664,0.9096380377206669,0,179.36151671323165,4,2,349.1452098799351,0.5,0,0.97,0.97,0.97,0.94,240:340,,,,,0.950294673453812,0.9751473611750402,0.9751473611750402,0.9751473611750402
0.9950286969848812,0,0.12944719432846125,0.060776649221083875,0.04486052197178119,0.07005142289322153,0.03945274549598418,0.03945274549598418,0.0016008541534707314,0,0.05444578881408902,0.049199559642750045,0,0.47768762367298967,0.2971583778615745,0.0017226892996771,0.9913092203457864,0.511428506699032,0.2711184708704224,0.0011120471711572,0.9952058225398768,0.5449621449370152,0.28500917077711263,0.0075120607769337,0.9960335585558848,0.49234916959673414,0.29507049639675836,0.0015285572459347,0.9992716009908617,0.4974406221862442,0.41077255280890274,0.0004234251059070937,0.9995479986003176,0.5025593778137558,0.41077255280890274,0.00045200139968237465,0.9995765748940929,0.52,0.5021167315686782,0.0,1.0,0.10011439805339128,-0.06010064896240552,-1.9700587457560015e-05,0.10147039196028007,-0.09138187627265199,-0.0872132098452764,0.7635270168081184,-0.4723237541731399,-0.07125849641316398,0.1874537072952811,-0.7635270168081183,0.4723237541731399,0.07125849641316397,-0.1874537072952811,-1.0000000000000002,-0.7006579400098587,0.3941825580707456,0.10336054509948428,-0.18158508404697718,-0.9339340333316304,0.9339340333316302,0.34044675102819305,0.09519962235886999,4.60517018598809,0.44917846242485776,0.3964239717294563,0.07667018063829419,4.60517018598809,0.48823866450971626,0.4239425823073521,0.2048077006660457,4.60517018598809,0.5667409544268959,0.35141347907401926,0.07918220386825812,4.60517018598809,0.47656214794224183,0.18285688541868086,0.009160116046881769,4.60517018598809,0.4691670857731568,0.1794804046864798,0.011974948919620768,4.60517018598809,0.5308329142268432,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.538620159853769,0.43018535287139603,0.4944157241037342,0.48490025806150494,0.8897590912845418,0.8897590912845418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,0.066,0.7871357929126765,0.066,0.7871357929126765,0,180.36054888377032,4,2,356.557645975216,0.5,0,0.98,0.98,0.98,0.96,270:370,,,,,0.9578235340540321,0.9789117878133515,0.9789117878133515,0.9789117878133515
