overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_nswprice,psi_nswdemand,psi_vicprice,psi_vicdemand,psi_transfer,psi_weekday,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,nswprice_mean,nswprice_std,nswprice_min,nswprice_max,nswdemand_mean,nswdemand_std,nswdemand_min,nswdemand_max,vicprice_mean,vicprice_std,vicprice_min,vicprice_max,vicdemand_mean,vicdemand_std,vicdemand_min,vicdemand_max,transfer_mean,transfer_std,transfer_min,transfer_max,weekday_mean,weekday_std,weekday_min,weekday_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,correlation_nswdemand_nswprice,correlation_vicprice_nswprice,correlation_vicprice_nswdemand,correlation_vicdemand_nswprice,correlation_vicdemand_nswdemand,correlation_vicdemand_vicprice,correlation_transfer_nswprice,correlation_transfer_nswdemand,correlation_transfer_vicprice,correlation_transfer_vicdemand,correlation_weekday_nswprice,correlation_weekday_nswdemand,correlation_weekday_vicprice,correlation_weekday_vicdemand,correlation_weekday_transfer,correlation_predict_proba_0_nswprice,correlation_predict_proba_0_nswdemand,correlation_predict_proba_0_vicprice,correlation_predict_proba_0_vicdemand,correlation_predict_proba_0_transfer,correlation_predict_proba_0_weekday,correlation_predict_proba_1_nswprice,correlation_predict_proba_1_nswdemand,correlation_predict_proba_1_vicprice,correlation_predict_proba_1_vicdemand,correlation_predict_proba_1_transfer,correlation_predict_proba_1_weekday,correlation_predict_proba_1_predict_proba_0,nswprice_gmean,nswprice_hmean,nswprice_entropy,nswprice_median,nswdemand_gmean,nswdemand_hmean,nswdemand_entropy,nswdemand_median,vicprice_gmean,vicprice_hmean,vicprice_entropy,vicprice_median,vicdemand_gmean,vicdemand_hmean,vicdemand_entropy,vicdemand_median,transfer_gmean,transfer_hmean,transfer_entropy,transfer_median,weekday_gmean,weekday_hmean,weekday_entropy,weekday_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,nswprice_nr_outliers,nswdemand_nr_outliers,vicprice_nr_outliers,vicdemand_nr_outliers,transfer_nr_outliers,weekday_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,nswprice_iqr,nswdemand_iqr,vicprice_iqr,vicdemand_iqr,transfer_iqr,weekday_iqr,predict_proba_0_iqr,predict_proba_1_iqr,nswprice_uniqueness_ratio,nswdemand_uniqueness_ratio,vicprice_uniqueness_ratio,vicdemand_uniqueness_ratio,transfer_uniqueness_ratio,weekday_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,nswprice_sparsity,nswdemand_sparsity,vicprice_sparsity,vicdemand_sparsity,transfer_sparsity,weekday_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,prop_pca,dc_accuracy,dc_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,distance_class_UP,distance_class_DOWN,u_detect_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,precision,recall,f1-score,auc,kappa,last_precision,last_recall,last_f1-score,last_auc,last_kappa,predicted
0.978278616469897,0,2.213089182937245,1.0709327610089814,0,0,0,4.988730488224115,0.4508922174553738,0.4781393334120747,0.29171206922187476,1,0.08075834999999999,0.028341703132522232,0.042272,0.166777,0.51519934,0.14214410491229515,0.184023,0.780422,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,2.2,0.6963106238227914,1.0,3.0,0.50584310304165,0.21460630008879145,0.05131629038192529,0.8292730511053173,0.49415689695834997,0.21460630008879145,0.17072694889468257,0.9486837096180745,0.33829937321755393,,,,,,,,,,-0.8223180392027956,-0.3012355989057656,,,,-0.8238798760492003,-0.6563686790051291,,,,0.8953752566157918,0.8238798760492004,0.656368679005129,,,,-0.8953752566157922,-1.0000000000000002,0.07592118682333043,0.0711302265819778,3.1600127638407542,0.077879,0.4902779392394472,0.45827683021494486,4.577444298765693,0.5241,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,2.0713717533738465,1.9230769230769231,1.0133126873497391,2.0,0.43217607640241823,0.3180760206144534,4.5913072423768915,0.5130767098667155,0.449745137690581,0.40882172512043685,4.5913072423768915,0.4869232901332845,4,12,0,0,0,0,0,0,0.03479600000000001,0.12931399999999998,0.0,0.0,0.0,1.0,0.2946317734502243,0.29463177345022434,0.37,0.98,0.01,0.01,0.01,0.03,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,,0,0.201,0.0007667329253142691,0.201,0.0007667329253142691,1,0.0016514952402287755,0.038103048827286684,1,81.39027299552708,3,4,82.79254168308782,0.7857142857142857,0.9850746268656716,0.8741721854304635,0.7198100407055631,0.5057232049947971,,,,,,0.06403866844232549
0.42478639451698974,0,2.7778546160070325,1.036647550320141,0,0,0,3.920736663630484,0.33589394472639245,0.9682118473411925,0.19965570809473954,1,0.06433312,0.02053864273164568,0.042272,0.10475,0.5118744400000002,0.13340205084170983,0.200982,0.740702,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,2.84,0.7066781016799227,2.0,4.0,0.6130998464790293,0.1417033964162909,0.30766954356975,0.8292730511053173,0.3869001535209707,0.1417033964162909,0.17072694889468257,0.6923304564302503,0.17389011745379346,,,,,,,,,,-0.7002243655574376,-0.44089223812439976,,,,-0.7695450840248856,-0.6635379539518513,,,,0.8421524183689082,0.7695450840248851,0.6635379539518516,,,,-0.8421524183689081,-0.9999999999999999,0.061132512394408194,0.05815111917303178,2.6968604137996905,0.056323,0.4897754039154458,0.46147325936617306,4.5635813551544935,0.5243234999999999,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,2.7525752415460976,2.6666666666666665,1.027764205961499,3.0,0.5946213963878184,0.5739861659566712,4.5913072423768915,0.6644978246479669,0.36244957544314377,0.3401042341831747,4.5913072423768915,0.335502175352033,0,12,0,0,0,0,0,0,0.044561500000000004,0.12336400000000003,0.0,0.0,0.0,1.0,0.23387499107057064,0.23387499107057058,0.25,0.97,0.01,0.01,0.01,0.03,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,0,0.109,0.19457058661958146,0.109,0.19457058661958146,0,0.0,0.06902423395557482,1,94.37618381360201,6,3,108.86053628510211,0.76,1.0,0.8636363636363636,0.5,0.0,,,,,,0.06403866844232549
0.003982001055552686,0,2.6527572038929916,0.5322568053476218,0,0,0,4.282065543630037,0.4173719847423207,1.012841853868924,0.19965570809473954,1,0.05206909,0.01496682034887352,0.042122,0.098295,0.5038366599999999,0.12840689237230032,0.200982,0.740405,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,3.44,0.5741924500522188,2.0,4.0,0.6960593645402665,0.06808600102511078,0.45069104340280897,0.8292730511053173,0.30394063545973365,0.0680860010251108,0.17072694889468257,0.549308956597191,-0.23106209760142424,,,,,,,,,,-0.45060014809116555,-0.04721729523642715,,,,-0.44587716647538644,-0.6502281146180995,,,,0.5365990996995513,0.4458771664753868,0.6502281146180995,,,,-0.5365990996995537,-1.0,0.05040254836604022,0.04911128359026246,2.5610056679849733,0.042692,0.48303160713308196,0.4563630293741023,4.521992524320895,0.5240255,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,3.3888176309410114,3.3333333333333335,0.8333654410717204,3.0,0.6923367995254416,0.6880723530687914,4.60517018598809,0.7037175542222276,0.2971905652112003,0.2909155411494875,4.60517018598809,0.2962824457777723,9,13,0,0,0,0,7,7,0.013781000000000002,0.11484625000000004,0.0,0.0,0.0,1.0,0.05709885262254233,0.05709885262254227,0.26,0.94,0.01,0.01,0.01,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,,0,0.226,9.533023149148945e-05,0.226,9.533023149148945e-05,1,0.0,0.044015488170417165,1,102.5866566968511,5,4,139.83555392931476,0.73,1.0,0.8439306358381503,0.5,0.0,,,,,,0.06403866844232549
0.00031069819590934245,0,2.917892198205922,0.514656594197196,0,0,0,3.891022635515983,1.2328805752099987,1.8858213500059624,0.19965570809473954,1,0.04811502000000001,0.010066497984719591,0.042122,0.09208,0.5034692,0.12915355286313931,0.201279,0.740405,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,4.08,0.7202693099028161,3.0,5.0,0.7053408771280187,0.03913162597264303,0.5678729221858273,0.7950367200205753,0.29465912287198126,0.03913162597264305,0.20496327997942448,0.43212707781417264,-0.2592119637795045,,,,,,,,,,0.14617946091895928,-0.2952619611885731,,,,-0.18683299237575335,-0.7944605106613309,,,,0.25750710077098865,0.18683299237575374,0.794460510661331,,,,-0.25750710077098493,-1.0000000000000007,0.04730982000821079,0.046679641755868535,2.38876494170916,0.042572,0.482505794444979,0.45574836718752293,4.535855467932095,0.5235795,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,4.014638759303675,3.9473684210526314,1.0466051465148276,4.0,0.7042292643412346,0.7030747874538847,4.60517018598809,0.7074630043927699,0.2921573521575493,0.2896836414941162,4.60517018598809,0.2925369956072301,6,12,0,0,0,0,9,9,0.008437,0.11763600000000002,0.0,0.0,0.0,1.0,0.037223101402500736,0.0372231014025009,0.19,0.95,0.01,0.01,0.01,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,0,0.2225,0.0001295970279832501,0.2225,0.0001295970279832501,1,0.0,0.06665576218404502,1,126.3194492083985,11,4,179.74530184956177,0.74,1.0,0.8505747126436781,0.5,0.0,,,,,,0.06403866844232549
0.06272638278261344,0,3.4454020819298887,0.3340584422455283,0,0,0,2.9061525868788154,2.451340887806335,3.137779209040772,0.19965570809473954,1,0.04985604000000001,0.011304715436015756,0.042122,0.09208,0.4834662099999999,0.14240800261038952,0.165129,0.694287,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,4.72,0.6678776879493777,4.0,6.0,0.7072985002470342,0.02651719678417086,0.6436155278171447,0.7934180274382483,0.292701499752966,0.026517196784170867,0.20658197256175165,0.3563844721828553,-0.39087930621606554,,,,,,,,,,0.32326010953698253,-0.3956107133590814,,,,-0.22450800447614572,-0.7097753263189942,,,,-0.13770989012255272,0.22450800447614402,0.7097753263189953,,,,0.1377098901225539,-1.0000000000000004,0.04884273063501292,0.04803099345356439,2.539808568427,0.045319,0.4558050219210316,0.4200076673648332,4.5913072423768915,0.5160665,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,4.67420492483742,4.629629629629629,0.9732531211321691,5.0,0.7068129461641047,0.7063334858303234,4.60517018598809,0.7066015821072733,0.2914469168643453,0.2901141828089153,4.60517018598809,0.2933984178927266,9,13,0,0,0,0,3,3,0.008437,0.13775650000000006,0.0,0.0,0.0,1.0,0.032292745014991575,0.032292745014991575,0.22,0.99,0.01,0.01,0.01,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,0,0.207,0.000475689447690541,0.207,0.000475689447690541,1,0.0,0.057899502207082454,1,121.25074353397196,7,4,177.43521732466422,0.61,1.0,0.7577639751552795,0.5,0.0,,,,,,0.06403866844232549
2.7040591987770313e-11,0,2.8006613130840043,0.15737903225582117,0,0,0,2.563378255143715,1.8135305345853059,2.468957927927624,0.19965570809473954,1,0.05820450000000001,0.01861171999199983,0.042122,0.119731,0.4667137400000001,0.13670130858821247,0.165129,0.694287,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,5.32,0.6494753127087911,4.0,6.0,0.6948231586137029,0.0292446093547703,0.6000586496422506,0.7536714504086122,0.3051768413862971,0.029244609354770305,0.24632854959138784,0.3999413503577495,-0.08707839887510944,,,,,,,,,,0.6426177505772321,-0.3877706234092248,,,,-0.7317687069393011,-0.5900697528577334,,,,-0.33557559064194015,0.7317687069393004,0.5900697528577358,,,,0.3355755906419354,-1.0000000000000002,0.05575451260411717,0.053734083613632196,2.779108309897081,0.047886,0.4415056491952515,0.4100221560743246,4.60517018598809,0.5028265,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,5.278799007562481,5.2356020942408374,0.9469139517738844,5.0,0.6941968298088634,0.6935522756053558,4.60517018598809,0.6979718367762091,0.3038461104917845,0.3025647152813689,4.60517018598809,0.3020281632237909,3,0,0,0,0,0,4,4,0.029243000000000005,0.17565474999999997,0.0,0.0,0.0,1.0,0.036181318933151574,0.036181318933151685,0.25,1.0,0.01,0.01,0.01,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,0,0.144,0.03501859475901887,0.144,0.03501859475901887,0,0.0,0.054767087107622826,1,116.82198270238453,4,3,171.1117855401398,0.5,1.0,0.6666666666666666,0.5,0.0,,,,,,0.06403866844232549
3.4253710978759955e-11,0,3.0467331015476873,0.04536205816146324,0,0,0,3.6257687595308052,1.7772668045877809,2.4469185320074565,0.19965570809473954,1,0.060216080000000005,0.018177913691492586,0.041942,0.119731,0.4129856700000001,0.15590817911738333,0.090301,0.694287,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,5.96,0.7236272269866326,5.0,7.0,0.6952886190034689,0.029468552413908916,0.6000586496422506,0.7430292366523837,0.30471138099653117,0.029468552413908906,0.25697076334761665,0.3999413503577495,0.19842910814385922,,,,,,,,,,0.24391667660015354,-0.6751656077683392,,,,-0.7950656259100863,-0.7306799221953687,,,,0.17474282807357708,0.795065625910084,0.7306799221953717,,,,-0.17474282807358205,-0.9999999999999993,0.05782410080454389,0.05572499995191852,2.908504266883714,0.056323,0.3732555077049971,0.32105359365084196,4.60517018598809,0.45135349999999996,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,5.91626653148081,5.87248322147651,1.0512435186197397,6.0,0.6946531763739563,0.6939994178058762,4.60517018598809,0.6979718367762091,0.3033592060169873,0.30205959338433064,4.60517018598809,0.3020281632237909,0,0,0,0,0,0,3,3,0.032665,0.20841975000000007,0.0,0.0,0.0,1.0,0.038754337551498264,0.03875433755149832,0.27,1.0,0.01,0.01,0.01,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,0,0.1455,0.03219142927270566,0.1455,0.03219142927270566,0,0.0,0.06806385526804622,1,96.30108450415118,12,4,108.15700890809647,0.45,1.0,0.6206896551724138,0.5,0.0,,,,,,0.06403866844232549
0.018942833428032824,0,4.611635498435694,0.3091592181620859,0,0,0,4.957255960386841,1.0174536675716455,1.6871053949913213,0.19965570809473954,1,0.06445175999999998,0.017538649976332935,0.041942,0.119731,0.3739586,0.14063399986547215,0.090301,0.634484,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,6.18,1.4025949975929357,1.0,7.0,0.6749027922291561,0.07453284037598631,0.34000397729773985,0.7430292366523837,0.32509720777084405,0.0745328403759863,0.25697076334761665,0.6599960227022602,0.6300156129643981,,,,,,,,,,0.21645824293444643,0.10562023743445875,,,,-0.05767674577705899,-0.22168271417523241,,,,0.8613061633899006,0.05767674577705917,0.2216827141752322,,,,-0.8613061633899011,-0.9999999999999998,0.062163317034973804,0.05993602708021414,2.8635178539258854,0.068362,0.3409147411232874,0.29968040316291616,4.60517018598809,0.388649,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,5.802252634398418,4.872389791183296,0.8783130902136367,6.0,0.6695323505588451,0.6623207888734952,4.60517018598809,0.6897111358926791,0.3188998806986811,0.3142401957857378,4.60517018598809,0.31028886410732087,0,0,0,0,0,6,6,6,0.032695,0.17260524999999993,0.0,0.0,0.0,1.0,0.04543333717701392,0.04543333717701398,0.27,1.0,0.01,0.01,0.01,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,0,0.178,0.004183085905052797,0.178,0.004183085905052797,0,0.0,0.2473104820753346,1,98.13170456529022,6,3,119.68108144061202,0.37,1.0,0.5401459854014599,0.5,0.0,,,,,,0.06403866844232549
0.8622867907951689,0,2.9427851776099008,0.10027421553653844,0,0,0,4.4670672238319735,0.24082956784043577,0.3286747288713596,0.13050110239453716,1,0.06379103,0.01889202321137927,0.041942,0.119731,0.4058122099999999,0.15751102354472518,0.090301,0.731032,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,4.68,2.7956676440087755,1.0,7.0,0.541018744822203,0.215056081246171,0.11210527794353936,0.7430292366523837,0.458981255177797,0.21505608124617098,0.25697076334761665,0.8878947220564608,0.5006456484520453,,,,,,,,,,0.12288118495745595,-0.1790839786221902,,,,-0.03230494339272302,-0.4534737434489716,,,,0.9189869688899507,0.0323049433927231,0.4534737434489717,,,,-0.9189869688899507,-1.0,0.061156713972331224,0.05868572701926813,3.030482880923022,0.068362,0.3651362293785698,0.31288701869651697,4.60517018598809,0.4219725,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,3.38962191821703,2.196652719665272,1.0133126873497391,6.0,0.47825648085807176,0.39827990470350716,4.60517018598809,0.6656041035827643,0.416864336634743,0.38465974041806766,4.60517018598809,0.33439589641723577,0,0,0,0,0,0,0,0,0.032695,0.21332924999999991,0.0,0.0,0.0,6.0,0.3313432898607552,0.3313432898607551,0.3,1.0,0.01,0.01,0.01,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,0,0.1455,0.03219142927270566,0.1455,0.03219142927270566,0,0.0007735455022602703,0.604907184951116,1,85.65016731152515,7,4,92.23305748600686,0.4675324675324675,0.7346938775510204,0.5714285714285714,0.46538615446178466,0.0,,,,,,0.06403866844232549
0.8609326268911346,0,3.411431468349519,0.05637169155911743,0,0,0,3.1561587810684615,0.980416467724066,0.6035224574775924,0.00905644419939091,1,0.06344730999999998,0.016186612620157765,0.042122,0.119191,0.44465781,0.14583940122134312,0.140137,0.731032,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,3.22,2.7508676317250753,1.0,7.0,0.4608666058403271,0.22338058016574494,0.11210527794353936,0.7313263408544043,0.539133394159673,0.22338058016574494,0.2686736591455957,0.8878947220564608,0.04868915219938826,,,,,,,,,,0.28229309236385974,-0.09056802611095648,,,,0.23998095874485395,-0.5506371075208402,,,,0.7771677712556346,-0.23998095874485406,0.5506371075208399,,,,-0.7771677712556343,-0.9999999999999997,0.061396236432019385,0.05937632483970986,2.9850641625570686,0.068362,0.415429491856687,0.3799610567414996,4.60517018598809,0.47091649999999996,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,2.1954256444163343,1.6166281755196306,1.027764205961499,2.0,0.3942771706045032,0.3253980775143786,4.60517018598809,0.5042165655932046,0.49303883530194503,0.4512326437337378,4.60517018598809,0.4957834344067954,1,0,0,0,0,0,0,0,0.024430499999999994,0.2081595,0.0,0.0,0.0,6.0,0.45943540022345974,0.4594354002234596,0.29,1.0,0.01,0.01,0.01,0.03,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,0,0.335,5.198686873105976e-10,0.335,5.198686873105976e-10,1,0.0009919269789326422,0.9360765366870479,1,115.83340785655656,3,3,165.86681739546324,0.35384615384615387,0.4791666666666667,0.40707964601769914,0.33573717948717946,0.0,,,,,,0.06403866844232549
