distance_class_0,distance_class_1,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_size,psi_color,psi_shape,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,size_mean,size_std,size_min,size_max,color_mean,color_std,color_min,color_max,shape_mean,shape_std,shape_min,shape_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_color_size,correlation_shape_size,correlation_shape_color,correlation_predict_proba_0_size,correlation_predict_proba_0_color,correlation_predict_proba_0_shape,correlation_predict_proba_1_size,correlation_predict_proba_1_color,correlation_predict_proba_1_shape,correlation_predict_proba_1_predict_proba_0,correlation_predict_size,correlation_predict_color,correlation_predict_shape,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,size_gmean,size_hmean,size_entropy,size_median,color_gmean,color_hmean,color_entropy,color_median,shape_gmean,shape_hmean,shape_entropy,shape_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,size_nr_outliers,color_nr_outliers,shape_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,size_iqr,color_iqr,shape_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,size_uniqueness_ratio,color_uniqueness_ratio,shape_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,size_sparsity,color_sparsity,shape_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.37132651800286964,0.13877681121713842,1,0.0912690455849029,0,0.040301218390990476,1.9527450009323513e-06,0.0005576385243343631,0.07408428656074006,0.07208060096327078,0.027608731802727167,0,1.17,0.8047209190618556,0.0,2.0,0.95,0.8087276451565163,0.0,2.0,1.02,0.8162491202216551,0.0,2.0,0.9296957849209556,0.2544473937230996,0.0040507849711662715,0.9999713240548068,0.0703042150790443,0.2544473937230996,2.8675945193099593e-05,0.9959492150288336,0.07,0.2564323999762428,0.0,1.0,-0.04889087151796051,0.025527299636913147,0.04743528169324587,0.4017418952741454,0.3241115600359146,0.05477206267431475,-0.4017418952741454,-0.3241115600359147,-0.054772062674314934,-1.0000000000000002,-0.40089488859319794,-0.3239002361466861,-0.05501410266374483,-0.9999918192692557,0.9999918192692562,0.0,0.0,1.076782494808088,1.0,0.0,0.0,1.0960673284468554,1.0,0.0,0.0,1.098209540353189,1.0,0.703200656682819,0.08274905155034858,3.20089877675573,0.9998102701479543,0.0005554483604968039,0.00014160428459568578,3.20089877675573,0.0001897298520457438,0.0,0.0,0.25363894692169137,0.0,0,0,0,7,7,7,1.25,2.0,2.0,0.0020673371591809486,0.0020673371591808146,0.0,0.03,0.03,0.03,0.27,0.27,0.02,0.25,0.35,0.31999999999999995,0.0,0.0,0.9299999999999999,0.04,0.07866666666666666,0.5835994783310695,0.07866666666666666,0.5835994783310695,0,131.96917665913716,4,3,190.58770626998904,0.5,1.0,1,1.0,1.0,1.0,1.0,0:100,,,,,offline,1.0,1.0,1.0,1.0
0.3784266411644901,0.15000119573622528,1,0.18982748876567102,0,0.007850844557392206,0.0019028826517396573,0.0012743036935047914,0.05903671017433331,0.04998003051341723,0.01637190494546695,0,1.05,0.8087276451565163,0.0,2.0,1.0,0.816496580927726,0.0,2.0,1.06,0.826578685445205,0.0,2.0,0.9197387226534492,0.27049644933606054,0.0040507849711662715,0.9999713240548068,0.08026127734655075,0.2704964493360606,2.8675945193099593e-05,0.9959492150288336,0.08,0.27265992434429076,0.0,1.0,-0.030594132378626685,0.08612974666762863,-0.029933412353655122,0.38543120605623044,0.36339829333413853,0.02109001928321454,-0.3854312060562303,-0.3633982933341384,-0.02109001928321463,-1.0000000000000002,-0.38478708993785626,-0.36297700432031377,-0.021512977883524534,-0.9999925517880504,0.9999925517880502,0.0,0.0,1.0960673284468552,1.0,0.0,0.0,1.0985126170507196,1.0,0.0,0.0,1.0955590360234204,1.0,0.6700688422492732,0.07508957390672644,3.207805727941585,0.9998102603987036,0.0006356310155920531,0.00014446887408585963,3.207805727941585,0.00018973960129643093,0.0,0.0,0.2787693717685874,0.0,0,0,0,8,8,8,2.0,2.0,2.0,0.002067396359833773,0.0020673963598336906,0.0,0.03,0.03,0.03,0.27,0.27,0.02,0.30000000000000004,0.32999999999999996,0.31000000000000005,0.0,0.0,0.92,0.04,0.048666666666666664,0.9727859868130885,0.048666666666666664,0.9727859868130885,0,132.92871390443798,9,3,192.69887091973175,0.5,1.0,1,1.0,1.0,1.0,1.0,30:130,,,,,offline,1.0,1.0,1.0,1.0
0.3808722301123998,0.17777777778235734,1,0.15041865683804523,0,0.0044731851253175985,0.0016219366917119905,0.00013093067085642504,0.057497400450814175,0.04890910007452929,0.00845956993390612,0,1.05,0.8211226608993472,0.0,2.0,0.98,0.8525659428271144,0.0,2.0,0.98,0.8037789534819918,0.0,2.0,0.9099353556009696,0.28506250742102596,0.008040077019836861,0.9999713240548068,0.09006464439903059,0.28506250742102596,2.8675945193099593e-05,0.9919599229801633,0.09,0.2876234912646614,0.0,1.0,-0.07070088785722439,0.09335766318737174,-0.000589603681295233,0.4045465062162165,0.36361744497403986,0.12289716433669703,-0.40454650621621646,-0.36361744497403986,-0.12289716433669724,-0.9999999999999998,-0.40417013797675894,-0.36331309948995744,-0.1232119780760648,-0.9999949841824632,0.9999949841824632,0.0,0.0,1.0967198394695579,1.0,0.0,0.0,1.0917414739393765,1.0,0.0,0.0,1.096719839469558,1.0,0.647354683442503,0.08263517335092667,3.151903882175892,0.9998102701479543,0.0006516047548551165,0.00014149604032557902,3.151903882175892,0.0001897298520457438,0.0,0.0,0.30253782309749805,0.0,0,0,0,9,9,9,2.0,2.0,2.0,0.0020673568901390382,0.0020673568901391,0.0,0.03,0.03,0.03,0.26,0.26,0.02,0.31000000000000005,0.37,0.32999999999999996,0.0,0.0,0.91,0.04,0.08866666666666667,0.4310136036608695,0.08866666666666667,0.4310136036608695,0,131.28245236202812,5,3,185.83181691567933,0.5,1.0,1,1.0,1.0,1.0,1.0,60:160,,,,,offline,1.0,1.0,1.0,1.0
0.3823707447591915,0.12800101944445952,0,0.24682246196688407,0,0.0015305533190228962,1.9527450009323513e-06,0.0025835512260959075,0.08824770918526796,0.032964563621092124,0.0033429086243116682,0,0.95,0.8211226608993473,0.0,2.0,1.0,0.8408749651825217,0.0,2.0,0.89,0.8027100562117272,0.0,2.0,0.8998721167727901,0.2990436397446073,0.0040507849711662715,0.9999713240548068,0.10012788322720993,0.29904363974460735,2.8675945193099593e-05,0.9959492150288336,0.1,0.30151134457776363,0.0,1.0,-0.029258721198731973,0.190795187151987,-0.07482464813820003,0.387914984973331,0.3988161996701917,0.12058625387870921,-0.387914984973331,-0.3988161996701915,-0.12058625387870914,-1.0000000000000002,-0.387593705529333,-0.3984095364447979,-0.12103206472030473,-0.9999938032061496,0.9999938032061495,0.0,0.0,1.0967198394695579,1.0,0.0,0.0,1.0960673284468552,1.0,0.0,0.0,1.0886396699496013,1.0,0.6084275428299405,0.0633468554963289,3.1330806220362515,0.9998102506494528,0.0007676001537254669,0.00014152616947601742,3.1330806220362515,0.00018974935054711807,0.0,0.0,0.3250829733914482,0.0,0,0,0,10,10,10,2.0,2.0,2.0,0.0020673420919204988,0.002067342091920386,0.0,0.03,0.03,0.03,0.26,0.26,0.02,0.36,0.35,0.38,0.0,0.0,0.9,0.04,0.034666666666666665,0.9997161122707161,0.034666666666666665,0.9997161122707161,0,126.7545615100941,6,3,178.44962990867504,0.5,1.0,1,1.0,1.0,1.0,1.0,90:190,,,,,offline,1.0,1.0,1.0,1.0
0.37159801457269637,0.04444585906231552,0,0.15112329044682993,0,0.0064886474323999615,0.01694262000643433,0.0025835512260959075,0.13536880011805602,0.04768130789143139,0.00845956993390612,0,0.93,0.8318775162367366,0.0,2.0,1.08,0.8125281657899744,0.0,2.0,0.86,0.7787584005740461,0.0,2.0,0.9097498961998514,0.28542561261612504,0.0040507849711662715,0.9999713240548068,0.090250103800149,0.28542561261612504,2.8675945193099593e-05,0.9959492150288336,0.09,0.2876234912646614,0.0,1.0,-0.006575362052909048,0.18741620609599358,-0.0300110704071629,0.3535155106939883,0.4204291524348777,0.21319092151318536,-0.3535155106939884,-0.42042915243487744,-0.21319092151318542,-1.0,-0.3533511616070897,-0.42011510079563513,-0.2137548852174118,-0.9999926471418151,0.9999926471418152,0.0,0.0,1.093815378511274,1.0,0.0,0.0,1.093652189244156,1.0,0.0,0.0,1.0778717853125312,1.0,0.6341186463920586,0.06337359404311921,3.0877106558435026,0.9998102603987036,0.0006653893840530509,0.00012515758469638683,3.0877106558435026,0.00018973960129643093,0.0,0.0,0.30253782309749805,0.0,0,0,0,9,9,9,2.0,2.0,1.0,0.0020673941900217763,0.002067394190021761,0.0,0.03,0.03,0.03,0.26,0.26,0.02,0.38,0.29000000000000004,0.38,0.0,0.0,0.91,0.04,0.06,0.8709359838140035,0.06,0.8709359838140035,0,125.55939522640675,7,3,179.19222016816073,0.5,1.0,1,1.0,1.0,1.0,1.0,120:220,,,,,offline,1.0,1.0,1.0,1.0
0.35800708417821714,0.04898115080336812,0,0.09172525322814051,0,7.914859602538797e-06,0.038973834094526205,0.0006568124972741881,0.04634190841362919,0.07944875309769081,0.027608731802727167,0,0.97,0.8097262288308101,0.0,2.0,1.11,0.7900262110470855,0.0,2.0,0.88,0.7691002220225603,0.0,2.0,0.9295594007048226,0.2547248369977214,0.0040507849711662715,0.9999713240548068,0.0704405992951773,0.2547248369977214,2.8675945193099593e-05,0.9959492150288336,0.07,0.25643239997624273,0.0,1.0,-0.010579372295538141,0.18879767498476052,-0.04455281632729522,0.330448461980682,0.38801581604357693,0.1099118131699736,-0.33044846198068206,-0.38801581604357693,-0.10991181316997367,-1.0,-0.33031133362081166,-0.3874105353863479,-0.11062740439560582,-0.9999910319547223,0.999991031954722,0.0,0.0,1.0972997527069064,1.0,0.0,0.0,1.08598583074578,1.0,0.0,0.0,1.0768186672148103,1.0,0.6935735844251372,0.0687910142243481,3.1582786496248554,0.9998103439060457,0.000547981693430305,0.00012071773904639941,3.1582786496248554,0.00018965609395424644,0.0,0.0,0.25363894692169137,0.0,0,0,0,7,7,7,2.0,2.0,1.0,0.0020673420919204988,0.002067342091920386,0.0,0.03,0.03,0.03,0.26,0.26,0.02,0.33999999999999997,0.26,0.36,0.0,0.0,0.9299999999999999,0.04,0.058,0.8949532249807304,0.058,0.8949532249807304,0,129.2146800621039,7,3,187.71945365246282,0.5,1.0,1,1.0,1.0,1.0,1.0,150:250,,,,,offline,1.0,1.0,1.0,1.0
0.35200884967400253,0.08750159287906997,0,0.12111075262381321,0,0.0015305533190228962,0.05938034903971403,0.0035527668281345186,0.08378960150319999,0.07221168065111166,0.01637190494546695,0,0.97,0.834302466771258,0.0,2.0,1.13,0.7740096311357559,0.0,2.0,0.99,0.7587203474644434,0.0,2.0,0.9197841015561018,0.27080605715311173,0.0040507849711662715,0.9999713240548068,0.08021589844389831,0.2708060571531118,2.8675945193099593e-05,0.9959492150288336,0.08,0.27265992434429076,0.0,1.0,-0.07211005692741705,0.03143589088960856,0.12263833321059749,0.3447121524477129,0.4331514144275918,0.09367534343967328,-0.34471215244771325,-0.4331514144275918,-0.09367534343967333,-1.0000000000000002,-0.34457335312213033,-0.43267874493924235,-0.09374821191181418,-0.9999923720814254,0.9999923720814256,0.0,0.0,1.096719839469558,1.0,0.0,0.0,1.0776085970356593,1.0,0.0,0.0,1.0783210826947252,1.0,0.6610156315088503,0.06341436550140464,3.171672502215351,0.9998104776202084,0.0004874991880202832,0.00011384088324226833,3.171672502215351,0.00018952237979160132,0.0,0.0,0.2787693717685874,0.0,0,0,0,8,8,8,2.0,1.0,2.0,0.0020651808407489147,0.002065180840748787,0.0,0.03,0.03,0.03,0.27,0.27,0.02,0.36,0.24,0.29000000000000004,0.0,0.0,0.92,0.04,0.10533333333333333,0.23456322711342426,0.10533333333333333,0.23456322711342426,0,127.5329908531008,9,3,185.75058841561912,0.5,1.0,1,1.0,1.0,1.0,1.0,180:280,,,,,offline,1.0,1.0,1.0,1.0
0.36546342804775167,0.133334750501048,1,0.1509973266918777,0,0.00033209682395184874,0.01694262000643433,0.00691912748249585,0.11730059306140714,0.15778409819391936,0.00845956993390612,0,1.03,0.8581751840181854,0.0,2.0,1.04,0.7903457880234857,0.0,2.0,1.05,0.7703468981143129,0.0,2.0,0.9099785493637707,0.2854968788832181,0.0040507849711662715,0.9999713240548068,0.09002145063622947,0.2854968788832181,2.8675945193099593e-05,0.9959492150288336,0.09,0.2876234912646614,0.0,1.0,-0.15071352339398977,0.012987376809441556,0.1128158803627338,0.37986168765842104,0.4161947889271911,0.02052421975111418,-0.3798616876584209,-0.41619478892719086,-0.02052421975111416,-0.9999999999999996,-0.37935362126740707,-0.4159098035650684,-0.02051476882649852,-0.9999935171500468,0.9999935171500468,0.0,0.0,1.0886396699496013,1.0,0.0,0.0,1.092524159312049,1.0,0.0,0.0,1.083694195922244,1.0,0.6342806619629501,0.06338788333424618,3.1750264099348735,0.9998355306740363,0.0005003695961214399,0.00012358081519848278,3.1750264099348735,0.00016446932596357562,0.0,0.0,0.30253782309749805,0.0,0,0,0,9,9,9,2.0,2.0,2.0,0.002064460423691683,0.002064460423691587,0.0,0.03,0.03,0.03,0.27,0.27,0.02,0.35,0.29000000000000004,0.27,0.0,0.0,0.91,0.04,0.11533333333333333,0.15417532724065158,0.11533333333333333,0.15417532724065158,0,124.55346133818743,3,3,178.10724371846834,0.5,1.0,1,1.0,1.0,1.0,1.0,210:310,,,,,offline,1.0,1.0,1.0,1.0
0.38003648078669433,0.1277791955822378,0,0.24087969744385018,0,0.0015305533190228962,1.9527450009323513e-06,0.008996460291460427,0.08750585923382447,0.08016711032611297,3.8154533701840786e-05,0,1.01,0.8586458683722454,0.0,2.0,0.96,0.8155062875603749,0.0,2.0,1.12,0.7949334512518592,0.0,2.0,0.8801981503179388,0.32418240446928226,0.0040507849711662715,0.9999713240548068,0.11980184968206126,0.32418240446928226,2.8675945193099593e-05,0.9959492150288336,0.12,0.32659863237109044,0.0,1.0,-0.12925025742286186,-0.13496301962617058,0.11654893697372222,0.43710056585059537,0.4370937118424466,-0.02146397758407195,-0.4371005658505953,-0.43709371184244644,0.021463977584071904,-0.9999999999999998,-0.43655501227570476,-0.43689352561334005,0.02178751493807005,-0.999994532945661,0.9999945329456608,0.0,0.0,1.0891877866443598,1.0,0.0,0.0,1.0972997527069064,1.0,0.0,0.0,1.08571552756228,1.0,0.5451019114363683,0.048309541856620605,3.189674682492365,0.9998104776202084,0.0006458982006377218,0.00013001045630664718,3.189674682492365,0.00018952237979160132,0.0,0.0,0.3669249912727096,0.0,0,0,0,12,12,12,2.0,2.0,2.0,0.002067372612306051,0.002067372612306133,0.0,0.03,0.03,0.03,0.27,0.27,0.02,0.36,0.35,0.26,0.0,0.0,0.88,0.04,0.08933333333333333,0.4216404101570307,0.08933333333333333,0.4216404101570307,0,121.6599210833063,4,3,168.4693606027086,0.5,1.0,1,1.0,1.0,1.0,1.0,240:340,,,,,offline,1.0,1.0,1.0,1.0
0.38894112909710865,0.14545581036525307,1,0.2112373589639236,0,7.914859602538797e-06,0.0016219366917119905,0.0051027726234378,0.05104752622255032,0.05092498360614729,0.0006338693231411405,0,1.01,0.8347866115772863,0.0,2.0,0.95,0.8333333333333335,0.0,2.0,1.13,0.8245598764789552,0.0,2.0,0.8901186621025066,0.3120524261089591,0.0040507849711662715,0.9999713240548068,0.1098813378974934,0.31205242610895917,2.8675945193099593e-05,0.9959492150288336,0.11,0.31446603773522014,0.0,1.0,-0.14447531732472518,-0.04593158897152569,-0.03454551852132898,0.42782477134717667,0.4031399867735194,0.055691020937242465,-0.4278247713471769,-0.4031399867735192,-0.055691020937242514,-1.0,-0.4274936229046543,-0.4027991944024166,-0.055706374730585886,-0.9999942861307753,0.9999942861307753,0.0,0.0,1.0972997527069064,1.0,0.0,0.0,1.0955590360234204,1.0,0.0,0.0,1.0850523423998728,1.0,0.5759456730516268,0.054817542511865526,3.231393522739806,0.9998104476421728,0.000607322278196632,0.00012566861496202028,3.231393522739806,0.0001895523578271752,0.0,0.0,0.34651533691866615,0.0,0,0,0,11,11,11,2.0,2.0,2.0,0.0020673568901390382,0.0020673568901391,0.0,0.03,0.03,0.03,0.27,0.27,0.02,0.33999999999999997,0.37,0.28,0.0,0.0,0.89,0.04,0.08933333333333333,0.4216404101570307,0.08933333333333333,0.4216404101570307,0,126.47362130838235,4,3,178.43379807816996,0.5,1.0,1,1.0,1.0,1.0,1.0,270:370,,,,,offline,1.0,1.0,1.0,1.0
