psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_3_2,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.0010243497402389,0.0044468836567366655,0.129075838058479,0.2346637681494983,0.07105952223140669,0.07802411131641171,0.0,1,0.08495891171673182,0.08938541361473369,0,0.9930582478397408,0,0.479129356996563,0.28642471461319624,0.012211826651751,0.990712479669024,0.510101280556899,0.302091106384339,0.002369315264836,0.9845765446545324,0.5039289424258016,0.4514810719044193,0.0,1.0,0.4960710575741984,0.45148107190441916,0.0,1.0,0.5,0.502518907629606,0.0,1.0,-0.17047396308376708,0.23761105691245288,-0.32854995546567906,-0.2376110569124528,0.32854995546567906,-1.0,-0.25684532083977657,0.32688091120400775,-0.9775988629737342,0.9775988629737341,0.35905782477754544,0.1961505613128073,4.60517018598809,0.5041018050451057,0.38110196767073556,0.11607451867277226,4.60517018598809,0.44439381883419954,0.0,0.0,4.21989258157334,0.46574481507985505,0.0,0.0,4.21989258157334,0.5342551849201449,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.4785650636479797,0.5817708604044012,0.9463802174042262,0.9463802174042261,1.0,1.0,1.0,0.82,0.82,0.02,0.0,0.0,0.050000000000000044,0.09999999999999998,0.5,0.03,0.08333333333333333,0.5099167532749503,0.08333333333333333,0.5099167532749503,0,130.10536459973787,4,2,191.5780277278076,0.5,0,0.98,0.98,0.98,0.96,0:100,,,,,offline,0.9477019501453025,0.9738509818961308,0.9738509818961308,0.9738509818961308
0.00231169899144596,0.061526841594243015,0.06531933316160929,0.09290090177142583,0.07521281884414126,0.06688546873374338,0.0,0,0.0915814614593629,0.08486439435740674,0,0.9730827460870333,0,0.47732121001597194,0.2849760871948485,0.012211826651751,0.9859957170691908,0.5334708226532646,0.3013013731913698,0.0674040201751565,0.9977726768356044,0.5150303529543124,0.4454470485650461,0.0,1.0,0.4849696470456876,0.4454470485650461,0.0,1.0,0.5,0.502518907629606,0.0,1.0,-0.11046676126443018,0.14095270355611658,-0.4858263295504733,-0.14095270355611655,0.4858263295504732,-0.9999999999999998,-0.1412664829575678,0.463559740485126,-0.96531530341287,0.96531530341287,0.3538258169189022,0.18756640860133292,4.60517018598809,0.4892017878860947,0.42559484651712964,0.3074995651507886,4.60517018598809,0.5363491992289391,0.0,0.0,4.115315903134862,0.5048332768655657,0.0,0.0,4.115315903134862,0.4951667231344343,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.47831133799945413,0.5659959671502782,0.946428974829331,0.9464289748293306,1.0,1.0,1.0,0.79,0.79,0.02,0.0,0.0,0.06999999999999995,0.12,0.5,0.03,0.086,0.469635574279064,0.086,0.469635574279064,0,128.96390390125657,4,2,190.14888777879986,0.5,0,0.96,0.96,0.96,0.92,30:130,,,,,offline,0.9337803671172039,0.9668901828344256,0.9668901828344256,0.9668901828344256
0.005186324391784833,0.002179360752062683,0.07121547233099348,0.08280135991197185,0.03854752405273565,0.04214051213953418,0.0016008541534707314,0,0.09679193682303926,0.08719267017532324,0,0.9739788030188803,0,0.4679697532860949,0.27280672773039494,0.0110780691487962,0.9841155861113668,0.5199666520849209,0.2942197137916287,0.0674040201751565,0.9977726768356044,0.5142307839934325,0.43599923493282855,0.0,1.0,0.4857692160065676,0.4359992349328285,0.0,1.0,0.52,0.5021167315686782,0.0,1.0,-0.08610855433479712,0.08316917185955282,-0.5178285888494735,-0.08316917185955279,0.5178285888494732,-0.9999999999999998,-0.04638173145584849,0.4980992387775941,-0.9564261286077078,0.9564261286077078,0.35068771002879295,0.1782556345254591,4.60517018598809,0.46286793973077756,0.4179878583801233,0.30855137552591794,4.60517018598809,0.5121012579716866,0.0,0.0,4.229907473127733,0.4805858365387027,0.0,0.0,4.229907473127733,0.5194141634612973,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.47831133799945413,0.5184302685109283,0.9449917746109764,0.9449917746109763,1.0,1.0,1.0,0.82,0.82,0.02,0.0,0.0,0.050000000000000044,0.08999999999999997,0.48,0.03,0.07666666666666666,0.616033895333837,0.07666666666666666,0.616033895333837,0,130.0303694219144,4,2,192.02440043492828,0.5,0,0.96,0.96,0.96,0.92,60:160,,,,,offline,0.9114460956658045,0.955723026145608,0.955723026145608,0.955723026145608
0.0010243497402389,0.00017828757835775146,0.10393788468682902,0.13924245136139335,0.048683284001567614,0.054586520726804984,0.0016008541534707314,0,0.09736021888661038,0.09333646889740255,0,0.9902358004991108,0,0.4680067592356539,0.2767635862124419,0.0110780691487962,0.9841155861113668,0.5189110796110901,0.29351865031308394,0.0488749393190799,0.9978662191346132,0.5052707048951084,0.43068651870533176,0.0,1.0,0.49472929510489166,0.43068651870533176,0.0,1.0,0.52,0.5021167315686782,0.0,1.0,0.04290284696953322,-0.02618630799548578,-0.5395241496849351,0.026186307995485814,0.5395241496849349,-1.0,0.06721146116630304,0.5091159521583175,-0.9501417021558727,0.9501417021558729,0.3573643078968725,0.20408290798236361,4.60517018598809,0.45401053533713776,0.41301021210552447,0.2938433876747613,4.60517018598809,0.5278067081910413,0.0,0.0,4.3287825791078625,0.4805858365387027,0.0,0.0,4.3287825791078625,0.5194141634612973,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.4968837878067843,0.4850744269767058,0.9271384761027777,0.9271384761027777,1.0,1.0,1.0,0.85,0.85,0.02,0.0,0.0,0.050000000000000044,0.06000000000000005,0.48,0.03,0.068,0.7563217648189265,0.068,0.7563217648189265,0,129.7633275355985,4,2,193.07450583944996,0.5,0,0.96,0.96,0.96,0.92,90:190,,,,,offline,0.9082141629923807,0.9541070736018875,0.9541070736018875,0.9541070736018875
0.0027047070278443937,0.005417898996711216,0.036302675516460055,0.14741489010165446,0.07463397860450806,0.06728072400273938,0.0016008541534707314,0,0.09156527380589013,0.09183109074745233,0,0.9926228267220246,0,0.47672883165909014,0.2944551070011181,0.0110780691487962,0.9962571925784788,0.5427233430749929,0.2744852558252197,0.0444590549356873,0.9978662191346132,0.4959510603122343,0.4379103368197332,0.0,1.0,0.5040489396877657,0.4379103368197332,0.0,1.0,0.52,0.5021167315686782,0.0,1.0,0.09606238539568979,0.02419862127779931,-0.4228074095765197,-0.024198621277799398,0.4228074095765195,-1.0000000000000002,0.011406708865429892,0.4218019796467767,-0.9650753766382252,0.9650753766382254,0.3468671239059746,0.18152873125067656,4.60517018598809,0.465108789679554,0.4441361414510872,0.3132831467984925,4.60517018598809,0.5940637199185419,0.0,0.0,4.408562260039149,0.45643212187921955,0.0,0.0,4.408562260039149,0.5435678781207804,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.5378552635441437,0.4390425443939762,0.9243282710299242,0.9243282710299242,1.0,1.0,1.0,0.89,0.89,0.02,0.0,0.0,0.050000000000000044,0.030000000000000027,0.48,0.03,0.054,0.9355515162107443,0.054,0.9355515162107443,0,131.1351022913086,7,2,195.92120117720953,0.5,0,0.98,0.98,0.98,0.96,120:220,,,,,offline,0.9441013482332065,0.9720506825424196,0.9720506825424196,0.9720506825424196
6.408339563442159e-05,0.0028605205433000188,0.03873801792607949,0.2851421824865603,0.07949464760995914,0.07581954256271335,0.0016008541534707314,1,0.08578647520104761,0.0954699196173648,0,0.978134533619162,0,0.5153485478309779,0.2920448849206043,0.0255555950607878,0.9962571925784788,0.5150229592484658,0.2740219666562927,0.0290255023938132,0.9978662191346132,0.4879965123985199,0.43795994731180865,0.0,1.0,0.5120034876014802,0.43795994731180865,0.0,1.0,0.52,0.5021167315686782,0.0,1.0,0.16130302846119995,-0.026391895866232924,-0.4276787517839395,0.026391895866232962,0.42767875178393966,-1.0,0.04754740557362594,0.429838281553925,-0.9738956703763257,0.9738956703763261,0.3928276045287046,0.23345616480030298,4.60517018598809,0.5113982914904996,0.41336651392251655,0.2774059838790575,4.60517018598809,0.45882494870611457,0.0,0.0,4.436980361951965,0.3281301634622771,0.0,0.0,4.436980361951965,0.6718698365377229,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.5315779064733466,0.43449566230195114,0.9327496573424287,0.9327496573424283,1.0,1.0,1.0,0.9,0.9,0.02,0.0,0.0,0.030000000000000027,0.040000000000000036,0.48,0.03,0.05266666666666667,0.9466985485315179,0.05266666666666667,0.9466985485315179,0,129.16761847563788,4,2,191.6032742378478,0.5,0,0.98,0.98,0.98,0.96,150:250,,,,,offline,0.9432640394637212,0.9716320379497148,0.9716320379497148,0.9716320379497148
0.008471643847921748,4.452822471621325e-05,0.07017859759787629,0.17907120320514833,0.06354896910191543,0.0631250318934853,0.0016008541534707314,0,0.09199118445766563,0.087186287182023,0,0.9853886822805755,0,0.554255973415352,0.28656263686355593,0.0031864411986074,0.9962571925784788,0.5426369890907424,0.27964744017718635,0.0020646817172705,0.9978662191346132,0.4905561490743434,0.43823872019638155,0.0,1.0,0.5094438509256566,0.4382387201963816,0.0,1.0,0.52,0.5021167315686782,0.0,1.0,0.04069579171421294,0.052046460012009105,-0.4649897346749965,-0.05204646001200916,0.46498973467499655,-1.0000000000000002,-0.07690863318832053,0.45126840854691685,-0.9711619253057423,0.9711619253057426,0.42166641527935483,0.14559291027484986,4.60517018598809,0.619515302612504,0.4185187125473886,0.11830936477967643,4.60517018598809,0.5589844546530378,0.0,0.0,4.341953308028641,0.3399951792037664,0.0,0.0,4.341953308028641,0.6600048207962337,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.45628527076361486,0.4277021812668434,0.9375568688728952,0.9375568688728951,1.0,1.0,1.0,0.86,0.86,0.02,0.0,0.0,0.040000000000000036,0.050000000000000044,0.48,0.03,0.06866666666666667,0.7458329994063783,0.06866666666666667,0.7458329994063783,0,127.49589562276532,4,2,190.4130915261523,0.5,0,0.98,0.98,0.98,0.96,180:280,,,,,offline,0.9446814324139645,0.9723407253241473,0.9723407253241473,0.9723407253241473
0.0077941687142861135,4.452822471621325e-05,0.08590729254025008,0.25698326031417434,0.057755111762417106,0.0570432624120728,0.010033534773107564,1,0.08931198085803964,0.09054677045109139,0,0.9464031352552402,0,0.5724350423578973,0.28193584055187354,0.0031864411986074,0.991011401680775,0.531259178875723,0.27578370706626737,0.0020646817172705,0.9977713643027288,0.4707892471502116,0.4345266534490909,0.0,1.0,0.5292107528497884,0.4345266534490909,0.0,1.0,0.55,0.5,0.0,1.0,-0.07936822730459288,0.09393816950500063,-0.536103001429707,-0.0939381695050007,0.5361030014297071,-1.0,-0.10888460278293854,0.5328174058123752,-0.967130898747203,0.9671308987472036,0.4526250847755165,0.16257709300423703,4.60517018598809,0.633449043933582,0.4106480547426194,0.11793691552116438,4.60517018598809,0.5108539388773512,0.0,0.0,4.292426229711911,0.3078920431229537,0.0,0.0,4.292426229711911,0.6921079568770462,0.0,0.0,0.6881388137135884,1.0,0,0,0,0,0,0.44599781450437925,0.4442033707686497,0.936630501526724,0.9366305015267242,1.0,1.0,1.0,0.83,0.83,0.02,0.0,0.0,0.050000000000000044,0.06000000000000005,0.44999999999999996,0.03,0.09133333333333334,0.39423598178537667,0.09133333333333334,0.39423598178537667,0,127.25250116240815,5,2,183.35654047170254,0.5,0,0.95,0.95,0.9500000000000001,0.9,210:310,,,,,offline,0.9158318559513533,0.9579159221828142,0.9579159221828142,0.9579159221828142
0.00231169899144596,0.002179360752062683,0.055978120611143094,0.17032324846485078,0.16690645638964852,0.1506541556573806,0.0016008541534707314,0,0.08930410509157509,0.08974704388849562,0,0.9816373960628747,0,0.5637776947652916,0.2789117091029089,0.0031864411986074,0.991011401680775,0.48495188768045056,0.27934851636658725,0.0020646817172705,0.9977713643027288,0.489997131407241,0.4346022949185566,0.0,1.0,0.5100028685927591,0.4346022949185566,0.0,1.0,0.52,0.5021167315686782,0.0,1.0,0.0037140847219232402,-0.04124118958931353,-0.5009653509571795,0.04124118958931345,0.5009653509571795,-1.0,0.03047196018664809,0.4949603488722768,-0.9596971576957926,0.9596971576957926,0.4435430696503871,0.15579236902788016,4.60517018598809,0.6174393142110705,0.35691278432595797,0.09691657227899159,4.60517018598809,0.45559563111202184,0.0,0.0,4.1278648519684555,0.42318850786992723,0.0,0.0,4.1278648519684555,0.5768114921300729,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.43259105701846884,0.4603855472043584,0.9362081029884494,0.9362081029884494,1.0,1.0,1.0,0.79,0.79,0.02,0.0,0.0,0.040000000000000036,0.13,0.48,0.03,0.086,0.469635574279064,0.086,0.469635574279064,0,129.25992125688265,9,2,191.20484437078517,0.5,0,0.94,0.94,0.94,0.88,240:340,,,,,offline,0.8915464189103681,0.9457732083023518,0.9457732083023518,0.9457732083023518
0.00014409914490739188,0.000711944539662686,0.035090377828235,0.14307592620958062,0.25312911694053397,0.16379535650010404,0.0004000533461369923,1,0.09247857817151754,0.0911116956372151,0,0.9876935754125356,0,0.5408737585226832,0.2803828949889449,0.0218497543001414,0.9980904474004014,0.49174775818082417,0.29861098102234424,0.0064029473674308,0.9980562201421468,0.4932760001670465,0.43593188989549114,0.0,1.0,0.5067239998329535,0.43593188989549114,0.0,1.0,0.51,0.5024183937956914,0.0,1.0,-0.014128873162154724,-0.01795817350264122,-0.5515225373493733,0.017958173502641183,0.5515225373493732,-1.0,0.02806428315091697,0.5563984108299541,-0.9618085339294722,0.9618085339294722,0.4327700062220124,0.2768228967071847,4.60517018598809,0.5830301391000432,0.36631685747150977,0.17799811714617056,4.60517018598809,0.4372161480732643,0.0,0.0,4.049176042145059,0.4660072612635564,0.0,0.0,4.049176042145059,0.5339927387364436,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.4856139903965869,0.5418735425665204,0.9340294029106229,0.9340294029106229,1.0,1.0,1.0,0.77,0.77,0.02,0.0,0.0,0.050000000000000044,0.15000000000000002,0.49,0.03,0.09333333333333334,0.36794131401688207,0.09333333333333334,0.36794131401688207,0,127.55517267195145,3,2,183.9481892558005,0.5,0,0.93,0.93,0.93,0.86,270:370,,,,,offline,0.8794204241856259,0.9397101971240507,0.9397101971240507,0.9397101971240507
