psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_3_2,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.0006422920962939973,0.012267135569142523,0.07061905958809395,0.0934335644630016,0.057921670514714474,0.06068031166140103,0.0015174054642914548,0,0.9236083651229653,0,0.06190075965408324,0.09103219052319211,0,0.08333333333333333,0.5099167532749503,0.08333333333333333,0.5099167532749503,0,0.5006478643730058,0.2741023611850032,0.027471164307286,0.9800687236150396,0.5148486893782366,0.2882432906700679,0.005763773697909,0.9834033315608854,0.5438603842000629,0.45740568216768906,3.6067923117449054e-06,0.9960596801939803,0.4561396157999372,0.45740568216768906,0.0039403198060196445,0.9999963932076883,0.43,0.497569851956243,0.0,1.0,0.006751603702914508,-0.01994428975473853,-0.21599422174150124,0.019944289754738505,0.21599422174150124,-1.0,-0.012181906282515477,0.19250279451982974,-0.9782977551601121,0.978297755160112,0.3967671647005048,0.2522169350102834,4.60517018598809,0.5021351343691401,0.391043059985182,0.1790911753324303,4.60517018598809,0.5094602071870197,0.10537884458959174,0.0001413301242639189,4.60517018598809,0.747832529732086,0.13715072553509952,0.033752130422815003,4.60517018598809,0.2521674702679139,0.0,0.0,0.683314913574166,0.0,0,0,0,0,0,0.4333806284165314,0.505486532996194,0.9655920699339244,0.9655920699339241,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5700000000000001,0.03,114.88343689802406,7,3,153.51855826220327,0.5,0,0.94,0.94,0.94,0.8789834610730133,0:100,,,,,0.8573119004419595,0.9322308331423498,0.9322308331423498,0.9322308331423498
2.8453060533906948e-05,0.02928671771263062,0.03737455319340134,0.06634134996235,0.025178625102695945,0.028586682010436484,0.00045890146702391087,0,0.9584000529091267,0,0.06312546710773569,0.09688091627944313,0,0.082,0.530603523827492,0.082,0.530603523827492,0,0.5006315620732604,0.29522502833772474,0.0145729070825055,0.9800687236150396,0.541343809898639,0.29321984952987146,0.0237244305917568,0.9962895496537664,0.5241374108385543,0.4627442832979261,3.6067923117449054e-06,0.99689925571177,0.4758625891614458,0.4627442832979261,0.0031007442882299893,0.9999963932076883,0.46,0.5009082659620331,0.0,1.0,0.012230656237919246,-0.015528763557529534,-0.27303800413106555,0.015528763557529579,0.2730380041310655,-1.0000000000000002,-0.00540001393106819,0.24949928025229176,-0.984183840939767,0.9841838409397666,0.37378402225627316,0.20257377769442822,4.60517018598809,0.4902198677714966,0.4188131747480929,0.2447783895431488,4.60517018598809,0.5603339787406527,0.10336513946192658,0.00015469407962423644,4.60517018598809,0.6921887988584423,0.14456508125638762,0.03165409436499543,4.60517018598809,0.3078112011415577,0.0,0.0,0.6899437584583995,0.0,0,0,0,0,0,0.4970217008566755,0.5208794709269873,0.9614649937179762,0.9614649937179764,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.54,0.03,132.80143671113876,3,2,200.04852834692275,0.5,0,0.95,0.95,0.9500000000000001,0.8998397435897436,30:130,,,,,0.8781168794817804,0.9397191996092826,0.9397191996092826,0.9397191996092826
2.8453060533906948e-05,0.004995966515036181,0.03289340964675412,0.08671531853573711,0.059357212864996275,0.06617453564244274,1.7959780976798855e-06,0,0.9503109657983464,0,0.06425941546033716,0.0937097710111805,0,0.09466666666666666,0.35104582349123153,0.09466666666666666,0.35104582349123153,0,0.474483882658754,0.2985786602484334,0.0145729070825055,0.972560015212324,0.5590186972573477,0.3015911786282161,0.0237244305917568,0.9962895496537664,0.5292160060819519,0.4688342609193306,3.573093370689013e-06,0.99689925571177,0.4707839939180482,0.4688342609193306,0.0031007442882299893,0.9999964269066293,0.45,0.5,0.0,1.0,0.07632219492631334,0.14063627810429066,-0.37047440925836117,-0.1406362781042906,0.3704744092583613,-0.9999999999999999,-0.14349633406350296,0.3515393786494054,-0.9909435167402842,0.9909435167402842,0.34187471905168293,0.177992888540846,4.60517018598809,0.4688981195885096,0.4321207112078224,0.25853583983475004,4.60517018598809,0.622202018810281,0.09314060649235482,0.0001174811700575597,4.60517018598809,0.8549230661836726,0.1362246611861471,0.029541463774545737,4.60517018598809,0.1450769338163274,0.0,0.0,0.6881388137135884,0.0,0,0,0,0,0,0.5311111301181481,0.54751026548246,0.9660829931613596,0.9660829931613596,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.55,0.03,107.85384448578876,3,3,136.62040333353204,0.5,0,0.97,0.97,0.97,0.9397590361445783,60:160,,,,,0.904072524806579,0.9533156246939155,0.9533156246939155,0.9533156246939155
2.8453060533906948e-05,0.012267135569142523,0.08471823443799907,0.06192968402340568,0.07136202429306979,0.08386781195987505,0.003781873284677457,0,0.9887461239149165,0,0.07083488523118514,0.0919347395227183,0,0.09733333333333333,0.31880660895683616,0.09733333333333333,0.31880660895683616,0,0.48393553613713786,0.303193593420236,3.395150582308215e-05,0.9992240329372808,0.5489842808098317,0.29544810417388534,0.0160914495036159,0.9962895496537664,0.5066394376115968,0.4707115191097977,3.573093370689013e-06,0.9976033680474522,0.4933605623884032,0.4707115191097977,0.0023966319525477466,0.9999964269066293,0.48,0.5021167315686782,0.0,1.0,-0.008346106404077463,0.03880775382016301,-0.4179593799918562,-0.03880775382016304,0.417959379991856,-0.9999999999999999,-0.024756133972559224,0.40419655752423106,-0.9935006226789947,0.9935006226789946,0.313322293843314,0.0033282428710247175,4.60517018598809,0.5212139208198292,0.4227323418132404,0.23535698672648742,4.60517018598809,0.6032404500492226,0.07726520995133705,0.00010783527556171774,4.60517018598809,0.7419986075964317,0.14265752489167555,0.026469061959482114,4.60517018598809,0.25800139240356834,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.5605654873908994,0.4972200328444786,0.9667531636035979,0.9667531636035978,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.52,0.03,127.6725530767852,2,2,186.19253021891916,0.5,0,0.97,0.97,0.97,0.9399519615692554,90:190,,,,,0.9077213812497766,0.9541917475482233,0.9541917475482233,0.9541917475482233
0.002058334498381131,0.0009407394228265036,0.07144377038729947,0.05236970664408564,0.07855234249408263,0.08219877362996172,0.010303809572172667,0,0.9990894857975294,0,0.08790957381818378,0.08593158598659166,0,0.08866666666666667,0.4310136036608695,0.08866666666666667,0.4310136036608695,0,0.46371298911170095,0.30787122700355024,3.395150582308215e-05,0.9992240329372808,0.5570084046817733,0.2963418992782415,0.0160914495036159,0.9962895496537664,0.5005704171991661,0.46837437880404187,3.573093370689013e-06,0.9976033680474522,0.49942958280083394,0.4683743788040419,0.0023966319525477466,0.9999964269066293,0.5,0.502518907629606,0.0,1.0,0.0005165298426807243,0.08337670095771188,-0.44270981931973763,-0.08337670095771198,0.4427098193197377,-1.0000000000000002,-0.07503546565559559,0.4312252718244224,-0.9888390845503183,0.9888390845503181,0.2921413849872714,0.0033226417367422734,4.60517018598809,0.5123371327093622,0.44154219394394867,0.2724692259962561,4.60517018598809,0.5954527767528531,0.08730947727927289,0.00015643718983658321,4.60517018598809,0.5655885995737657,0.14860486882986368,0.029718169997167778,4.60517018598809,0.4344114004262343,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.5606555187734892,0.5464504116577013,0.9641942759328138,0.9641942759328137,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5,0.03,127.80836180986346,2,2,185.28089735651773,0.5,0,0.96,0.96,0.96,0.92,120:220,,,,,0.8900884183113527,0.9456131193088121,0.9456131193088121,0.9456131193088121
0.00021512653736555017,0.0009407394228265036,0.04369927291813847,0.05802901827369686,0.07824248291798275,0.08505980569542922,0.0066432793384621856,0,0.9753986699800756,0,0.08596184599819888,0.08626865333028964,0,0.08,0.5622098041876551,0.08,0.5622098041876551,0,0.4761222901763972,0.29774100777844903,3.395150582308215e-05,0.9992240329372808,0.528141077822973,0.30128012392233366,0.0160914495036159,0.9890496685158808,0.5149459523883274,0.46765136165290755,3.573093370689013e-06,0.9976033680474522,0.4850540476116725,0.4676513616529076,0.0023966319525477466,0.9999964269066293,0.49,0.5024183937956914,0.0,1.0,-0.13286583170832594,0.14296316470838188,-0.50087079564877,-0.14296316470838183,0.50087079564877,-0.9999999999999997,-0.14714211094460097,0.49421552689886944,-0.9888620910521224,0.9888620910521226,0.30889203663616704,0.0033206424429336624,4.60517018598809,0.5010402646999375,0.41112988815765467,0.2535240572974945,4.60517018598809,0.5147858233072038,0.09188576821899652,0.00015700756757704824,4.60517018598809,0.8307203987795093,0.1445705486361561,0.03174199372149025,4.60517018598809,0.16927960122049068,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.47061059637759134,0.5400841163798933,0.9642042854100902,0.9642042854100902,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.51,0.03,122.49283393998036,6,2,177.8403741918887,0.5,0,0.94,0.94,0.94,0.879951980792317,150:250,,,,,0.8808136123241853,0.9408904277197156,0.9408904277197156,0.9408904277197156
0.030750837748084056,8.722063755829278e-05,0.10305325401174953,0.06772241965484757,0.08290602906935907,0.0793962598411181,0.01476444649815713,0,0.9859456264876912,0,0.09217716864899748,0.09244465692695335,0,0.118,0.13694761224147634,0.118,0.13694761224147634,0,0.46358253794020327,0.2956667092681614,0.0115429017618186,0.9885857072887896,0.49931338501249023,0.31039296431652097,0.0160914495036159,0.9890496685158808,0.4918961685699413,0.46004096808297545,8.495775099693012e-06,0.9954805246842741,0.5081038314300588,0.46004096808297545,0.004519475315726063,0.9999915042249002,0.51,0.5024183937956914,0.0,1.0,0.011367135330397338,0.05171281240563236,-0.4596164134635527,-0.051712812405632386,0.4596164134635526,-0.9999999999999998,-0.04920045844794463,0.4591802846866133,-0.9811634770302555,0.9811634770302554,0.32761733617202843,0.14998476897233362,4.60517018598809,0.42765545889252365,0.3714136543003769,0.21897068569286937,4.60517018598809,0.46681957549675074,0.10163486057419406,0.00033345358780919514,4.60517018598809,0.4089129362814598,0.16927408523918558,0.03888552854461146,4.60517018598809,0.5910870637185401,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.4527868301080135,0.5597821158434352,0.9606974239585899,0.9606974239585899,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.49,0.03,125.58332072190797,2,2,186.13692437274347,0.5,0,0.9,0.9,0.9,0.7997597116539847,180:280,,,,,0.817909271549062,0.9081910820098188,0.9081910820098188,0.9081910820098188
0.04666859183232357,0.0024417552825248337,0.06670013638718349,0.07336548157351558,0.06875930825933081,0.06770570310275255,0.003781873284677457,0,0.9703973855047529,0,0.08226302205843616,0.09155935219042284,0,0.084,0.4997034806004861,0.084,0.4997034806004861,0,0.47912234436159395,0.2910920453375717,0.0149954268775667,0.9885857072887896,0.466365494484627,0.30336985378821907,0.0385418659856398,0.9890496685158808,0.5171354934543549,0.461750033386201,1.8815012886260606e-05,0.9954805246842741,0.48286450654564506,0.461750033386201,0.004519475315726063,0.9999811849871139,0.48,0.5021167315686782,0.0,1.0,0.03381611583009035,0.005665883476242351,-0.41526200565724514,-0.005665883476242405,0.41526200565724525,-1.0,-0.0006211685850473564,0.418064020365207,-0.9859345256759149,0.9859345256759147,0.3543885779532926,0.17977619943719825,4.60517018598809,0.4239565986391153,0.3390098487185961,0.20686306702861199,4.60517018598809,0.43916366836265974,0.13570619312857313,0.0017425658094442783,4.60517018598809,0.752347658147283,0.14840887953863924,0.03542958002706219,4.60517018598809,0.24765234185271698,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.4717550366078387,0.5273552280206247,0.963942361278065,0.9639423612780649,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.52,0.03,127.06923749287151,3,2,188.1088311186085,0.5,0,0.92,0.92,0.92,0.84,210:310,,,,,0.8697980733232016,0.9339610142181426,0.9339610142181426,0.9339610142181426
0.018213497911178395,0.0048296949794859635,0.1371356321400033,0.10575477969811581,0.06460133223200128,0.06460133223200128,0.0066432793384621856,0,0.9937328072200604,0,0.08089120293236453,0.0847497300236425,0,0.08466666666666667,0.48958285996559714,0.08466666666666667,0.48958285996559714,0,0.4827971708074127,0.28754308250479377,0.0149954268775667,0.9885857072887896,0.45017878804707867,0.29305299387715905,0.0385418659856398,0.9998678254739308,0.5036397087443539,0.463371345416776,1.2834134192059014e-06,0.9984097544942527,0.4963602912556462,0.463371345416776,0.0015902455057473612,0.9999987165865808,0.49,0.5024183937956913,0.0,1.0,0.13782814271088586,-0.0410000558996482,-0.4324275690762345,0.04100005589964823,0.43242756907623453,-1.0,0.04633910254774553,0.4346986382915638,-0.9818119591880525,0.9818119591880528,0.36681848801599654,0.2036770869483306,4.60517018598809,0.42669823586646005,0.32350262355047826,0.19305754212186757,4.60517018598809,0.4386927117344881,0.11132871435792656,0.00010133492568503163,4.60517018598809,0.5477995554674994,0.14421501885402557,0.028151315867238357,4.60517018598809,0.45220044453250074,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.4701704950470541,0.5282188550214955,0.9691837292205945,0.9691837292205945,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.51,0.03,128.79045578041115,2,2,188.09803350331654,0.5,0,0.92,0.92,0.92,0.840063974410236,240:340,,,,,0.8755764943610774,0.9370165624683668,0.9370165624683668,0.9370165624683668
0.004279568963282045,0.0048296949794859635,0.1015902773361141,0.08512645438320163,0.08478354624684979,0.0722777585800445,0.009970288644641664,0,0.8515401205201716,0,0.0824387110488475,0.09088804665823856,0,0.10266666666666667,0.26058410977985164,0.10266666666666667,0.26058410977985164,0,0.4723031983318357,0.2807191232603226,0.0201772804098162,0.9819308219051546,0.4500175111267986,0.29067925131940203,0.0111301116686454,0.9998678254739308,0.5861215232936635,0.46016466911171827,1.2834134192059014e-06,0.9984097544942527,0.4138784767063365,0.46016466911171827,0.0015902455057473612,0.9999987165865808,0.4,0.49236596391733095,0.0,1.0,-0.03142839496634544,0.07680410777657588,-0.45987465805167044,-0.07680410777657593,0.4598746580516705,-1.0000000000000002,-0.06794154255004951,0.44530542947642443,-0.9868961123830448,0.9868961123830444,0.36045619751343994,0.21398670422847624,4.60517018598809,0.418240677734807,0.32625914826229685,0.1806079142007975,4.60517018598809,0.4195236083437486,0.1379421356561457,8.673842254321931e-05,4.60517018598809,0.9391654623103874,0.0998670950430168,0.02172970794992949,4.60517018598809,0.06083453768961264,0.0,0.0,0.6730116670092565,0.0,0,0,0,0,0,0.44416540716536296,0.5237000799219873,0.9706528076406851,0.9706528076406854,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.6,0.03,101.43241247655476,9,3,126.57461169160489,0.5,0,0.95,0.95,0.9500000000000001,0.897119341563786,270:370,,,,,0.888003454007501,0.9444488799143095,0.9444488799143095,0.9444488799143095
