distance_class_False,distance_class_True,u_detect_drift_flag,psi_0,psi_1,psi_2,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,correlation_1_0,correlation_2_0,correlation_2_1,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_0_2,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_2,correlation_predict_proba_1_predict_proba_0,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,2_gmean,2_hmean,2_entropy,2_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,0_nr_outliers,1_nr_outliers,2_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,0_iqr,1_iqr,2_iqr,predict_proba_0_iqr,predict_proba_1_iqr,0_uniqueness_ratio,1_uniqueness_ratio,2_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,0_sparsity,1_sparsity,2_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
3.6294899580562827,2.7825667063125743,0,0.031856054201119054,0.06398568924922234,0.07061905958809395,0.07527309454485141,0.13525625423111626,0.025857302916486614,0,0.8307826563720884,0,0.112,0.17809658998939884,0.112,0.17809658998939884,0,4.963917206343276,2.862013279554553,0.1107656148222124,9.867021350190294,4.798977349041852,2.910908251034962,0.0588728907967184,9.984429356264126,5.006478643730059,2.7410236118500317,0.2747116430728602,9.800687236150395,0.6061904770036685,0.4803863927233716,3.00000089999998e-14,0.9999998999999902,0.39380952299633165,0.4803863927233715,1.0000000994736041e-07,0.9999999999999699,0.2376458226113718,0.05698810075756347,-0.012019920887488364,0.6030727857572559,0.7551765820606657,0.01479522439220293,-0.6030727857572558,-0.7551765820606655,-0.014795224392202929,-1.0,3.755275398676217,2.0554950193575143,4.60517018598809,5.15663298352399,3.4749349528483364,1.3313453528860948,4.60517018598809,4.4546935110235815,3.9676716470050493,2.5221693501028355,4.60517018598809,5.021351343691402,0.00022873884273107173,2.3645710951846866e-13,3.667631676091611,0.9999368172013305,0.0003977443806303632,3.887510129874334e-07,3.667631676091611,6.318279866957227e-05,0,0,0,0,0,4.960482633251244,4.681794341155198,4.333806284165314,0.9999997580618805,0.9999997580618802,1.0,1.0,1.0,0.69,0.69,0.0,0.0,0.0,0.0,0.0,0.03,136.88220474528327,5,2,213.09896615142708,0.5,1.0,1,1.0,1.0,1.0,1.0,0:100,,,,,offline,0.9930687423161937,0.9976378942848535,0.9976378942848535,0.9976378942848535
4.241789969602726,2.901698557893746,0,0.0376117184595745,0.0898237613409251,0.03737455319340134,0.062662400623382,0.1334102059600819,0.019668877413391413,0,0.7949235715376894,0,0.116,0.1497137939966948,0.116,0.1497137939966948,0,5.170646788679058,3.031090497075769,0.1107656148222124,9.900636622971282,4.727316186168724,3.004218571566616,0.0588728907967184,9.984429356264126,5.006315620732604,2.9522502833772473,0.1457290708250558,9.800687236150395,0.6249557843479694,0.480742508167821,3.00000089999998e-14,0.9999998999999902,0.37504421565203067,0.48074250816782094,1.0000000994736041e-07,0.9999999999999699,0.23587590180597842,0.01713289226012685,0.005246216580095336,0.6447430453698881,0.6972679131278948,-0.00984019750542111,-0.6447430453698879,-0.6972679131278948,0.009840197505421167,-0.9999999999999999,3.8993892989783365,2.1319262964159447,4.60517018598809,5.15663298352399,3.3750448034883234,1.331011697896305,4.60517018598809,4.297672285009746,3.737840222562733,2.0257377769442857,4.60517018598809,4.902198677714967,0.0002206028354508605,2.3022978289684576e-13,3.9007738578481983,0.9999304258974149,0.0004021287040297463,4.813770231105922e-07,3.9007738578481983,6.957410258505908e-05,0,0,0,0,0,5.49256347603359,5.521770806718871,4.970217008566754,0.9999994191337477,0.9999994191337476,1.0,1.0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.03,136.9853646756635,5,2,211.90519722924023,0.5,1.0,1,1.0,1.0,1.0,1.0,30:130,,,,,offline,0.9939505461686853,0.9980877634704591,0.9980877634704591,0.9980877634704591
4.711063394164936,2.6758847557678904,0,0.15769953597353786,0.05356225968385208,0.03289340964675412,0.05391255362207307,0.05497623495048391,0.0002053972276213113,0,0.6960730559979196,0,0.08133333333333333,0.5410674068271133,0.08133333333333333,0.5410674068271133,0,5.291006806446585,3.069723692235413,0.1340111509451202,9.900636622971282,4.96383372990569,3.0504109900243783,0.0588728907967184,9.984429356264126,4.744838826587541,2.9857866024843336,0.1457290708250558,9.725600152123238,0.6803000588150997,0.46156593259503714,3.00000089999998e-14,0.9999998999999902,0.3196999411849005,0.46156593259503714,1.0000000994736041e-07,0.9999999999999699,0.1270119541207517,0.1440655892399108,0.11982414088392107,0.6035319665755572,0.6204560357051285,0.18165883658816118,-0.6035319665755572,-0.6204560357051281,-0.18165883658816115,-1.0,4.072662169382009,2.4085611152074717,4.60517018598809,5.467815572217729,3.5305589723518884,1.401936123405185,4.60517018598809,4.846837557408161,3.418747190516831,1.7799288854084616,4.60517018598809,4.688981195885097,0.0009162742873629381,2.9618918257995633e-13,4.0012124438624985,0.9998554441139487,0.00035587977707763,4.821427143736015e-07,4.0012124438624985,0.00014455588605144124,0,0,0,0,0,5.658213269949023,5.373328757761331,5.311111301181481,0.9929127521055785,0.9929127521055786,1.0,1.0,1.0,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.03,121.8579524308483,10,3,170.1059179057039,0.5,1.0,1,1.0,1.0,1.0,1.0,60:160,,,,,offline,0.9945902076221521,0.9966940207481219,0.9966940207481219,0.9966940207481219
4.706750266086258,2.9733995526998758,0,0.07727056719815469,0.06398985504807451,0.08471823443799907,0.09824030855014386,0.10305325401174953,0.0025853954124895042,0,0.640231892487269,0,0.09,0.4123850633073839,0.09,0.4123850633073839,0,5.258396951360572,3.0450311578546896,0.1340111509451202,9.977201170111584,4.851190291416671,3.0978261794546085,0.0588728907967184,9.844701893562544,4.8393553613713785,3.0319359342023593,0.0003395150582308,9.992240329372809,0.7096251057033617,0.448516256729773,3.00000089999998e-14,0.9999998999999902,0.2903748942966384,0.448516256729773,1.0000000994736041e-07,0.9999999999999699,0.1036431583763363,0.03346299213648384,0.0002612592094717676,0.6092083515947146,0.6082756115749975,0.06130768412002103,-0.6092083515947145,-0.6082756115749974,-0.061307684120021,-1.0000000000000004,4.016437965739128,2.3027759400887033,4.60517018598809,5.223019263847321,3.3425344648562625,1.3005167433105007,4.60517018598809,4.810104115224755,3.1332229384331387,0.03328242871024512,4.60517018598809,5.212139208198291,0.001344227496117473,2.770477786388104e-13,4.037951947881694,0.9999514816047805,0.0002284877779353329,4.656748040267792e-07,4.037951947881694,4.851839521949154e-05,0,0,0,0,0,5.7604309681062205,5.455239230029619,5.605654873908992,0.9448232347901746,0.9448232347901747,1.0,1.0,1.0,0.79,0.79,0.0,0.0,0.0,0.0,0.0,0.03,124.4079540768166,9,3,172.16404928851094,0.5,1.0,1,1.0,1.0,1.0,1.0,90:190,,,,,offline,0.9881714137259096,0.9956929730727883,0.9956929730727883,0.9956929730727883
4.97027158178787,3.0853580981811413,1,0.15773493733266603,0.03768441276950123,0.07144377038729947,0.14975417482401115,0.14280691710361498,0.03531081828374643,0,0.5574300968808379,0,0.094,0.35942946081476307,0.094,0.35942946081476307,0,5.423114869275288,3.1031349369522907,0.1340111509451202,9.977201170111584,5.135015834342113,3.015697077523534,0.1488327238644893,9.877468427968443,4.637129891117009,3.0787122700355023,0.0003395150582308,9.992240329372809,0.7642567590883809,0.4160458483973073,3.00000089999998e-14,0.9999998999999902,0.2357432409116192,0.4160458483973072,1.0000000994736041e-07,0.9999999999999699,-0.02079611066141062,-0.0030899972372525814,0.042149151767965735,0.573453675139456,0.5107670388001897,0.04142846141590107,-0.5734536751394561,-0.5107670388001897,-0.04142846141590112,-1.0,4.230515644711577,2.5813737224223066,4.60517018598809,5.420328020372276,3.784824538485364,1.8970825559529663,4.60517018598809,5.021372976206777,2.9214138498727125,0.03322641736742067,4.60517018598809,5.123371327093622,0.007523077264371202,4.21318811969005e-13,4.233896137826585,0.9999708764626988,0.00016753203975388765,5.230742258375152e-07,4.233896137826585,2.9123537301234746e-05,0,0,0,24,24,5.771611509894447,5.323435546108597,5.60655518773489,0.11131596632167662,0.11131596632167667,1.0,1.0,1.0,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.03,127.76210607056632,9,3,177.69902670382606,0.5,1.0,1,0.99,0.99,0.99,0.9721913236929922,120:220,,,,,offline,0.9708468943039709,0.9892097117276643,0.9892097117276643,0.9892097117276643
4.704332907015622,2.9717633267733046,0,0.06049969851991142,0.05794424005167911,0.04369927291813847,0.07913429571990978,0.07848758977936272,0.019888623802740396,0,0.765781884646039,0,0.07133333333333333,0.7030954412173983,0.07133333333333333,0.7030954412173983,0,5.276207139863947,2.979336388993001,0.1340111509451202,9.977201170111584,5.112347208819275,2.9484611310830497,0.1488327238644893,9.877468427968443,4.761222901763971,2.97741007778449,0.0003395150582308,9.992240329372809,0.7450819715210757,0.4224166697295513,3.00000089999998e-14,0.9999998999999902,0.2549180284789242,0.4224166697295512,1.0000000994736041e-07,0.9999999999999699,-0.023201285387406463,-0.01633434141425666,-0.017848833002783095,0.5847504158978595,0.49574273366528493,0.04633194289806219,-0.5847504158978597,-0.4957427336652849,-0.04633194289806225,-1.0,4.10528189235247,2.4283337115150667,4.60517018598809,5.0526533094551755,3.7895031641724355,1.9213126427033043,4.60517018598809,5.021372976206777,3.088920366361669,0.03320642442933457,4.60517018598809,5.010402646999375,0.006166907840845232,3.9824416229229043e-13,4.091457087669076,0.9999668214542311,0.0002170673737582272,4.703025268988902e-07,4.091457087669076,3.317854576889397e-05,0,0,0,0,0,5.3103385590891925,5.195806562342812,4.706105963775913,0.41295721640904615,0.41295721640904615,1.0,1.0,1.0,0.81,0.81,0.0,0.0,0.0,0.0,0.0,0.03,127.68106182934088,5,3,181.1867528657107,0.5,1.0,1,0.98,0.98,0.98,0.948051948051948,150:250,,,,,offline,0.966690045415983,0.9874270830771299,0.9874270830771299,0.9874270830771299
4.853098870886402,2.560378469668829,1,0.099419259583523,0.045077778399794426,0.10305325401174953,0.10318318556453059,0.12722765412154996,0.000836219651568354,0,0.6519885246499943,0,0.11666666666666667,0.14535634908495526,0.11666666666666667,0.14535634908495526,0,4.701526760389937,2.9784657324590618,0.4936308512449339,9.949024769066904,5.204558112332589,2.8014561194813603,0.1062993636782394,9.877468427968443,4.635825379402033,2.9566670926816143,0.115429017618186,9.885857072887896,0.7004980002986685,0.44456179260873385,3.00000089999998e-14,0.9999998999999902,0.29950199970133157,0.44456179260873385,1.0000000994736041e-07,0.9999999999999699,-0.08641186606250853,-0.11032129043613481,0.007840271691173874,0.526892209015466,0.5332152060620311,0.0490866626847816,-0.526892209015466,-0.5332152060620311,-0.04908666268478166,-1.0000000000000002,3.626135588575775,2.555821702121199,4.60517018598809,3.9685927280634425,4.031139704683233,2.1149197932239114,4.60517018598809,5.461496626570171,3.276173361720286,1.499847689723337,4.60517018598809,4.276554588925237,0.002395591031033214,3.9026311006549035e-13,4.099488449408082,0.999841826556666,0.0004731121585818775,5.703735807602446e-07,4.099488449408082,0.00015817344333396492,0,0,0,0,0,5.406740426003335,4.7570876351290465,4.527868301080136,0.9707538512137155,0.9707538512137153,1.0,1.0,1.0,0.81,0.81,0.0,0.0,0.0,0.0,0.0,0.03,106.0293803243011,3,4,127.21495559088237,0.5,1.0,1,0.98,0.98,0.98,0.9532710280373832,180:280,,,,,offline,0.9604582934263565,0.982951579202308,0.982951579202308,0.982951579202308
4.619045044449079,2.6396060976959235,0,0.13271421583194531,0.051378587677220755,0.06670013638718349,0.0768932977194048,0.16721578880883198,0.0032343245095816766,0,0.7206736623406437,0,0.134,0.06350942528402174,0.134,0.06350942528402174,0,4.519395833880853,2.9109414824664053,0.4936308512449339,9.91529030111402,5.176579925797513,2.896856026748698,0.1062993636782394,9.834468157364912,4.79122344361594,2.9109204533757165,0.1499542687756672,9.885857072887896,0.6634734676270352,0.45719349498800416,3.00000089999998e-14,0.9999998999999902,0.33652653237296476,0.45719349498800416,1.0000000994736041e-07,0.9999999999999699,0.045904130456723376,-0.0566851533149671,-0.02489532941559695,0.5113802271513325,0.6540890135352309,0.02017001789782221,-0.5113802271513325,-0.654089013535231,-0.02017001789782223,-0.9999999999999998,3.43959025054046,2.370758831304699,4.60517018598809,3.757788465494756,3.8582403643225818,1.8517460679855005,4.60517018598809,5.61224797271128,3.543885779532926,1.7977619943719838,4.60517018598809,4.2395659863911535,0.0008082687155593476,2.5384559834020526e-13,3.971933679834133,0.9996254705771851,0.000680304331206015,5.669163936464476e-07,3.971933679834133,0.0003745294228147698,0,0,0,0,0,5.048049040827235,5.105039862750823,4.7175503660783855,0.9999930293859312,0.9999930293859312,1.0,1.0,1.0,0.77,0.77,0.0,0.0,0.0,0.0,0.0,0.03,125.72678195511409,4,3,178.36935028471441,0.5,1.0,1,0.99,0.99,0.99,0.9778761061946902,210:310,,,,,offline,0.9798423853065181,0.9906896669992914,0.9906896669992914,0.9906896669992914
4.56172182927985,2.45091553667347,0,0.1146866419331085,0.09202251306130467,0.1371356321400033,0.039522063770228585,0.18329910320394893,0.0002053972276213113,0,0.7027344286614275,0,0.11,0.19379212988845762,0.11,0.19379212988845762,0,4.681206867033929,2.9899296507047546,0.1982228098530392,9.964660385211692,5.141393437360698,2.950780421782751,0.1062993636782394,9.834468157364912,4.827971708074127,2.8754308250479377,0.1499542687756672,9.885857072887896,0.6724882973711404,0.45197558995523585,3.00000089999998e-14,0.9999998999999902,0.32751170262885976,0.45197558995523573,1.0000000994736041e-07,0.9999999999999699,0.11424413963487105,0.018483102835043518,-0.0018749998214148257,0.5471307209842604,0.691379791647825,0.0484003070200534,-0.5471307209842607,-0.6913797916478247,-0.04840030702005342,-1.0,3.4600322037128812,2.0397255889806973,4.60517018598809,3.9906195147934005,3.781195357585072,1.8069604942946815,4.60517018598809,5.728830231381146,3.6681848801599664,2.0367708694833073,4.60517018598809,4.266982358664601,0.0005099202163785737,2.1134033719364132e-13,3.828112573959726,0.9994806930877571,0.0005539232966758696,4.90964534959857e-07,3.828112573959726,0.0005193069122427181,0,0,0,0,0,4.949027637641729,5.074247220261405,4.701704950470541,0.9999987468939614,0.9999987468939613,1.0,1.0,1.0,0.73,0.73,0.0,0.0,0.0,0.0,0.0,0.03,125.05785130423159,5,3,177.17503393528438,0.5,1.0,1,0.99,0.99,0.99,0.9772105742935278,240:340,,,,,offline,0.9763928002280445,0.9893580947114141,0.9893580947114141,0.9893580947114141
4.520480711066803,2.767326838711866,0,0.19802024297008353,0.07251019874315323,0.1015902773361141,0.01409814518246799,0.146634553650626,0.009101784840394346,0,0.603951758408619,0,0.076,0.6269099621023417,0.076,0.6269099621023417,0,5.097087390351472,3.073679323333218,0.0366174466511193,9.964660385211692,5.131285070333274,2.933557722946748,0.1062993636782394,9.834468157364912,4.723031983318358,2.807191232603226,0.2017728040981625,9.819308219051546,0.7224136095442387,0.42876888141499087,3.00000089999998e-14,0.9999998999999902,0.2775863904557616,0.42876888141499087,1.0000000994736041e-07,0.9999999999999699,0.002409218451177422,0.12920967223660446,0.04318403655139988,0.5697156401278445,0.5876436121032353,0.09337541848671635,-0.5697156401278441,-0.5876436121032352,-0.0933754184867163,-1.0,3.5490066693030973,1.2244120530930647,4.60517018598809,5.481407582252272,3.792371351396096,1.8354920005867266,4.60517018598809,5.538443171872931,3.6045619751344,2.1398670422847643,4.60517018598809,4.182406777348071,0.002414234426248679,2.328928751942297e-13,3.859755437490713,0.9999196316791259,0.00025396857024287167,4.4971099696912876e-07,3.859755437490713,8.036832087414663e-05,0,0,0,0,0,5.086819956848688,5.040495571149784,4.44165407165363,0.7394300298384182,0.739430029838418,1.0,1.0,1.0,0.74,0.74,0.0,0.0,0.0,0.0,0.0,0.03,128.39654482030508,6,3,185.71752982600734,0.5,1.0,1,1.0,1.0,1.0,1.0,270:370,,,,,offline,0.9996407192406657,1.0004473786685943,1.0004473786685943,1.0004473786685943
