psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_3_2,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.0006422920962939973,0.012267135569142523,0.07061905958809395,0.0934335644630016,0.00039439227753374905,0.00017238836591574266,1.7959780976798855e-06,0,0.06415202173222816,0.08957552436831186,0,0.9528413687409494,0,0.5006478643730058,0.2741023611850032,0.027471164307286,0.9800687236150396,0.5148486893782366,0.2882432906700679,0.005763773697909,0.9834033315608854,0.5287887203376334,0.48679727416296437,0.0,1.0,0.47121127966236664,0.48679727416296437,0.0,1.0,0.45,0.5,0.0,1.0,0.006751603702914508,0.021110520669030287,-0.18059087857664252,-0.0211105206690303,0.18059087857664247,-1.0,0.023097188164937436,0.19486372661779275,-0.9857053341339942,0.9857053341339937,0.3967671647005048,0.2522169350102834,4.60517018598809,0.5021351343691401,0.391043059985182,0.1790911753324303,4.60517018598809,0.5094602071870197,0.0,0.0,1.0014783662065638,0.6498397435897436,0.0,0.0,1.0014783662065638,0.3501602564102564,0.0,0.0,0.6881388137135884,0.0,0,0,0,0,0,0.4333806284165314,0.505486532996194,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.02,0.0,0.0,0.43999999999999995,0.48,0.55,0.03,0.03666666666666667,0.999236693440694,0.03666666666666667,0.999236693440694,0,132.58622268731136,5,2,201.82646364670845,0.5,1.0,1,0.96,0.96,0.96,0.9195171026156942,0:100,,,,,offline,0.9261257872767668,0.9631376318074125,0.9631376318074125,0.9631376318074125
2.8453060533906948e-05,0.02928671771263062,0.03737455319340134,0.06634134996235,0.004019390257882023,0.0029747247721590843,0.003781873284677457,0,0.06701087096276362,0.09631864910407023,0,0.9955460842135615,0,0.5006315620732604,0.29522502833772474,0.0145729070825055,0.9800687236150396,0.541343809898639,0.29321984952987146,0.0237244305917568,0.9962895496537664,0.5030357142857143,0.48598317146073666,0.0,1.0,0.4969642857142857,0.4859831714607366,0.0,1.0,0.48,0.5021167315686782,0.0,1.0,0.012230656237919246,0.04875479120718854,-0.24358126521560267,-0.04875479120718855,0.24358126521560264,-1.0,-0.006349860106825424,0.2671243282357089,-0.9817507706572086,0.9817507706572086,0.37378402225627316,0.20257377769442822,4.60517018598809,0.4902198677714966,0.4188131747480929,0.2447783895431488,4.60517018598809,0.5603339787406527,0.0,0.0,0.9269202026456969,0.6458333333333334,0.0,0.0,0.9269202026456969,0.3541666666666667,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.4970217008566755,0.5208794709269873,1.0,1.0,1.0,1.0,1.0,0.04,0.04,0.02,0.0,0.0,0.47,0.45999999999999996,0.52,0.03,0.07666666666666666,0.616033895333837,0.07666666666666666,0.616033895333837,0,131.52907467032222,2,2,200.09351211691984,0.5,1.0,1,0.97,0.97,0.97,0.9399519615692554,30:130,,,,,offline,0.9390425647069459,0.9693018946384281,0.9693018946384281,0.9693018946384281
2.8453060533906948e-05,0.004995966515036181,0.03289340964675412,0.08671531853573711,0.0023746814944869935,0.0016701362447791178,0.0017198872491765572,0,0.0694422490820823,0.09275123537606196,0,0.9752919216233747,0,0.474483882658754,0.2985786602484334,0.0145729070825055,0.972560015212324,0.5590186972573477,0.3015911786282161,0.0237244305917568,0.9962895496537664,0.515077380952381,0.48680784694352813,0.0,1.0,0.484922619047619,0.48680784694352813,0.0,1.0,0.47,0.5016135580465918,0.0,1.0,0.07632219492631334,0.17249034735054317,-0.3479134897762865,-0.17249034735054322,0.3479134897762864,-1.0,-0.14046077228668435,0.36578570278937333,-0.9836735978370381,0.9836735978370378,0.34187471905168293,0.177992888540846,4.60517018598809,0.4688981195885096,0.4321207112078224,0.25853583983475004,4.60517018598809,0.622202018810281,0.0,0.0,0.9539538751776752,0.6458333333333334,0.0,0.0,0.9539538751776752,0.3541666666666667,0.0,0.0,0.6913460990017393,0.0,0,0,0,0,0,0.5311111301181481,0.54751026548246,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.02,0.0,0.0,0.45999999999999996,0.47,0.53,0.03,0.056666666666666664,0.9096380377206669,0.056666666666666664,0.9096380377206669,0,129.3483016474513,2,2,191.12440969201845,0.5,1.0,1,0.99,0.99,0.99,0.9799518845228549,60:160,,,,,offline,0.9582173485595967,0.9792135238718064,0.9792135238718064,0.9792135238718064
2.8453060533906948e-05,0.012267135569142523,0.08471823443799907,0.06192968402340568,0.004019390257882023,0.0029747247721590843,0.0066432793384621856,0,0.07370973152120641,0.0922473093146647,0,0.997748627848835,0,0.48393553613713786,0.303193593420236,3.395150582308215e-05,0.9992240329372808,0.5489842808098317,0.29544810417388534,0.0160914495036159,0.9962895496537664,0.4986190476190477,0.4894078134870251,0.0,1.0,0.5013809523809525,0.4894078134870251,0.0,1.0,0.49,0.5024183937956913,0.0,1.0,-0.008346106404077463,0.07527837310070765,-0.4032403166276874,-0.07527837310070765,0.40324031662768745,-0.9999999999999999,-0.055864722047232675,0.41134926507856884,-0.986069864168706,0.9860698641687065,0.313322293843314,0.0033282428710247175,4.60517018598809,0.5212139208198292,0.4227323418132404,0.23535698672648742,4.60517018598809,0.6032404500492226,0.0,0.0,0.9303668839225244,0.6458333333333334,0.0,0.0,0.9303668839225244,0.3541666666666667,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.5605654873908994,0.4972200328444786,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.02,0.0,0.0,0.48,0.45999999999999996,0.51,0.03,0.07,0.7245984877455988,0.07,0.7245984877455988,0,128.36188525451237,2,2,188.30033609065234,0.5,1.0,1,0.98,0.98,0.98,0.959983993597439,90:190,,,,,offline,0.9496320647020956,0.9741472743998137,0.9741472743998137,0.9741472743998137
0.002058334498381131,0.0009407394228265036,0.07144377038729947,0.05236970664408564,0.0023746814944869935,0.0016701362447791178,0.003781873284677457,0,0.08546817959668591,0.08898219496215183,0,0.9830410210092754,0,0.46371298911170095,0.30787122700355024,3.395150582308215e-05,0.9992240329372808,0.5570084046817733,0.2963418992782415,0.0160914495036159,0.9962895496537664,0.5106607142857144,0.49033630019127444,0.0,1.0,0.4893392857142858,0.49033630019127455,0.0,1.0,0.48,0.5021167315686782,0.0,1.0,0.0005165298426807243,0.0964994001465454,-0.41670492999441233,-0.09649940014654546,0.4167049299944124,-1.0000000000000002,-0.07945426927102203,0.42323623864353427,-0.9880506956148242,0.9880506956148238,0.2921413849872714,0.0033226417367422734,4.60517018598809,0.5123371327093622,0.44154219394394867,0.2724692259962561,4.60517018598809,0.5954527767528531,0.0,0.0,0.9392101281093941,0.6458333333333334,0.0,0.0,0.9392101281093941,0.3541666666666667,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.5606555187734892,0.5464504116577013,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.02,0.0,0.0,0.47,0.47,0.52,0.03,0.06,0.8709359838140035,0.06,0.8709359838140035,0,128.12046714538218,2,2,186.2069751183605,0.5,1.0,1,0.98,0.98,0.98,0.9599358974358975,120:220,,,,,offline,0.9494475648641811,0.9743528934966129,0.9743528934966129,0.9743528934966129
0.00021512653736555017,0.0009407394228265036,0.04369927291813847,0.05802901827369686,0.0011709639400663704,0.0007325065131103845,0.00045890146702391087,0,0.08070001767213272,0.09224066582939762,0,0.9616341665223316,0,0.4761222901763972,0.29774100777844903,3.395150582308215e-05,0.9992240329372808,0.528141077822973,0.30128012392233366,0.0160914495036159,0.9890496685158808,0.5235565774804904,0.48971133532973204,0.0,1.0,0.47644342251950955,0.48971133532973204,0.0,1.0,0.46,0.5009082659620331,0.0,1.0,-0.13286583170832594,0.11771237919679116,-0.4513501419439518,-0.11771237919679119,0.45135014194395184,-1.0,-0.10821284294002897,0.44234504261196594,-0.9899269759715912,0.989926975971591,0.30889203663616704,0.0033206424429336624,4.60517018598809,0.5010402646999375,0.41112988815765467,0.2535240572974945,4.60517018598809,0.5147858233072038,0.0,0.0,1.006269693133262,0.7583333333333333,0.0,0.0,1.006269693133262,0.24166666666666664,0.0,0.0,0.6899437584583995,0.0,0,0,0,0,0,0.47061059637759134,0.5400841163798933,1.0,1.0,1.0,1.0,1.0,0.07,0.07,0.02,0.0,0.0,0.44999999999999996,0.48,0.54,0.03,0.04,0.9971204324444045,0.04,0.9971204324444045,0,125.90912474684986,7,2,183.27100083869357,0.5,1.0,1,0.95,0.95,0.9500000000000001,0.8998397435897436,150:250,,,,,offline,0.9274855622280171,0.9644575959914168,0.9644575959914168,0.9644575959914168
0.030750837748084056,8.722063755829278e-05,0.10305325401174953,0.06772241965484757,0.0023746814944869935,0.0029747247721590843,0.0017198872491765572,0,0.08456340999637264,0.09924256046378438,0,0.9809996875374863,0,0.46358253794020327,0.2956667092681614,0.0115429017618186,0.9885857072887896,0.49931338501249023,0.31039296431652097,0.0160914495036159,0.9890496685158808,0.5116104077082338,0.4875124784882908,0.0,1.0,0.48838959229176615,0.4875124784882908,0.0,1.0,0.47,0.5016135580465918,0.0,1.0,0.011367135330397338,0.02356963103361422,-0.3843901440209351,-0.023569631033614324,0.38439014402093513,-1.0000000000000002,-0.02365142062634161,0.36957837547619604,-0.9896318035026791,0.9896318035026794,0.32761733617202843,0.14998476897233362,4.60517018598809,0.42765545889252365,0.3714136543003769,0.21897068569286937,4.60517018598809,0.46681957549675074,0.0,0.0,1.1716768522226169,0.6602564102564102,0.0,0.0,1.1716768522226169,0.33974358974358976,0.0,0.0,0.6913460990017393,0.0,0,0,0,0,0,0.4527868301080135,0.5597821158434352,1.0,1.0,1.0,1.0,1.0,0.09,0.09,0.02,0.0,0.0,0.44999999999999996,0.43999999999999995,0.53,0.03,0.04533333333333334,0.9866000833837528,0.04533333333333334,0.9866000833837528,0,129.0445344748596,2,2,190.4110221674801,0.5,1.0,1,0.94,0.94,0.94,0.8804304503786369,180:280,,,,,offline,0.8908600016130861,0.9459068590835961,0.9459068590835961,0.9459068590835961
0.04666859183232357,0.0024417552825248337,0.06670013638718349,0.07336548157351558,0.0011709639400663704,0.0016701362447791178,0.00045890146702391087,0,0.076180547168673,0.09737998882376288,0,0.9670221326951612,0,0.47912234436159395,0.2910920453375717,0.0149954268775667,0.9885857072887896,0.466365494484627,0.30336985378821907,0.0385418659856398,0.9890496685158808,0.520083651855391,0.4857764672616953,0.0,1.0,0.47991634814460904,0.4857764672616953,0.0,1.0,0.46,0.5009082659620331,0.0,1.0,0.03381611583009035,-0.01657857499142854,-0.3378769793133604,0.016578574991428546,0.33787697931336025,-1.0000000000000002,0.007542796738688775,0.3165827956150535,-0.9877041566931594,0.9877041566931593,0.3543885779532926,0.17977619943719825,4.60517018598809,0.4239565986391153,0.3390098487185961,0.20686306702861199,4.60517018598809,0.43916366836265974,0.0,0.0,1.2003088163495756,0.6602564102564102,0.0,0.0,1.2003088163495756,0.33974358974358976,0.0,0.0,0.6899437584583995,0.0,0,0,0,0,0,0.4717550366078387,0.5273552280206247,1.0,1.0,1.0,1.0,1.0,0.09,0.09,0.02,0.0,0.0,0.43000000000000005,0.44999999999999996,0.54,0.03,0.035333333333333335,0.999597733500704,0.035333333333333335,0.999597733500704,0,130.9902163127362,2,2,194.8599437440024,0.5,1.0,1,0.94,0.94,0.94,0.88,210:310,,,,,offline,0.8827586735308461,0.9425498069259134,0.9425498069259134,0.9425498069259134
0.018213497911178395,0.0048296949794859635,0.1371356321400033,0.10575477969811581,0.0011709639400663704,0.0016701362447791178,0.003781873284677457,0,0.0763210693357922,0.08843878980846213,0,0.9917820490571306,0,0.4827971708074127,0.28754308250479377,0.0149954268775667,0.9885857072887896,0.45017878804707867,0.29305299387715905,0.0385418659856398,0.9998678254739308,0.5050451903169295,0.4898311408900406,0.0,1.0,0.4949548096830705,0.4898311408900406,0.0,1.0,0.48,0.5021167315686782,0.0,1.0,0.13782814271088586,-0.043364731317990686,-0.37113596541076244,0.04336473131799065,0.37113596541076244,-1.0,0.04212105817290645,0.35291969648598637,-0.9902438881519444,0.9902438881519446,0.36681848801599654,0.2036770869483306,4.60517018598809,0.42669823586646005,0.32350262355047826,0.19305754212186757,4.60517018598809,0.4386927117344881,0.0,0.0,1.1184896893123626,0.6498397435897436,0.0,0.0,1.1184896893123626,0.3501602564102564,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.4701704950470541,0.5282188550214955,1.0,1.0,1.0,1.0,1.0,0.08,0.08,0.02,0.0,0.0,0.44999999999999996,0.44999999999999996,0.52,0.03,0.05466666666666667,0.9295198104397975,0.05466666666666667,0.9295198104397975,0,130.02819780397675,2,2,191.25075882460735,0.5,1.0,1,0.95,0.95,0.9500000000000001,0.9000799360511591,240:340,,,,,offline,0.8959997271804657,0.9479958678161675,0.9479958678161675,0.9479958678161675
0.004279568963282045,0.0048296949794859635,0.1015902773361141,0.08512645438320163,0.0024837433735302532,0.003445038203028412,0.0035026560698618097,0,0.08234484542046683,0.09154859502436362,0,0.890293546669978,0,0.4723031983318357,0.2807191232603226,0.0201772804098162,0.9819308219051546,0.4500175111267986,0.29067925131940203,0.0111301116686454,0.9998678254739308,0.5672178093645485,0.4873229658113074,0.0,1.0,0.43278219063545154,0.4873229658113074,0.0,1.0,0.42,0.49604496374885826,0.0,1.0,-0.03142839496634544,0.09119985404100671,-0.4131970209015391,-0.09119985404100664,0.413197020901539,-1.0000000000000002,-0.0974481087962945,0.40857679842489647,-0.990014783106063,0.9900147831060628,0.36045619751343994,0.21398670422847624,4.60517018598809,0.418240677734807,0.32625914826229685,0.1806079142007975,4.60517018598809,0.4195236083437486,0.0,0.0,0.9564130215327344,1.0,0.0,0.0,0.9564130215327344,0.0,0.0,0.0,0.6802920001921535,0.0,0,0,0,0,0,0.44416540716536296,0.5237000799219873,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.02,0.0,0.0,0.39,0.54,0.5800000000000001,0.03,0.05466666666666667,0.9295198104397975,0.05466666666666667,0.9295198104397975,0,100.6046469058941,4,3,125.88578844569163,0.5,1.0,1,0.95,0.95,0.9500000000000001,0.897708674304419,270:370,,,,,offline,0.9216068831822473,0.9615138582474597,0.9615138582474597,0.9615138582474597
