overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_0,psi_1,psi_2,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,distance_class_True,distance_class_False,u_detect_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,correlation_1_0,correlation_2_0,correlation_2_1,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_0_2,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_2,correlation_predict_proba_1_predict_proba_0,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,2_gmean,2_hmean,2_entropy,2_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,0_nr_outliers,1_nr_outliers,2_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,0_iqr,1_iqr,2_iqr,predict_proba_0_iqr,predict_proba_1_iqr,0_uniqueness_ratio,1_uniqueness_ratio,2_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,0_sparsity,1_sparsity,2_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.6309027799196174,0,0.14051904050236394,0.21074619709293085,0.16952621497595427,0.07594768481942557,0.1062568553584567,0.0009213850599740003,1,4.85378821387967,3.194073689991061,1,0.11,0.19379212988845762,0.11,0.19379212988845762,0,5.127857116987615,2.9299838775362823,0.0611916207911567,9.992365014457366,5.168868938722309,3.0111960938624867,0.0290997622456978,9.993075898234183,4.199949699592541,3.1026839851043517,0.0165994655928614,9.920771130721636,0.28908631204118845,0.4389859615512785,3.00000089999998e-14,0.9999998999999902,0.7109136879588117,0.4389859615512785,1.0000000994736041e-07,0.9999999999999699,-0.008287341288683511,0.030253215292764597,0.08486849405538167,-0.5174064229565607,-0.6054297245484803,0.03701209510534245,0.5174064229565605,0.60542972454848,-0.0370120951053424,-1.0,3.919864813150482,1.7293194901093683,4.60517018598809,5.26115167003903,3.8544080865891797,1.2709095504217245,4.60517018598809,4.890076243046186,2.640692962737041,0.6003278901548196,4.60517018598809,3.5122786508576196,2.49114061896545e-07,1.9418187384849922e-13,4.155230264220249,2.9730082377456027e-09,0.049879744372246335,1.3045449176998054e-06,4.155230264220249,0.9999999970269917,0,0,0,0,0,5.0073899901301875,5.012736178361555,5.490037197748708,0.8455137272473999,0.8455137272473998,1.0,1.0,1.0,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.03,126.36721047736296,10,3,180.41273783978784,0.5,0,0.99,0.99,0.99,0.9764150943396226,0:100,,,,,0.9845026355645892,0.9940493832869736,0.9940493832869736,0.9940493832869736
0.6900343830604474,0,0.10614956378314426,0.0953448466818236,0.18231312687972792,0.04966737298786539,0.06127061196993738,0.0001662770366475101,0,4.351877285290182,3.2940566959126905,0,0.08,0.5622098041876551,0.08,0.5622098041876551,0,5.198873138890429,2.9733935260837496,0.1129788066192261,9.992365014457366,5.21394402039493,2.9098321772059537,0.1201448155361395,9.993075898234183,4.525283005384587,3.0405515263576715,0.0165994655928614,9.912916361670964,0.3175476585543843,0.45749372103449115,3.00000089999998e-14,0.9999998999999902,0.6824523414456156,0.4574937210344911,1.0000000994736041e-07,0.9999999999999699,0.11863284501028766,0.02690641256441536,-0.07886056000883143,-0.5542847994187384,-0.6553799685386421,0.15138740986564048,0.5542847994187384,0.6553799685386419,-0.15138740986564056,-1.0000000000000002,4.023749767808978,2.262300699163489,4.60517018598809,5.141318990416195,3.990282005486973,2.121392375502483,4.60517018598809,5.441931988940107,3.029080330266567,0.7873491903090309,4.60517018598809,3.8956896511605814,2.5747142568461837e-07,1.6332345194057092e-13,4.043052021876829,2.9730082377456027e-09,0.0313266852235554,1.0470423476431454e-06,4.043052021876829,0.9999999970269917,0,0,0,0,0,5.026090354432222,4.759233929766607,5.480444804929018,0.9977248506464581,0.9977248506464579,1.0,1.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.03,124.8031593306215,7,3,175.65868384833726,0.5,0,1.0,1.0,1.0,1.0,30:130,,,,,0.9974837356911346,0.9986342121511795,0.9986342121511795,0.9986342121511795
0.7281811299477144,0,0.10126833384792322,0.08103302718548891,0.22445682940935974,0.020443694327344872,0.002339647899457935,7.453863317792354e-05,1,4.339031994939145,2.898271256328864,0,0.048,0.9760919265369822,0.048,0.9760919265369822,0,5.024525247164806,3.127885058900084,0.1099422954251971,9.992365014457366,5.1863026047229575,2.7334005831197565,0.1201448155361395,9.89052764679359,5.005606497804734,2.7656493473163692,0.3845128051126412,9.963133253003654,0.31876738140357463,0.44627765048609547,3.00000089999998e-14,0.9999998999999902,0.6812326185964256,0.4462776504860954,1.0000000994736041e-07,0.9999999999999699,0.03949655924289358,-0.09622099782364972,-0.030023272289336198,-0.5243311363734574,-0.6333235348284524,0.14328369608606972,0.5243311363734573,0.6333235348284523,-0.14328369608606975,-0.9999999999999998,3.4825813467856164,1.461210126300363,4.60517018598809,5.184348300794694,4.050919524866098,2.170972073750103,4.60517018598809,5.6266675371837795,3.9861647915314284,2.714647733545459,4.60517018598809,4.876363626830365,4.014190837285841e-07,1.4419369728056125e-13,4.043052021876829,1.9045871483962332e-08,0.04033928956087634,1.158159237114919e-06,4.043052021876829,0.9999999809541285,0,0,0,0,0,5.356909368381677,4.451994957251779,5.016430690980412,0.9699992289851248,0.9699992289851248,1.0,1.0,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.03,129.36756083014973,13,3,188.10600670313127,0.5,0,0.99,0.99,0.99,0.9768303985171455,60:160,,,,,0.9741321923321311,0.9898988542077825,0.9898988542077825,0.9898988542077825
0.6605114917721767,0,0.1084211906734521,0.050310477383827545,0.16732366625563638,0.06571521691854681,0.025817618467538765,0.0009213850599740003,0,4.291832072714705,3.202990324027881,0,0.066,0.7871357929126765,0.066,0.7871357929126765,0,5.192634300796978,3.0109433551871025,0.1099422954251971,9.918490316811756,5.379279380839992,2.794103727178324,0.2018370832372373,9.759287887250702,5.093261743058,2.875979795796311,0.0555220327577665,9.963133253003654,0.307674901653589,0.437891611703535,3.00000089999998e-14,0.9999998999999902,0.6923250983464109,0.437891611703535,1.0000000994736041e-07,0.9999999999999699,0.07555697663319182,-0.08603972058559699,0.075037782033538,-0.5763982523695845,-0.5965645729110249,0.030797204921155872,0.5763982523695843,0.5965645729110253,-0.03079720492115586,-1.0,3.6905007018908758,1.6307511440522338,4.60517018598809,5.4057223543414965,4.232318435420171,2.5392793460622944,4.60517018598809,5.738663236132185,3.6751460601156887,1.3576400626203926,4.60517018598809,5.419692233109783,2.138718909699112e-07,1.1627830128926122e-13,3.9328621054061275,2.763951987276017e-08,0.06103691031997789,1.5257133926969607e-06,3.9328621054061275,0.9999999723604801,0,0,0,0,0,5.0463006736390135,4.642315623260516,4.986648243703302,0.8646009592689476,0.8646009592689476,1.0,1.0,1.0,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.03,128.5097266016718,3,3,184.9668071141228,0.5,0,0.99,0.99,0.99,0.9764150943396226,90:190,,,,,0.975532215502817,0.9897826675214593,0.9897826675214593,0.9897826675214593
0.543933092150712,0,0.05460766849189991,0.0659997253482335,0.10314758383117392,0.05316817417711243,0.02234769819319793,0.027468420240935765,0,4.410472485181304,3.1520908820119997,0,0.088,0.4405023539399526,0.088,0.4405023539399526,0,5.3952515006411526,2.947850897367656,0.1099422954251971,9.948425292403906,5.4363202507635515,2.854493121151387,0.1154927542066497,9.759287887250702,4.820809866516959,2.9245379384798627,0.0555220327577665,9.963133253003654,0.24881458638874998,0.4138989550739879,3.00000089999998e-14,0.9999998999999902,0.75118541361125,0.4138989550739879,1.0000000994736041e-07,0.9999999999999699,5.930143365088183e-05,-0.05482046245021446,-0.017094920446700534,-0.5130152361678262,-0.591620580797118,0.05813222137074501,0.5130152361678264,0.5916205807971179,-0.05813222137074501,-1.0,4.0347720195272085,1.8759092286952552,4.60517018598809,5.852452575169771,4.251082653729803,2.35821809643633,4.60517018598809,5.939568384378431,3.232768212835677,1.0367222915584862,4.60517018598809,4.561953589203769,5.2475459667663373e-08,1.0690717545076978e-13,3.776500948170703,4.836005683899058e-09,0.09007815168324422,1.3137511271963379e-06,3.776500948170703,0.9999999951639944,0,0,0,0,0,5.049256106189343,5.068315043486416,4.498898771963516,0.45767218609463595,0.457672186094636,1.0,1.0,1.0,0.73,0.73,0.0,0.0,0.0,0.0,0.0,0.03,129.69342349971504,7,3,188.3690945926803,0.5,0,0.99,0.99,0.99,0.972972972972973,120:220,,,,,0.9644634212001358,0.9864629503515339,0.9864629503515339,0.9864629503515339
0.4876701698896272,0,0.11980753525264942,0.15084841518280823,0.14997333683576675,0.10597086004125217,0.0559569551251748,0.04551308276228254,0,4.757891694998497,3.15713407769138,1,0.11066666666666666,0.18844513723788192,0.11066666666666666,0.18844513723788192,0,5.645402421780958,2.931562904424562,0.0586625870592816,9.948425292403906,5.426224768739562,3.0356184516510787,0.1154927542066497,9.938974860196137,5.07385461788708,3.0329337033380366,0.0555220327577665,9.807858295486556,0.22308538108254486,0.39900138208333974,3.00000089999998e-14,0.9999998999999902,0.7769146189174551,0.39900138208333974,1.0000000994736041e-07,0.9999999999999699,-0.011764188603978811,-0.05031336118877964,-0.05418723894596279,-0.5095684801358502,-0.5684054933071575,0.032092062599477035,0.50956848013585,0.5684054933071575,-0.03209206259947706,-1.0000000000000002,4.129227742348451,1.2509203586561382,4.60517018598809,6.010384538301722,4.084592181844324,2.1523925378834186,4.60517018598809,5.877786687583729,3.373245644657389,1.0420307132907862,4.60517018598809,5.345900671003999,4.10472069105954e-08,1.0598669038827239e-13,3.786985492259788,1.3238879182225892e-08,0.11196401467759015,1.5243303599074138e-06,3.786985492259788,0.9999999867611208,0,0,0,23,23,4.783261146999109,5.454634755228713,4.7728703477463785,0.13400095456723868,0.1340009545672387,1.0,1.0,1.0,0.74,0.74,0.0,0.0,0.0,0.0,0.0,0.03,128.49314203429373,17,3,188.21415547033666,0.5,0,0.99,0.99,0.99,0.9713302752293578,150:250,,,,,0.9652830652030886,0.9864341700820071,0.9864341700820071,0.9864341700820071
0.48682669594176164,0,0.09247715633330315,0.17025009310303119,0.09372373274732917,0.14132953932142672,0.030723895236376052,0.04551308276228254,0,4.396439316261999,2.7469333835057537,0,0.14266666666666666,0.04020362946261628,0.14266666666666666,0.04020362946261628,0,5.491843691746588,2.8237317822257517,0.0586625870592816,9.948425292403906,5.530961589392937,3.0228570891261906,0.1154927542066497,9.938974860196137,4.915147577069269,2.8722815756266935,0.083104528018989,9.798971342416603,0.2183081042171473,0.40509942982671837,3.00000089999998e-14,0.9999998999999902,0.7816918957828526,0.40509942982671837,1.0000000994736041e-07,0.9999999999999699,0.0027654585301321788,0.03967454801871383,-0.0843381897305596,-0.5204015053384831,-0.5778715075804916,-0.019326130752531485,0.5204015053384831,0.5778715075804917,0.019326130752531555,-0.9999999999999998,4.240455818127232,1.5620074380715419,4.60517018598809,5.686740469484321,4.305907559896231,2.4076626962889516,4.60517018598809,5.429332710584086,3.463078512824033,1.3064185374852935,4.60517018598809,4.610556874918591,1.672336279804304e-08,1.0179459353495145e-13,3.5489389088325343,3.1268571657233763e-09,0.08436392016423301,1.0502818688584817e-06,3.5489389088325343,0.9999999968731428,0,0,0,23,23,4.12398999934166,5.938109882332779,4.427828013973671,0.0325423199376772,0.03254231993767698,1.0,1.0,1.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.03,123.74779325427708,7,3,176.40167439246773,0.5,0,1.0,1.0,1.0,1.0,180:280,,,,,0.9822879722246676,0.9939040790180838,0.9939040790180838,0.9939040790180838
0.5140629769671001,0,0.12479250031779074,0.2593915471923737,0.11978353847670045,0.08262547002084888,0.04665309897432916,0.035853431384979775,1,4.564438797675216,2.4139652668991873,0,0.11,0.19379212988845762,0.11,0.19379212988845762,0,5.3907695886089595,2.8866913709385646,0.0586625870592816,9.99850010073587,5.715941820584379,2.9433128383818725,0.3539978027103319,9.938974860196137,5.181235173140042,2.8213874589509356,0.1112315313835177,9.798971342416603,0.23126443977481057,0.4118399026667037,3.00000089999998e-14,0.9999998999999902,0.7687355602251895,0.4118399026667037,1.0000000994736041e-07,0.9999999999999699,-0.0441598829424718,-0.04212041231605101,0.002752928427897713,-0.5156407214499609,-0.5268400562632096,0.0632385415661055,0.5156407214499611,0.5268400562632097,-0.06323854156610552,-1.0000000000000002,4.088158276899605,1.493915716685274,4.60517018598809,5.365654310167232,4.666024558938303,3.239173575422225,4.60517018598809,5.347271406978535,3.911771568250113,1.8236215791828188,4.60517018598809,4.9632302264633745,3.125604191631091e-08,1.0616623057899539e-13,3.70261331165771,1.501119950042282e-08,0.10660836982426831,1.6933460162099215e-06,3.70261331165771,0.9999999849888004,0,0,0,24,24,4.4458761447070625,5.6411351409842645,4.49836512927198,0.09392006646001114,0.09392006646001116,1.0,1.0,1.0,0.72,0.72,0.0,0.0,0.0,0.0,0.0,0.03,125.78260642237518,4,3,185.01128753526393,0.5,0,0.99,0.99,0.99,0.9721913236929922,210:310,,,,,0.9656168953542845,0.9867969971325068,0.9867969971325068,0.9867969971325068
0.5887841898472219,0,0.07732365984574048,0.20631417684496503,0.14026110693083388,0.029989723086134065,0.012906682777016728,0.014282131321713007,1,4.92346857346048,2.671665082111551,1,0.08,0.5622098041876551,0.08,0.5622098041876551,0,5.063829707608416,2.975324189768096,0.0589096768728814,9.99850010073587,5.540164965701589,2.9736037974531495,0.1795128594354911,9.83727167309322,4.950931836804277,2.9845304575872125,0.1112315313835177,9.971742163666326,0.260051796770486,0.42516317691751315,3.00000089999998e-14,0.9999998999999902,0.7399482032295139,0.42516317691751304,1.0000000994736041e-07,0.9999999999999699,-0.07948978220797373,0.05101355934286323,0.033175410966721414,-0.5387744556710904,-0.5238760249775092,-0.050805612474642235,0.5387744556710904,0.5238760249775091,0.050805612474642214,-1.0,3.743760198486406,1.7073640241560193,4.60517018598809,5.117326798421877,4.409882082208585,2.774517889976823,4.60517018598809,5.359639536079017,3.5909263200488115,1.6784927029708827,4.60517018598809,4.607679072201178,8.059547481149195e-08,1.312960864084952e-13,3.885348578444466,1.501119950042282e-08,0.07481356421318204,1.5294372830774586e-06,3.885348578444466,0.9999999849888004,0,0,0,0,0,4.950453214608567,5.586121482069906,5.323127524160772,0.6892443429963662,0.689244342996366,1.0,1.0,1.0,0.76,0.76,0.0,0.0,0.0,0.0,0.0,0.03,125.07861042618511,8,3,179.2110046303721,0.5,0,0.99,0.99,0.99,0.9743326488706365,240:340,,,,,0.9814426716772714,0.9938106387034102,0.9938106387034102,0.9938106387034102
0.6158705734301009,0,0.04042666895607068,0.09237665297476813,0.10928868095147964,0.1146908767488432,0.04227957629613907,0.005541216878789449,0,5.104807614649066,2.645581394759538,1,0.07733333333333334,0.6051851114681076,0.07733333333333334,0.6051851114681076,0,5.12597798331792,3.011195459444679,0.3300369115991652,9.99850010073587,5.494687977984075,2.833168543129149,0.1795128594354911,9.750893140311767,4.820484857472253,3.1182808824576247,0.1112315313835177,9.971742163666326,0.28084836865196483,0.4368081918238139,3.00000089999998e-14,0.9999998999999902,0.7191516313480352,0.4368081918238139,1.0000000994736041e-07,0.9999999999999699,-0.08502901322094533,0.15643142994051246,-0.03248271144439915,-0.5116683707964972,-0.5309498731603813,-0.11620994989716377,0.5116683707964973,0.5309498731603816,0.11620994989716378,-1.0,3.904654147812044,2.4207911623642264,4.60517018598809,5.06847343575015,4.459053657987177,2.886807681903726,4.60517018598809,5.589721853216972,3.342120264938505,1.5183156228312074,4.60517018598809,4.645963941206352,1.6437137303570552e-07,1.7053878539779346e-13,4.166004287162715,2.094330790152672e-08,0.07681659017428892,2.1982393363624983e-06,4.166004287162715,0.999999979056692,0,0,0,0,0,5.29116331782442,5.208818742173191,5.788075843705719,0.9061981923739233,0.9061981923739235,1.0,1.0,1.0,0.84,0.84,0.0,0.0,0.0,0.0,0.0,0.03,126.1510566491573,7,3,179.23862123297545,0.5,0,0.99,0.99,0.99,0.9754661432777233,270:370,,,,,0.9818683853863495,0.992702575350348,0.992702575350348,0.992702575350348
