distance_class_1,distance_class_0,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_2_0,correlation_2_1,correlation_3_0,correlation_3_1,correlation_3_2,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.05188087439330392,0.050701016983006504,1,0.8634722113514094,0,0.031856054201119054,0.06398568924922234,0.07061905958809395,0.0934335644630016,0.1921399762999221,0.19213997629992208,0.0028821833909960055,0,0.11466666666666667,0.15874245973223902,0.11466666666666667,0.15874245973223902,0,0.4963917206343275,0.28620132795545533,0.0110765614822212,0.9867021350190294,0.4798977349041852,0.2910908251034962,0.0058872890796718,0.9984429356264126,0.5006478643730058,0.2741023611850032,0.027471164307286,0.9800687236150396,0.5148486893782366,0.2882432906700679,0.005763773697909,0.9834033315608854,0.5716666871277372,0.41677368195013764,0.00837444957659012,0.9999072713553869,0.42833331287226284,0.41677368195013764,9.272864461300186e-05,0.9916255504234097,0.43,0.497569851956243,0.0,1.0,0.23764582261137165,0.056988100757563394,-0.01201992088748845,0.020330601192422908,0.059669953149646134,0.006751603702914508,0.7506594237977491,-0.3184367554048112,0.05040561400951567,0.003013282750902727,-0.7506594237977494,0.3184367554048113,-0.050405614009515626,-0.003013282750902751,-1.0,-0.7295209453853881,0.22237094478381875,-0.022996702479599476,0.014951800769021117,-0.9508143481971788,0.9508143481971791,0.3755275398676218,0.20554950193575125,4.60517018598809,0.515663298352399,0.3474934952848336,0.13313453528860905,4.60517018598809,0.44546935110235814,0.3967671647005048,0.2522169350102834,4.60517018598809,0.5021351343691401,0.391043059985182,0.1790911753324303,4.60517018598809,0.5094602071870197,0.28075570299748176,0.0746377335306843,4.60517018598809,0.7220448792166587,0.12594216727253693,0.006599456230519924,4.60517018598809,0.27795512078334145,0.0,0.0,0.683314913574166,0.0,0,0,0,0,0,0,0,0.4960482633251245,0.4681794341155199,0.4333806284165314,0.505486532996194,0.9193323609004025,0.9193323609004025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5700000000000001,0.04,183.96363326785044,5,2,360.95020990135356,0.5,0,0.97,0.97,0.97,0.9382716049382716,0:100,,,,,offline,0.9517907821506084,0.9761855073249308,0.9761855073249308,0.9761855073249308
0.055744529424831525,0.05500709656972596,1,0.8072034517175147,0,0.0376117184595745,0.0898237613409251,0.03737455319340134,0.06634134996235,0.21491091118412314,0.1989407572597677,0.01823619620433515,1,0.12533333333333332,0.09747643909691286,0.12533333333333332,0.09747643909691286,0,0.5170646788679057,0.3031090497075769,0.0110765614822212,0.9900636622971282,0.47273161861687235,0.30042185715666164,0.0058872890796718,0.9984429356264126,0.5006315620732604,0.29522502833772474,0.0145729070825055,0.9800687236150396,0.541343809898639,0.29321984952987146,0.0237244305917568,0.9962895496537664,0.6019333762525357,0.41769924506070244,0.005839842153872668,0.9999072713553869,0.3980666237474642,0.41769924506070244,9.272864461300186e-05,0.9941601578461272,0.39,0.4902071300001973,0.0,1.0,0.2358759018059785,0.017132892260126858,0.005246216580095256,0.09635764935718116,-0.01563369986523111,0.012230656237919246,0.7135779157423002,-0.3372286674800059,-0.015567381814515729,0.07707044049404489,-0.7135779157423006,0.337228667480006,0.015567381814515882,-0.07707044049404495,-1.0000000000000002,-0.6690951739063639,0.279025958792702,0.04876972436206558,-0.08923596759376122,-0.957686616185678,0.957686616185678,0.3899389298978334,0.21319262964159424,4.60517018598809,0.515663298352399,0.3375044803488322,0.13310116978963005,4.60517018598809,0.4297672285009746,0.37378402225627316,0.20257377769442822,4.60517018598809,0.4902198677714966,0.4188131747480929,0.2447783895431488,4.60517018598809,0.5603339787406527,0.30012790139134315,0.0705019484483845,4.60517018598809,0.8423070149809193,0.10729689714786847,0.006214528908285281,4.60517018598809,0.15769298501908058,0.0,0.0,0.6687480868518094,0.0,0,0,0,0,0,0,0,0.5492563476033591,0.5521770806718871,0.4970217008566755,0.5208794709269873,0.9102011505473946,0.9102011505473948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.04,183.93362652801812,5,2,362.97873090059306,0.5,0,0.98,0.98,0.98,0.9579655317360235,30:130,,,,,offline,0.9496751598793453,0.9755100225207454,0.9755100225207454,0.9755100225207454
0.05255190191276018,0.05792943089736891,1,0.8584775498140311,0,0.15769953597353786,0.05356225968385208,0.03289340964675412,0.08671531853573711,0.2097859759599418,0.19908572764177984,0.005463484300428492,1,0.12533333333333332,0.09747643909691286,0.12533333333333332,0.09747643909691286,0,0.5291006806446583,0.3069723692235413,0.013401115094512,0.9900636622971282,0.49638337299056906,0.30504109900243787,0.0058872890796718,0.9984429356264126,0.474483882658754,0.2985786602484334,0.0145729070825055,0.972560015212324,0.5590186972573477,0.3015911786282161,0.0237244305917568,0.9962895496537664,0.5795363000982942,0.4273827311521574,0.005839842153872668,0.9999072713553869,0.4204636999017059,0.42738273115215736,9.272864461300186e-05,0.9941601578461272,0.42,0.49604496374885826,0.0,1.0,0.12701195412075159,0.1440655892399108,0.11982414088392104,0.04500953980760427,-0.12163594181259045,0.07632219492631334,0.7425000829889616,-0.3621645837084872,0.07739500529976831,0.07115852043773775,-0.7425000829889616,0.36216458370848714,-0.07739500529976831,-0.07115852043773768,-1.0,-0.7009208908915605,0.30126318980879363,-0.06431799383543234,-0.0824773574915666,-0.9641283456804044,0.9641283456804044,0.40726621693820103,0.240856111520747,4.60517018598809,0.5467815572217729,0.3530558972351887,0.14019361234051803,4.60517018598809,0.4846837557408161,0.34187471905168293,0.177992888540846,4.60517018598809,0.4688981195885096,0.4321207112078224,0.25853583983475004,4.60517018598809,0.622202018810281,0.2703193458198955,0.0623975634877825,4.60517018598809,0.8353002871449801,0.10653329110754917,0.005355376553071981,4.60517018598809,0.16469971285501997,0.0,0.0,0.6802920001921535,0.0,0,0,0,0,0,0,0,0.5658213269949023,0.5373328757761331,0.5311111301181481,0.54751026548246,0.9241220895163013,0.9241220895163011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5800000000000001,0.04,182.4458666477393,5,2,354.7924142459341,0.5,0,0.98,0.98,0.98,0.9589490968801314,60:160,,,,,offline,0.954755085487368,0.9780688230152158,0.9780688230152158,0.9780688230152158
0.05546590386730301,0.05944348989775089,1,0.8675197145476647,0,0.07727056719815469,0.06398985504807451,0.08471823443799907,0.06192968402340568,0.26776945720941114,0.26517663123011037,0.0011232130306375121,1,0.14133333333333334,0.043214543322222895,0.14133333333333334,0.043214543322222895,0,0.5258396951360571,0.30450311578546896,0.013401115094512,0.9977201170111584,0.48511902914166705,0.3097826179454609,0.0058872890796718,0.9844701893562544,0.48393553613713786,0.303193593420236,3.395150582308215e-05,0.9992240329372808,0.5489842808098317,0.29544810417388534,0.0160914495036159,0.9962895496537664,0.5702722631449216,0.4201079585508397,0.005839842153872668,0.9999072713553869,0.4297277368550783,0.4201079585508396,9.272864461300186e-05,0.9941601578461272,0.44,0.4988876515698589,0.0,1.0,0.10364315837633616,0.033462992136483856,0.0002612592094719192,0.0350240359937232,-0.15989216752993773,-0.008346106404077463,0.6744294698324564,-0.4626312680392302,0.06660063353946336,0.10618353952744597,-0.6744294698324566,0.4626312680392303,-0.06660063353946338,-0.10618353952744594,-0.9999999999999996,-0.5846321961315715,0.43883216362878,-0.06541771897121032,-0.12094152047308629,-0.9512216750885939,0.9512216750885942,0.40164379657391264,0.23027759400887018,4.60517018598809,0.522301926384732,0.33425344648562627,0.13005167433104972,4.60517018598809,0.4810104115224755,0.313322293843314,0.0033282428710247175,4.60517018598809,0.5212139208198292,0.4227323418132404,0.23535698672648742,4.60517018598809,0.6032404500492226,0.275762626295777,0.06468439026942632,4.60517018598809,0.7077264346960996,0.10505873040474661,0.004901551156438666,4.60517018598809,0.29227356530390025,0.0,0.0,0.6859298002523728,0.0,0,0,0,0,0,0,0,0.5760430968106223,0.5455239230029619,0.5605654873908994,0.4972200328444786,0.9139737671925511,0.9139737671925513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.04,184.57052967210188,5,2,363.707984776482,0.5,0,0.96,0.96,0.96,0.9184339314845025,90:190,,,,,offline,0.9455545889456821,0.9735145274015962,0.9735145274015962,0.9735145274015962
0.05119092396235416,0.05765686647708149,1,0.9324805985648164,0,0.15773493733266603,0.03768441276950123,0.07144377038729947,0.05236970664408564,0.18660660550389727,0.17314771603904872,0.0021869532371190225,0,0.09133333333333334,0.39423598178537667,0.09133333333333334,0.39423598178537667,0,0.5423114869275288,0.3103134936952291,0.013401115094512,0.9977201170111584,0.5135015834342113,0.3015697077523535,0.0148832723864489,0.9877468427968444,0.46371298911170095,0.30787122700355024,3.395150582308215e-05,0.9992240329372808,0.5570084046817733,0.2963418992782415,0.0160914495036159,0.9962895496537664,0.5368902446486338,0.435415300678314,0.0069092045229518124,0.9996817074456126,0.4631097553513663,0.435415300678314,0.00031829255438743794,0.9930907954770483,0.48,0.5021167315686782,0.0,1.0,-0.020796110661410603,-0.0030899972372526504,0.04214915176796577,0.060684357946151776,-0.107637676473063,0.0005165298426807243,0.7591714696399202,-0.4508559144094217,0.0686764269938736,0.041216819830954675,-0.7591714696399201,0.45085591440942174,-0.06867642699387352,-0.04121681983095471,-0.9999999999999998,-0.703983603953863,0.40976387852738705,-0.09296314982443107,-0.06888325317713498,-0.9664545241106409,0.9664545241106407,0.42305156447115755,0.2581373722422305,4.60517018598809,0.5420328020372277,0.37848245384853607,0.18970825559529633,4.60517018598809,0.5021372976206777,0.2921413849872714,0.0033226417367422734,4.60517018598809,0.5123371327093622,0.44154219394394867,0.2724692259962561,4.60517018598809,0.5954527767528531,0.23292290334450794,0.05852872501969785,4.577444298765693,0.6337941699215909,0.10892414968819723,0.006699498901723063,4.577444298765693,0.3662058300784092,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0,0,0.5771611509894448,0.5323435546108598,0.5606555187734892,0.5464504116577013,0.9272411255314861,0.927241125531486,1.0,1.0,1.0,1.0,1.0,0.98,0.98,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.04,179.76564199053456,6,2,345.5044905076928,0.5,0,0.98,0.98,0.98,0.9598715890850722,120:220,,,,,offline,0.9473161119396872,0.9737772826164478,0.9737772826164478,0.9737772826164478
0.04838386480825561,0.05737846312146566,1,0.9627398180875387,0,0.06049969851991142,0.05794424005167911,0.04369927291813847,0.05802901827369686,0.1847818688325579,0.16104452210409795,0.004458798012164604,0,0.08333333333333333,0.5099167532749503,0.08333333333333333,0.5099167532749503,0,0.5276207139863948,0.2979336388993001,0.013401115094512,0.9977201170111584,0.5112347208819275,0.294846113108305,0.0148832723864489,0.9877468427968444,0.4761222901763972,0.29774100777844903,3.395150582308215e-05,0.9992240329372808,0.528141077822973,0.30128012392233366,0.0160914495036159,0.9890496685158808,0.5203581249529702,0.4357876565935401,0.0069092045229518124,0.9997459810328064,0.4796418750470298,0.4357876565935401,0.000254018967193647,0.9930907954770483,0.49,0.5024183937956914,0.0,1.0,-0.023201285387406494,-0.016334341414256808,-0.017848833002783095,0.005910949128273115,-0.1233143772799136,-0.13286583170832594,0.7435677718432941,-0.4847807530803021,0.05031872484599034,0.05081614794629712,-0.743567771843294,0.48478075308030205,-0.050318724845990405,-0.05081614794629719,-1.0,-0.6661476915311515,0.47164801402532375,-0.06461135690790805,-0.07754149415403715,-0.9657626919921443,0.9657626919921445,0.4105281892352469,0.2428333711515066,4.60517018598809,0.5052653309455176,0.3789503164172434,0.19213126427033014,4.60517018598809,0.5021372976206777,0.30889203663616704,0.0033206424429336624,4.60517018598809,0.5010402646999375,0.41112988815765467,0.2535240572974945,4.60517018598809,0.5147858233072038,0.22264154821488072,0.06017971642400916,4.563581355154494,0.5936068838981001,0.11409555825604391,0.0055381286088303375,4.563581355154494,0.4063931161019,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0,0,0.5310338559089194,0.5195806562342813,0.47061059637759134,0.5400841163798933,0.9289754818418353,0.928975481841835,1.0,1.0,1.0,1.0,1.0,0.97,0.97,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.04,180.02658172314034,6,2,345.8212938688737,0.5,0,0.98,0.98,0.98,0.959951942330797,150:250,,,,,offline,0.9511550161310147,0.9757508072980222,0.9757508072980222,0.9757508072980222
0.04824339313162331,0.053410520428466814,0,0.897845034712799,0,0.099419259583523,0.045077778399794426,0.10305325401174953,0.06772241965484757,0.133467431434568,0.13077410209673215,0.05163698174022417,0,0.15,0.026696493922898676,0.15,0.026696493922898676,0,0.47015267603899374,0.29784657324590613,0.0493630851244933,0.9949024769066904,0.5204558112332589,0.2801456119481361,0.0106299363678239,0.9877468427968444,0.46358253794020327,0.2956667092681614,0.0115429017618186,0.9885857072887896,0.49931338501249023,0.31039296431652097,0.0160914495036159,0.9890496685158808,0.44352961042667,0.439855102204072,0.0069092045229518124,0.9997459810328064,0.5564703895733301,0.439855102204072,0.000254018967193647,0.9930907954770483,0.57,0.497569851956243,0.0,1.0,-0.08641186606250856,-0.11032129043613476,0.007840271691174,0.06871844804867727,-0.050525611937794854,0.011367135330397338,0.7810893236916007,-0.5047342202826235,-0.10070654147039823,0.048848892185887574,-0.7810893236916003,0.5047342202826236,0.1007065414703982,-0.048848892185887574,-1.0,-0.7197985129736394,0.47942831525685164,0.0988479607851352,-0.056517141612368406,-0.9737377946175964,0.9737377946175962,0.36261355885757746,0.25558217021211976,4.60517018598809,0.39685927280634425,0.4031139704683232,0.21149197932239094,4.60517018598809,0.5461496626570171,0.32761733617202843,0.14998476897233362,4.60517018598809,0.42765545889252365,0.3714136543003769,0.21897068569286937,4.60517018598809,0.46681957549675074,0.15464908797224916,0.04494356806527261,4.5913072423768915,0.19226800208407463,0.16211805003022078,0.006721410827921835,4.5913072423768915,0.8077319979159254,0.0,0.0,0.683314913574166,1.0,0,0,0,0,0,0,0,0.5406740426003335,0.4757087635129047,0.4527868301080135,0.5597821158434352,0.9372652075747516,0.937265207574752,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.43000000000000005,0.04,177.21441984439124,2,2,334.2742899270023,0.5,0,0.96,0.96,0.96,0.9193223073820089,180:280,,,,,offline,0.9470078957031941,0.9735277111157004,0.9735277111157004,0.9735277111157004
0.04665725236215959,0.057654623540429245,1,0.9453143347653523,0,0.13271421583194531,0.051378587677220755,0.06670013638718349,0.07336548157351558,0.1599728991804803,0.13953987422984065,0.021553663033518057,0,0.16733333333333333,0.009340520206435566,0.16733333333333333,0.009340520206435566,0,0.4519395833880852,0.29109414824664054,0.0493630851244933,0.991529030111402,0.5176579925797512,0.28968560267486976,0.0106299363678239,0.9834468157364914,0.47912234436159395,0.2910920453375717,0.0149954268775667,0.9885857072887896,0.466365494484627,0.30336985378821907,0.0385418659856398,0.9890496685158808,0.4701375144819961,0.43536355521318637,0.003725159210883164,0.9997459810328064,0.5298624855180039,0.43536355521318637,0.000254018967193647,0.9962748407891168,0.53,0.5016135580465918,0.0,1.0,0.04590413045672323,-0.05668515331496729,-0.024895329415596915,-0.044840085539174644,0.08554246460155523,0.03381611583009035,0.7078578453510003,-0.5039157266742934,-0.11818451083331433,-0.06211227089703161,-0.7078578453510004,0.5039157266742934,0.11818451083331433,0.062112270897031654,-0.9999999999999998,-0.6202611551739997,0.5059717110971493,0.16271257981667953,0.08215548716365992,-0.9656117791454972,0.9656117791454972,0.34395902505404596,0.23707588313046984,4.60517018598809,0.3757788465494757,0.3858240364322581,0.1851746067985499,4.60517018598809,0.561224797271128,0.3543885779532926,0.17977619943719825,4.60517018598809,0.4239565986391153,0.3390098487185961,0.20686306702861199,4.60517018598809,0.43916366836265974,0.16922421005767443,0.0439306975860836,4.60517018598809,0.3831087139568182,0.17778745145029995,0.00917396278057244,4.60517018598809,0.6168912860431819,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0,0,0.5048049040827234,0.5105039862750824,0.4717550366078387,0.5273552280206247,0.9143285128101958,0.914328512810196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.04,179.5397546759317,4,2,346.1231603200879,0.5,0,0.97,0.97,0.97,0.9398556535685646,210:310,,,,,offline,0.9450023998506153,0.972844986643088,0.972844986643088,0.972844986643088
0.049671378386168884,0.05683323148120572,1,0.9789577080929565,0,0.1146866419331085,0.09202251306130467,0.1371356321400033,0.10575477969811581,0.130859154522617,0.1104261295719774,0.004458798012164604,0,0.12466666666666666,0.10062220035605149,0.12466666666666666,0.10062220035605149,0,0.4681206867033928,0.2989929650704755,0.0198222809853039,0.9964660385211692,0.5141393437360697,0.29507804217827516,0.0106299363678239,0.9834468157364914,0.4827971708074127,0.28754308250479377,0.0149954268775667,0.9885857072887896,0.45017878804707867,0.29305299387715905,0.0385418659856398,0.9998678254739308,0.5112942465252818,0.42820716631817146,0.003725159210883164,0.9997459810328064,0.4887057534747183,0.42820716631817146,0.000254018967193647,0.9962748407891168,0.49,0.5024183937956914,0.0,1.0,0.11424413963487116,0.01848310283504327,-0.0018749998214148999,-0.011346375211027224,0.02122343672149564,0.13782814271088586,0.6871068695920604,-0.4827868912947495,0.018950521398046663,-0.0073403644020377185,-0.6871068695920605,0.48278689129474955,-0.0189505213980467,0.007340364402037703,-1.0,-0.6012050897036404,0.4705175488377242,0.03053486617260097,0.019697782110464128,-0.9584445077951717,0.9584445077951719,0.346003220371288,0.20397255889806956,4.60517018598809,0.39906195147934,0.37811953575850715,0.180696049429468,4.60517018598809,0.5728830231381146,0.36681848801599654,0.2036770869483306,4.60517018598809,0.42669823586646005,0.32350262355047826,0.19305754212186757,4.60517018598809,0.4386927117344881,0.2022944308192826,0.047212781594456424,4.60517018598809,0.5626415433512735,0.16443216102256814,0.012480136893958186,4.60517018598809,0.43735845664872663,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0,0,0.49490276376417286,0.5074247220261405,0.4701704950470541,0.5282188550214955,0.9205127432574325,0.9205127432574325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.04,182.49979571203332,6,2,357.8613546632469,0.5,0,0.97,0.97,0.97,0.9399519615692554,240:340,,,,,offline,0.9462424882549176,0.9732439570802677,0.9732439570802677,0.9732439570802677
0.04500534749804031,0.05454872577767817,0,0.8692686557133151,0,0.19802024297008353,0.07251019874315323,0.1015902773361141,0.08512645438320163,0.05347934621597509,0.050070080346269155,0.005463484300428492,0,0.084,0.4997034806004861,0.084,0.4997034806004861,0,0.5097087390351472,0.3073679323333218,0.0036617446651119,0.9964660385211692,0.5131285070333275,0.2933557722946749,0.0106299363678239,0.9834468157364914,0.4723031983318357,0.2807191232603226,0.0201772804098162,0.9819308219051546,0.4500175111267986,0.29067925131940203,0.0111301116686454,0.9998678254739308,0.5715336989369207,0.4346240797414261,0.003725159210883164,0.9983874911993752,0.42846630106307926,0.4346240797414261,0.0016125088006248053,0.9962748407891168,0.42,0.49604496374885826,0.0,1.0,0.002409218451177375,0.12920967223660443,0.043184036551399914,0.032579802352039784,0.0008661905298635613,-0.03142839496634544,0.6986473216124475,-0.5591474975644537,0.09847002876779722,-0.007357102350066946,-0.6986473216124474,0.5591474975644536,-0.09847002876779722,0.007357102350066905,-1.0000000000000002,-0.6053078674332977,0.5723715576087656,-0.07442830552393159,0.034713636309019205,-0.965219529313851,0.9652195293138508,0.35490066693030964,0.12244120530930609,4.60517018598809,0.5481407582252272,0.37923713513960955,0.18354920005867248,4.60517018598809,0.5538443171872931,0.36045619751343994,0.21398670422847624,4.60517018598809,0.418240677734807,0.32625914826229685,0.1806079142007975,4.60517018598809,0.4195236083437486,0.23692386782866875,0.0479269289524668,4.60517018598809,0.7746222237528155,0.11614789140175735,0.016643797186905947,4.60517018598809,0.22537777624718458,0.0,0.0,0.6802920001921535,0.0,0,0,0,0,0,0,0,0.5086819956848687,0.5040495571149785,0.44416540716536296,0.5237000799219873,0.9421480432905357,0.9421480432905356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5800000000000001,0.04,177.86995103017324,3,2,343.5951096917206,0.5,0,0.98,0.98,0.98,0.9589490968801314,270:370,,,,,offline,0.961770059847626,0.9812937210737624,0.9812937210737624,0.9812937210737624
