overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_Airline,psi_Flight,psi_AirportFrom,psi_AirportTo,psi_DayOfWeek,psi_Time,psi_Length,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,Airline_mean,Airline_std,Airline_min,Airline_max,Flight_mean,Flight_std,Flight_min,Flight_max,AirportFrom_mean,AirportFrom_std,AirportFrom_min,AirportFrom_max,AirportTo_mean,AirportTo_std,AirportTo_min,AirportTo_max,DayOfWeek_mean,DayOfWeek_std,DayOfWeek_min,DayOfWeek_max,Time_mean,Time_std,Time_min,Time_max,Length_mean,Length_std,Length_min,Length_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_Flight_Airline,correlation_AirportFrom_Airline,correlation_AirportFrom_Flight,correlation_AirportTo_Airline,correlation_AirportTo_Flight,correlation_AirportTo_AirportFrom,correlation_DayOfWeek_Airline,correlation_DayOfWeek_Flight,correlation_DayOfWeek_AirportFrom,correlation_DayOfWeek_AirportTo,correlation_Time_Airline,correlation_Time_Flight,correlation_Time_AirportFrom,correlation_Time_AirportTo,correlation_Time_DayOfWeek,correlation_Length_Airline,correlation_Length_Flight,correlation_Length_AirportFrom,correlation_Length_AirportTo,correlation_Length_DayOfWeek,correlation_Length_Time,correlation_predict_proba_0_Airline,correlation_predict_proba_0_Flight,correlation_predict_proba_0_AirportFrom,correlation_predict_proba_0_AirportTo,correlation_predict_proba_0_DayOfWeek,correlation_predict_proba_0_Time,correlation_predict_proba_0_Length,correlation_predict_proba_1_Airline,correlation_predict_proba_1_Flight,correlation_predict_proba_1_AirportFrom,correlation_predict_proba_1_AirportTo,correlation_predict_proba_1_DayOfWeek,correlation_predict_proba_1_Time,correlation_predict_proba_1_Length,correlation_predict_proba_1_predict_proba_0,correlation_predict_Airline,correlation_predict_Flight,correlation_predict_AirportFrom,correlation_predict_AirportTo,correlation_predict_DayOfWeek,correlation_predict_Time,correlation_predict_Length,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,Airline_gmean,Airline_hmean,Airline_entropy,Airline_median,Flight_gmean,Flight_hmean,Flight_entropy,Flight_median,AirportFrom_gmean,AirportFrom_hmean,AirportFrom_entropy,AirportFrom_median,AirportTo_gmean,AirportTo_hmean,AirportTo_entropy,AirportTo_median,DayOfWeek_gmean,DayOfWeek_hmean,DayOfWeek_entropy,DayOfWeek_median,Time_gmean,Time_hmean,Time_entropy,Time_median,Length_gmean,Length_hmean,Length_entropy,Length_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,Airline_nr_outliers,Flight_nr_outliers,AirportFrom_nr_outliers,AirportTo_nr_outliers,DayOfWeek_nr_outliers,Time_nr_outliers,Length_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,Airline_iqr,Flight_iqr,AirportFrom_iqr,AirportTo_iqr,DayOfWeek_iqr,Time_iqr,Length_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,Airline_uniqueness_ratio,Flight_uniqueness_ratio,AirportFrom_uniqueness_ratio,AirportTo_uniqueness_ratio,DayOfWeek_uniqueness_ratio,Time_uniqueness_ratio,Length_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,Airline_sparsity,Flight_sparsity,AirportFrom_sparsity,AirportTo_sparsity,DayOfWeek_sparsity,Time_sparsity,Length_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,last_precision,last_recall,last_f1-score,last_kappa,predicted
0.9999986248527415,0,0.014493652178724874,0.022113241049265858,0.01690313388233336,0.007366089113804563,0.0,7.5918212085785495,0.030767168693520506,4.583391283109031,4.30334468578585,0.23331957947755946,1,0.0,459625.8499102861,1,0.12890000000000001,2.995780571194167e-14,0.1288999999999999,2.9957805711943316e-14,1,9.548,5.333304804728503,0.0,17.0,2275.084,2030.4215317368314,1.0,7801.0,144.346,77.29089316450009,1.0,292.0,145.726,78.75753724992722,2.0,290.0,3.0,0.0,3.0,3.0,483.954,15.325167038069917,456.0,510.0,140.226,75.64314118813952,27.0,410.0,0.776584689217251,0.047650364992393786,0.5692500709304804,0.8674078101639084,0.22341531078274898,0.04765036499239378,0.1325921898360916,0.43074992906951964,0.0,0.0,0.0,0.0,0.11798286726912927,0.027353791762739558,-0.06350420259199545,0.08133387749129127,-0.09262299950754639,-0.03439762008892441,,,,,-0.1306249087517203,0.034851207591442036,-0.05304950710703255,-0.03104302272508311,,-0.27080946167685105,-0.37342198998726495,0.029718084416254967,0.12694508093376605,,0.06403625475077031,-0.3229110134581412,0.4432606618574111,-0.03677860360532923,-0.24817913892526158,,-0.029658028829669836,-0.8005513504805869,0.3229110134581417,-0.44326066185741125,0.03677860360532896,0.24817913892526197,,0.02965802882966616,0.8005513504805872,-1.0,,,,,,,,,,0.0,0.0,2.608268018648182,11.0,1300.0059556942608,150.59717367743093,6.7914629006514815,1683.5,112.75948026077654,58.156602449368684,4.290646991706372,153.0,115.03005796562286,70.26802669551243,4.34125076604674,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,483.71126080929054,483.4682694597611,3.026903121674007,482.5,122.79578437454886,108.07061146826685,5.050050027839917,120.0,0.7750381137704242,0.7733952179045679,6.907755278982136,0.7829448163393831,0.2188383061920731,0.2146507315585785,6.907755278982136,0.21705518366061693,0.0,0.0,-0.0,0.0,0,70,0,0,0,0,48,52,52,0,10.0,2348.0,129.0,134.0,0.0,27.0,91.25,0.05311090872312629,0.05311090872312632,0.0,0.018,0.918,0.148,0.152,0.001,0.054,0.254,1.0,1.0,0.001,0.02300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,2044.0530455948344,24,4,4439.092698015913,1.0,1,0.757,0.757,0.757,0.0,,,,,0.0004857346179440346
1.5443317069596674e-08,0,0.007311245578224195,0.008658549534950266,0.01779958350572793,0.012193136400715917,0.0,7.5918212085785495,0.028672049453408725,4.551611812307001,4.377176864864975,0.23331957947755946,1,0.0,480452.90442792117,1,0.13255,4.791207465423042e-15,0.13255000000000006,4.7912074654229064e-15,1,9.724,5.215844038027693,0.0,17.0,2359.593,2075.992214104866,1.0,7801.0,139.608,80.0131266507967,1.0,292.0,145.703,79.21523745369224,2.0,290.0,3.0,0.0,3.0,3.0,498.832,13.893912941170202,475.0,520.0,139.33,75.9174984214217,27.0,410.0,0.7735686923883323,0.04836304859744002,0.5692500709304804,0.8641787209483915,0.2264313076116677,0.04836304859744002,0.13582127905160848,0.43074992906951964,0.0,0.0,0.0,0.0,0.06526791870371451,0.05392612636783731,-0.07057650205306001,0.04924404347710707,-0.05357982675308809,-0.007006156113612345,,,,,-0.08691594480437781,0.043164107696448684,-0.08042514432511837,0.0018218168238733137,,-0.25370206660602435,-0.34430475014602263,0.020748299050284212,0.1428647336522357,,0.03331520347634902,-0.3287018037932948,0.45115147334717937,-0.04383119567681943,-0.2361426624292563,,-0.030577402450747835,-0.8061243208432668,0.32870180379329395,-0.45115147334717925,0.04383119567681909,0.23614266242925594,,0.030577402450746808,0.806124320843268,-1.0000000000000007,,,,,,,,,,0.0,0.0,2.613357829765002,12.0,1323.8316401075317,133.5103427071736,6.7923259468688375,1719.0,105.45577128399873,52.57171053849738,4.206393835323212,148.0,114.30240615223796,66.21348970622435,4.410080541924435,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,498.63816639191145,498.4438549186126,2.898493205939213,500.0,121.91664113418106,107.31901019468363,5.0691612699512625,120.0,0.7719728928303958,0.7702820876443951,6.907755278982136,0.7801761659975504,0.22174935696508472,0.21744914176442265,6.907755278982136,0.21982383400244965,0.0,0.0,-0.0,0.0,0,12,0,0,0,0,54,42,42,0,10.0,2609.25,129.0,134.25,0.0,25.0,90.0,0.056545802528743194,0.05654580252874314,0.0,0.018,0.919,0.15,0.156,0.001,0.046,0.25,1.0,1.0,0.001,0.02300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,2057.7218142189777,30,4,4449.414690944451,1.0,1,0.742,0.742,0.7419999999999999,0.0,,,,,4.3616257436566826e-05
3.942687709646009e-08,0,0.0155700252442127,0.008492490462412345,0.012010068496473713,0.015332809840710263,0.0,6.238211856018692,0.031231199725087685,4.474346566567821,4.364316647221946,0.23331957947755946,1,0.0,499566.80875872105,1,0.1345,1.7616002754557833e-15,0.13450000000000006,1.7616002754557327e-15,1,9.528,5.179192991194674,0.0,17.0,2386.894,2116.9092047948925,1.0,7801.0,136.669,82.67384352625324,0.0,292.0,147.214,79.66997872165845,2.0,290.0,3.0,0.0,3.0,3.0,513.012,12.941535432062894,490.0,536.0,140.218,76.94619674287478,27.0,404.0,0.7713085469557621,0.04938809392712822,0.5692500709304804,0.8638412742803533,0.2286914530442378,0.04938809392712822,0.1361587257196467,0.43074992906951964,0.0,0.0,0.0,0.0,0.051003029220973065,0.12848170095416273,-0.027922493286108553,0.059413395941888374,-0.010964645535622927,0.010424840590104685,,,,,-0.07950061544218008,-0.023713683521200384,-0.0019675493426253654,0.03106872402959633,,-0.23503452053319251,-0.3267829324156246,0.04613747183056879,0.12994955167502625,,-0.008025298359771298,-0.33440677905316646,0.447513323519395,-0.10579748678655286,-0.22502418164568094,,-0.008716380865885588,-0.8121088565045615,0.33440677905316657,-0.44751332351939477,0.1057974867865528,0.2250241816456809,,0.00871638086588316,0.8121088565045614,-0.9999999999999994,,,,,,,,,,0.0,0.0,2.6144354829317717,10.5,1349.7015552784862,213.50038574917946,6.809668177416215,1680.5,0.0,0.0,4.098192786601899,135.0,115.34253398730885,63.426063674122716,4.424690945080433,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,512.8488147799184,512.6855468049496,2.905829716795759,512.0,122.69319265138279,108.25416567127499,5.0674602471290235,120.0,0.7696386848559136,0.7678689141179265,6.907755278982136,0.7778438560138968,0.22385201918435868,0.21940160030465455,6.907755278982136,0.22215614398610317,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,65,53,53,0,10.0,2980.75,130.0,135.25,0.0,24.0,87.0,0.05561782380409075,0.05561782380409075,0.0,0.018,0.93,0.142,0.157,0.001,0.046,0.253,1.0,1.0,0.001,0.028000000000000025,0.0,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,2051.979571702429,15,4,4421.187760960874,1.0,1,0.723,0.723,0.723,0.0,,,,,8.473741924801169e-05
8.132000628435776e-08,0,0.006854653406081932,0.003043525373780656,0.00669106702498351,0.011231542169941338,0.0,6.171184278262466,0.027562667264667245,4.419698310752762,4.375261267099499,0.23331957947755946,1,0.0,473950.1802131428,1,0.13645000000000002,6.381563004906678e-16,0.13645000000000007,6.381563004906493e-16,1,9.525,5.204850186649512,0.0,17.0,2352.756,2061.7436317998577,1.0,7770.0,140.85,80.8529696591455,0.0,292.0,149.623,78.79950655450345,0.0,290.0,3.0,0.0,3.0,3.0,527.019,13.706148164145077,505.0,555.0,140.589,77.93023290225815,30.0,401.0,0.7680821560318787,0.04997639951982777,0.5827120704743521,0.863573650414757,0.2319178439681213,0.04997639951982776,0.136426349585243,0.41728792952564786,0.0,0.0,0.0,0.0,0.05971287843013407,0.11726916385173342,-0.022788216898098106,0.04583005521021511,0.01812517114030902,0.0129588379714254,,,,,-0.06723964310487705,-0.036719594748187465,0.08977339928199317,0.05986440852444797,,-0.23601916536461093,-0.31618244601240125,0.07300767163719446,0.11531523901311695,,0.03516857343938716,-0.3271146619963519,0.4315888751349502,-0.13087583901514743,-0.19824155357512,,-0.05760040954985438,-0.8171650227972771,0.32711466199635086,-0.43158887513494965,0.13087583901514924,0.19824155357512088,,0.05760040954987205,0.8171650227972772,-0.9999999999999998,,,,,,,,,,0.0,0.0,2.653117349345546,10.0,1302.4817907130355,165.41609270377646,6.804122999971735,1685.5,0.0,0.0,4.13532156151439,148.0,0.0,0.0,4.429920658638179,154.0,2.9999999999999982,3.000000000000001,-0.0,3.0,526.8412875446749,526.6639524433456,2.8850508975607143,525.0,122.94311991903093,108.61062675435629,5.082217647048508,120.0,0.7663686575883843,0.7645573654353924,6.907755278982136,0.7758971371964246,0.22701037476947225,0.2224900597159402,6.907755278982136,0.22410286280357536,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,74,52,52,0,10.0,3047.0,129.0,137.0,0.0,25.0,82.25,0.05705226091311966,0.05705226091311982,0.0,0.018,0.926,0.141,0.155,0.001,0.05,0.253,1.0,1.0,0.001,0.03500000000000003,0.0,0.0010000000000000009,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,1.0,0.001,2047.3585715003887,14,4,4403.61501791006,1.0,1,0.721,0.721,0.721,0.0,,,,,0.00013981543636632413
8.134532925030413e-08,0,0.016333797065683626,0.010796104769252626,0.02303219413574518,0.014505216461510184,0.0,6.625564335198215,0.027541035983909553,4.173116563342349,4.153514350902418,0.23331957947755946,1,0.0,464791.953738116,1,0.12679999999999997,8.400578432116293e-14,0.12680000000000002,8.400578432116066e-14,1,9.004,5.389715487206447,0.0,17.0,2331.778,2041.6732040628312,1.0,7782.0,144.755,79.06601298541244,0.0,292.0,152.477,77.79408326081355,0.0,290.0,3.0,0.0,3.0,3.0,542.482,15.727397337990384,516.0,570.0,139.858,79.40823322240271,30.0,505.0,0.767938540226805,0.049950149763745726,0.5490748450144912,0.863573650414757,0.232061459773195,0.049950149763745726,0.136426349585243,0.4509251549855088,0.0,0.0,0.0,0.0,0.08870480333645794,0.11895921377873418,0.018435517824360613,0.052470124078806746,-0.0028065768910753787,-0.006944035681741259,,,,,-0.09406935999896023,0.04047450396920898,-0.008618902452699972,-0.021732355549706706,,-0.2662210827542957,-0.33803678147593624,0.05895035078512277,0.10660968110869891,,-0.023794245410403012,-0.30869600055352664,0.433045674958767,-0.1149483028049909,-0.19492935664697017,,0.01983227713046762,-0.8118872079978234,0.3086960005535266,-0.4330456749587677,0.11494830280499095,0.19492935664697064,,-0.019832277130475216,0.8118872079978242,-1.0000000000000007,,,,,,,,,,0.0,0.0,2.6695456484669022,10.0,1274.8940986540724,135.77160872698616,6.795098535591078,1682.5,0.0,0.0,4.208624939323884,154.0,0.0,0.0,4.446918658154112,154.0,2.9999999999999982,3.000000000000001,-0.0,3.0,542.2548639430102,542.0284129256839,3.020213500127484,540.0,121.6194697535623,107.02025309881618,5.095907202937936,118.0,0.7662240475034636,0.764408070934196,6.907755278982136,0.7748971427115432,0.22716495545895216,0.22265059265201387,6.907755278982136,0.22510285728845675,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,68,48,48,0,11.0,3000.5,129.0,136.0,0.0,25.0,86.0,0.056577756921246336,0.05657775692124639,0.0,0.018,0.921,0.145,0.159,0.001,0.054,0.26,1.0,1.0,0.001,0.04800000000000004,0.0,0.0010000000000000009,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,1.0,0.001,2043.6147257223279,15,4,4411.65384407059,1.0,1,0.714,0.714,0.714,0.0,,,,,-0.0002638184771906754
9.368372344553677e-08,0,0.022556419258841914,0.020663806458174984,0.024430723973983454,0.007553432066049386,0.0,7.636154188421591,0.015692656577345233,4.120441860331432,4.1739689361786585,0.23331957947755946,1,0.0,434907.42147707974,1,0.11985000000000001,2.2552880444070892e-12,0.11985000000000001,2.2552880444070892e-12,1,9.359,5.473580097073493,0.0,17.0,2361.688,1974.7747162235585,1.0,7801.0,144.064,78.35701452790124,1.0,290.0,147.97,79.08879906875649,0.0,292.0,3.0,0.0,3.0,3.0,558.553,16.21048953520439,530.0,585.0,135.325,75.24688344688082,34.0,505.0,0.7656888580701794,0.049767816549445947,0.5490748450144912,0.8523441386849085,0.23431114192982053,0.049767816549445947,0.14765586131509142,0.4509251549855088,0.0,0.0,0.0,0.0,0.0758958021274873,0.08706211096622082,0.0032255609708132225,0.05651258426199164,0.004700927167387131,0.0029883741797664004,,,,,-0.0542925303772489,0.022795194879845854,-0.03877375760108401,-0.08160020748904777,,-0.23264022355849726,-0.35431025116284415,0.07336310559586448,0.12976119868978353,,-0.053620864724405005,-0.37131572104074967,0.43693135068989475,-0.11274379351649717,-0.20941349671265577,,0.019679425062047964,-0.7943704763356404,0.3713157210407491,-0.4369313506898948,0.11274379351649795,0.20941349671265647,,-0.019679425062054796,0.794370476335641,-1.0,,,,,,,,,,0.0,0.0,2.611854901872382,11.0,1343.9185339342232,134.51789048825236,6.785054676989648,1807.0,112.6920738692458,64.48933646237168,4.218598230293778,153.0,0.0,0.0,4.450383950897322,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,558.3176971378929,558.0821618979352,3.096211649656817,560.0,118.34654779859329,104.6372875670963,5.029812744408339,115.0,0.7639796214484603,0.762166623335588,6.907755278982136,0.7723453519933156,0.22951241863268468,0.22510626431691821,6.907755278982136,0.22765464800668442,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,53,46,46,0,10.0,2822.5,130.0,134.0,0.0,26.25,84.0,0.05600159456948606,0.05600159456948611,0.0,0.018,0.914,0.143,0.16,0.001,0.055,0.245,1.0,1.0,0.001,0.04500000000000004,0.0,0.0,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,1.0,0.001,2047.8401524571336,12,4,4411.748747811967,1.0,1,0.703,0.703,0.703,0.0,,,,,0.00012705115962163296
4.437961027559112e-07,0,0.018310293580364477,0.01199204773614593,0.011024084658735332,0.01032715381207106,0.0,7.636154188421591,0.015381628268378581,3.821434991973466,3.955201601224156,2.7882121236626136,1,0.0,452347.0850672927,1,0.12395,3.3122191592553376e-13,0.12395,3.3122191592553376e-13,1,9.431,5.448754713503621,0.0,17.0,2380.425,2014.5031047715302,1.0,7801.0,142.344,80.64001783529365,1.0,290.0,148.602,79.65411712130374,1.0,292.0,3.0,0.0,3.0,3.0,575.155,15.688055650401363,545.0,600.0,134.675,75.01847203286765,30.0,549.0,0.7621924292473689,0.051928103738514655,0.4411883140420456,0.8523441386849085,0.23780757075263115,0.051928103738514655,0.14765586131509142,0.5588116859579544,0.001,0.0316227766016838,0.0,1.0,0.051148321747089456,0.12997598430561597,-0.05586572971770124,0.0630389522565132,-0.013157806238117863,0.0213612817064874,,,,,0.03777972102027078,-0.03740560097330153,0.003553259160011784,0.003100598643477978,,-0.2003556418948847,-0.3985848269758951,0.08293731405485345,0.11254016286496545,,-0.02832452283548922,-0.3958620996467929,0.4796403096832998,-0.1537377953963868,-0.20173675613859288,,-0.07058275657391416,-0.7979853551899007,0.3958620996467933,-0.47964030968329985,0.15373779539638702,0.2017367561385927,,0.07058275657391405,0.797985355189901,-0.9999999999999993,0.020734033792305005,-0.037388547270848525,0.025772604963071127,-0.008187205027241564,,0.04004206753487601,0.17482656980648886,-0.19567829160779848,0.19567829160779868,0.0,0.0,2.6205297226262894,11.0,1347.4206192280526,128.15599666745686,6.784871226919474,1792.5,108.63248963519437,61.91900595870171,4.1379163079278625,153.0,115.96903740186178,61.21223365605183,4.463945657936334,154.0,2.9999999999999982,3.000000000000001,-0.0,3.0,574.9409415022022,574.7266156008473,3.156590072519523,575.0,117.85324360206134,104.2552806136226,5.104394016498697,115.0,0.7603040000702211,0.7582722753788439,6.907755278982136,0.7688954105301229,0.2326989527325748,0.22803060175462317,6.907755278982136,0.2311045894698771,0.0,0.0,0.007907255112232088,0.0,0,0,0,0,0,0,47,55,55,1,10.0,2854.75,137.0,136.0,0.0,27.0,84.25,0.0577766388843004,0.05777663888430043,0.0,0.018,0.915,0.143,0.171,0.001,0.055,0.252,1.0,1.0,0.002,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.001,2065.216828343145,18,4,5390.700471418867,1.0,1,0.701,0.701,0.701,0.0,,,,,0.0003048721327893666
4.858692482789806e-07,0,0.02574858085902965,0.008247238688994539,0.0067707310189841045,0.0073269097042967775,0.0,7.636154188421591,0.012594292753052709,3.7366214731381566,3.9093847524614094,2.7882121236626136,1,0.0,464489.9623040685,1,0.1365,6.216345097956435e-16,0.13649999999999995,6.216345097956616e-16,1,9.732,5.268959853513588,0.0,17.0,2448.656,2041.6038582393937,1.0,7801.0,140.997,82.08927847557585,1.0,290.0,144.776,81.14780829320524,1.0,292.0,3.0,0.0,3.0,3.0,590.661,14.744744368299047,565.0,615.0,128.644,69.85297919704429,29.0,549.0,0.7612287827309258,0.051915464534594405,0.4411883140420456,0.8523441386849085,0.23877121726907433,0.051915464534594405,0.14765586131509142,0.5588116859579544,0.001,0.0316227766016838,0.0,1.0,0.003264153631070982,0.15331250270032953,-0.06174140851663557,0.12052566381357252,-0.0569982155767111,0.050438057765462105,,,,,-0.14318512573902592,0.020968645400788435,-0.028938752299186223,-0.015040431627916231,,-0.10169427584424727,-0.36689545175911964,0.10657390865492719,0.09815786976463127,,0.06424250053547598,-0.46712069410979684,0.46740220623406886,-0.17610696898887476,-0.22498301487964376,,-0.021617825947524386,-0.8080723228384779,0.467120694109797,-0.4674022062340681,0.17610696898887498,0.2249830148796439,,0.021617825947524157,0.8080723228384774,-1.0000000000000004,0.019633226194717444,-0.03795014284045772,0.025837014064097875,-0.006544042854319736,,0.009315086977448933,0.1904876522682604,-0.19513836646958502,0.19513836646958488,0.0,0.0,2.6226004976894726,12.0,1436.0369613085038,206.41667504022476,6.8105312236335696,1866.5,105.06588941760056,56.77913714451725,4.145377877141481,153.0,110.91343100354091,59.719242483040745,4.485132009582117,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,590.4768516676435,590.2924483956203,3.1143879427687153,590.0,113.54542949051793,101.2868736023784,5.025860708287174,110.0,0.7593303828999344,0.7572776483328213,6.907755278982136,0.7667116250833863,0.23372259375170845,0.2291301512219478,6.907755278982136,0.23328837491661378,0.0,0.0,0.007907255112232088,0.0,0,0,0,0,0,0,45,60,60,1,10.0,2951.5,139.0,135.5,0.0,26.25,78.0,0.055669828916970365,0.05566982891697045,0.0,0.018,0.931,0.146,0.175,0.001,0.05,0.244,1.0,1.0,0.002,0.038000000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.001,2055.0597023821065,13,4,5368.100083894691,1.0,1,0.72,0.72,0.72,0.0,,,,,-0.00011417947695770587
0.9999989986397316,0,0.02046583875267557,0.004705490460917827,0.012846002913398191,0.01227104539404129,0.0,6.764588930077791,0.00838766680773362,3.7740318662674484,4.011467235285768,2.7882121236626136,1,0.0,496071.1594066205,1,0.13015,1.6085065887172954e-14,0.13015,1.6085065887172954e-14,1,9.625,5.20513865986954,0.0,17.0,2500.459,2110.26561391695,1.0,7771.0,141.07,80.47207500030588,2.0,290.0,144.937,81.43752883101317,0.0,292.0,3.0,0.0,3.0,3.0,605.868,14.330524761499138,580.0,630.0,129.094,67.2352120375755,29.0,549.0,0.7588779268521993,0.050728904777800274,0.4411883140420456,0.8511680344838517,0.24112207314780057,0.05072890477780028,0.14883196551614836,0.5588116859579544,0.001,0.0316227766016838,0.0,1.0,0.01139108546766373,0.13064720545161973,-0.06794385379762682,0.11740715042218082,-0.08855549152715228,0.06395451693464622,,,,,-0.18704932879796324,0.06922831079145664,-0.0800863253852551,-0.04232125712234065,,-0.09044926964996565,-0.37039686510088393,0.11132398048449271,0.11348822620475271,,-0.040004672781536466,-0.4803072716430881,0.4734964467906908,-0.16458044130273525,-0.2426882606962913,,0.09460573986913204,-0.8029628554474072,0.48030727164308656,-0.473496446790691,0.16458044130273472,0.2426882606962914,,-0.09460573986912119,0.8029628554474063,-1.0000000000000004,0.020524660670249315,-0.037492414231091384,0.026327531246232508,-0.006583341932116084,,-0.024006124143325976,0.19769232689852237,-0.1982357786464612,0.19823577864646125,0.0,0.0,2.648702425104906,11.0,1449.118691396468,226.9606099803772,6.802736705610615,1870.0,108.17188154536176,64.18097823172488,4.106802218488752,148.0,0.0,0.0,4.474172550547982,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,605.6986807152699,605.5293799178152,3.1377985587117205,605.0,114.93833517199168,103.13432155261343,5.034294476439342,111.0,0.7570679041171812,0.7551190766968822,6.907755278982136,0.7649177449255278,0.23628930068835674,0.23183527145794508,6.907755278982136,0.23508225507447217,0.0,0.0,0.007907255112232088,0.0,0,0,0,0,0,0,43,55,55,1,10.0,3192.75,134.0,137.0,0.0,23.0,76.0,0.05488458318087497,0.05488458318087497,0.0,0.018,0.925,0.143,0.176,0.001,0.05,0.236,1.0,1.0,0.002,0.04300000000000004,0.0,0.0,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.999,0.001,1952.7519514574255,39,6,4076.1473663097277,1.0,1,0.718,0.718,0.718,0.0,,,,,0.0003802727352507129
1.4029501227419416e-07,0,0.01886778258125175,0.0032510504374222557,0.02179272417462276,0.014827644855420931,0.0,6.209685159219422,0.005185475421372773,4.0205195589051606,4.292578147638613,0.23331957947755946,1,0.0,505296.00735639397,1,0.11724999999999997,7.358905854901692e-12,0.11724999999999997,7.358905854901692e-12,1,9.393,5.234305011073481,0.0,17.0,2502.48,2129.5646224242837,5.0,7327.0,141.096,78.02047153137424,2.0,290.0,143.111,81.47653100190327,0.0,291.0,3.0,0.0,3.0,3.0,620.899,14.76790065953485,596.0,650.0,128.001,64.8050051129362,24.0,393.0,0.7579338113438067,0.04899156546390074,0.5462235145678873,0.8490144272365538,0.24206618865619334,0.04899156546390074,0.1509855727634461,0.45377648543211263,0.0,0.0,0.0,0.0,0.052148879835378935,0.12503052084962968,-0.04524813428497728,0.1556505464579398,-0.05813953031351172,0.05224602176563187,,,,,-0.031186638877026506,-0.08563272528532094,0.04088601210704497,-0.01528724461900939,,-0.12895918479789314,-0.36833190797180587,0.051211994292088885,0.08620920079108299,,0.023453241383002175,-0.48197856597968514,0.4628149623082478,-0.1209323415693214,-0.2458632805865877,,-0.07295755668266622,-0.775859495142658,0.48197856597968564,-0.4628149623082475,0.12093234156932088,0.24586328058658777,,0.0729575566826618,0.7758594951426582,-1.0000000000000004,,,,,,,,,,0.0,0.0,2.6507217581763634,10.0,1466.72252113099,381.6670205311309,6.806712138623801,1827.0,109.90908429295285,63.18881278045927,4.1932331929019,148.0,0.0,0.0,4.423273550691764,148.0,2.9999999999999982,3.000000000000001,-0.0,3.0,620.7237544166194,620.5487461613362,3.173429294238833,620.0,114.2476066354543,102.34179017922565,5.002818934117649,112.0,0.7562651745479659,0.7544985442864576,6.907755278982136,0.7637112646774477,0.23749590390416603,0.2332240503706872,6.907755278982136,0.2362887353225523,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,35,37,37,0,10.0,3191.0,129.0,135.0,0.0,23.0,77.25,0.05591777592379865,0.05591777592379868,0.0,0.018,0.929,0.15,0.17,0.001,0.055,0.226,1.0,1.0,0.001,0.04400000000000004,0.0,0.0,0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,1.0,0.001,2070.173799346748,14,4,4526.855817835875,1.0,1,0.707,0.707,0.707,0.0,,,,,-0.0005134829486098328
