0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,psi_0,psi_1,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.49061113825640595,0.28730823512846065,0.0110765614822212,0.9867021350190294,0.5159000144490394,0.2856103039895737,0.0097302786041214,0.996977282650486,0.5018988366367892,0.4505227084224089,0.0019769546564635844,0.9981854746473503,0.49810116336321075,0.4505227084224088,0.001814525352649638,0.9980230453435364,0.48,0.5021167315686782,0.0,1.0,0.12953195720771354,0.7043895422642766,-0.4198214970615912,-0.7043895422642765,0.4198214970615912,-1.0,-0.6615121258391193,0.38649040245278915,-0.9770332943338489,0.9770332943338487,0.37032697444831897,0.19756945566048717,4.60517018598809,0.4505495208515907,0.3963956002692304,0.19029897657194395,4.60517018598809,0.48368048827576887,0.15752577208744015,0.026571932381726237,4.54448593010565,0.5617682598877416,0.1515048390358227,0.021986826480260326,4.54448593010565,0.4382317401122585,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.42926085023623756,0.46097134061836403,0.9571341859030902,0.9571341859030902,1.0,1.0,1.0,0.96,0.96,0.02,0.0,0.0,0.0,0.0,0.52,0.02,0.04272427244446734,0.05846942287580374,0.06866210582808262,0.09335905118711277,0.0016008541534707314,0,0.027355912707797955,0.03864357473764413,1,0.9966391548665812,0,0.07133333333333333,0.7030954412173983,0.07133333333333333,0.7030954412173983,0,112.95074665963901,4,2,150.38387597059847,0.5,0,0.98,0.98,0.98,0.96,0:100,,,,,offline,0.9739775773873627,0.9869888011037552,0.9869888011037552,0.9869888011037552
0.49700218298944315,0.29201587589131045,0.0110765614822212,0.9867021350190294,0.5185039749938634,0.30349809514217624,0.0097302786041214,0.9834033315608854,0.5082475616613767,0.45313897309011414,0.000708128078817734,1.0,0.49175243833862325,0.4531389730901142,0.0,0.9992918719211822,0.49,0.5024183937956914,0.0,1.0,0.09488075907731197,0.6610531614573554,-0.467542702648322,-0.6610531614573555,0.46754270264832215,-1.0,-0.627538058847932,0.42811847938470204,-0.9788809303986004,0.9788809303986007,0.37340394754391726,0.20116462074628344,4.60517018598809,0.4859564848232353,0.3774043391413707,0.16719611940963047,4.60517018598809,0.4877930494494077,0.16179069425649356,0.021749394306730518,4.535855467932095,0.5617682598877416,0.0,0.0,4.535855467932095,0.4382317401122585,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.49833279509413453,0.5057443562410405,0.9581884266179519,0.9581884266179519,1.0,1.0,1.0,0.95,0.95,0.02,0.0,0.0,0.0,0.020000000000000018,0.51,0.02,0.03693126961547079,0.048881836091472584,0.06775339525677933,0.08616945734409596,0.0004000533461369923,0,0.031035489964544687,0.040104488659688006,1,0.9874110918153021,0,0.068,0.7563217648189265,0.068,0.7563217648189265,0,112.01148570757843,4,2,150.6494800510638,0.5,0,0.99,0.99,0.99,0.98,30:130,,,,,offline,0.9651642080097692,0.9825821212218122,0.9825821212218122,0.9825821212218122
0.5115944223588706,0.2887257932702077,0.013401115094512,0.9867021350190294,0.5666176066576761,0.2981003900541966,0.0124813427716726,0.9834033315608854,0.4995063532029585,0.45882771926908783,0.000708128078817734,1.0,0.5004936467970413,0.45882771926908783,0.0,0.9992918719211822,0.5,0.502518907629606,0.0,1.0,0.030749152162818066,0.7139775298426069,-0.4483740879250669,-0.7139775298426069,0.4483740879250668,-0.9999999999999997,-0.6833666036256497,0.41812140654340696,-0.9848390839705878,0.9848390839705877,0.4000489493473256,0.2441151084303015,4.60517018598809,0.5027626427281373,0.43372304050997756,0.21574102719516328,4.60517018598809,0.6196453570224314,0.1491964152586338,0.019989320415305146,4.51676004288325,0.4793619958132889,0.0,0.0,4.51676004288325,0.5206380041867111,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.5243660084686803,0.5247552151127342,0.9595173245621257,0.9595173245621256,1.0,1.0,1.0,0.94,0.94,0.02,0.0,0.0,0.0,0.020000000000000018,0.5,0.02,0.06493059469873513,0.06581140060215578,0.08775188479246132,0.0911830773056129,0.0,0,0.02676393814904237,0.037799591744227104,1,0.9991415665067278,0,0.09133333333333334,0.39423598178537667,0.09133333333333334,0.39423598178537667,0,106.70182622893148,4,2,141.83685318072563,0.5,0,1.0,1.0,1.0,1.0,60:160,,,,,offline,0.9977664031128308,0.9988831991610818,0.9988831991610818,0.9988831991610818
0.534954553873999,0.2861279783813345,0.013401115094512,0.9977201170111584,0.5853081399722503,0.2913733986602323,0.0148832723864489,0.9877468427968444,0.4957150445629528,0.46382592648783,0.000708128078817734,1.0,0.5042849554370471,0.46382592648783,0.0,0.9992918719211822,0.5,0.502518907629606,0.0,1.0,-0.17080778292488896,0.7743223125528921,-0.5327739816449252,-0.7743223125528922,0.5327739816449248,-1.0,-0.7418072636348179,0.5075247870197065,-0.9862045719021569,0.986204571902157,0.4231124025200798,0.25549212515374164,4.60517018598809,0.5615504280537853,0.4592230490805307,0.2380793257011494,4.60517018598809,0.6234856551509267,0.14073920876506094,0.019968986579566014,4.469938730612009,0.4793619958132889,0.0,0.0,4.469938730612009,0.5206380041867111,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.49622325617141155,0.5035137655888,0.961286495930024,0.961286495930024,1.0,1.0,1.0,0.91,0.91,0.02,0.0,0.0,0.0,0.030000000000000027,0.5,0.02,0.08456270525188977,0.07498142725584314,0.07980537749714892,0.08363249350079333,0.0,0,0.022743056427707495,0.032517844927854096,0,0.9926290210166664,0,0.06866666666666667,0.7458329994063783,0.06866666666666667,0.7458329994063783,0,100.93727612135082,4,2,124.6941658897792,0.5,0,1.0,1.0,1.0,1.0,90:190,,,,,offline,1.0000286762288837,1.0000143358972977,1.0000143358972977,1.0000143358972977
0.5313824787304645,0.2967043766398144,0.013401115094512,0.9977201170111584,0.5849896887260916,0.2994981983167936,0.0148832723864489,0.9890496685158808,0.4979775662249638,0.47139445253259876,0.000708128078817734,1.0,0.5020224337750362,0.4713944525325987,0.0,0.9992918719211822,0.5,0.502518907629606,0.0,1.0,-0.27020547494326896,0.8283007599382407,-0.5525532408366252,-0.8283007599382405,0.5525532408366249,-1.0,-0.8200968887861388,0.5099081407925906,-0.9928973113732442,0.9928973113732442,0.4127002411463487,0.24581604793982822,4.60517018598809,0.553778097753617,0.4606630763055933,0.260473857144675,4.60517018598809,0.6299089462528785,0.12651304222544382,0.016172500485463984,4.5081295807096975,0.5478070615172665,0.0,0.0,4.5081295807096975,0.4521929384827334,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.5080830164141599,0.5347524953321019,0.9664562802498955,0.9664562802498953,1.0,1.0,1.0,0.93,0.93,0.02,0.0,0.0,0.0,0.010000000000000009,0.5,0.02,0.07907820391648779,0.08290838960517906,0.039717321187606416,0.04076198256038639,0.0,0,0.0196363248389545,0.03060291425167072,0,0.9969937024775003,0,0.05733333333333333,0.9024339974830233,0.05733333333333333,0.9024339974830233,0,95.37428990692217,4,2,109.5744639092304,0.5,0,1.0,1.0,1.0,1.0,120:220,,,,,offline,1.0000286762288837,1.0000143358972977,1.0000143358972977,1.0000143358972977
0.5234062815371311,0.30259411861530605,0.013401115094512,0.9977201170111584,0.5486709132211984,0.3069326344284778,0.0148832723864489,0.9890496685158808,0.5038835050701147,0.4697945730137767,0.0025471132955177333,1.0,0.4961164949298852,0.46979457301377675,0.0,0.9974528867044822,0.5,0.502518907629606,0.0,1.0,-0.24800806167776956,0.7923398006130109,-0.6014589618177336,-0.7923398006130108,0.6014589618177336,-1.0,-0.7751137776687579,0.5674290038196047,-0.9911100570214246,0.9911100570214247,0.3881176322586937,0.19057626378643655,4.60517018598809,0.540061773656441,0.4212327359313598,0.24607685053939934,4.60517018598809,0.6103818893310892,0.14036072443040473,0.02285685456153798,4.535855467932095,0.5465456554288675,0.0,0.0,4.535855467932095,0.45345434457113254,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.484596567545569,0.5755661944688835,0.9708638506126598,0.9708638506126598,1.0,1.0,1.0,0.95,0.95,0.02,0.0,0.0,0.0,0.010000000000000009,0.5,0.02,0.06374456799364087,0.05178358761940633,0.0357443626486151,0.028856302909620025,0.0,0,0.023666381657611202,0.029912606662342044,0,0.9936199492414239,0,0.07466666666666667,0.6487117911340181,0.07466666666666667,0.6487117911340181,0,95.65553325778602,4,2,111.2624667034334,0.5,0,1.0,1.0,1.0,1.0,150:250,,,,,offline,0.9926805786986838,0.9963402895351847,0.9963402895351847,0.9963402895351847
0.488042422507877,0.3159639741768889,0.0159321572788161,0.9949024769066904,0.5181504716713251,0.30594294049826604,0.0332076707440103,0.9890496685158808,0.5035417019792027,0.4669355605174871,0.0025471132955177333,0.9994915254237289,0.49645829802079733,0.4669355605174871,0.0005084745762711864,0.9974528867044822,0.5,0.502518907629606,0.0,1.0,-0.08768533938798714,0.8141780989757559,-0.45938077193127985,-0.8141780989757558,0.4593807719312798,-1.0,-0.8006434142579314,0.41894406901799974,-0.9886640500584573,0.9886640500584576,0.35389163460811246,0.19426518662099915,4.60517018598809,0.42813436165496965,0.395059691443195,0.25472678472078164,4.60517018598809,0.5085131736656525,0.14379757756643174,0.023121223334468713,4.535855467932095,0.49404825472706404,0.11190369063258529,0.009679811152384508,4.535855467932095,0.505951745272936,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.5876265445955605,0.5872343318817772,0.9696510454951058,0.9696510454951061,1.0,1.0,1.0,0.95,0.95,0.02,0.0,0.0,0.0,0.0,0.5,0.02,0.1839793316434787,0.06172343046247437,0.06753054466777378,0.07303182170089371,0.0,0,0.02303556734926359,0.037770300905818524,1,0.9939481108936898,0,0.059333333333333335,0.8791950018354072,0.059333333333333335,0.8791950018354072,0,100.61783077155155,4,2,122.8542782484058,0.5,0,1.0,1.0,1.0,1.0,180:280,,,,,offline,1.0010234109923275,1.0005117037808915,1.0005117037808915,1.0005117037808915
0.4758664971555593,0.29636031676438795,0.0159321572788161,0.989367566272119,0.5212131952043811,0.3012853820539236,0.0227046654471692,0.9890496685158808,0.5000718157679984,0.46301931972200433,0.0025471132955177333,0.9988695652173913,0.49992818423200147,0.4630193197220043,0.0011304347826086956,0.9974528867044822,0.5,0.502518907629606,0.0,1.0,0.022042023898491997,0.7307245795330903,-0.48811656999480696,-0.7307245795330903,0.4881165699948068,-1.0,-0.7104155670543676,0.4569690615463973,-0.9854804433783669,0.9854804433783669,0.3569173320488231,0.20298634758785772,4.60517018598809,0.4049970231878357,0.39282640817143,0.228294948487473,4.60517018598809,0.5363867346253562,0.14875041438753786,0.02655839075785946,4.5635813551544935,0.4770912890554404,0.13324203307852409,0.017674163080735335,4.5635813551544935,0.5229087109445596,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.4932140126369338,0.5479289045238188,0.9629723478815018,0.962972347881502,1.0,1.0,1.0,0.97,0.97,0.02,0.0,0.0,0.0,0.0,0.5,0.02,0.13711157659489703,0.10417217097717849,0.059386195460173215,0.050215126652894175,0.0,0,0.02258514017730917,0.04061706087491931,1,0.9998763138305817,0,0.06066666666666667,0.8624369458118152,0.06066666666666667,0.8624369458118152,0,103.88476088741069,5,2,134.41455903137808,0.5,0,1.0,1.0,1.0,1.0,210:310,,,,,offline,0.9974346396006684,0.9987173206866583,0.9987173206866583,0.9987173206866583
0.46028716204287917,0.2879929724595712,0.0176613364148149,0.9964660385211692,0.5064935517473511,0.2919029514678619,0.0227046654471692,0.9874329874794944,0.4946467529751128,0.4558918775295142,0.0016785714285714284,0.9988695652173913,0.5053532470248873,0.4558918775295142,0.0011304347826086956,0.9983214285714286,0.5,0.502518907629606,0.0,1.0,0.1522478410592983,0.6604291479247659,-0.44571088641256396,-0.6604291479247661,0.445710886412564,-0.9999999999999998,-0.6419056172912382,0.4075663845196787,-0.9833280703235737,0.9833280703235738,0.35198140727779703,0.22200711472128248,4.60517018598809,0.38584815111624116,0.38029070487617406,0.21652027497448778,4.60517018598809,0.5161350004834336,0.1566099221207625,0.030017687327772175,4.558348873716849,0.4770912890554404,0.1574846723642529,0.023844205119937237,4.558348873716849,0.5229087109445596,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.45897973786166846,0.4991476258175884,0.9492243099651223,0.9492243099651225,1.0,1.0,1.0,0.97,0.97,0.02,0.0,0.0,0.0,0.0,0.5,0.02,0.12641180898925292,0.060804593518866086,0.14710087490225432,0.13601423370725202,0.0,0,0.023049612893750186,0.04306422899081073,1,0.9906311667133142,0,0.10133333333333333,0.27436063948992917,0.10133333333333333,0.27436063948992917,0,85.6186717721902,5,3,90.76738820121624,0.5,0,1.0,1.0,1.0,1.0,240:340,,,,,offline,0.9900272195668688,0.9950136148434355,0.9950136148434355,0.9950136148434355
0.47235847006999326,0.28538256440171295,0.0215966594737935,0.9964660385211692,0.5107302496578872,0.28088014466445127,0.0227046654471692,0.9956675067217312,0.4959764939648125,0.4622706652203399,0.0016785714285714284,0.9986065939168796,0.5040235060351875,0.4622706652203399,0.0013934060831205014,0.9983214285714286,0.5,0.502518907629606,0.0,1.0,-0.010163630054446185,0.6789196584354261,-0.53730133160853,-0.6789196584354261,0.53730133160853,-1.0000000000000002,-0.6659059646295316,0.4952075318051705,-0.9859524500419904,0.9859524500419906,0.35771870095825836,0.21258508869382917,4.60517018598809,0.4049970231878357,0.40051407850047105,0.24719047923782664,4.60517018598809,0.4915229420658491,0.14619019546419088,0.027742433112407594,4.577444298765693,0.4770912890554404,0.143290256187062,0.02079287046657453,4.577444298765693,0.5229087109445596,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.4590200519332195,0.47735437512352197,0.9602889180095638,0.9602889180095641,1.0,1.0,1.0,0.98,0.98,0.02,0.0,0.0,0.0,0.0,0.5,0.02,0.0724025650119355,0.046471074990500676,0.10303265306117942,0.08275507608607097,0.0,0,0.02381417081639378,0.0340010816821925,0,0.9930554693286099,0,0.07133333333333333,0.7030954412173983,0.07133333333333333,0.7030954412173983,0,103.78959536684559,3,2,136.7134279226636,0.5,0,1.0,1.0,1.0,1.0,270:370,,,,,offline,0.9933299161440649,0.9966649573882821,0.9966649573882821,0.9966649573882821
