overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,psi_0,psi_1,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.9893580641275991,0,0.026133347766837192,0.032373418679098334,0,0.04272427244446734,0.05846942287580374,0.00017238836591574266,0.0002297082938805153,0.0004000533461369923,0,0.49061113825640595,0.28730823512846065,0.0110765614822212,0.9867021350190294,0.5159000144490394,0.2856103039895737,0.0097302786041214,0.996977282650486,0.5066086956521739,0.4954756303382128,0.0,1.0,0.493391304347826,0.4954756303382128,0.0,1.0,0.49,0.5024183937956914,0.0,1.0,0.12953195720771354,0.6810070443865645,-0.37866114104582127,-0.6810070443865645,0.3786611410458211,-1.0000000000000002,-0.6788285844558135,0.36528108448833607,-0.9966842956045621,0.9966842956045627,0.37032697444831897,0.19756945566048717,4.60517018598809,0.4505495208515907,0.3963956002692304,0.19029897657194395,4.60517018598809,0.48368048827576887,0.0,0.0,0.9389973460960778,0.7666666666666666,0.0,0.0,0.9389973460960778,0.23333333333333334,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.42926085023623756,0.46097134061836403,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.02,0.0,0.0,0.45999999999999996,0.48,0.51,0.02,0.022,0.9999999996959956,0.022,0.9999999996959956,0,109.45857637132151,3,2,141.90023120312148,0.5,0,0.97,0.97,0.97,0.94,0:100,,,,,0.9560614496180777,0.9780307470363485,0.9780307470363485,0.9780307470363485
0.9893580641275991,0,0.027749026947199495,0.03662647687481213,1,0.03693126961547079,0.048881836091472584,0.00017238836591574266,0.0002297082938805153,0.0004000533461369923,0,0.49700218298944315,0.29201587589131045,0.0110765614822212,0.9867021350190294,0.5185039749938634,0.30349809514217624,0.0097302786041214,0.9834033315608854,0.5066086956521739,0.4954756303382128,0.0,1.0,0.493391304347826,0.4954756303382128,0.0,1.0,0.49,0.5024183937956914,0.0,1.0,0.09488075907731197,0.6304786127051754,-0.4370907989408309,-0.6304786127051751,0.43709079894083086,-1.0,-0.6287325769056697,0.4234420202693026,-0.9966842956045633,0.996684295604563,0.37340394754391726,0.20116462074628344,4.60517018598809,0.4859564848232353,0.3774043391413707,0.16719611940963047,4.60517018598809,0.4877930494494077,0.0,0.0,0.9389973460960778,0.7666666666666666,0.0,0.0,0.9389973460960778,0.23333333333333334,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.49833279509413453,0.5057443562410405,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.02,0.0,0.0,0.45999999999999996,0.48,0.51,0.02,0.022,0.9999999996959956,0.022,0.9999999996959956,0,109.1799095692187,4,2,143.86330319982812,0.5,0,0.97,0.97,0.97,0.94,30:130,,,,,0.9354180109340005,0.9677090246048144,0.9677090246048144,0.9677090246048144
0.9966940923993448,0,0.02404155470962622,0.03581476287905493,1,0.06493059469873513,0.06581140060215578,8.882968225191913e-07,8.882968225191913e-07,0.0,0,0.5115944223588706,0.2887257932702077,0.013401115094512,0.9867021350190294,0.5666176066576761,0.2981003900541966,0.0124813427716726,0.9834033315608854,0.4979420289855072,0.4966922247090294,0.0,1.0,0.5020579710144928,0.4966922247090294,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.030749152162818066,0.6826822423315,-0.4285287439726681,-0.6826822423315,0.42852874397266805,-0.9999999999999999,-0.6845744917825165,0.4133612230844127,-0.997009553893379,0.9970095538933791,0.4000489493473256,0.2441151084303015,4.60517018598809,0.5027626427281373,0.43372304050997756,0.21574102719516328,4.60517018598809,0.6196453570224314,0.0,0.0,0.9044659592885329,0.37681159420289856,0.0,0.0,0.9044659592885329,0.6231884057971014,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.5243660084686803,0.5247552151127342,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.02,0.0,0.0,0.47,0.48,0.5,0.02,0.012,1.0,0.012,1.0,0,105.00903972225359,4,2,137.24341633415185,0.5,0,0.98,0.98,0.98,0.96,60:160,,,,,0.9672782759200593,0.9836391556466387,0.9836391556466387,0.9836391556466387
0.9960642563144024,0,0.020573573413583957,0.03014787006148053,0,0.08456270525188977,0.07498142725584314,8.882968225191913e-07,8.882968225191913e-07,0.0,0,0.534954553873999,0.2861279783813345,0.013401115094512,0.9977201170111584,0.5853081399722503,0.2913733986602323,0.0148832723864489,0.9877468427968444,0.497536231884058,0.49947220302003187,0.0,1.0,0.5024637681159421,0.49947220302003187,0.0,1.0,0.5,0.502518907629606,0.0,1.0,-0.17080778292488896,0.7391179284959626,-0.5154411592466117,-0.7391179284959625,0.5154411592466116,-0.9999999999999999,-0.743026118457216,0.502654704327256,-0.9976427769944288,0.9976427769944288,0.4231124025200798,0.25549212515374164,4.60517018598809,0.5615504280537853,0.4592230490805307,0.2380793257011494,4.60517018598809,0.6234856551509267,0.0,0.0,0.7911862938396772,0.37681159420289856,0.0,0.0,0.7911862938396772,0.6231884057971014,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.49622325617141155,0.5035137655888,1.0,1.0,1.0,1.0,1.0,0.04,0.04,0.02,0.0,0.0,0.49,0.49,0.5,0.02,0.008,1.0,0.008,1.0,0,99.23330010368323,4,2,120.4668214529771,0.5,0,0.98,0.98,0.98,0.96,90:190,,,,,0.9740768674495665,0.9870384424357281,0.9870384424357281,0.9870384424357281
0.9960642563144024,0,0.01823808844412808,0.030050190239686428,0,0.07907820391648779,0.08290838960517906,8.882968225191913e-07,8.882968225191913e-07,0.0,0,0.5313824787304645,0.2967043766398144,0.013401115094512,0.9977201170111584,0.5849896887260916,0.2994981983167936,0.0148832723864489,0.9890496685158808,0.497536231884058,0.49947220302003187,0.0,1.0,0.5024637681159421,0.49947220302003187,0.0,1.0,0.5,0.502518907629606,0.0,1.0,-0.27020547494326896,0.8167501107126159,-0.5224556187274542,-0.8167501107126158,0.5224556187274539,-1.0000000000000002,-0.8200968887861388,0.5099081407925906,-0.9976427769944288,0.9976427769944285,0.4127002411463487,0.24581604793982822,4.60517018598809,0.553778097753617,0.4606630763055933,0.260473857144675,4.60517018598809,0.6299089462528785,0.0,0.0,0.7911862938396773,0.37681159420289856,0.0,0.0,0.7911862938396773,0.6231884057971014,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.5080830164141599,0.5347524953321019,1.0,1.0,1.0,1.0,1.0,0.04,0.04,0.02,0.0,0.0,0.49,0.49,0.5,0.02,0.008,1.0,0.008,1.0,0,94.46896255616029,4,2,107.68525599784282,0.5,0,1.0,1.0,1.0,1.0,120:220,,,,,0.9740768674495665,0.9870384424357281,0.9870384424357281,0.9870384424357281
0.9986171312268147,0,0.02176468548315507,0.02802077040277219,0,0.06374456799364087,0.05178358761940633,8.882968225191913e-07,8.882968225191913e-07,0.0,0,0.5234062815371311,0.30259411861530605,0.013401115094512,0.9977201170111584,0.5486709132211984,0.3069326344284778,0.0148832723864489,0.9890496685158808,0.5008695652173913,0.5017195612964942,0.0,1.0,0.49913043478260866,0.5017195612964942,0.0,1.0,0.5,0.502518907629606,0.0,1.0,-0.24800806167776956,0.7745483911568292,-0.570195595883974,-0.7745483911568294,0.5701955958839738,-0.9999999999999999,-0.7751137776687579,0.5674290038196047,-0.9998513121692768,0.9998513121692773,0.3881176322586937,0.19057626378643655,4.60517018598809,0.540061773656441,0.4212327359313598,0.24607685053939934,4.60517018598809,0.6103818893310892,0.0,0.0,0.7421667371998113,0.5434782608695652,0.0,0.0,0.7421667371998113,0.45652173913043476,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.484596567545569,0.5755661944688835,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.49,0.5,0.5,0.02,0.012666666666666666,1.0,0.012666666666666666,1.0,0,94.24406889644482,3,2,107.7817664399108,0.5,0,1.0,1.0,1.0,1.0,150:250,,,,,0.985554405178392,0.9927772116775591,0.9927772116775591,0.9927772116775591
0.9854782652010318,0,0.020854208398006984,0.03548266421350779,1,0.1839793316434787,0.06172343046247437,0.0002297082938805153,0.00017238836591574266,0.0004000533461369923,0,0.488042422507877,0.3159639741768889,0.0159321572788161,0.9949024769066904,0.5181504716713251,0.30594294049826604,0.0332076707440103,0.9890496685158808,0.49086956521739133,0.5016363972646175,0.0,1.0,0.5091304347826087,0.5016363972646175,0.0,1.0,0.51,0.5024183937956914,0.0,1.0,-0.08768533938798714,0.8018541600224675,-0.4174509183007149,-0.8018541600224676,0.41745091830071523,-1.0000000000000002,-0.8021321634899923,0.4151095901273087,-0.9998512033378634,0.9998512033378638,0.35389163460811246,0.19426518662099915,4.60517018598809,0.42813436165496965,0.395059691443195,0.25472678472078164,4.60517018598809,0.5085131736656525,0.0,0.0,0.7421667371998113,0.043478260869565216,0.0,0.0,0.7421667371998113,0.9565217391304348,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.5876265445955605,0.5872343318817772,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.5,0.49,0.49,0.02,0.018,0.9999999999999949,0.018,0.9999999999999949,0,98.8261519695398,4,2,118.48631628468533,0.5,0,0.99,0.99,0.99,0.98,180:280,,,,,0.9829179025015281,0.9914589572328513,0.9914589572328513,0.9914589572328513
0.9841201697164755,0,0.02008792141279285,0.03746522608875174,1,0.13711157659489703,0.10417217097717849,0.0002297082938805153,0.00017238836591574266,0.0004000533461369923,0,0.4758664971555593,0.29636031676438795,0.0159321572788161,0.989367566272119,0.5212131952043811,0.3012853820539236,0.0227046654471692,0.9890496685158808,0.49,0.5024183937956914,0.0,1.0,0.51,0.5024183937956914,0.0,1.0,0.51,0.5024183937956914,0.0,1.0,0.022042023898491997,0.7111481455883022,-0.45287724162374837,-0.7111481455883022,0.4528772416237486,-1.0000000000000002,-0.7111481455883022,0.4528772416237486,-1.0000000000000002,1.0,0.3569173320488231,0.20298634758785772,4.60517018598809,0.4049970231878357,0.39282640817143,0.228294948487473,4.60517018598809,0.5363867346253562,0.0,0.0,0.6929471672244782,0.0,0.0,0.0,0.6929471672244782,1.0,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.4932140126369338,0.5479289045238188,1.0,1.0,1.0,1.0,1.0,0.02,0.02,0.02,0.0,0.0,0.51,0.49,0.49,0.02,0.028,0.9999980187450117,0.028,0.9999980187450117,0,101.4918020633574,5,2,128.91705190455838,0.5,0,0.99,0.99,0.99,0.98,210:310,,,,,0.9809820560555079,0.9904910311038448,0.9904910311038448,0.9904910311038448
0.9712124126876862,0,0.02203395332579941,0.039699191305473475,1,0.12641180898925292,0.060804593518866086,0.0008711917549167016,0.0007325065131103845,0.0016008541534707314,0,0.46028716204287917,0.2879929724595712,0.0176613364148149,0.9964660385211692,0.5064935517473511,0.2919029514678619,0.0227046654471692,0.9874329874794944,0.48200000000000004,0.49878460586985807,0.0,1.0,0.518,0.49878460586985807,0.0,1.0,0.52,0.5021167315686782,0.0,1.0,0.1522478410592983,0.6373681775075669,-0.4140820475564832,-0.6373681775075668,0.4140820475564832,-1.0,-0.6250119913310727,0.41978041015887485,-0.9974310754940356,0.9974310754940356,0.35198140727779703,0.22200711472128248,4.60517018598809,0.38584815111624116,0.38029070487617406,0.21652027497448778,4.60517018598809,0.5161350004834336,0.0,0.0,0.7903697404949578,0.0,0.0,0.0,0.7903697404949578,1.0,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.45897973786166846,0.4991476258175884,1.0,1.0,1.0,1.0,1.0,0.04,0.04,0.02,0.0,0.0,0.51,0.47,0.48,0.02,0.028,0.9999980187450117,0.028,0.9999980187450117,0,83.46610995389332,5,3,86.6961999306364,0.5,0,0.98,0.98,0.98,0.96,240:340,,,,,0.9508749402280511,0.9754374829023383,0.9754374829023383,0.9754374829023383
0.9885820575563302,0,0.022859782837600533,0.030779578200424942,0,0.0724025650119355,0.046471074990500676,0.0002297082938805153,0.00017238836591574266,0.0004000533461369923,0,0.47235847006999326,0.28538256440171295,0.0215966594737935,0.9964660385211692,0.5107302496578872,0.28088014466445127,0.0227046654471692,0.9956675067217312,0.49286956521739134,0.4982569904747359,0.0,1.0,0.5071304347826087,0.4982569904747359,0.0,1.0,0.51,0.5024183937956914,0.0,1.0,-0.010163630054446185,0.6615171164603747,-0.5078814958234831,-0.6615171164603746,0.5078814958234832,-1.0000000000000002,-0.649817517300004,0.5107835703479453,-0.9972983012982173,0.9972983012982175,0.35771870095825836,0.21258508869382917,4.60517018598809,0.4049970231878357,0.40051407850047105,0.24719047923782664,4.60517018598809,0.4915229420658491,0.0,0.0,0.8400017546780967,0.21014492753623187,0.0,0.0,0.8400017546780967,0.7898550724637681,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.4590200519332195,0.47735437512352197,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.02,0.0,0.0,0.49,0.48,0.49,0.02,0.010666666666666666,1.0,0.010666666666666666,1.0,0,101.82591494858814,3,2,132.7629534928045,0.5,0,0.99,0.99,0.99,0.98,270:370,,,,,0.9688506785729316,0.9844253459162015,0.9844253459162015,0.9844253459162015
0.9885820575563302,0,0.023967486679552966,0.025507081021215253,0,0.029062221504748194,0.03965267519946958,0.0002297082938805153,0.00017238836591574266,0.0004000533461369923,0,0.49110560839147505,0.2843619920085659,0.0060465797610079,0.9964660385211692,0.519567545518219,0.2862237793888325,0.0400935835767558,0.9999336300380854,0.4928695652173913,0.4982569904747358,0.0,1.0,0.5071304347826087,0.4982569904747358,0.0,1.0,0.51,0.5024183937956914,0.0,1.0,-0.13706233821023595,0.7240481923753691,-0.5453000486593279,-0.7240481923753691,0.5453000486593278,-0.9999999999999999,-0.7121886852030535,0.5475813522619349,-0.9972983012982172,0.9972983012982168,0.36503320233129377,0.16395044081065596,4.60517018598809,0.49608466424404396,0.41519986784616064,0.2884325786881824,4.60517018598809,0.5050619952705424,0.0,0.0,0.8400017546780967,0.21014492753623187,0.0,0.0,0.8400017546780967,0.7898550724637681,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.4676867166858108,0.5243562973200327,1.0,1.0,1.0,1.0,1.0,0.05,0.05,0.02,0.0,0.0,0.49,0.48,0.49,0.02,0.010666666666666666,1.0,0.010666666666666666,1.0,0,97.35292628896741,4,2,120.37341357791169,0.5,0,0.99,0.99,0.99,0.98,300:400,,,,,0.9710993595484696,0.9855496935205486,0.9855496935205486,0.9855496935205486
0.9960464298263857,0,0.027412462454362026,0.02093797376644252,0,0.02598565968260522,0.04221670071458436,0.0002297082938805153,0.00017238836591574266,0.0004000533461369923,0,0.49277587486774527,0.291533862944509,0.0032956159261787,0.9903286825499452,0.5007250117000259,0.2795292628562988,0.0028561822731987,0.9999336300380854,0.497536231884058,0.49722008474954865,0.0,1.0,0.5024637681159421,0.49722008474954865,0.0,1.0,0.51,0.5024183937956914,0.0,1.0,-0.17115758689553448,0.7302606111885332,-0.5735618384495009,-0.7302606111885331,0.5735618384495009,-0.9999999999999999,-0.7145244614657335,0.5792168831367908,-0.995523330456808,0.9955233304568081,0.3422410048662405,0.09539237088150694,4.60517018598809,0.5225176979223789,0.3837091301235216,0.1405520018645839,4.60517018598809,0.482065558883534,0.0,0.0,0.8261388110668977,0.3333333333333333,0.0,0.0,0.8261388110668977,0.6666666666666666,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.5114138884057662,0.4862130445435562,1.0,1.0,1.0,1.0,1.0,0.04,0.04,0.02,0.0,0.0,0.48,0.49,0.49,0.02,0.010666666666666666,1.0,0.010666666666666666,1.0,0,96.55605049029018,3,2,117.18291932887746,0.5,0,0.99,0.99,0.99,0.98,330:430,,,,,0.9652329732806466,0.9826164928620309,0.9826164928620309,0.9826164928620309
0.99328597871453,0,0.02205913887505514,0.025045758060963163,0,0.02244980807709373,0.06767701668415678,8.882968225191913e-07,8.882968225191913e-07,0.0,0,0.48365174059639715,0.2779304740647499,0.0013025758779124,0.9903286825499452,0.5349570015039452,0.28310529654564764,0.0028561822731987,0.9999336300380854,0.5042028985507246,0.49946047919092124,0.0,1.0,0.4957971014492753,0.49946047919092124,0.0,1.0,0.5,0.502518907629606,0.0,1.0,-0.1359982626398685,0.686361845828914,-0.6002089393843246,-0.686361845828914,0.6002089393843247,-1.0000000000000002,-0.6783869170280934,0.6016209871953929,-0.9976661946499155,0.9976661946499153,0.3395941579573829,0.05846656237878332,4.60517018598809,0.5046347354221299,0.40853533572091133,0.13469109880459398,4.60517018598809,0.5725484628841454,0.0,0.0,0.7909821980382308,0.6666666666666666,0.0,0.0,0.7909821980382308,0.3333333333333333,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.44249251436197856,0.47210638639169966,1.0,1.0,1.0,1.0,1.0,0.04,0.04,0.02,0.0,0.0,0.48,0.5,0.5,0.02,0.012666666666666666,1.0,0.012666666666666666,1.0,0,96.59806456855408,4,2,118.71677066766745,0.5,0,1.0,1.0,1.0,1.0,360:460,,,,,0.9734013780599476,0.9867006960138683,0.9867006960138683,0.9867006960138683
0.9787298953575012,0,0.022668329096762585,0.025979396891554582,0,0.07565891926306008,0.03502198126554122,0.00017238836591574266,0.0002297082938805153,0.0004000533461369923,0,0.49869089973250597,0.2735268730174752,0.0013025758779124,0.9740129283680152,0.5515767096782599,0.2839252275290594,0.0028561822731987,0.9999336300380854,0.5133333333333333,0.5001009999000303,0.0,1.0,0.48666666666666664,0.5001009999000303,0.0,1.0,0.49,0.5024183937956913,0.0,1.0,-0.07979861856960546,0.6858251219621452,-0.5519758679024926,-0.685825121962145,0.5519758679024926,-0.9999999999999997,-0.6772148793558285,0.555824103101531,-0.9977996078647101,0.9977996078647099,0.36454860439723624,0.06505376632093829,4.60517018598809,0.537871895320972,0.4147026120110702,0.11700892067804038,4.60517018598809,0.5939950372330385,0.0,0.0,0.7417626280628976,1.0,0.0,0.0,0.7417626280628976,0.0,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.4136649047776437,0.477935212551636,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.48,0.51,0.51,0.02,0.02266666666666667,0.999999998860035,0.02266666666666667,0.999999998860035,0,97.83494217803836,4,2,124.12314586805107,0.5,0,0.99,0.99,0.99,0.98,390:490,,,,,0.9669031774438926,0.9834516022418361,0.9834516022418361,0.9834516022418361
1.0,0,0.02002532678999886,0.026280610792758508,0,0.10674288847140757,0.07133499611996404,8.882968225191913e-07,8.882968225191913e-07,0.0,0,0.4752228280272415,0.26177329056640586,0.0013025758779124,0.9728652574739636,0.5325181841985553,0.284706933768654,0.0028561822731987,0.9906543891198314,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,-0.09268218683001707,0.6688192912276644,-0.5595975731293756,-0.6688192912276643,0.5595975731293756,-1.0000000000000002,-0.6688192912276643,0.5595975731293756,-1.0000000000000002,1.0,0.3612233179269029,0.0804364317362147,4.60517018598809,0.4912769923723323,0.3996529377306274,0.11723280477102264,4.60517018598809,0.5785783423175925,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.3932563445462928,0.467136331241972,1.0,1.0,1.0,1.0,1.0,0.02,0.02,0.02,0.0,0.0,0.5,0.5,0.5,0.02,0.018,0.9999999999999949,0.018,0.9999999999999949,0,98.12554425223016,5,2,123.95313118294372,0.5,0,0.98,0.98,0.98,0.96,420:520,,,,,0.9842408208269852,0.9921204168266303,0.9921204168266303,0.9921204168266303
0.9682275621678761,0,0.024748021290791768,0.023598987465771236,0,0.044823154460712666,0.17415625977267937,0.0007325065131103845,0.0008711917549167016,0.0016008541534707314,0,0.4951989270062618,0.2681459484011661,0.0013025758779124,0.9907842475298714,0.525755866027886,0.2859344409941622,0.0076171114241802,0.9895953512332006,0.52,0.5021167315686782,0.0,1.0,0.48,0.5021167315686782,0.0,1.0,0.48,0.5021167315686782,0.0,1.0,-0.08941431136088454,0.6598839666347684,-0.5504593094675071,-0.6598839666347686,0.550459309467507,-0.9999999999999999,-0.6598839666347686,0.550459309467507,-0.9999999999999999,1.0,0.3839036354446207,0.0906834971081409,4.60517018598809,0.4957502508550033,0.4177696911489194,0.22614014240519945,4.60517018598809,0.512022423605534,0.0,0.0,0.6923469670899615,1.0,0.0,0.0,0.6923469670899615,0.0,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.4253189659453098,0.5255115237503137,1.0,1.0,1.0,1.0,1.0,0.02,0.02,0.02,0.0,0.0,0.48,0.52,0.52,0.02,0.03266666666666666,0.9999125081834983,0.03266666666666666,0.9999125081834983,0,100.7459106939148,4,2,126.15476991989186,0.5,0,0.96,0.96,0.96,0.92,450:550,,,,,0.9388483108170148,0.9694241597655727,0.9694241597655727,0.9694241597655727
