psi_0,psi_1,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.04272427244446734,0.05846942287580374,0.058994613436872165,0.07837403323093353,0.0,0,0.03770698663441303,0.04338459282411081,1,0.9912685733724816,0,0.06066666666666667,0.8624369458118152,0.06066666666666667,0.8624369458118152,0,0.49061113825640595,0.28730823512846065,0.0110765614822212,0.9867021350190294,0.5159000144490394,0.2856103039895737,0.0097302786041214,0.996977282650486,0.4956895162455648,0.39388749835088427,0.0004344451633010449,0.9995079968760237,0.5043104837544353,0.39388749835088427,0.0004920031239764005,0.999565554836699,0.5,0.502518907629606,0.0,1.0,0.12953195720771354,0.7404124814565207,-0.4882665879946718,-0.7404124814565208,0.4882665879946716,-1.0,-0.652056072488011,0.40152017974897897,-0.9194943315292234,0.9194943315292232,0.37032697444831897,0.19756945566048717,4.60517018598809,0.4505495208515907,0.3963956002692304,0.19029897657194395,4.60517018598809,0.48368048827576887,0.19865435299009077,0.01341793005597004,4.60517018598809,0.49787566385289744,0.17842968006091178,0.00907928641714286,4.60517018598809,0.5021243361471026,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.42926085023623756,0.46097134061836403,0.882610132608452,0.882610132608452,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5,0.02,122.03889979374003,4,2,172.26647721571103,0.5,1.0,1,1.0,1.0,1.0,1.0,0:100,,,,,offline,0.9908304253441664,0.9954152199272248,0.9954152199272248,0.9954152199272248
0.03693126961547079,0.048881836091472584,0.06663454964383435,0.07109742067011855,0.0,0,0.03924856735424029,0.04750916487525529,1,0.9906131127971181,0,0.07066666666666667,0.7138750941844643,0.07066666666666667,0.7138750941844643,0,0.49700218298944315,0.29201587589131045,0.0110765614822212,0.9867021350190294,0.5185039749938634,0.30349809514217624,0.0097302786041214,0.9834033315608854,0.495396908507979,0.39125333338790663,0.00057796407272237,0.9998935485544459,0.504603091492021,0.39125333338790663,0.00010645144555406616,0.9994220359272776,0.5,0.502518907629606,0.0,1.0,0.09488075907731197,0.7060218799793734,-0.5416264703473357,-0.7060218799793734,0.5416264703473357,-1.0,-0.6064458136205579,0.45552106070091547,-0.917631795602231,0.9176317956022308,0.37340394754391726,0.20116462074628344,4.60517018598809,0.4859564848232353,0.3774043391413707,0.16719611940963047,4.60517018598809,0.4877930494494077,0.19266325954711294,0.011602578520689655,4.60517018598809,0.49787566385289744,0.1654059873820261,0.0037564706132895438,4.60517018598809,0.5021243361471026,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.49833279509413453,0.5057443562410405,0.8715193742791152,0.8715193742791152,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5,0.03,122.46863452437803,5,2,174.06278137996628,0.5,1.0,1,1.0,1.0,1.0,1.0,30:130,,,,,offline,0.9955686275475885,0.9977843216569451,0.9977843216569451,0.9977843216569451
0.06493059469873513,0.06581140060215578,0.05398310494256744,0.056575930921868266,0.0,0,0.03307726591177052,0.04882248187385206,1,0.9633249764858788,0,0.066,0.7871357929126765,0.066,0.7871357929126765,0,0.5115944223588706,0.2887257932702077,0.013401115094512,0.9867021350190294,0.5666176066576761,0.2981003900541966,0.0124813427716726,0.9834033315608854,0.481823337057873,0.3953036258937944,0.0006555142789734791,0.9998935485544459,0.5181766629421269,0.3953036258937944,0.00010645144555406616,0.9993444857210265,0.5,0.502518907629606,0.0,1.0,0.030749152162818066,0.7441243824210458,-0.5497321657653158,-0.7441243824210456,0.5497321657653158,-1.0,-0.6833666036256497,0.41812140654340696,-0.9205421057331115,0.9205421057331116,0.4000489493473256,0.2441151084303015,4.60517018598809,0.5027626427281373,0.43372304050997756,0.21574102719516328,4.60517018598809,0.6196453570224314,0.16139995100573112,0.009751143485606689,4.60517018598809,0.4716345250955426,0.1816302331747858,0.004258925613504289,4.60517018598809,0.5283654749044574,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.5243660084686803,0.5247552151127342,0.8754785486849481,0.8754785486849482,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5,0.02,118.15333102413675,5,2,166.33890375842043,0.5,1.0,1,1.0,1.0,1.0,1.0,60:160,,,,,offline,0.9973855919661554,0.9986928035541492,0.9986928035541492,0.9986928035541492
0.08456270525188977,0.07498142725584314,0.04475784265186196,0.05457030098083139,0.0,0,0.028323907170970365,0.042440990645411084,0,0.9683396154272234,0,0.07333333333333333,0.6705228675296391,0.07333333333333333,0.6705228675296391,0,0.534954553873999,0.2861279783813345,0.013401115094512,0.9977201170111584,0.5853081399722503,0.2913733986602323,0.0148832723864489,0.9877468427968444,0.4836047821451858,0.413073230324908,0.0006555142789734791,0.9998935485544459,0.5163952178548142,0.413073230324908,0.00010645144555406616,0.9993444857210265,0.5,0.502518907629606,0.0,1.0,-0.17080778292488896,0.802372441949621,-0.6241911494556228,-0.802372441949621,0.6241911494556228,-1.0,-0.7418072636348179,0.5075247870197065,-0.9347038503092961,0.9347038503092961,0.4231124025200798,0.25549212515374164,4.60517018598809,0.5615504280537853,0.4592230490805307,0.2380793257011494,4.60517018598809,0.6234856551509267,0.1442301832667538,0.008497022762932023,4.60517018598809,0.4716345250955426,0.1492617721254427,0.0033125068428567707,4.60517018598809,0.5283654749044574,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.49622325617141155,0.5035137655888,0.9180148782793462,0.9180148782793462,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5,0.02,110.3797282306461,4,2,144.47979986131784,0.5,1.0,1,1.0,1.0,1.0,1.0,90:190,,,,,offline,0.9964738656047875,0.998236932092878,0.998236932092878,0.998236932092878
0.07907820391648779,0.08290838960517906,0.08817405485225038,0.102915383142146,0.0004000533461369923,0,0.0276520741156156,0.03857384411778931,0,0.96488330311842,0,0.11333333333333333,0.16819948333192997,0.11333333333333333,0.16819948333192997,0,0.5313824787304645,0.2967043766398144,0.013401115094512,0.9977201170111584,0.5849896887260916,0.2994981983167936,0.0148832723864489,0.9890496685158808,0.4810727762525637,0.42990553419723726,0.0004064621950723435,0.9999067232491372,0.5189272237474362,0.42990553419723726,9.327675086275705e-05,0.9995935378049277,0.51,0.5024183937956914,0.0,1.0,-0.27020547494326896,0.8266771253883577,-0.6619230059085952,-0.8266771253883574,0.6619230059085952,-1.0,-0.7982993670081235,0.5371339758123597,-0.9477795179627009,0.9477795179627002,0.4127002411463487,0.24581604793982822,4.60517018598809,0.553778097753617,0.4606630763055933,0.260473857144675,4.60517018598809,0.6299089462528785,0.12053635233368454,0.006665994226439698,4.60517018598809,0.44383089184749885,0.12922638345124027,0.0022851307511130726,4.60517018598809,0.5561691081525011,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.5080830164141599,0.5347524953321019,0.9454219431259219,0.9454219431259219,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.49,0.02,103.06269976513181,4,2,127.763318332322,0.5,1.0,1,0.99,0.99,0.99,0.98,120:220,,,,,offline,0.9750958630528026,0.9875479333830499,0.9875479333830499,0.9875479333830499
0.06374456799364087,0.05178358761940633,0.13231339747972468,0.12438643513038877,0.0004000533461369923,0,0.031983072638931916,0.03442088903844848,0,0.9958967332801558,0,0.104,0.24732031082288608,0.104,0.24732031082288608,0,0.5234062815371311,0.30259411861530605,0.013401115094512,0.9977201170111584,0.5486709132211984,0.3069326344284778,0.0148832723864489,0.9890496685158808,0.49776045281263115,0.43548040367436336,0.0004064621950723435,0.9999067232491372,0.5022395471873689,0.43548040367436336,9.327675086275705e-05,0.9995935378049277,0.51,0.5024183937956914,0.0,1.0,-0.24800806167776956,0.8071231476418456,-0.6730282318351367,-0.8071231476418453,0.6730282318351364,-1.0,-0.7532047708672862,0.596388322297563,-0.9544954176344327,0.9544954176344329,0.3881176322586937,0.19057626378643655,4.60517018598809,0.540061773656441,0.4212327359313598,0.24607685053939934,4.60517018598809,0.6103818893310892,0.1306818415185086,0.006903070426684882,4.60517018598809,0.44383089184749885,0.1105694506510672,0.002205873074627321,4.60517018598809,0.5561691081525011,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.484596567545569,0.5755661944688835,0.959955749752621,0.959955749752621,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.49,0.02,101.58088798197892,4,2,125.48805375995968,0.5,1.0,1,0.99,0.99,0.99,0.98,150:250,,,,,offline,0.98502167147489,0.9925108377374147,0.9925108377374147,0.9925108377374147
0.1839793316434787,0.06172343046247437,0.12582829400589884,0.12160379720775322,0.0004000533461369923,0,0.030637614626771482,0.04535204274909626,1,0.9719109441711518,0,0.09866666666666667,0.3034694014291436,0.09866666666666667,0.3034694014291436,0,0.488042422507877,0.3159639741768889,0.0159321572788161,0.9949024769066904,0.5181504716713251,0.30594294049826604,0.0332076707440103,0.9890496685158808,0.4848666836778948,0.42978108040693774,0.0004064621950723435,0.9999067232491372,0.5151333163221051,0.42978108040693774,9.327675086275705e-05,0.9995935378049277,0.51,0.5024183937956914,0.0,1.0,-0.08768533938798714,0.8006429179549053,-0.5702693552369877,-0.8006429179549052,0.5702693552369875,-1.0,-0.777422943892777,0.4499726193998233,-0.9460645506367662,0.9460645506367659,0.35389163460811246,0.19426518662099915,4.60517018598809,0.42813436165496965,0.395059691443195,0.25472678472078164,4.60517018598809,0.5085131736656525,0.1359472386837278,0.007483584136397775,4.60517018598809,0.44383089184749885,0.1280310979459173,0.002523373732684142,4.60517018598809,0.5561691081525011,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.5876265445955605,0.5872343318817772,0.9512770390222092,0.9512770390222092,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.49,0.02,107.06437433801997,3,2,140.30619401564576,0.5,1.0,1,0.99,0.99,0.99,0.98,180:280,,,,,offline,0.9748696926254669,0.9874348493338791,0.9874348493338791,0.9874348493338791
0.13711157659489703,0.10417217097717849,0.0997424092000502,0.09868880404347194,0.0004000533461369923,0,0.029902779172912557,0.04724384826454212,1,0.9607937111782525,0,0.088,0.4405023539399526,0.088,0.4405023539399526,0,0.4758664971555593,0.29636031676438795,0.0159321572788161,0.989367566272119,0.5212131952043811,0.3012853820539236,0.0227046654471692,0.9890496685158808,0.47939846127509556,0.41909174250930253,0.00026662014138167933,0.9997686084775378,0.5206015387249044,0.41909174250930253,0.00023139152246216658,0.9997333798586183,0.51,0.5024183937956914,0.0,1.0,0.022042023898491997,0.7301820028054529,-0.5853073364103807,-0.7301820028054529,0.5853073364103806,-1.0,-0.684804459267598,0.48827921704518185,-0.9422832594421519,0.942283259442152,0.3569173320488231,0.20298634758785772,4.60517018598809,0.4049970231878357,0.39282640817143,0.228294948487473,4.60517018598809,0.5363867346253562,0.14901301309742582,0.007997308648819474,4.60517018598809,0.4690663076268232,0.16422086700000085,0.007150046433625638,4.60517018598809,0.5309336923731768,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.4932140126369338,0.5479289045238188,0.9224728663728086,0.9224728663728086,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.49,0.02,110.40997883440863,5,2,151.6830776719104,0.5,1.0,1,0.99,0.99,0.99,0.98,210:310,,,,,offline,0.9713801131491434,0.985690064564918,0.985690064564918,0.985690064564918
0.12641180898925292,0.060804593518866086,0.11329146149635555,0.11329146149635556,0.0,0,0.029019134099627704,0.05178127542125195,1,0.9526089127447062,0,0.09,0.4123850633073839,0.09,0.4123850633073839,0,0.46028716204287917,0.2879929724595712,0.0176613364148149,0.9964660385211692,0.5064935517473511,0.2919029514678619,0.0227046654471692,0.9874329874794944,0.47656954154362274,0.3942471647006416,0.00026662014138167933,0.999230082667202,0.5234304584563773,0.3942471647006416,0.0007699173327980107,0.9997333798586183,0.5,0.502518907629606,0.0,1.0,0.1522478410592983,0.6894005963847436,-0.5333242657396062,-0.6894005963847434,0.533324265739606,-1.0,-0.6419056172912382,0.4075663845196787,-0.9275459114923341,0.927545911492334,0.35198140727779703,0.22200711472128248,4.60517018598809,0.38584815111624116,0.38029070487617406,0.21652027497448778,4.60517018598809,0.5161350004834336,0.176155648164907,0.009211210584130346,4.60517018598809,0.5142559469201112,0.20123003205703627,0.013669033922636626,4.60517018598809,0.48574405307988877,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.45897973786166846,0.4991476258175884,0.8580907922818322,0.8580907922818322,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5,0.02,97.2047540747291,9,3,112.08608150750369,0.5,1.0,1,1.0,1.0,1.0,1.0,240:340,,,,,offline,1.0021512527793008,1.0010756300603592,1.0010756300603592,1.0010756300603592
0.0724025650119355,0.046471074990500676,0.08925932344548602,0.08925932344548602,0.0,0,0.028840568651518596,0.0422771198880162,0,0.9694493684005112,0,0.07,0.7245984877455988,0.07,0.7245984877455988,0,0.47235847006999326,0.28538256440171295,0.0215966594737935,0.9964660385211692,0.5107302496578872,0.28088014466445127,0.0227046654471692,0.9956675067217312,0.4845284078864806,0.4039696286068968,0.00026662014138167933,0.9998319343602735,0.5154715921135193,0.4039696286068968,0.00016806563972652033,0.9997333798586183,0.5,0.502518907629606,0.0,1.0,-0.010163630054446185,0.7276650458779469,-0.6033047429481622,-0.7276650458779469,0.6033047429481623,-0.9999999999999998,-0.6659059646295316,0.4952075318051705,-0.9386858217077363,0.9386858217077362,0.35771870095825836,0.21258508869382917,4.60517018598809,0.4049970231878357,0.40051407850047105,0.24719047923782664,4.60517018598809,0.4915229420658491,0.16711494435864785,0.008129236176531164,4.60517018598809,0.5142559469201112,0.17423523097535323,0.006297581160661066,4.60517018598809,0.48574405307988877,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.4590200519332195,0.47735437512352197,0.897119403830474,0.897119403830474,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5,0.02,112.18965917567157,4,2,154.9076602963985,0.5,1.0,1,1.0,1.0,1.0,1.0,270:370,,,,,offline,0.9926473897627334,0.996323701824429,0.996323701824429,0.996323701824429
