overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_2_0,correlation_2_1,correlation_3_0,correlation_3_1,correlation_3_2,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.8393384280063952,0,0.054024374745820204,0.05475366291034198,0,0.031856054201119054,0.06398568924922234,0.07061905958809395,0.0934335644630016,0.15474551024561628,0.11046831465132893,0.01823619620433515,0,0.4963917206343275,0.28620132795545533,0.0110765614822212,0.9867021350190294,0.4798977349041852,0.2910908251034962,0.0058872890796718,0.9984429356264126,0.5006478643730058,0.2741023611850032,0.027471164307286,0.9800687236150396,0.5148486893782366,0.2882432906700679,0.005763773697909,0.9834033315608854,0.5775084384375412,0.3823050317156169,0.000382995342390946,0.9991814889588587,0.4224915615624588,0.3823050317156169,0.0008185110411412558,0.999617004657609,0.39,0.4902071300001973,0.0,1.0,0.23764582261137165,0.056988100757563394,-0.01201992088748845,0.020330601192422908,0.059669953149646134,0.006751603702914508,0.7416200849483725,-0.404849589081183,0.023289026378272237,0.007718696785350935,-0.7416200849483725,0.404849589081183,-0.023289026378272317,-0.0077186967853508795,-1.0,-0.7006265575849195,0.2606006882365724,0.0022788600273106873,-0.0003102777019621994,-0.9081754779079567,0.9081754779079569,0.3755275398676218,0.20554950193575125,4.60517018598809,0.515663298352399,0.3474934952848336,0.13313453528860905,4.60517018598809,0.44546935110235814,0.3967671647005048,0.2522169350102834,4.60517018598809,0.5021351343691401,0.391043059985182,0.1790911753324303,4.60517018598809,0.5094602071870197,0.2699612285937026,0.012482887691978327,4.60517018598809,0.6370733393385231,0.148212777189826,0.01746967758250103,4.60517018598809,0.362926660661477,0.0,0.0,0.6687480868518094,0.0,0,0,0,0,0,0,0,0.4960482633251245,0.4681794341155199,0.4333806284165314,0.505486532996194,0.7818404269229321,0.7818404269229321,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.04,0.09266666666666666,0.3765804497458398,0.09266666666666666,0.3765804497458398,0,188.69892010008553,5,2,379.16390212753635,0.5,0,0.97,0.97,0.97,0.9372384937238494,0:100,,,,,0.9552019403101184,0.9783683653910825,0.9783683653910825,0.9783683653910825
0.8069541881084517,0,0.0595829121384292,0.057699108453145444,1,0.0376117184595745,0.0898237613409251,0.03737455319340134,0.06634134996235,0.12157002091860357,0.12157002091860356,0.01823619620433515,0,0.5170646788679057,0.3031090497075769,0.0110765614822212,0.9900636622971282,0.47273161861687235,0.30042185715666164,0.0058872890796718,0.9984429356264126,0.5006315620732604,0.29522502833772474,0.0145729070825055,0.9800687236150396,0.541343809898639,0.29321984952987146,0.0237244305917568,0.9962895496537664,0.593765007360429,0.3837210776347317,0.000382995342390946,0.9999097706466693,0.406234992639571,0.3837210776347317,9.022935333069545e-05,0.999617004657609,0.39,0.4902071300001973,0.0,1.0,0.2358759018059785,0.017132892260126858,0.005246216580095256,0.09635764935718116,-0.01563369986523111,0.012230656237919246,0.7230767036367169,-0.40709664614135266,-0.031143127572748838,0.09179531488939263,-0.723076703636717,0.4070966461413528,0.031143127572748768,-0.09179531488939267,-1.0000000000000002,-0.6741037144262546,0.2772776660320615,0.03492339193509107,-0.06886849688820768,-0.9147252654685515,0.9147252654685515,0.3899389298978334,0.21319262964159424,4.60517018598809,0.515663298352399,0.3375044803488322,0.13310116978963005,4.60517018598809,0.4297672285009746,0.37378402225627316,0.20257377769442822,4.60517018598809,0.4902198677714966,0.4188131747480929,0.2447783895431488,4.60517018598809,0.5603339787406527,0.28941232560036523,0.014989424218615597,4.60517018598809,0.6751206599842272,0.11903918527938,0.0036639113201027943,4.60517018598809,0.3248793400157728,0.0,0.0,0.6687480868518094,0.0,0,0,0,0,0,0,0,0.5492563476033591,0.5521770806718871,0.4970217008566755,0.5208794709269873,0.773151492883251,0.773151492883251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.04,0.10733333333333334,0.21636179531821592,0.10733333333333334,0.21636179531821592,0,188.12647860159564,4,2,378.9294142375621,0.5,0,1.0,1.0,1.0,1.0,30:130,,,,,0.975053222295026,0.9878099522903625,0.9878099522903625,0.9878099522903625
0.8384849262022043,0,0.05672781379907212,0.06064691319934551,0,0.15769953597353786,0.05356225968385208,0.03289340964675412,0.08671531853573711,0.07151915836798275,0.07161966172651779,0.005463484300428492,0,0.5291006806446583,0.3069723692235413,0.013401115094512,0.9900636622971282,0.49638337299056906,0.30504109900243787,0.0058872890796718,0.9984429356264126,0.474483882658754,0.2985786602484334,0.0145729070825055,0.972560015212324,0.5590186972573477,0.3015911786282161,0.0237244305917568,0.9962895496537664,0.578421642424362,0.38473699787929994,0.000382995342390946,0.9999097706466693,0.42157835757563794,0.38473699787929994,9.022935333069545e-05,0.999617004657609,0.42,0.49604496374885826,0.0,1.0,0.12701195412075159,0.1440655892399108,0.11982414088392104,0.04500953980760427,-0.12163594181259045,0.07632219492631334,0.7514457050530828,-0.45175007412230644,0.05552655508161874,0.09760635049950897,-0.7514457050530827,0.4517500741223063,-0.05552655508161871,-0.097606350499509,-0.9999999999999998,-0.7058081952706741,0.29956163513658873,-0.07784768057003005,-0.06290827736844179,-0.9183215319390952,0.9183215319390949,0.40726621693820103,0.240856111520747,4.60517018598809,0.5467815572217729,0.3530558972351887,0.14019361234051803,4.60517018598809,0.4846837557408161,0.34187471905168293,0.177992888540846,4.60517018598809,0.4688981195885096,0.4321207112078224,0.25853583983475004,4.60517018598809,0.622202018810281,0.25578420618558834,0.010883727754163734,4.60517018598809,0.67042031251124,0.11348184575632518,0.002847696422475539,4.60517018598809,0.3295796874887601,0.0,0.0,0.6802920001921535,0.0,0,0,0,0,0,0,0,0.5658213269949023,0.5373328757761331,0.5311111301181481,0.54751026548246,0.7728860924559022,0.7728860924559021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5800000000000001,0.04,0.094,0.35942946081476307,0.094,0.35942946081476307,0,187.0431016608786,6,2,371.5451033465515,0.5,0,1.0,1.0,1.0,1.0,60:160,,,,,0.9855687687150507,0.9927431414720094,0.9927431414720094,0.9927431414720094
0.8414119196110136,0,0.05664164538769904,0.06301849506624156,1,0.07727056719815469,0.06398985504807451,0.08471823443799907,0.06192968402340568,0.09898953324357443,0.08658424893530417,0.005463484300428492,0,0.5258396951360571,0.30450311578546896,0.013401115094512,0.9977201170111584,0.48511902914166705,0.3097826179454609,0.0058872890796718,0.9844701893562544,0.48393553613713786,0.303193593420236,3.395150582308215e-05,0.9992240329372808,0.5489842808098317,0.29544810417388534,0.0160914495036159,0.9962895496537664,0.5758536069010848,0.3791016209718478,0.000382995342390946,0.9999097706466693,0.4241463930989152,0.3791016209718478,9.022935333069545e-05,0.999617004657609,0.42,0.49604496374885826,0.0,1.0,0.10364315837633616,0.033462992136483856,0.0002612592094719192,0.0350240359937232,-0.15989216752993773,-0.008346106404077463,0.7211670881048969,-0.5020469582426905,0.0422979087866873,0.13265308832564895,-0.7211670881048967,0.5020469582426905,-0.04229790878668725,-0.13265308832564893,-1.0000000000000002,-0.6054349892070948,0.4164765785550026,-0.0235935659754583,-0.08274707790133051,-0.9106374552024766,0.9106374552024766,0.40164379657391264,0.23027759400887018,4.60517018598809,0.522301926384732,0.33425344648562627,0.13005167433104972,4.60517018598809,0.4810104115224755,0.313322293843314,0.0033282428710247175,4.60517018598809,0.5212139208198292,0.4227323418132404,0.23535698672648742,4.60517018598809,0.6032404500492226,0.2618341605538404,0.010100274559761403,4.60517018598809,0.6426723644293715,0.10916071596875247,0.002493490838754167,4.60517018598809,0.3573276355706286,0.0,0.0,0.6802920001921535,0.0,0,0,0,0,0,0,0,0.5760430968106223,0.5455239230029619,0.5605654873908994,0.4972200328444786,0.7473988004945002,0.7473988004945001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5800000000000001,0.04,0.114,0.1634166862613788,0.114,0.1634166862613788,0,188.9185231558119,6,2,379.40708484669904,0.5,0,1.0,1.0,1.0,1.0,90:190,,,,,0.988620746697213,0.994585610352607,0.994585610352607,0.994585610352607
0.9022029146857059,0,0.05133497050171495,0.06223861585309524,1,0.15773493733266603,0.03768441276950123,0.07144377038729947,0.05236970664408564,0.18977175586411751,0.15627420942564468,4.475541634486028e-05,0,0.5423114869275288,0.3103134936952291,0.013401115094512,0.9977201170111584,0.5135015834342113,0.3015697077523535,0.0148832723864489,0.9877468427968444,0.46371298911170095,0.30787122700355024,3.395150582308215e-05,0.9992240329372808,0.5570084046817733,0.2963418992782415,0.0160914495036159,0.9962895496537664,0.5484043513586685,0.3939188235816077,0.000636517086995303,0.9999188130816005,0.45159564864133145,0.3939188235816077,8.118691839958802e-05,0.9993634829130047,0.46,0.5009082659620331,0.0,1.0,-0.020796110661410603,-0.0030899972372526504,0.04214915176796577,0.060684357946151776,-0.107637676473063,0.0005165298426807243,0.7898249087777472,-0.5097384183320738,0.03802502903797999,0.07205513149942452,-0.7898249087777472,0.5097384183320738,-0.038025029037979975,-0.07205513149942448,-0.9999999999999999,-0.7157128341648461,0.3909529804119209,-0.04168822823863527,-0.049285933065126415,-0.9323514362715966,0.9323514362715963,0.42305156447115755,0.2581373722422305,4.60517018598809,0.5420328020372277,0.37848245384853607,0.18970825559529633,4.60517018598809,0.5021372976206777,0.2921413849872714,0.0033226417367422734,4.60517018598809,0.5123371327093622,0.44154219394394867,0.2724692259962561,4.60517018598809,0.5954527767528531,0.22749649994558052,0.011121190713240466,4.60517018598809,0.6193075254262941,0.101819281055497,0.0017853404993369438,4.60517018598809,0.380692474573706,0.0,0.0,0.6899437584583995,0.0,0,0,0,0,0,0,0,0.5771611509894448,0.5323435546108598,0.5606555187734892,0.5464504116577013,0.8372004071170671,0.8372004071170672,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.04,0.086,0.469635574279064,0.086,0.469635574279064,0,183.59049592386134,6,2,359.2185493111565,0.5,0,1.0,1.0,1.0,1.0,120:220,,,,,0.9976887308596203,0.9984837516086865,0.9984837516086865,0.9984837516086865
0.9317701109624192,0,0.04861927793454882,0.06091459090746276,0,0.06049969851991142,0.05794424005167911,0.04369927291813847,0.05802901827369686,0.1298950524810395,0.11643616301619099,0.0007149995084876534,0,0.5276207139863948,0.2979336388993001,0.013401115094512,0.9977201170111584,0.5112347208819275,0.294846113108305,0.0148832723864489,0.9877468427968444,0.4761222901763972,0.29774100777844903,3.395150582308215e-05,0.9992240329372808,0.528141077822973,0.30128012392233366,0.0160914495036159,0.9890496685158808,0.5342146385997036,0.3996198183110053,0.000636517086995303,0.9999188130816005,0.4657853614002964,0.3996198183110053,8.118691839958802e-05,0.9993634829130047,0.47,0.5016135580465918,0.0,1.0,-0.023201285387406494,-0.016334341414256808,-0.017848833002783095,0.005910949128273115,-0.1233143772799136,-0.13286583170832594,0.7694471223952977,-0.5321344641215184,0.023043197397860517,0.04533399300344209,-0.7694471223952976,0.5321344641215185,-0.023043197397860517,-0.04533399300344199,-0.9999999999999999,-0.679635341216135,0.45187262978456066,-0.009859962077545404,-0.06211256051220087,-0.9383807133674484,0.9383807133674487,0.4105281892352469,0.2428333711515066,4.60517018598809,0.5052653309455176,0.3789503164172434,0.19213126427033014,4.60517018598809,0.5021372976206777,0.30889203663616704,0.0033206424429336624,4.60517018598809,0.5010402646999375,0.41112988815765467,0.2535240572974945,4.60517018598809,0.5147858233072038,0.22406400175063793,0.012800987480231703,4.60517018598809,0.6044501565542071,0.11559749824207327,0.0019215416104916563,4.60517018598809,0.39554984344579297,0.0,0.0,0.6913460990017393,0.0,0,0,0,0,0,0,0,0.5310338559089194,0.5195806562342813,0.47061059637759134,0.5400841163798933,0.8454504529859305,0.8454504529859305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.04,0.056666666666666664,0.9096380377206669,0.056666666666666664,0.9096380377206669,0,183.21359431962293,10,2,356.88350139560566,0.5,0,1.0,1.0,1.0,1.0,150:250,,,,,0.9962145417855696,0.9977676414051572,0.9977676414051572,0.9977676414051572
0.9226458194422674,0,0.04979810955184361,0.05652548863388296,0,0.099419259583523,0.045077778399794426,0.10305325401174953,0.06772241965484757,0.09980807312721697,0.09980807312721697,0.034947730574473625,0,0.47015267603899374,0.29784657324590613,0.0493630851244933,0.9949024769066904,0.5204558112332589,0.2801456119481361,0.0106299363678239,0.9877468427968444,0.46358253794020327,0.2956667092681614,0.0115429017618186,0.9885857072887896,0.49931338501249023,0.31039296431652097,0.0160914495036159,0.9890496685158808,0.45996266221792786,0.4123247657646012,0.000636517086995303,0.9999188130816005,0.5400373377820721,0.4123247657646012,8.118691839958802e-05,0.9993634829130047,0.55,0.49999999999999994,0.0,1.0,-0.08641186606250856,-0.11032129043613476,0.007840271691174,0.06871844804867727,-0.050525611937794854,0.011367135330397338,0.7978843449704045,-0.5559635091813864,-0.10640103294220304,0.030604656614559664,-0.7978843449704046,0.5559635091813866,0.10640103294220295,-0.030604656614559578,-1.0,-0.7728189706770396,0.41406024970926225,0.14668803649134726,-0.027708145289835347,-0.9431040130321091,0.9431040130321093,0.36261355885757746,0.25558217021211976,4.60517018598809,0.39685927280634425,0.4031139704683232,0.21149197932239094,4.60517018598809,0.5461496626570171,0.32761733617202843,0.14998476897233362,4.60517018598809,0.42765545889252365,0.3714136543003769,0.21897068569286937,4.60517018598809,0.46681957549675074,0.15290983273272432,0.010881974137391857,4.60517018598809,0.3074174485075002,0.15919097944845736,0.002385903300149691,4.60517018598809,0.6925825514924998,0.0,0.0,0.6881388137135884,1.0,0,0,0,0,0,0,0,0.5406740426003335,0.4757087635129047,0.4527868301080135,0.5597821158434352,0.9012432528752213,0.9012432528752212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.44999999999999996,0.04,0.128,0.08570030459765807,0.128,0.08570030459765807,0,179.99547977089958,2,2,343.0129468012759,0.5,0,0.98,0.98,0.98,0.959758551307847,180:280,,,,,0.9841155718307851,0.9923542598910863,0.9923542598910863,0.9923542598910863
0.9370303078869789,0,0.0512081259826194,0.057969094663467224,0,0.13271421583194531,0.051378587677220755,0.06670013638718349,0.07336548157351558,0.05494533711660808,0.04424508879844612,0.02784266042115141,0,0.4519395833880852,0.29109414824664054,0.0493630851244933,0.991529030111402,0.5176579925797512,0.28968560267486976,0.0106299363678239,0.9834468157364914,0.47912234436159395,0.2910920453375717,0.0149954268775667,0.9885857072887896,0.466365494484627,0.30336985378821907,0.0385418659856398,0.9890496685158808,0.466535566913686,0.4037668193395355,0.00032030872384702924,0.9997805477175195,0.533464433086314,0.40376681933953545,0.00021945228248054056,0.999679691276153,0.54,0.5009082659620331,0.0,1.0,0.04590413045672323,-0.05668515331496729,-0.024895329415596915,-0.044840085539174644,0.08554246460155523,0.03381611583009035,0.7201273808178756,-0.5696759789656062,-0.10030003896097113,-0.08856983900037321,-0.7201273808178756,0.5696759789656062,0.10030003896097109,0.08856983900037321,-1.0,-0.685348328851248,0.4341495036682021,0.1349928944770346,0.07144273176819563,-0.9343407577725907,0.9343407577725907,0.34395902505404596,0.23707588313046984,4.60517018598809,0.3757788465494757,0.3858240364322581,0.1851746067985499,4.60517018598809,0.561224797271128,0.3543885779532926,0.17977619943719825,4.60517018598809,0.4239565986391153,0.3390098487185961,0.20686306702861199,4.60517018598809,0.43916366836265974,0.1544865740944125,0.00812525395201872,4.60517018598809,0.40200749619781534,0.1917495521104024,0.007631719902160191,4.60517018598809,0.5979925038021847,0.0,0.0,0.6899437584583995,1.0,0,0,0,0,0,0,0,0.5048049040827234,0.5105039862750824,0.4717550366078387,0.5273552280206247,0.8973160540769309,0.8973160540769309,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.45999999999999996,0.04,0.12533333333333332,0.09747643909691286,0.12533333333333332,0.09747643909691286,0,182.70386413769518,3,2,357.2499427853546,0.5,0,0.98,0.98,0.98,0.9598715890850722,210:310,,,,,0.9692426190871927,0.9847286389315554,0.9847286389315554,0.9847286389315554
0.9969439760699081,0,0.05389956409083398,0.05674574859051416,0,0.1146866419331085,0.09202251306130467,0.1371356321400033,0.10575477969811581,0.06816706131528345,0.04878764152122208,0.007530001915740955,0,0.4681206867033928,0.2989929650704755,0.0198222809853039,0.9964660385211692,0.5141393437360697,0.29507804217827516,0.0106299363678239,0.9834468157364914,0.4827971708074127,0.28754308250479377,0.0149954268775667,0.9885857072887896,0.45017878804707867,0.29305299387715905,0.0385418659856398,0.9998678254739308,0.5015321099202157,0.40001122041056214,0.00014456223790559886,0.9994535967202012,0.49846789007978437,0.40001122041056214,0.0005464032797988025,0.9998554377620944,0.5,0.502518907629606,0.0,1.0,0.11424413963487116,0.01848310283504327,-0.0018749998214148999,-0.011346375211027224,0.02122343672149564,0.13782814271088586,0.7059850812484162,-0.5312483402436228,0.011642941247174594,-0.03748951378139305,-0.7059850812484162,0.5312483402436228,-0.011642941247174608,0.03748951378139309,-0.9999999999999998,-0.6644897102753125,0.3996822754947956,0.002068811201821473,0.009630385838848657,-0.9293010415291774,0.9293010415291775,0.346003220371288,0.20397255889806956,4.60517018598809,0.39906195147934,0.37811953575850715,0.180696049429468,4.60517018598809,0.5728830231381146,0.36681848801599654,0.2036770869483306,4.60517018598809,0.42669823586646005,0.32350262355047826,0.19305754212186757,4.60517018598809,0.4386927117344881,0.17623858878145354,0.0056884636910947,4.60517018598809,0.5176406289239885,0.17878768632430408,0.00990720791999803,4.60517018598809,0.48235937107601146,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,0,0.49490276376417286,0.5074247220261405,0.4701704950470541,0.5282188550214955,0.8793176895727374,0.8793176895727374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.04,0.082,0.530603523827492,0.082,0.530603523827492,0,185.1389456954174,4,2,367.14096277079074,0.5,0,0.98,0.98,0.98,0.96,240:340,,,,,0.967667530929979,0.983394108401232,0.983394108401232,0.983394108401232
0.881110321251,0,0.05000851761858451,0.054066991552239325,0,0.19802024297008353,0.07251019874315323,0.1015902773361141,0.08512645438320163,0.06462490092148744,0.061115131693246484,0.0028821833909960055,0,0.5097087390351472,0.3073679323333218,0.0036617446651119,0.9964660385211692,0.5131285070333275,0.2933557722946749,0.0106299363678239,0.9834468157364914,0.4723031983318357,0.2807191232603226,0.0201772804098162,0.9819308219051546,0.4500175111267986,0.29067925131940203,0.0111301116686454,0.9998678254739308,0.5615521279872233,0.41154969972448224,0.00014456223790559886,0.9997370715773669,0.4384478720127767,0.41154969972448224,0.0002629284226331073,0.9998554377620944,0.43,0.497569851956243,0.0,1.0,0.002409218451177375,0.12920967223660443,0.043184036551399914,0.032579802352039784,0.0008661905298635613,-0.03142839496634544,0.7314229791627389,-0.586559726478897,0.07834552670644565,0.003046013282101411,-0.731422979162739,0.586559726478897,-0.07834552670644562,-0.0030460132821014405,-1.0,-0.6684902856406656,0.4988231471213877,-0.10288305028748963,0.024371964254226837,-0.9425744613940841,0.9425744613940836,0.35490066693030964,0.12244120530930609,4.60517018598809,0.5481407582252272,0.37923713513960955,0.18354920005867248,4.60517018598809,0.5538443171872931,0.36045619751343994,0.21398670422847624,4.60517018598809,0.418240677734807,0.32625914826229685,0.1806079142007975,4.60517018598809,0.4195236083437486,0.19089982893639482,0.004517668158699272,4.60517018598809,0.6873657696911035,0.12293394348823096,0.006929047656340924,4.60517018598809,0.31263423030889637,0.0,0.0,0.683314913574166,0.0,0,0,0,0,0,0,0,0.5086819956848687,0.5040495571149785,0.44416540716536296,0.5237000799219873,0.8928811042778738,0.8928811042778738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5700000000000001,0.04,0.05266666666666667,0.9466985485315179,0.05266666666666667,0.9466985485315179,0,180.03049218641883,3,2,351.6224060677216,0.5,0,0.99,0.99,0.99,0.9795417348608838,270:370,,,,,0.9776811761699334,0.9889581538167405,0.9889581538167405,0.9889581538167405
