distance_class_1,distance_class_0,u_detect_drift_flag,psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_2_0,correlation_2_1,correlation_3_0,correlation_3_1,correlation_3_2,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.04348638703136821,0.054798927509961876,0,0.06436295800386271,0.062237265360899297,0.09435203804047547,0.08552338919460618,0.0020758521239835712,0.00506749273799112,0.0004000533461369923,0,0.9870238008929423,0,0.06133333333333333,0.8537084342276315,0.06133333333333333,0.8537084342276315,0,0.4910889399018168,0.2849697402674108,0.0035842900678431,0.9800025253883556,0.553245985642564,0.29901284366249126,0.0049200287315729,0.9983312196929643,0.5371510260886734,0.28588528820111503,0.0133170927660238,0.998215133778698,0.4306476453844785,0.30208772506707593,0.009035149373075,0.988217246293677,0.4921395116745157,0.4833068402243923,3.00000089999998e-14,0.9999998999999902,0.5078604883254844,0.4833068402243923,1.0000000994736041e-07,0.9999999999999699,0.51,0.5024183937956914,0.0,1.0,-0.048400226445134344,0.015779265815940722,-0.025063806444536686,0.06510029108527528,-0.1434831273188123,0.01846601503064426,0.7283834875976641,-0.4792286824190002,0.014318503504309429,0.14630445715460488,-0.7283834875976641,0.47922868241899996,-0.014318503504309282,-0.14630445715460494,-1.0000000000000002,-0.7102774851451704,0.45313404107533484,-0.010445395967923368,-0.17443394754770974,-0.9830992684208487,0.9830992684208488,0.3693310601723353,0.14515851352956693,4.60517018598809,0.4566487563752623,0.43721262125696114,0.2031802900920694,4.60517018598809,0.5374183997000238,0.4231926419332202,0.24648683559864407,4.60517018598809,0.5949427838384056,0.28499589434358075,0.12106002436857306,4.60517018598809,0.368762785448507,5.81688215087491e-06,1.0697103896820661e-13,2.9094200038555265,0.4219453857927974,0.0030484802881764164,4.076977260028842e-07,2.9094200038555265,0.5780546142072025,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0,0,0.5161352054217513,0.5423008395134388,0.48725521266818583,0.5172379318824742,0.999999328595871,0.9999993285958708,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,176.2836142049925,5,2,332.66707834213724,0.5,1.0,1,0.99,0.99,0.99,0.98,0:100,,,,,offline,0.9664719749959436,0.9832360023796315,0.9832360023796315,0.9832360023796315
0.049787720487047354,0.05353061394992326,0,0.023265039005533436,0.050245300824150727,0.11395454201893339,0.021632697325351877,0.008774082527229218,0.00660671356071369,0.0004000533461369923,0,0.988988249292727,0,0.038,0.9986452761433494,0.038,0.9986452761433494,0,0.5064479447075748,0.26884115949529475,0.0136397902666278,0.9800025253883556,0.5376944297570192,0.2989098364525938,0.0049200287315729,0.9983312196929643,0.5261634004924973,0.30576159608318676,0.0133170927660238,0.998215133778698,0.4562815855747458,0.30206122401141183,0.009035149373075,0.988217246293677,0.5066645554266367,0.4828820781677083,3.00000089999998e-14,0.9999998999999902,0.49333544457336326,0.4828820781677083,1.0000000994736041e-07,0.9999999999999699,0.51,0.5024183937956914,0.0,1.0,0.0406096947614295,0.0537833821285145,-0.04819420299814575,0.012282781792106304,-0.16256003029581878,-0.029326831703005714,0.6762916048543943,-0.4675323130441983,0.02083527635871847,0.13033927239731805,-0.6762916048543941,0.46753231304419807,-0.020835276358718492,-0.13033927239731807,-0.9999999999999999,-0.6540285401924624,0.4534784417205504,-0.01998755987777616,-0.14282869719633484,-0.9808462909064801,0.9808462909064801,0.40574341982553036,0.24621735004838635,4.60517018598809,0.5009517425967249,0.40922944896137936,0.16755640433178987,4.60517018598809,0.5374183997000238,0.3916920148467876,0.20631075726338016,4.60517018598809,0.5851838844472663,0.30663417142551297,0.12578365662928787,4.60517018598809,0.4260843674319661,1.757256526083428e-05,1.2957245742238327e-13,3.2446568044024673,0.4530479341322694,0.0027985732071908916,4.422522252299365e-07,3.2446568044024673,0.5469520658677306,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0,0,0.42803740485402453,0.5279877597782547,0.5526207553697311,0.5547903950672977,0.9999986391543074,0.9999986391543074,1.0,1.0,1.0,1.0,1.0,0.58,0.58,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,178.9610073127957,7,2,342.16855394457514,0.5,1.0,1,0.99,0.99,0.99,0.98,30:130,,,,,offline,0.9766078605023677,0.9883039410394809,0.9883039410394809,0.9883039410394809
0.04858118234992274,0.05180137892284891,0,0.06605328746051879,0.07049953579912341,0.19954367513375576,0.07050074476108881,0.005374221968019116,0.001931427954255383,0.0016008541534707314,0,0.995319742939663,0,0.042,0.9944994132022645,0.042,0.9944994132022645,0,0.4886214118816067,0.2751756599915641,0.0136397902666278,0.9915439761310714,0.5212888137708069,0.2904391331914841,0.0042656789547356,0.9963200944582428,0.52872588028602,0.3085619960618217,0.0163966336428554,0.998215133778698,0.4543978370150542,0.3026659931170809,0.009035149373075,0.995539332535889,0.49715005344479274,0.48585265422370283,3.00000089999998e-14,0.9999998999999902,0.5028499465552073,0.48585265422370283,1.0000000994736041e-07,0.9999999999999699,0.52,0.5021167315686782,0.0,1.0,-0.02311034666416562,-0.012084790834405798,0.009454350181155414,0.022270374339764847,-0.22314809043767336,0.0200176113263646,0.645482261258571,-0.5631850361255336,-0.05747620327499979,0.20499955935994085,-0.6454822612585709,0.5631850361255336,0.05747620327499984,-0.20499955935994094,-1.0,-0.6203740049516849,0.5560853312015732,0.04012771450431554,-0.20565256271278837,-0.9827352952760892,0.9827352952760895,0.3780031332218746,0.21213476456816083,4.60517018598809,0.5044393914696046,0.3956346367583438,0.1542636087531668,4.60517018598809,0.5176125587810136,0.3952125320891639,0.2192847395695881,4.60517018598809,0.5576982171102669,0.29503144129562037,0.10524285933857236,4.60517018598809,0.3988923139998198,9.515544966135952e-06,1.1287222437180749e-13,3.1187153741805855,0.4219453857927974,0.002877274814096841,4.4083591024868147e-07,3.1187153741805855,0.5780546142072025,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.453179687101405,0.5195136151928985,0.5934616211559727,0.5469161210039615,0.9999989889638262,0.999998988963826,1.0,1.0,1.0,1.0,1.0,0.55,0.55,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,175.90025815586324,4,2,333.04646672182014,0.5,1.0,1,0.98,0.98,0.98,0.96,60:160,,,,,offline,0.9672208179942565,0.9836104235485618,0.9836104235485618,0.9836104235485618
0.04951113740350749,0.04713309476845543,0,0.05092279283136766,0.05196572705800523,0.06722814079902101,0.047345704054017564,0.012910935690522039,0.005936800204730926,0.0004000533461369923,0,0.9986950444120549,0,0.048,0.9760919265369822,0.048,0.9760919265369822,0,0.49465527675992554,0.27685511538759555,0.0136397902666278,0.9915439761310714,0.5195219352653692,0.28404117165525483,0.0042656789547356,0.9843192141329729,0.502698943591621,0.30225911837827885,0.0099727375343561,0.9958755109737472,0.46225438929534013,0.3067213805929014,0.009035149373075,0.9973608499939606,0.5008080732547738,0.4925645138523688,3.00000089999998e-14,0.9999998999999902,0.49919192674522606,0.4925645138523687,1.0000000994736041e-07,0.9999999999999699,0.51,0.5024183937956914,0.0,1.0,-0.06441249422003317,0.11479021347377867,0.07910655833528796,-0.10751469157097565,-0.18207304935974752,-0.0316010403313923,0.6621990501250726,-0.5591935760888189,0.07709353742676536,0.05173444627355899,-0.6621990501250726,0.5591935760888188,-0.0770935374267653,-0.05173444627355887,-1.0000000000000002,-0.6583496178806721,0.5437610882331098,-0.08098345803952876,-0.04865088991430355,-0.9915800839210129,0.9915800839210129,0.37656056007583594,0.202256178130552,4.60517018598809,0.5044393914696046,0.38820123051652883,0.14176373754656607,4.60517018598809,0.513277591311611,0.36794396000964374,0.17843657141692784,4.60517018598809,0.5290499887965987,0.2961055637477204,0.1017323660827691,4.60517018598809,0.4181784869420923,1.076866407046766e-05,1.1727669381690209e-13,3.2013047750602426,0.432482291055994,0.0023448028876568855,4.555046752084776e-07,3.2013047750602426,0.567517708944006,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0,0,0.44558779040504753,0.4806715581757969,0.5264164429654896,0.5016237911660735,0.9999989889637988,0.9999989889637988,1.0,1.0,1.0,1.0,1.0,0.57,0.57,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,174.13733233454076,5,2,329.5512304336818,0.5,1.0,1,0.99,0.99,0.99,0.98,90:190,,,,,offline,0.9773880748534834,0.9886940453738144,0.9886940453738144,0.9886940453738144
0.04823774173330928,0.04699957698978455,0,0.0877700007059,0.13966550803538877,0.06950949457647447,0.07166232540670944,0.0046354282220319116,0.007643081649709199,0.0004000533461369923,0,0.993300626980707,0,0.056,0.9165579171845993,0.056,0.9165579171845993,0,0.48233790319634245,0.296929329484464,0.0069366055406169,0.9915439761310714,0.5029868094005411,0.28664728421442875,0.0042656789547356,0.9996858445291238,0.4820950162167007,0.29845282988183686,0.0099727375343561,0.9958755109737472,0.4766375375368916,0.30953654580259776,0.0087137098913228,0.9973608499939606,0.49583037168898814,0.49397308993605343,3.00000089999998e-14,0.9999998999999902,0.5041696283110118,0.4939730899360533,1.0000000994736041e-07,0.9999999999999699,0.51,0.5024183937956914,0.0,1.0,-0.11758274666731115,0.12589578175248117,0.02935669339737863,-0.12002463826389631,-0.05893550130513803,-0.09745677634480046,0.7342185074774937,-0.5398883825808184,0.15127842890059737,-0.03387593596031389,-0.7342185074774937,0.5398883825808183,-0.1512784289005974,0.03387593596031393,-1.0000000000000002,-0.7363065356654426,0.5177017827867426,-0.15905540542371482,0.04045511715579445,-0.9941593914801284,0.9941593914801282,0.3496833819817806,0.1567092545271383,4.60517018598809,0.4907077797271302,0.36019340068894556,0.12459833564859212,4.60517018598809,0.5015517533025414,0.3478080382978157,0.1580147244811042,4.60517018598809,0.44730032544905135,0.3158791599336558,0.11965139156942133,4.60517018598809,0.4734151579677714,5.795230841247954e-06,1.0502987100625708e-13,2.9525613128834145,0.3321577360176171,0.0017481973434904183,3.775715707663389e-07,2.9525613128834145,0.6678422639823829,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0,0,0.5206640008014208,0.5112871477526442,0.4780918405981186,0.5156708993479487,0.9999998819805218,0.9999998819805217,1.0,1.0,1.0,1.0,1.0,0.51,0.51,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,171.9412142706289,5,2,318.619651980091,0.5,1.0,1,0.99,0.99,0.99,0.98,120:220,,,,,offline,0.969528725833742,0.9847643747285232,0.9847643747285232,0.9847643747285232
0.04697917500975262,0.0447055255452369,0,0.04977688066478482,0.10810923144927809,0.07680343386181729,0.04615422802783576,0.01687443068730817,0.03415463614251498,0.0016008541534707314,0,0.9771029477353211,0,0.09266666666666666,0.3765804497458398,0.09266666666666666,0.3765804497458398,0,0.48145281122480704,0.2821383688356747,0.0069366055406169,0.9656952540144156,0.5096080632219862,0.29075335383706846,0.0042656789547356,0.9996858445291238,0.5077026130929091,0.294551940586908,0.0099727375343561,0.9958755109737472,0.4906349742225979,0.3057895422501215,0.0087137098913228,0.9973608499939606,0.4858221581767293,0.49398184820187796,3.00000089999998e-14,0.9999998999999902,0.5141778418232706,0.49398184820187796,1.0000000994736041e-07,0.9999999999999699,0.52,0.5021167315686782,0.0,1.0,-0.1589009698961031,0.10714734285406455,0.01601133228907914,-0.06271227935907218,0.059460440490374626,-0.05743391826549102,0.7462937085569967,-0.5654370356083053,0.163215321578226,-0.05509923270625641,-0.7462937085569966,0.5654370356083053,-0.16321532157822588,0.05509923270625652,-0.9999999999999999,-0.7466534991835704,0.5446600659763686,-0.16117634892167626,0.04572068903696867,-0.9942404071680796,0.9942404071680797,0.3630599047392984,0.1792331356642573,4.60517018598809,0.4915729553360734,0.370195103542505,0.13763710521548558,4.60517018598809,0.5202090792915189,0.37279728545630636,0.16516948670751375,4.60517018598809,0.5177164639784356,0.3427707967587764,0.14163800314308045,4.60517018598809,0.47062823347744476,2.658450696856023e-06,9.394824640269704e-14,2.8659214760085066,0.14470866135690108,0.0018729802500250727,3.831774678322946e-07,2.8659214760085066,0.8552913386430989,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.47649287483134967,0.5442712130985234,0.4665392130020216,0.5174090448877723,0.999999822583282,0.9999998225832819,1.0,1.0,1.0,1.0,1.0,0.49,0.49,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,171.1448616130449,4,2,314.07577933383106,0.5,1.0,1,0.98,0.98,0.98,0.96,150:250,,,,,offline,0.964286361359514,0.982143195459053,0.982143195459053,0.982143195459053
0.04699264496452126,0.04324099848842982,0,0.028037769607917522,0.1147034448138417,0.10464992188677028,0.045776256258755914,0.04122699450995998,0.06550075692806635,0.003604329355261904,0,0.9706558063300681,0,0.11266666666666666,0.17309230689753188,0.11266666666666666,0.17309230689753188,0,0.5105782313384063,0.29764795118672777,0.0069366055406169,0.9656952540144156,0.5494364581089743,0.29255982929841073,0.0170008225369361,0.9996858445291238,0.5136860154295604,0.29446108319254594,0.0099727375343561,0.991250114330899,0.5245016994130083,0.2899744850914444,0.0087137098913228,0.9973608499939606,0.48098891900379726,0.49132147439783397,3.00000089999998e-14,0.9999998999999902,0.5190110809962027,0.4913214743978339,1.0000000994736041e-07,0.9999999999999699,0.53,0.5016135580465918,0.0,1.0,-0.22303948186066988,0.08342604941360303,-0.03238985746807968,-0.03979090733858401,0.02811541115941451,-0.06024224195126206,0.808142612739724,-0.5373445688972134,0.10231507824639212,-0.00874057903815591,-0.8081426127397241,0.5373445688972132,-0.10231507824639217,0.008740579038155975,-0.9999999999999999,-0.8002714753122555,0.5182912567597668,-0.11209914854017237,-0.007726213241262828,-0.9896262764676064,0.9896262764676064,0.38271740975225516,0.18252723451331232,4.60517018598809,0.5218103412190674,0.42203371993134997,0.2204231808480358,4.60517018598809,0.5558746276194004,0.3828023628439456,0.1775895552334099,4.60517018598809,0.5122544903944197,0.4084720697121627,0.21214589238730738,4.60517018598809,0.4935962720407248,1.6193725628525635e-06,8.748899578208357e-14,2.6507581987765265,0.1749457550012541,0.0018070301850187933,3.44115819239455e-07,2.6507581987765265,0.8250542449987459,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0,0,0.5162694142625668,0.4884829136956801,0.475581943875594,0.493552412058544,0.9999998999999602,0.99999989999996,1.0,1.0,1.0,1.0,1.0,0.44,0.44,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.04,171.60556055108762,4,2,311.9593491343167,0.5,1.0,1,0.97,0.97,0.97,0.94,180:280,,,,,offline,0.9608456912835812,0.9804228643030195,0.9804228643030195,0.9804228643030195
0.046619902374868634,0.045659490707059415,0,0.06615418082155132,0.10429604338160253,0.08421568467337211,0.06392685041835745,0.01687443068730817,0.03415463614251498,0.003604329355261904,0,0.9709522813376446,0,0.12266666666666666,0.1105685328077744,0.12266666666666666,0.1105685328077744,0,0.5099579154304277,0.2973112521967942,0.0195592346168202,0.9913092203457864,0.5616811925784444,0.28572408379075265,0.0107065583870806,0.9952058225398768,0.5524584087533635,0.29894056197181157,0.0075120607769337,0.9889384198963376,0.4997423816398643,0.27548104946548274,0.0131001817322492,0.9961513474095064,0.48219827647081315,0.4888708191513354,3.00000089999998e-14,0.9999998999999902,0.5178017235291867,0.4888708191513354,1.0000000994736041e-07,0.9999999999999699,0.53,0.5016135580465918,0.0,1.0,-0.06157393389042171,-0.030550219210321087,-0.12899806684758622,0.01028906989260962,-0.00189016135373448,-0.06170584183578954,0.7830344352718542,-0.45975168006977846,0.03367471757607761,0.05983253484693392,-0.7830344352718545,0.4597516800697785,-0.03367471757607759,-0.05983253484693385,-1.0000000000000002,-0.7683857195549204,0.4440102575939664,-0.038528973130699064,-0.08785704839452828,-0.9857517933091813,0.9857517933091812,0.38620596262931906,0.21988727928684226,4.60517018598809,0.5196599332781088,0.4396912186056471,0.2121794158844248,4.60517018598809,0.5750825704090523,0.41614028732976444,0.17748000785466073,4.60517018598809,0.5701496108108373,0.3986413167850598,0.24628193374499066,4.60517018598809,0.4568540316948656,1.592865349696e-06,9.289939646916741e-14,2.8239354390749636,0.3177685701853179,0.0020087150621848748,3.7095214550623953e-07,2.8239354390749636,0.6822314298146821,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0,0,0.5323437876710269,0.4740428878788659,0.5293039571011078,0.4759881899845616,0.9999998267445835,0.9999998267445834,1.0,1.0,1.0,1.0,1.0,0.48,0.48,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.04,175.15571420117902,5,2,325.98217383877693,0.5,1.0,1,0.97,0.97,0.97,0.94,210:310,,,,,offline,0.9478093074188594,0.9739046809033476,0.9739046809033476,0.9739046809033476
0.04531293955871594,0.0459432651537754,0,0.09372345781283076,0.09705621709995066,0.056100391427556545,0.05315000918897126,0.000408219945202552,0.0008004270767353657,0.0016008541534707314,0,0.9786175590753685,0,0.08266666666666667,0.5202183194277594,0.08266666666666667,0.5202183194277594,0,0.5097996820585413,0.29648800237581496,0.0017226892996771,0.9913092203457864,0.5396029603633722,0.26992576568781895,0.0011120471711572,0.9952058225398768,0.5540964259978122,0.29787222436568933,0.0075120607769337,0.9878488530766102,0.48077754468940986,0.28138668899270447,0.0015285572459347,0.9961513474095064,0.48669512656452796,0.4838908547574922,3.00000089999998e-14,0.9999998999999902,0.513304873435472,0.4838908547574921,1.0000000994736041e-07,0.9999999999999699,0.52,0.5021167315686782,0.0,1.0,-0.009867781007890679,-0.07930201948461883,-0.024203450808505455,0.10602426264010191,-0.15809941551495946,-0.009046755081456397,0.7606704887776369,-0.43553196444049286,-0.10117778334569624,0.2211463381507872,-0.7606704887776368,0.435531964440493,0.1011777833456962,-0.22114633815078724,-0.9999999999999997,-0.7273478675257642,0.4336644632896473,0.11502399824138873,-0.2433623285178102,-0.9850942265371028,0.9850942265371024,0.37639487080552786,0.10127650129381734,4.60517018598809,0.5113438943353174,0.42418726102966103,0.07859356023175727,4.60517018598809,0.5605869171201605,0.4240342908226815,0.20399485304002335,4.60517018598809,0.5814586670099784,0.3620096789509723,0.09307433614484042,4.60517018598809,0.4568540316948656,5.304912666450028e-06,1.1136987439827007e-13,3.037718310487533,0.3177685701853179,0.002034615462377587,3.7600390132679065e-07,3.037718310487533,0.6822314298146821,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.5168093186826518,0.43212976720527246,0.5283298696678242,0.4498863341247832,0.9999998062496115,0.9999998062496114,1.0,1.0,1.0,1.0,1.0,0.53,0.53,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,173.51427444196472,5,2,326.96231994589147,0.5,1.0,1,0.98,0.98,0.98,0.96,240:340,,,,,offline,0.9627231489061271,0.9813615939049701,0.9813615939049701,0.9813615939049701
0.04493668732867805,0.04765830710648144,0,0.12944719432846125,0.060776649221083875,0.04486052197178119,0.07005142289322153,0.004200287635945467,0.007643081649709199,0.0,0,0.9972877905299281,0,0.056,0.9165579171845993,0.056,0.9165579171845993,0,0.47768762367298967,0.2971583778615745,0.0017226892996771,0.9913092203457864,0.511428506699032,0.2711184708704224,0.0011120471711572,0.9952058225398768,0.5449621449370152,0.28500917077711263,0.0075120607769337,0.9960335585558848,0.49234916959673414,0.29507049639675836,0.0015285572459347,0.9992716009908617,0.4983543248824096,0.484127886947956,3.00000089999998e-14,0.9999998999999902,0.5016456751175903,0.484127886947956,1.0000000994736041e-07,0.9999999999999699,0.5,0.502518907629606,0.0,1.0,0.10011439805339128,-0.06010064896240552,-1.9700587457560015e-05,0.10147039196028007,-0.09138187627265199,-0.0872132098452764,0.7424105611156899,-0.3784259703041519,-0.1076767049077184,0.18534003148623854,-0.7424105611156899,0.37842597030415176,0.10767670490771844,-0.18534003148623848,-1.0,-0.7217417541306765,0.36120344577459107,0.1361137703451282,-0.19571228894117157,-0.988290323037052,0.9882903230370519,0.34044675102819305,0.09519962235886999,4.60517018598809,0.44917846242485776,0.3964239717294563,0.07667018063829419,4.60517018598809,0.48823866450971626,0.4239425823073521,0.2048077006660457,4.60517018598809,0.5667409544268959,0.35141347907401926,0.07918220386825812,4.60517018598809,0.47656214794224183,9.347329735152711e-06,1.301453536045057e-13,3.161101517849122,0.4914476705449584,0.0020142874704783095,3.703888848513919e-07,3.161101517849122,0.5085523294550416,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,0,0.538620159853769,0.43018535287139603,0.4944157241037342,0.48490025806150494,0.9999998834080421,0.999999883408042,1.0,1.0,1.0,1.0,1.0,0.56,0.56,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.04,174.28464796935953,4,2,333.8355127367416,0.5,1.0,1,0.98,0.98,0.98,0.96,270:370,,,,,offline,0.9651020428501811,0.9825510366180329,0.9825510366180329,0.9825510366180329
