distance_class_True,distance_class_False,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_0,psi_1,psi_2,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,correlation_1_0,correlation_2_0,correlation_2_1,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_0_2,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_2,correlation_predict_proba_1_predict_proba_0,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,2_gmean,2_hmean,2_entropy,2_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,0_nr_outliers,1_nr_outliers,2_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,0_iqr,1_iqr,2_iqr,predict_proba_0_iqr,predict_proba_1_iqr,0_uniqueness_ratio,1_uniqueness_ratio,2_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,0_sparsity,1_sparsity,2_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
4.688401698181485,3.541253504718264,1,0.5904895169312762,0,0.14051904050236394,0.21074619709293085,0.16952621497595427,0.09570945715099928,0.09911872302070521,0.009378069066362918,1,5.127857116987615,2.9299838775362823,0.0611916207911567,9.992365014457366,5.168868938722309,3.0111960938624867,0.0290997622456978,9.993075898234183,4.199949699592541,3.1026839851043517,0.0165994655928614,9.920771130721636,0.2928411610230034,0.342511921023258,0.0020869995204773352,0.9336908281957758,0.7071588389769964,0.34251192102325795,0.0663091718042241,0.9979130004795226,-0.008287341288683511,0.030253215292764597,0.08486849405538167,-0.5719086990457872,-0.6429632460672583,0.022196021661452455,0.5719086990457871,0.6429632460672582,-0.02219602166145265,-1.0,3.919864813150482,1.7293194901093683,4.60517018598809,5.26115167003903,3.8544080865891797,1.2709095504217245,4.60517018598809,4.890076243046186,2.640692962737041,0.6003278901548196,4.60517018598809,3.5122786508576196,0.11470970477062016,0.030109317803912558,4.5913072423768915,0.10225512015886806,0.5482479029661848,0.33510437796202064,4.5913072423768915,0.8977448798411319,0,0,0,0,0,5.0073899901301875,5.012736178361555,5.490037197748708,0.5190800990133094,0.5190800990133093,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.03,0.10533333333333333,0.23456322711342426,0.10533333333333333,0.23456322711342426,0,111.37316727249319,10,4,143.01313768132906,0.5,0,0.96,0.96,0.96,0.9030538051381484,0:100,,,,,offline,0.9284975806322321,0.9706441098039474,0.9706441098039474,0.9706441098039474
4.374499408047437,3.3451126570478813,0,0.8324862096574106,0,0.10614956378314426,0.0953448466818236,0.18231312687972792,0.09729881378442085,0.09989163976372167,0.0009213850599740003,0,5.198873138890429,2.9733935260837496,0.1129788066192261,9.992365014457366,5.21394402039493,2.9098321772059537,0.1201448155361395,9.993075898234183,4.525283005384587,3.0405515263576715,0.0165994655928614,9.912916361670964,0.307145529965672,0.353653678390203,0.0017041257506897267,0.9418509279050953,0.692854470034328,0.35365367839020295,0.05814907209490456,0.9982958742493102,0.11863284501028766,0.02690641256441536,-0.07886056000883143,-0.617555520409548,-0.6910771946706267,0.11960884390332066,0.6175555204095479,0.6910771946706267,-0.11960884390332077,-1.0000000000000002,4.023749767808978,2.262300699163489,4.60517018598809,5.141318990416195,3.990282005486973,2.121392375502483,4.60517018598809,5.441931988940107,3.029080330266567,0.7873491903090309,4.60517018598809,3.8956896511605814,0.1058851187835612,0.021522517505826455,4.577444298765693,0.10159318011106103,0.5281129218870034,0.3197062364560514,4.577444298765693,0.898406819888939,0,0,0,0,0,5.026090354432222,4.759233929766607,5.480444804929018,0.6896540588379877,0.6896540588379874,1.0,1.0,1.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.03,0.08533333333333333,0.47955896131481696,0.08533333333333333,0.47955896131481696,0,129.29647375801235,7,3,186.71892012673248,0.5,0,0.98,0.98,0.98,0.9532710280373832,30:130,,,,,offline,0.9537288992380257,0.9808265193507518,0.9808265193507518,0.9808265193507518
4.311826384191809,2.967485507634255,0,0.5588945677789012,0,0.10126833384792322,0.08103302718548891,0.22445682940935974,0.17819469643000707,0.18501201920745353,0.009378069066362918,1,5.024525247164806,3.127885058900084,0.1099422954251971,9.992365014457366,5.1863026047229575,2.7334005831197565,0.1201448155361395,9.89052764679359,5.005606497804734,2.7656493473163692,0.3845128051126412,9.963133253003654,0.30290407574298434,0.3372134130501752,0.0017041257506897267,0.9418509279050953,0.6970959242570154,0.3372134130501752,0.05814907209490456,0.9982958742493102,0.03949655924289358,-0.09622099782364972,-0.030023272289336198,-0.6113249488515745,-0.6493533764407509,0.14390960977780767,0.6113249488515745,0.6493533764407508,-0.14390960977780792,-1.0,3.4825813467856164,1.461210126300363,4.60517018598809,5.184348300794694,4.050919524866098,2.170972073750103,4.60517018598809,5.6266675371837795,3.9861647915314284,2.714647733545459,4.60517018598809,4.876363626830365,0.10904362752778873,0.02136634002546886,4.5913072423768915,0.11143805425265077,0.548786529695608,0.3448721590314183,4.5913072423768915,0.8885619457473493,0,0,0,0,0,5.356909368381677,4.451994957251779,5.016430690980412,0.5754375342679329,0.5754375342679329,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.03,0.08733333333333333,0.45010414315176694,0.08733333333333333,0.45010414315176694,0,136.4993013669242,9,3,204.55072922193432,0.5,0,0.95,0.95,0.9500000000000001,0.8801534036433365,60:160,,,,,offline,0.8867195196565834,0.954254856573554,0.954254856573554,0.954254856573554
4.283810783838035,3.3498829123947607,0,0.5719963126454116,0,0.1084211906734521,0.050310477383827545,0.16732366625563638,0.1742699353047084,0.17144061492057122,0.014282131321713007,0,5.192634300796978,3.0109433551871025,0.1099422954251971,9.918490316811756,5.379279380839992,2.794103727178324,0.2018370832372373,9.759287887250702,5.093261743058,2.875979795796311,0.0555220327577665,9.963133253003654,0.28962862215357377,0.3277998616739967,0.0017041257506897267,0.9492576847777626,0.710371377846426,0.32779986167399666,0.050742315222237405,0.9982958742493102,0.07555697663319182,-0.08603972058559699,0.075037782033538,-0.6451976903441294,-0.6417819340198336,0.002443852825500892,0.6451976903441294,0.6417819340198334,-0.0024438528255009855,-1.0,3.6905007018908758,1.6307511440522338,4.60517018598809,5.4057223543414965,4.232318435420171,2.5392793460622944,4.60517018598809,5.738663236132185,3.6751460601156887,1.3576400626203926,4.60517018598809,5.419692233109783,0.09937027602526377,0.020704728831756267,4.5913072423768915,0.10090119844063988,0.571884241545394,0.36423457473594867,4.5913072423768915,0.89909880155936,0,0,0,0,0,5.0463006736390135,4.642315623260516,4.986648243703302,0.5616405716141081,0.561640571614108,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.03,0.09266666666666666,0.3765804497458398,0.09266666666666666,0.3765804497458398,0,136.9603162851003,3,3,208.24052588123067,0.5,0,0.95,0.95,0.9500000000000001,0.8776908023483366,90:190,,,,,offline,0.8964543359931201,0.958077050118233,0.958077050118233,0.958077050118233
4.392756486363455,3.247833688748352,0,0.44993033978915065,0,0.05460766849189991,0.0659997253482335,0.10314758383117392,0.1131967979732755,0.11036747758913826,0.04551308276228254,0,5.3952515006411526,2.947850897367656,0.1099422954251971,9.948425292403906,5.4363202507635515,2.854493121151387,0.1154927542066497,9.759287887250702,4.820809866516959,2.9245379384798627,0.0555220327577665,9.963133253003654,0.2609641096867287,0.31638124431335696,0.0029311316215312137,0.9492576847777626,0.7390358903132714,0.3163812443133569,0.050742315222237405,0.9970688683784688,5.930143365088183e-05,-0.05482046245021446,-0.017094920446700534,-0.5839669953625621,-0.6466382123194132,0.048630938923064256,0.5839669953625622,0.6466382123194132,-0.048630938923064436,-0.9999999999999998,4.0347720195272085,1.8759092286952552,4.60517018598809,5.852452575169771,4.251082653729803,2.35821809643633,4.60517018598809,5.939568384378431,3.232768212835677,1.0367222915584862,4.60517018598809,4.561953589203769,0.09269006681683545,0.022642912357799586,4.60517018598809,0.08985811616172096,0.6028536522308472,0.3781159301449428,4.60517018598809,0.9101418838382789,0,0,0,0,0,5.049256106189343,5.068315043486416,4.498898771963516,0.3794172172681579,0.3794172172681578,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12333333333333334,0.10716668111527175,0.12333333333333334,0.10716668111527175,0,136.39742800332044,6,3,209.36266856855838,0.5,0,0.97,0.97,0.97,0.9166666666666666,120:220,,,,,offline,0.9134751932036226,0.9675231382274521,0.9675231382274521,0.9675231382274521
4.7391765220999975,3.2628526659543136,1,0.48010665978177236,0,0.11980753525264942,0.15084841518280823,0.14997333683576675,0.14579007720945972,0.14497363731905463,0.06894830800045748,0,5.645402421780958,2.931562904424562,0.0586625870592816,9.948425292403906,5.426224768739562,3.0356184516510787,0.1154927542066497,9.938974860196137,5.07385461788708,3.0329337033380366,0.0555220327577665,9.807858295486556,0.24625814772066282,0.31306289010096683,0.0029311316215312137,0.9492576847777626,0.7537418522793371,0.3130628901009668,0.050742315222237405,0.9970688683784688,-0.011764188603978811,-0.05031336118877964,-0.05418723894596279,-0.5815744594786205,-0.6312185264535667,0.021811125942723476,0.5815744594786207,0.6312185264535668,-0.021811125942723553,-1.0000000000000002,4.129227742348451,1.2509203586561382,4.60517018598809,6.010384538301722,4.084592181844324,2.1523925378834186,4.60517018598809,5.877786687583729,3.373245644657389,1.0420307132907862,4.60517018598809,5.345900671003999,0.08498163014831284,0.021965176271407656,4.5913072423768915,0.09326261068855426,0.6139997101023074,0.37195625206243255,4.5913072423768915,0.9067373893114457,0,0,0,7,7,4.783261146999109,5.454634755228713,4.7728703477463785,0.35074059382348016,0.3507405938234801,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.03,0.124,0.10385175970824312,0.124,0.10385175970824312,0,135.74167837495392,7,3,209.38837767707992,0.5,0,0.97,0.97,0.97,0.9112426035502958,150:250,,,,,offline,0.914935563407934,0.970289459303867,0.970289459303867,0.970289459303867
4.398747444758293,2.7484726913563446,0,0.4341869304388133,0,0.09247715633330315,0.17025009310303119,0.09372373274732917,0.05453497418197317,0.04488833102038948,0.04551308276228254,0,5.491843691746588,2.8237317822257517,0.0586625870592816,9.948425292403906,5.530961589392937,3.0228570891261906,0.1154927542066497,9.938974860196137,4.915147577069269,2.8722815756266935,0.083104528018989,9.798971342416603,0.24725430701352064,0.3231847712438633,0.0029523827891595306,0.9437442882990937,0.7527456929864792,0.32318477124386324,0.056255711700906125,0.9970476172108405,0.0027654585301321788,0.03967454801871383,-0.0843381897305596,-0.5808233325789198,-0.6369836058090027,-0.02313550533169628,0.5808233325789199,0.6369836058090029,0.02313550533169614,-1.0,4.240455818127232,1.5620074380715419,4.60517018598809,5.686740469484321,4.305907559896231,2.4076626962889516,4.60517018598809,5.429332710584086,3.463078512824033,1.3064185374852935,4.60517018598809,4.610556874918591,0.08821268741971032,0.02460862066007511,4.5913072423768915,0.08542638902401306,0.60658746386018,0.37206763809794857,4.5913072423768915,0.914573610975987,0,0,0,21,21,4.12398999934166,5.938109882332779,4.427828013973671,0.25315719266554837,0.25315719266554826,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.03,0.11266666666666666,0.17309230689753188,0.11266666666666666,0.17309230689753188,0,128.47623564718305,7,3,188.4240281673446,0.5,0,1.0,1.0,1.0,1.0,180:280,,,,,offline,0.9572836672987987,0.984964653884934,0.984964653884934,0.984964653884934
4.550084218553187,2.473070661242674,0,0.4812139877743462,0,0.12479250031779074,0.2593915471923737,0.11978353847670045,0.17573484919175675,0.1217105070773507,0.04551308276228254,1,5.3907695886089595,2.8866913709385646,0.0586625870592816,9.99850010073587,5.715941820584379,2.9433128383818725,0.3539978027103319,9.938974860196137,5.181235173140042,2.8213874589509356,0.1112315313835177,9.798971342416603,0.24493822533480603,0.31635496767586496,0.003002855604544369,0.9437442882990937,0.7550617746651939,0.3163549676758649,0.056255711700906125,0.9969971443954556,-0.0441598829424718,-0.04212041231605101,0.002752928427897713,-0.572586822107538,-0.6010383443107538,0.03282325300900148,0.5725868221075378,0.601038344310754,-0.03282325300900161,-1.0000000000000004,4.088158276899605,1.493915716685274,4.60517018598809,5.365654310167232,4.666024558938303,3.239173575422225,4.60517018598809,5.347271406978535,3.911771568250113,1.8236215791828188,4.60517018598809,4.9632302264633745,0.0843963933116719,0.02340755639888488,4.577444298765693,0.07537647259862162,0.6245339752955161,0.41531307766858483,4.577444298765693,0.9246235274013781,0,0,0,19,19,4.4458761447070625,5.6411351409842645,4.49836512927198,0.2688691847774682,0.268869184777468,1.0,1.0,1.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.03,0.12266666666666666,0.1105685328077744,0.12266666666666666,0.1105685328077744,0,131.33351058733973,7,3,199.06857411924594,0.5,0,0.98,0.98,0.98,0.9435665914221218,210:310,,,,,offline,0.9319975236406514,0.976308104184702,0.976308104184702,0.976308104184702
4.866128233541195,2.8461271822124536,1,0.5978728581574049,0,0.07732365984574048,0.20631417684496503,0.14026110693083388,0.11065976672512362,0.08670265601528833,0.027468420240935765,1,5.063829707608416,2.975324189768096,0.0589096768728814,9.99850010073587,5.540164965701589,2.9736037974531495,0.1795128594354911,9.83727167309322,4.950931836804277,2.9845304575872125,0.1112315313835177,9.971742163666326,0.27055028680384763,0.32984426751033136,0.0009070782606348158,0.9598726580397947,0.729449713196152,0.3298442675103313,0.04012734196020532,0.9990929217393653,-0.07948978220797373,0.05101355934286323,0.033175410966721414,-0.592944036237239,-0.586972566693183,-0.08387616766282927,0.592944036237239,0.5869725666931831,0.08387616766282921,-1.0000000000000002,3.743760198486406,1.7073640241560193,4.60517018598809,5.117326798421877,4.409882082208585,2.774517889976823,4.60517018598809,5.359639536079017,3.5909263200488115,1.6784927029708827,4.60517018598809,4.607679072201178,0.09879808125950111,0.023080936182995476,4.5913072423768915,0.10501401805524223,0.5806337884746767,0.3526498458348248,4.5913072423768915,0.8949859819447576,0,0,0,0,0,4.950453214608567,5.586121482069906,5.323127524160772,0.41797719323705157,0.4179771932370514,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.03,0.084,0.4997034806004861,0.084,0.4997034806004861,0,131.17608003098294,9,3,194.4682192210591,0.5,0,0.97,0.97,0.97,0.9211356466876972,240:340,,,,,offline,0.9387307453044809,0.977425171143484,0.977425171143484,0.977425171143484
5.042376528085238,2.8188331140304834,1,0.49852046089954105,0,0.04042666895607068,0.09237665297476813,0.10928868095147964,0.13968166388191652,0.05645717273567926,0.014282131321713007,0,5.12597798331792,3.011195459444679,0.3300369115991652,9.99850010073587,5.494687977984075,2.833168543129149,0.1795128594354911,9.750893140311767,4.820484857472253,3.1182808824576247,0.1112315313835177,9.971742163666326,0.2776302410822313,0.3285510343798682,0.0009070782606348158,0.9598726580397947,0.7223697589177687,0.3285510343798682,0.04012734196020532,0.9990929217393653,-0.08502901322094533,0.15643142994051246,-0.03248271144439915,-0.5818706368337068,-0.5801367546815396,-0.14435664373493465,0.5818706368337069,0.5801367546815397,0.1443566437349346,-1.0000000000000002,3.904654147812044,2.4207911623642264,4.60517018598809,5.06847343575015,4.459053657987177,2.886807681903726,4.60517018598809,5.589721853216972,3.342120264938505,1.5183156228312074,4.60517018598809,4.645963941206352,0.09811586372680403,0.01856296508275604,4.5913072423768915,0.11246955070237402,0.5820238675857219,0.372372836097656,4.5913072423768915,0.8875304492976259,0,0,0,0,0,5.29116331782442,5.208818742173191,5.788075843705719,0.5650106107365799,0.5650106107365798,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.03,0.09,0.4123850633073839,0.09,0.4123850633073839,0,132.56046694910492,8,3,195.06762724696387,0.5,0,0.97,0.97,0.97,0.9248496993987976,270:370,,,,,offline,0.9303824599131085,0.972704218982875,0.972704218982875,0.972704218982875
