Airline_mean,Airline_std,Airline_min,Airline_max,Flight_mean,Flight_std,Flight_min,Flight_max,AirportFrom_mean,AirportFrom_std,AirportFrom_min,AirportFrom_max,AirportTo_mean,AirportTo_std,AirportTo_min,AirportTo_max,DayOfWeek_mean,DayOfWeek_std,DayOfWeek_min,DayOfWeek_max,Time_mean,Time_std,Time_min,Time_max,Length_mean,Length_std,Length_min,Length_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_Flight_Airline,correlation_AirportFrom_Airline,correlation_AirportFrom_Flight,correlation_AirportTo_Airline,correlation_AirportTo_Flight,correlation_AirportTo_AirportFrom,correlation_DayOfWeek_Airline,correlation_DayOfWeek_Flight,correlation_DayOfWeek_AirportFrom,correlation_DayOfWeek_AirportTo,correlation_Time_Airline,correlation_Time_Flight,correlation_Time_AirportFrom,correlation_Time_AirportTo,correlation_Time_DayOfWeek,correlation_Length_Airline,correlation_Length_Flight,correlation_Length_AirportFrom,correlation_Length_AirportTo,correlation_Length_DayOfWeek,correlation_Length_Time,correlation_predict_proba_0_Airline,correlation_predict_proba_0_Flight,correlation_predict_proba_0_AirportFrom,correlation_predict_proba_0_AirportTo,correlation_predict_proba_0_DayOfWeek,correlation_predict_proba_0_Time,correlation_predict_proba_0_Length,correlation_predict_proba_1_Airline,correlation_predict_proba_1_Flight,correlation_predict_proba_1_AirportFrom,correlation_predict_proba_1_AirportTo,correlation_predict_proba_1_DayOfWeek,correlation_predict_proba_1_Time,correlation_predict_proba_1_Length,correlation_predict_proba_1_predict_proba_0,correlation_predict_Airline,correlation_predict_Flight,correlation_predict_AirportFrom,correlation_predict_AirportTo,correlation_predict_DayOfWeek,correlation_predict_Time,correlation_predict_Length,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,Airline_gmean,Airline_hmean,Airline_entropy,Airline_median,Flight_gmean,Flight_hmean,Flight_entropy,Flight_median,AirportFrom_gmean,AirportFrom_hmean,AirportFrom_entropy,AirportFrom_median,AirportTo_gmean,AirportTo_hmean,AirportTo_entropy,AirportTo_median,DayOfWeek_gmean,DayOfWeek_hmean,DayOfWeek_entropy,DayOfWeek_median,Time_gmean,Time_hmean,Time_entropy,Time_median,Length_gmean,Length_hmean,Length_entropy,Length_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,Airline_nr_outliers,Flight_nr_outliers,AirportFrom_nr_outliers,AirportTo_nr_outliers,DayOfWeek_nr_outliers,Time_nr_outliers,Length_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,Airline_iqr,Flight_iqr,AirportFrom_iqr,AirportTo_iqr,DayOfWeek_iqr,Time_iqr,Length_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,Airline_uniqueness_ratio,Flight_uniqueness_ratio,AirportFrom_uniqueness_ratio,AirportTo_uniqueness_ratio,DayOfWeek_uniqueness_ratio,Time_uniqueness_ratio,Length_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,Airline_sparsity,Flight_sparsity,AirportFrom_sparsity,AirportTo_sparsity,DayOfWeek_sparsity,Time_sparsity,Length_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,precision,recall,f1-score,kappa,last_precision,last_recall,last_f1-score,last_kappa,predicted
9.548,5.333304804728503,0.0,17.0,2275.084,2030.4215317368314,1.0,7801.0,144.346,77.29089316450009,1.0,292.0,145.726,78.75753724992722,2.0,290.0,3.0,0.0,3.0,3.0,483.954,15.325167038069917,456.0,510.0,140.226,75.64314118813952,27.0,410.0,0.7752906834873252,0.12001195447143866,0.0,1.0,0.22470931651267478,0.12001195447143863,0.0,1.0,0.052,0.22213812222431645,0.0,1.0,0.11798286726912927,0.027353791762739558,-0.06350420259199545,0.08133387749129127,-0.09262299950754639,-0.03439762008892441,,,,,-0.1306249087517203,0.034851207591442036,-0.05304950710703255,-0.03104302272508311,,-0.27080946167685105,-0.37342198998726495,0.029718084416254967,0.12694508093376605,,0.06403625475077031,-0.0009474579318721536,-0.037447270002073554,-0.29867129298756206,-0.028224530283022915,,0.03391242710401276,-0.06050235777459974,0.0009474579318722123,0.03744727000207326,0.298671292987562,0.02822453028302297,,-0.03391242710401693,0.06050235777459964,-1.0000000000000002,0.003805514599443756,0.050356166088931925,0.08687037366717193,0.0430407994951072,,-0.011058250832155574,0.08961099568955742,-0.8403913472851565,0.8403913472851566,0.0,0.0,2.608268018648182,11.0,1300.0059556942608,150.59717367743093,6.7914629006514815,1683.5,112.75948026077654,58.156602449368684,4.290646991706372,153.0,115.03005796562286,70.26802669551243,4.34125076604674,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,483.71126080929054,483.4682694597611,3.026903121674007,482.5,122.79578437454886,108.07061146826685,5.050050027839917,120.0,0.0,0.0,0.6841558034055351,0.8081023454157783,0.0,0.0,0.6841558034055351,0.19189765458422176,0.0,0.0,0.20436253747814223,0.0,0,70,0,0,0,0,48,178,178,52,10.0,2348.0,129.0,134.0,0.0,27.0,91.25,0.0,0.0,0.0,0.018,0.918,0.148,0.152,0.001,0.054,0.254,0.006,0.006,0.002,0.02300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.01100000000000001,0.02300000000000002,0.948,0.001,2258.374160924159,29,3,5578.9758298229735,0.729,0.729,0.729,0.0,,,,,0.01646115337955041
9.724,5.215844038027693,0.0,17.0,2359.593,2075.992214104866,1.0,7801.0,139.608,80.0131266507967,1.0,292.0,145.703,79.21523745369224,2.0,290.0,3.0,0.0,3.0,3.0,498.832,13.893912941170202,475.0,520.0,139.33,75.9174984214217,27.0,410.0,0.7245225325061273,0.1606300237009959,0.0,1.0,0.2754774674938727,0.16063002370099588,0.0,1.0,0.115,0.31918157352340515,0.0,1.0,0.06526791870371451,0.05392612636783731,-0.07057650205306001,0.04924404347710707,-0.05357982675308809,-0.007006156113612345,,,,,-0.08691594480437781,0.043164107696448684,-0.08042514432511837,0.0018218168238733137,,-0.25370206660602435,-0.34430475014602263,0.020748299050284212,0.1428647336522357,,0.03331520347634902,0.03256622424088501,-0.0019622667117396406,-0.100784050760432,-0.07636920632762191,,-0.39596623407461357,-0.12267020746580845,-0.03256622424088493,0.0019622667117396085,0.10078405076043181,0.07636920632762186,,0.3959662340746148,0.12267020746580834,-0.9999999999999999,-0.07471425198802825,-0.00960969688039298,-0.04785448720605561,0.08793602662165909,,0.241819511620157,0.2168793738804873,-0.7942445927718202,0.7942445927718202,0.0,0.0,2.613357829765002,12.0,1323.8316401075317,133.5103427071736,6.7923259468688375,1719.0,105.45577128399873,52.57171053849738,4.206393835323212,148.0,114.30240615223796,66.21348970622435,4.410080541924435,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,498.63816639191145,498.4438549186126,2.898493205939213,500.0,121.91664113418106,107.31901019468363,5.0691612699512625,120.0,0.0,0.0,1.6646927874353763,0.8081023454157783,0.0,0.0,1.6646927874353763,0.19189765458422176,0.0,0.0,0.35684301838834576,0.0,0,12,0,0,0,0,54,131,131,115,10.0,2609.25,129.0,134.25,0.0,25.0,90.0,0.12754678986022272,0.12754678986022266,0.0,0.018,0.919,0.15,0.156,0.001,0.046,0.25,0.028,0.028,0.002,0.02300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.007000000000000006,0.02300000000000002,0.885,0.001,2195.777426664672,45,4,5166.401268707724,0.693,0.693,0.693,0.021233182426831698,,,,,0.022132532537436946
9.528,5.179192991194674,0.0,17.0,2386.894,2116.9092047948925,1.0,7801.0,136.669,82.67384352625324,0.0,292.0,147.214,79.66997872165845,2.0,290.0,3.0,0.0,3.0,3.0,513.012,12.941535432062894,490.0,536.0,140.218,76.94619674287478,27.0,404.0,0.6547033144471466,0.18111058378097475,0.0,1.0,0.3452966855528534,0.18111058378097472,0.0,1.0,0.183,0.3868600013708585,0.0,1.0,0.051003029220973065,0.12848170095416273,-0.027922493286108553,0.059413395941888374,-0.010964645535622927,0.010424840590104685,,,,,-0.07950061544218008,-0.023713683521200384,-0.0019675493426253654,0.03106872402959633,,-0.23503452053319251,-0.3267829324156246,0.04613747183056879,0.12994955167502625,,-0.008025298359771298,0.050875160791861405,0.041663804790259315,-0.06492633046407849,-0.08686472730899787,,-0.5755006817828249,-0.18673753883869548,-0.050875160791861246,-0.041663804790259315,0.06492633046407847,0.08686472730899793,,0.5755006817828257,0.1867375388386955,-1.0,-0.1501904219748952,-0.07286581304730404,-0.03647519560729081,0.09609641127847544,,0.28727140960759096,0.3470048922861465,-0.7483717432437483,0.7483717432437487,0.0,0.0,2.6144354829317717,10.5,1349.7015552784862,213.50038574917946,6.809668177416215,1680.5,0.0,0.0,4.098192786601899,135.0,115.34253398730885,63.426063674122716,4.424690945080433,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,512.8488147799184,512.6855468049496,2.905829716795759,512.0,122.69319265138279,108.25416567127499,5.0674602471290235,120.0,0.0,0.0,2.4658297602309327,0.6805555555555556,0.0,0.0,2.4658297602309327,0.3194444444444444,0.0,0.0,0.4759121725115348,0.0,0,0,0,0,0,0,65,6,6,183,10.0,2980.75,130.0,135.25,0.0,24.0,87.0,0.2592540531203057,0.25925405312030564,0.0,0.018,0.93,0.142,0.157,0.001,0.046,0.253,0.029,0.029,0.002,0.028000000000000025,0.0,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0040000000000000036,0.020000000000000018,0.817,0.001,2285.9030013054858,7,3,5533.625957774467,0.672,0.672,0.672,0.08537775571778328,,,,,0.07725700757816185
9.525,5.204850186649512,0.0,17.0,2352.756,2061.7436317998577,1.0,7770.0,140.85,80.8529696591455,0.0,292.0,149.623,78.79950655450345,0.0,290.0,3.0,0.0,3.0,3.0,527.019,13.706148164145077,505.0,555.0,140.589,77.93023290225815,30.0,401.0,0.5803158519757514,0.17415510647534613,0.13043478260869565,1.0,0.4196841480242484,0.1741551064753461,0.0,0.8695652173913043,0.283,0.45068183246511523,0.0,1.0,0.05971287843013407,0.11726916385173342,-0.022788216898098106,0.04583005521021511,0.01812517114030902,0.0129588379714254,,,,,-0.06723964310487705,-0.036719594748187465,0.08977339928199317,0.05986440852444797,,-0.23601916536461093,-0.31618244601240125,0.07300767163719446,0.11531523901311695,,0.03516857343938716,0.07568314103157531,0.0642939528835403,-0.0029882802873791147,-0.08990020745192455,,-0.39539430782784546,-0.25789334919005813,-0.07568314103157539,-0.06429395288354023,0.002988280287378993,0.08990020745192458,,0.3953943078278441,0.2578933491900582,-1.0000000000000002,-0.19739601649385038,-0.13825520978544123,-0.05509370487496827,0.11220169797947793,,0.20574240841534677,0.42547026953753236,-0.7540791176414237,0.7540791176414241,0.0,0.0,2.653117349345546,10.0,1302.4817907130355,165.41609270377646,6.804122999971735,1685.5,0.0,0.0,4.13532156151439,148.0,0.0,0.0,4.429920658638179,154.0,2.9999999999999982,3.000000000000001,-0.0,3.0,526.8412875446749,526.6639524433456,2.8850508975607143,525.0,122.94311991903093,108.61062675435629,5.082217647048508,120.0,0.5481198469323814,0.5053754891951066,2.889886898678469,0.5609756097560976,0.0,0.0,2.889886898678469,0.43902439024390244,0.0,0.0,0.595764429239173,0.0,0,0,0,0,0,0,74,0,0,0,10.0,3047.0,129.0,137.0,0.0,25.0,82.25,0.22794480458714034,0.22794480458714028,1.0,0.018,0.926,0.141,0.155,0.001,0.05,0.253,0.029,0.029,0.002,0.03500000000000003,0.0,0.0010000000000000009,0.0010000000000000009,0.0,0.0,0.0,0.0,0.009000000000000008,0.7170000000000001,0.001,2335.648041594393,26,3,5740.690479663909,0.634,0.634,0.634,0.09425221363769098,,,,,0.07522488424043601
9.004,5.389715487206447,0.0,17.0,2331.778,2041.6732040628312,1.0,7782.0,144.755,79.06601298541244,0.0,292.0,152.477,77.79408326081355,0.0,290.0,3.0,0.0,3.0,3.0,542.482,15.727397337990384,516.0,570.0,139.858,79.40823322240271,30.0,505.0,0.5279863663890055,0.1489108867117254,0.13043478260869565,0.92,0.47201363361099435,0.1489108867117254,0.08,0.8695652173913043,0.359,0.4799472360055314,0.0,1.0,0.08870480333645794,0.11895921377873418,0.018435517824360613,0.052470124078806746,-0.0028065768910753787,-0.006944035681741259,,,,,-0.09406935999896023,0.04047450396920898,-0.008618902452699972,-0.021732355549706706,,-0.2662210827542957,-0.33803678147593624,0.05895035078512277,0.10660968110869891,,-0.023794245410403012,0.03495858808515615,0.10135880757174592,0.04087013938223215,-0.07737951472959222,,-0.1100670149577526,-0.2955996043017021,-0.034958588085156304,-0.10135880757174587,-0.04087013938223232,0.07737951472959219,,0.11006701495775129,0.29559960430170196,-0.9999999999999999,-0.15805170708187333,-0.25395072200981916,-0.05022597609807954,0.11160290754839057,,0.11828522777726062,0.45840043881964504,-0.7781999712582397,0.7781999712582399,0.0,0.0,2.6695456484669022,10.0,1274.8940986540724,135.77160872698616,6.795098535591078,1682.5,0.0,0.0,4.208624939323884,154.0,0.0,0.0,4.446918658154112,154.0,2.9999999999999982,3.000000000000001,-0.0,3.0,542.2548639430102,542.0284129256839,3.020213500127484,540.0,121.6194697535623,107.02025309881618,5.095907202937936,118.0,0.5023942401285092,0.46867869451340155,2.8269119053003458,0.5488482922954726,0.4434463287677894,0.4009278310881324,2.8269119053003458,0.4511517077045274,0.0,0.0,0.6528406596286955,0.0,0,0,0,0,0,0,68,0,0,0,11.0,3000.5,129.0,136.0,0.0,25.0,86.0,0.24921731303565142,0.24921731303565137,1.0,0.018,0.921,0.145,0.159,0.001,0.054,0.26,0.025,0.025,0.002,0.04800000000000004,0.0,0.0010000000000000009,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.641,0.001,2206.578675789663,12,4,5159.123028314259,0.617,0.617,0.617,0.1288564591995488,,,,,0.11483471181399435
9.359,5.473580097073493,0.0,17.0,2361.688,1974.7747162235585,1.0,7801.0,144.064,78.35701452790124,1.0,290.0,147.97,79.08879906875649,0.0,292.0,3.0,0.0,3.0,3.0,558.553,16.21048953520439,530.0,585.0,135.325,75.24688344688082,34.0,505.0,0.5121857741393622,0.15346093895947707,0.13043478260869565,0.92,0.4878142258606379,0.15346093895947707,0.08,0.8695652173913043,0.418,0.4934769695938398,0.0,1.0,0.0758958021274873,0.08706211096622082,0.0032255609708132225,0.05651258426199164,0.004700927167387131,0.0029883741797664004,,,,,-0.0542925303772489,0.022795194879845854,-0.03877375760108401,-0.08160020748904777,,-0.23264022355849726,-0.35431025116284415,0.07336310559586448,0.12976119868978353,,-0.053620864724405005,-0.05083565303445021,0.14389226063886573,0.02644106934996161,-0.05279433457416566,,-0.05705085767686308,-0.27014032968185203,0.05083565303445039,-0.14389226063886607,-0.026441069349961262,0.05279433457416652,,0.057050857676855055,0.27014032968185214,-0.9999999999999988,-0.04819994836520132,-0.31666939970231806,-0.07253029313103475,0.10273388569329751,,0.0871983573999756,0.38956642011614456,-0.7933824760789296,0.7933824760789291,0.0,0.0,2.611854901872382,11.0,1343.9185339342232,134.51789048825236,6.785054676989648,1807.0,112.6920738692458,64.48933646237168,4.218598230293778,153.0,0.0,0.0,4.450383950897322,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,558.3176971378929,558.0821618979352,3.096211649656817,560.0,118.34654779859329,104.6372875670963,5.029812744408339,115.0,0.48476347469089903,0.4499109421558283,2.853607381917921,0.5222222222222223,0.4580515311314166,0.41310647754791413,2.853607381917921,0.4777777777777778,0.0,0.0,0.6796382396070921,0.0,0,0,0,0,0,0,53,27,27,0,10.0,2822.5,130.0,134.0,0.0,26.25,84.0,0.18791653213146897,0.18791653213146903,1.0,0.018,0.914,0.143,0.16,0.001,0.055,0.245,0.025,0.025,0.002,0.04500000000000004,0.0,0.0,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.5820000000000001,0.001,2199.5584496753777,39,4,5132.792357783916,0.603,0.603,0.603,0.1493610565921304,,,,,0.141945843171519
9.431,5.448754713503621,0.0,17.0,2380.425,2014.5031047715302,1.0,7801.0,142.344,80.64001783529365,1.0,290.0,148.602,79.65411712130374,1.0,292.0,3.0,0.0,3.0,3.0,575.155,15.688055650401363,545.0,600.0,134.675,75.01847203286765,30.0,549.0,0.5148690740427505,0.16046828796845844,0.13043478260869565,0.92,0.48513092595724944,0.1604682879684584,0.08,0.8695652173913043,0.439,0.49651336892930237,0.0,1.0,0.051148321747089456,0.12997598430561597,-0.05586572971770124,0.0630389522565132,-0.013157806238117863,0.0213612817064874,,,,,0.03777972102027078,-0.03740560097330153,0.003553259160011784,0.003100598643477978,,-0.2003556418948847,-0.3985848269758951,0.08293731405485345,0.11254016286496545,,-0.02832452283548922,-0.010253171249751294,0.15452994915877985,0.061829937739478445,-0.04462547973219156,,0.09174397596540178,-0.21635030783479026,0.010253171249751305,-0.1545299491587802,-0.06182993773947853,0.04462547973219172,,-0.09174397596540139,0.21635030783479078,-0.9999999999999993,-0.017837518248366883,-0.3671612086692593,-0.07275256788284605,0.0873384156758838,,-0.06091917511894255,0.3268082660953613,-0.7894205775492834,0.7894205775492835,0.0,0.0,2.6205297226262894,11.0,1347.4206192280526,128.15599666745686,6.784871226919474,1792.5,108.63248963519437,61.91900595870171,4.1379163079278625,153.0,115.96903740186178,61.21223365605183,4.463945657936334,154.0,2.9999999999999982,3.000000000000001,-0.0,3.0,574.9409415022022,574.7266156008473,3.156590072519523,575.0,117.85324360206134,104.2552806136226,5.104394016498697,115.0,0.4863388242368853,0.45141974576080135,2.8184424987449668,0.5188431200701139,0.4497798234586047,0.3937142505979545,2.8184424987449668,0.48115687992988604,0.0,0.0,0.6856866086439043,0.0,0,0,0,0,0,0,47,0,0,0,10.0,2854.75,137.0,136.0,0.0,27.0,84.25,0.2503357261028776,0.2503357261028775,1.0,0.018,0.915,0.143,0.171,0.001,0.055,0.252,0.025,0.025,0.002,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5609999999999999,0.001,2187.8992097644577,24,4,5068.251879582765,0.617,0.617,0.617,0.1942880704145945,,,,,0.20056432402019767
9.732,5.268959853513588,0.0,17.0,2448.656,2041.6038582393937,1.0,7801.0,140.997,82.08927847557585,1.0,290.0,144.776,81.14780829320524,1.0,292.0,3.0,0.0,3.0,3.0,590.661,14.744744368299047,565.0,615.0,128.644,69.85297919704429,29.0,549.0,0.5205384136967811,0.1601084553690736,0.13043478260869565,0.92,0.47946158630321883,0.1601084553690736,0.08,0.8695652173913043,0.413,0.4926191974270528,0.0,1.0,0.003264153631070982,0.15331250270032953,-0.06174140851663557,0.12052566381357252,-0.0569982155767111,0.050438057765462105,,,,,-0.14318512573902592,0.020968645400788435,-0.028938752299186223,-0.015040431627916231,,-0.10169427584424727,-0.36689545175911964,0.10657390865492719,0.09815786976463127,,0.06424250053547598,-0.039484467120815346,0.12954669963883383,0.015063883001021449,-0.02947516681490624,,0.08506890075935869,-0.215064953878439,0.03948446712081564,-0.12954669963883375,-0.015063883001021546,0.02947516681490629,,-0.0850689007593583,0.21506495387843913,-0.9999999999999996,0.03265875715373434,-0.3314261041803458,-0.002073378518280201,0.07786434274295537,,-0.07303920971893677,0.29741322503235323,-0.7883590609706674,0.788359060970667,0.0,0.0,2.6226004976894726,12.0,1436.0369613085038,206.41667504022476,6.8105312236335696,1866.5,105.06588941760056,56.77913714451725,4.145377877141481,153.0,110.91343100354091,59.719242483040745,4.485132009582117,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,590.4768516676435,590.2924483956203,3.1143879427687153,590.0,113.54542949051793,101.2868736023784,5.025860708287174,110.0,0.4922492834161883,0.45739766304323354,2.828633249911608,0.5222222222222223,0.44411905059550355,0.3884829032965849,2.828633249911608,0.4777777777777778,0.0,0.0,0.677931853850138,0.0,0,0,0,0,0,0,45,0,0,0,10.0,2951.5,139.0,135.5,0.0,26.25,78.0,0.2503357261028776,0.2503357261028775,1.0,0.018,0.931,0.146,0.175,0.001,0.05,0.244,0.024,0.024,0.002,0.038000000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.587,0.001,2206.0062760400515,17,4,5147.502078510862,0.632,0.632,0.632,0.20267968956507054,,,,,0.2039164626775647
9.625,5.20513865986954,0.0,17.0,2500.459,2110.26561391695,1.0,7771.0,141.07,80.47207500030588,2.0,290.0,144.937,81.43752883101317,0.0,292.0,3.0,0.0,3.0,3.0,605.868,14.330524761499138,580.0,630.0,129.094,67.2352120375755,29.0,549.0,0.5243912420332899,0.15929166247576973,0.13043478260869565,0.92,0.4756087579667101,0.1592916624757697,0.08,0.8695652173913043,0.384,0.4866012543970482,0.0,1.0,0.01139108546766373,0.13064720545161973,-0.06794385379762682,0.11740715042218082,-0.08855549152715228,0.06395451693464622,,,,,-0.18704932879796324,0.06922831079145664,-0.0800863253852551,-0.04232125712234065,,-0.09044926964996565,-0.37039686510088393,0.11132398048449271,0.11348822620475271,,-0.040004672781536466,-0.08145784056650157,0.13373839927463885,-0.021579381431641863,-0.039259887059842034,,0.016817504750884706,-0.20702575149585625,0.08145784056650204,-0.13373839927463893,0.02157938143164196,0.03925988705984213,,-0.01681750475088639,0.20702575149585636,-0.9999999999999999,0.05730558979203938,-0.30855106211415273,0.0684870175594327,0.09538734671161185,,-0.08674818799924378,0.2939939296664518,-0.7968025564698992,0.7968025564698988,0.0,0.0,2.648702425104906,11.0,1449.118691396468,226.9606099803772,6.802736705610615,1870.0,108.17188154536176,64.18097823172488,4.106802218488752,148.0,0.0,0.0,4.474172550547982,153.0,2.9999999999999982,3.000000000000001,-0.0,3.0,605.6986807152699,605.5293799178152,3.1377985587117205,605.0,114.93833517199168,103.13432155261343,5.034294476439342,111.0,0.4954130015174995,0.4584802256673158,2.806953913896259,0.5488482922954726,0.4424596101723232,0.39280389253159387,2.806953913896259,0.4511517077045274,0.0,0.0,0.6659884092518018,0.0,0,0,0,0,0,0,43,0,0,0,10.0,3192.75,134.0,137.0,0.0,23.0,76.0,0.2503357261028776,0.2503357261028775,1.0,0.018,0.925,0.143,0.176,0.001,0.05,0.236,0.024,0.024,0.002,0.04300000000000004,0.0,0.0,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.616,0.001,2206.9864707217475,7,4,5156.234475408134,0.653,0.653,0.653,0.22750182550000897,,,,,0.22248649373173762
9.393,5.234305011073481,0.0,17.0,2502.48,2129.5646224242837,5.0,7327.0,141.096,78.02047153137424,2.0,290.0,143.111,81.47653100190327,0.0,291.0,3.0,0.0,3.0,3.0,620.899,14.76790065953485,596.0,650.0,128.001,64.8050051129362,24.0,393.0,0.5132663154322091,0.16001317657399472,0.13043478260869565,0.92,0.48673368456779087,0.16001317657399472,0.08,0.8695652173913043,0.404,0.49094299569810046,0.0,1.0,0.052148879835378935,0.12503052084962968,-0.04524813428497728,0.1556505464579398,-0.05813953031351172,0.05224602176563187,,,,,-0.031186638877026506,-0.08563272528532094,0.04088601210704497,-0.01528724461900939,,-0.12895918479789314,-0.36833190797180587,0.051211994292088885,0.08620920079108299,,0.023453241383002175,-0.17032586478773717,0.14693924799671576,-0.06720029659443581,-0.06080783276938349,,-0.11294055043741083,-0.2612248812324143,0.170325864787737,-0.14693924799671573,0.06720029659443565,0.060807832769383514,,0.11294055043740851,0.2612248812324142,-1.0000000000000004,0.08812330435288127,-0.28375135923573985,0.11201312817285881,0.1032312747727461,,0.0819837538797478,0.34409397137991177,-0.8136088850493921,0.8136088850493918,0.0,0.0,2.6507217581763634,10.0,1466.72252113099,381.6670205311309,6.806712138623801,1827.0,109.90908429295285,63.18881278045927,4.1932331929019,148.0,0.0,0.0,4.423273550691764,148.0,2.9999999999999982,3.000000000000001,-0.0,3.0,620.7237544166194,620.5487461613362,3.173429294238833,620.0,114.2476066354543,102.34179017922565,5.002818934117649,112.0,0.48208988725909835,0.44148716865854687,2.781515982451354,0.5254237288135594,0.45670943209569975,0.4156494531321784,2.781515982451354,0.4745762711864407,0.0,0.0,0.6746002307148841,0.0,0,0,0,0,0,0,35,0,0,0,10.0,3191.0,129.0,135.0,0.0,23.0,77.25,0.2503357261028776,0.2503357261028775,1.0,0.018,0.929,0.15,0.17,0.001,0.055,0.226,0.023,0.023,0.002,0.04400000000000004,0.0,0.0,0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.596,0.001,2197.8457506177897,12,4,5133.625043572042,0.645,0.645,0.645,0.2286901202808871,,,,,0.22762631281248505
