2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_3_2,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,distance_class_1,distance_class_0,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.479129356996563,0.28642471461319624,0.012211826651751,0.990712479669024,0.510101280556899,0.302091106384339,0.002369315264836,0.9845765446545324,0.5017003198491874,0.4711299121451401,7.102620926142368e-06,0.9972094622091983,0.4982996801508126,0.4711299121451401,0.0027905377908016642,0.9999928973790739,0.49,0.5024183937956914,0.0,1.0,-0.17047396308376708,0.24437315839175724,-0.3624389077152317,-0.2443731583917571,0.36243890771523163,-0.9999999999999999,-0.2297479278917862,0.3553509337102089,-0.992726172583206,0.9927261725832056,0.35905782477754544,0.1961505613128073,4.60517018598809,0.5041018050451057,0.38110196767073556,0.11607451867277226,4.60517018598809,0.44439381883419954,0.11391381010875208,0.0006862610013382241,4.60517018598809,0.6584197078252003,0.13988724471649117,0.025868031948934302,4.60517018598809,0.3415802921747998,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.4785650636479797,0.5817708604044012,0.9662760726384365,0.9662760726384367,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.51,0.03,0.08183262145992116,0.08833447534617511,0,0.9971204205548597,0,0.0010243497402389,0.0044468836567366655,0.129075838058479,0.2346637681494983,0.06462369195952204,0.09141012305349458,0.0004000533461369923,1,0.07466666666666667,0.6487117911340181,0.07466666666666667,0.6487117911340181,0,126.51524992338827,4,2,184.99310960773118,0.5,1.0,1,0.95,0.95,0.9500000000000001,0.9,0:100,,,,,offline,0.8818824919858863,0.9409412559781619,0.9409412559781619,0.9409412559781619
0.47732121001597194,0.2849760871948485,0.012211826651751,0.9859957170691908,0.5334708226532646,0.3013013731913698,0.0674040201751565,0.9977726768356044,0.5163018602671475,0.4632635184516286,7.102620926142368e-06,0.9972094622091983,0.4836981397328525,0.46326351845162855,0.0027905377908016642,0.9999928973790739,0.48,0.5021167315686782,0.0,1.0,-0.11046676126443018,0.12497312245480181,-0.5216739171101499,-0.12497312245480174,0.5216739171101498,-1.0,-0.10706751032565899,0.5058405671033797,-0.9853191910725827,0.9853191910725825,0.3538258169189022,0.18756640860133292,4.60517018598809,0.4892017878860947,0.42559484651712964,0.3074995651507886,4.60517018598809,0.5363491992289391,0.12821099075371578,0.0006859209964130849,4.60517018598809,0.6584197078252003,0.1349571400372149,0.025763375032833793,4.60517018598809,0.3415802921747998,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.47831133799945413,0.5659959671502782,0.9696990389556981,0.9696990389556982,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.52,0.03,0.08646193574877975,0.08459781065579702,0,0.9720721688035343,0,0.00231169899144596,0.061526841594243015,0.06531933316160929,0.09290090177142583,0.03799292813446181,0.041502697362702755,0.0016008541534707314,0,0.062,0.8447613928164611,0.062,0.8447613928164611,0,123.7617203146595,4,2,179.09540523133393,0.5,1.0,1,0.94,0.94,0.94,0.88,30:130,,,,,offline,0.8743259000293844,0.9371629599660948,0.9371629599660948,0.9371629599660948
0.4679697532860949,0.27280672773039494,0.0110780691487962,0.9841155861113668,0.5199666520849209,0.2942197137916287,0.0674040201751565,0.9977726768356044,0.5030283263292982,0.45648072796831457,7.102620926142368e-06,0.997055500789267,0.4969716736707018,0.45648072796831457,0.0029444992107330505,0.9999928973790739,0.5,0.502518907629606,0.0,1.0,-0.08610855433479712,0.09170864927742602,-0.5661653339884875,-0.09170864927742599,0.5661653339884875,-0.9999999999999998,-0.08123627183698326,0.5587691927199341,-0.9817659118910902,0.9817659118910904,0.35068771002879295,0.1782556345254591,4.60517018598809,0.46286793973077756,0.4179878583801233,0.30855137552591794,4.60517018598809,0.5121012579716866,0.12842773747224825,0.0006859793116793775,4.60517018598809,0.5275949299145657,0.1507683431468382,0.03022416449766271,4.60517018598809,0.4724050700854343,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.47831133799945413,0.5184302685109283,0.9712347400285096,0.9712347400285101,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5,0.03,0.09053290936910137,0.08661514940269581,0,0.9947068146546051,0,0.005186324391784833,0.002179360752062683,0.07121547233099348,0.08280135991197185,0.05007008034626916,0.05453295137255335,0.0,0,0.06533333333333333,0.7971504220034918,0.06533333333333333,0.7971504220034918,0,121.85218036253306,4,2,175.3449045902451,0.5,1.0,1,0.92,0.92,0.92,0.84,60:160,,,,,offline,0.8669325822165452,0.9334663006759927,0.9334663006759927,0.9334663006759927
0.4680067592356539,0.2767635862124419,0.0110780691487962,0.9841155861113668,0.5189110796110901,0.29351865031308394,0.0488749393190799,0.9978662191346132,0.4854736392389547,0.45354389312173066,0.0029322525920895365,0.997055500789267,0.5145263607610453,0.45354389312173066,0.0029444992107330505,0.9970677474079106,0.52,0.5021167315686782,0.0,1.0,0.04290284696953322,-0.015910846737666,-0.5898458331031209,0.015910846737666042,0.5898458331031208,-1.0,0.017223773516677428,0.5767865867626994,-0.9814927690624056,0.9814927690624056,0.3573643078968725,0.20408290798236361,4.60517018598809,0.45401053533713776,0.41301021210552447,0.2938433876747613,4.60517018598809,0.5278067081910413,0.12480151073141056,0.016938357287593287,4.60517018598809,0.2918816971768271,0.1695693298619768,0.033426499095284466,4.60517018598809,0.708118302823173,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.4968837878067843,0.4850744269767058,0.9693611904136261,0.9693611904136262,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.48,0.03,0.09185728459189284,0.09001968686678073,0,0.9744492697723093,0,0.0010243497402389,0.00017828757835775146,0.10393788468682902,0.13924245136139335,0.08072969394406121,0.07732042807435527,0.0016008541534707314,0,0.054,0.9355515162107443,0.054,0.9355515162107443,0,120.06800800325988,4,2,174.0364463512904,0.5,1.0,1,0.92,0.92,0.92,0.84,90:190,,,,,offline,0.8434721686933601,0.9217361014684776,0.9217361014684776,0.9217361014684776
0.47672883165909014,0.2944551070011181,0.0110780691487962,0.9962571925784788,0.5427233430749929,0.2744852558252197,0.0444590549356873,0.9978662191346132,0.4776324753963084,0.4541248210367219,0.0029322525920895365,0.9933983802157355,0.5223675246036917,0.45412482103672197,0.006601619784264547,0.9970677474079106,0.53,0.5016135580465918,0.0,1.0,0.09606238539568979,0.017054965950527762,-0.4547387036742713,-0.017054965950527773,0.4547387036742714,-1.0,-0.019860772473093008,0.4558048689573013,-0.9830148022581972,0.9830148022581974,0.3468671239059746,0.18152873125067656,4.60517018598809,0.465108789679554,0.4441361414510872,0.3132831467984925,4.60517018598809,0.5940637199185419,0.12281008841274164,0.017607766989995152,4.60517018598809,0.27686810377986115,0.17753921108720327,0.0379005853239492,4.60517018598809,0.7231318962201391,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0.5378552635441437,0.4390425443939762,0.9660918587301031,0.9660918587301033,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.47,0.03,0.0885409990886823,0.09019804947423056,0,0.9607167712117326,0,0.0027047070278443937,0.005417898996711216,0.036302675516460055,0.14741489010165446,0.02568210889478985,0.029091374764495786,0.003604329355261904,0,0.06,0.8709359838140035,0.06,0.8709359838140035,0,125.82525069864946,5,2,185.92112682341462,0.5,1.0,1,0.95,0.95,0.9500000000000001,0.9,120:220,,,,,offline,0.8876434771697096,0.9438217405780626,0.9438217405780626,0.9438217405780626
0.5153485478309779,0.2920448849206043,0.0255555950607878,0.9962571925784788,0.5150229592484658,0.2740219666562927,0.0290255023938132,0.9978662191346132,0.48095236539366243,0.4550498482090808,0.0029322525920895365,0.9965346602359801,0.5190476346063376,0.4550498482090808,0.0034653397640197732,0.9970677474079106,0.52,0.5021167315686782,0.0,1.0,0.16130302846119995,-0.04553019860121292,-0.4503129103959416,0.04553019860121294,0.45031291039594157,-1.0,0.03168877993650755,0.44693642558081353,-0.9791668151452245,0.9791668151452245,0.3928276045287046,0.23345616480030298,4.60517018598809,0.5113982914904996,0.41336651392251655,0.2774059838790575,4.60517018598809,0.45882494870611457,0.12112403504083115,0.018321788116804974,4.60517018598809,0.35415201448653155,0.17476802765836022,0.03374264975076417,4.60517018598809,0.6458479855134684,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.5315779064733466,0.43449566230195114,0.9640185556526146,0.9640185556526149,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.48,0.03,0.08582141244005632,0.09415701470639799,0,0.9666116212773125,0,6.408339563442159e-05,0.0028605205433000188,0.03873801792607949,0.2851421824865603,0.027150140507633154,0.06180749953563042,0.0016008541534707314,1,0.062,0.8447613928164611,0.062,0.8447613928164611,0,127.30913145727314,4,2,188.1708348951898,0.5,1.0,1,0.96,0.96,0.96,0.92,150:250,,,,,offline,0.8965386857730376,0.9482693459580499,0.9482693459580499,0.9482693459580499
0.554255973415352,0.28656263686355593,0.0031864411986074,0.9962571925784788,0.5426369890907424,0.27964744017718635,0.0020646817172705,0.9978662191346132,0.4800792476836028,0.4560555834460047,1.7535912092753404e-06,0.9970974899155068,0.5199207523163971,0.4560555834460047,0.0029025100844932146,0.9999982464087908,0.52,0.5021167315686782,0.0,1.0,0.04069579171421294,0.01696163679634535,-0.48448631928354924,-0.01696163679634539,0.4844863192835493,-1.0000000000000002,-0.041293160820004705,0.4659525773924203,-0.9745205857518505,0.9745205857518509,0.42166641527935483,0.14559291027484986,4.60517018598809,0.619515302612504,0.4185187125473886,0.11830936477967643,4.60517018598809,0.5589844546530378,0.09253633663282394,0.00010596859778155605,4.60517018598809,0.4082080807993701,0.1644928127447074,0.02850760989702369,4.60517018598809,0.5917919192006299,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.45628527076361486,0.4277021812668434,0.9655737112812145,0.9655737112812145,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.48,0.03,0.0913665658193623,0.08830959150174288,0,0.9651590544533009,0,0.008471643847921748,4.452822471621325e-05,0.07017859759787629,0.17907120320514833,0.03655811330299623,0.039387433687133475,0.0016008541534707314,0,0.042,0.9944994132022645,0.042,0.9944994132022645,0,126.03156359856503,4,2,188.18023263825958,0.5,1.0,1,0.94,0.94,0.94,0.88,180:280,,,,,offline,0.8620652227839984,0.9310326207311627,0.9310326207311627,0.9310326207311627
0.5724350423578973,0.28193584055187354,0.0031864411986074,0.991011401680775,0.531259178875723,0.27578370706626737,0.0020646817172705,0.9977713643027288,0.46757796936939366,0.4532709446769966,1.7535912092753404e-06,0.9971197985673228,0.5324220306306063,0.4532709446769965,0.002880201432677092,0.9999982464087908,0.53,0.5016135580465918,0.0,1.0,-0.07936822730459288,0.06634623069857107,-0.5488029269610464,-0.06634623069857107,0.5488029269610464,-1.0000000000000002,-0.07641733360102612,0.5211830002842653,-0.9726983567713293,0.9726983567713291,0.4526250847755165,0.16257709300423703,4.60517018598809,0.633449043933582,0.4106480547426194,0.11793691552116438,4.60517018598809,0.5108539388773512,0.08117311147228799,8.62118703710864e-05,4.60517018598809,0.3023617390932378,0.17601694561345757,0.02834295802408152,4.60517018598809,0.6976382609067622,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0.44599781450437925,0.4442033707686497,0.9663616532315331,0.9663616532315331,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.47,0.03,0.08532996144031683,0.09438507423737462,0,0.9431118514008713,0,0.0077941687142861135,4.452822471621325e-05,0.08590729254025008,0.25698326031417434,0.07847964818415591,0.07060872025013117,0.003604329355261904,1,0.062,0.8447613928164611,0.062,0.8447613928164611,0,126.75127152404056,5,2,183.0244484808714,0.5,1.0,1,0.91,0.91,0.91,0.8200000000000001,210:310,,,,,offline,0.8242396528051427,0.9121198433991486,0.9121198433991486,0.9121198433991486
0.5637776947652916,0.2789117091029089,0.0031864411986074,0.991011401680775,0.48495188768045056,0.27934851636658725,0.0020646817172705,0.9977713643027288,0.4835991428078457,0.45857529829297994,1.7535912092753404e-06,0.9971197985673228,0.5164008571921542,0.45857529829297994,0.002880201432677092,0.9999982464087908,0.51,0.5024183937956914,0.0,1.0,0.0037140847219232402,-0.05807083822238697,-0.5190136647363411,0.05807083822238696,0.5190136647363413,-0.9999999999999998,0.042286258914533796,0.4911938860125199,-0.9777551003430958,0.9777551003430959,0.4435430696503871,0.15579236902788016,4.60517018598809,0.6174393142110705,0.35691278432595797,0.09691657227899159,4.60517018598809,0.45559563111202184,0.07599316009511024,7.544118645084994e-05,4.60517018598809,0.43747022094529076,0.16094901101793901,0.028950702704628607,4.60517018598809,0.5625297790547091,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.43259105701846884,0.4603855472043584,0.9704551592078778,0.9704551592078778,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.49,0.03,0.08541015145550367,0.09028451690138965,0,0.9714698947816314,0,0.00231169899144596,0.002179360752062683,0.055978120611143094,0.17032324846485078,0.019413698519862348,0.02210702785769819,0.0004000533461369923,0,0.04733333333333333,0.9791166715970179,0.04733333333333333,0.9791166715970179,0,125.97280882041863,5,2,184.49303661570556,0.5,1.0,1,0.91,0.91,0.91,0.8200000000000001,240:340,,,,,offline,0.847128163339358,0.9235640932347589,0.9235640932347589,0.9235640932347589
0.5408737585226832,0.2803828949889449,0.0218497543001414,0.9980904474004014,0.49174775818082417,0.29861098102234424,0.0064029473674308,0.9980562201421468,0.4903280439348696,0.46589583863705375,5.937393393066646e-07,0.9971197985673228,0.5096719560651304,0.46589583863705375,0.002880201432677092,0.9999994062606608,0.51,0.5024183937956914,0.0,1.0,-0.014128873162154724,0.0014986078409923598,-0.5696093782124961,-0.0014986078409923878,0.5696093782124961,-1.0000000000000002,-0.01840242244313718,0.553355587116142,-0.9891031916795103,0.989103191679511,0.4327700062220124,0.2768228967071847,4.60517018598809,0.5830301391000432,0.36631685747150977,0.17799811714617056,4.60517018598809,0.4372161480732643,0.07758961880952707,3.672232336412892e-05,4.60517018598809,0.3143007821584989,0.15600970736995023,0.03121228535443432,4.60517018598809,0.6856992178415011,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.4856139903965869,0.5418735425665204,0.9664622250586563,0.9664622250586562,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.49,0.03,0.0897121990992355,0.08768364805488114,0,0.9834371773661336,0,0.00014409914490739188,0.000711944539662686,0.035090377828235,0.14307592620958062,0.059104522105903015,0.07832417235473295,0.0004000533461369923,0,0.072,0.6922700688875161,0.072,0.6922700688875161,0,122.32761694575973,3,2,173.68086974743846,0.5,1.0,1,0.93,0.93,0.93,0.86,270:370,,,,,offline,0.8676837980135066,0.9338419043220688,0.9338419043220688,0.9338419043220688
