psi_0,psi_1,psi_2,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,distance_class_False,distance_class_True,u_detect_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,correlation_1_0,correlation_2_0,correlation_2_1,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_0_2,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_2,correlation_predict_proba_1_predict_proba_0,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,2_gmean,2_hmean,2_entropy,2_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,0_nr_outliers,1_nr_outliers,2_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,0_iqr,1_iqr,2_iqr,predict_proba_0_iqr,predict_proba_1_iqr,0_uniqueness_ratio,1_uniqueness_ratio,2_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,0_sparsity,1_sparsity,2_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.031856054201119054,0.06398568924922234,0.07061905958809395,0.12448881428080147,0.13794770374565,0.025857302916486614,0,0.8838108607267992,0,3.735435985512366,2.669704695567218,0,4.963917206343276,2.862013279554553,0.1107656148222124,9.867021350190294,4.798977349041852,2.910908251034962,0.0588728907967184,9.984429356264126,5.006478643730059,2.7410236118500317,0.2747116430728602,9.800687236150395,0.6301446668191012,0.37808114487216204,0.05429199470601422,0.9964688133944218,0.36985533318089886,0.3780811448721621,0.003531186605578294,0.9457080052939858,0.2376458226113718,0.05698810075756347,-0.012019920887488364,0.695966181403805,0.7526037497293698,0.006943610564548344,-0.6959661814038051,-0.7526037497293698,-0.006943610564548313,-1.0,3.755275398676217,2.0554950193575143,4.60517018598809,5.15663298352399,3.4749349528483364,1.3313453528860948,4.60517018598809,4.4546935110235815,3.9676716470050493,2.5221693501028355,4.60517018598809,5.021351343691402,0.4506967446500114,0.26756976520221765,4.60517018598809,0.8974691418784659,0.13676054259449683,0.03560347476349192,4.60517018598809,0.10253085812153417,0,0,0,0,0,4.960482633251244,4.681794341155198,4.333806284165314,0.7750940089712327,0.7750940089712326,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.11133333333333334,0.18321374023143805,0.11133333333333334,0.18321374023143805,0,140.35674984553003,5,2,222.87403493904782,0.5,0,0.98,0.98,0.98,0.9579655317360235,0:100,,,,,0.9615355659469942,0.9844571153541757,0.9844571153541757,0.9844571153541757
0.0376117184595745,0.0898237613409251,0.03737455319340134,0.12470454771249859,0.1492583343313636,0.014300659123761893,0,0.7024577597885683,0,4.305632899865506,2.8224421867173763,0,5.170646788679058,3.031090497075769,0.1107656148222124,9.900636622971282,4.727316186168724,3.004218571566616,0.0588728907967184,9.984429356264126,5.006315620732604,2.9522502833772473,0.1457290708250558,9.800687236150395,0.6455029051175168,0.38089281148685894,0.061115079108781396,0.9964688133944218,0.35449709488248315,0.38089281148685894,0.003531186605578294,0.9388849208912187,0.23587590180597842,0.01713289226012685,0.005246216580095336,0.7207368205558475,0.7072868136744954,-0.008114287123384533,-0.7207368205558473,-0.7072868136744951,0.008114287123384413,-1.0,3.8993892989783365,2.1319262964159447,4.60517018598809,5.15663298352399,3.3750448034883234,1.331011697896305,4.60517018598809,4.297672285009746,3.737840222562733,2.0257377769442857,4.60517018598809,4.902198677714967,0.45608429378414816,0.26104021540710826,4.60517018598809,0.8857832627973876,0.1263948913256114,0.033265836329757846,4.60517018598809,0.11421673720261244,0,0,0,0,0,5.49256347603359,5.521770806718871,4.970217008566754,0.7802849661327976,0.7802849661327974,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08066666666666666,0.551604696991149,0.08066666666666666,0.551604696991149,0,140.47790460277406,5,2,222.0984914657655,0.5,0,0.99,0.99,0.99,0.9786689419795221,30:130,,,,,0.969866855152277,0.9871341673796181,0.9871341673796181,0.9871341673796181
0.15769953597353786,0.05356225968385208,0.03289340964675412,0.10104831511322421,0.10527281191136986,5.1793045308453465e-05,0,0.6023223971297984,0,4.779988615756575,2.5654081393035186,1,5.291006806446585,3.069723692235413,0.1340111509451202,9.900636622971282,4.96383372990569,3.0504109900243783,0.0588728907967184,9.984429356264126,4.744838826587541,2.9857866024843336,0.1457290708250558,9.725600152123238,0.6864605529056056,0.35784598473734835,0.0616062334381868,0.9964688133944218,0.3135394470943947,0.35784598473734835,0.003531186605578294,0.9383937665618132,0.1270119541207517,0.1440655892399108,0.11982414088392107,0.6944191076025011,0.6367244057134964,0.1882585083524811,-0.6944191076025014,-0.6367244057134964,-0.18825850835248115,-1.0000000000000002,4.072662169382009,2.4085611152074717,4.60517018598809,5.467815572217729,3.5305589723518884,1.401936123405185,4.60517018598809,4.846837557408161,3.418747190516831,1.7799288854084616,4.60517018598809,4.688981195885097,0.5168603561312698,0.31010588060269895,4.60517018598809,0.8862597885080263,0.11281077964171643,0.03202614698079127,4.60517018598809,0.11374021149197373,0,0,0,0,0,5.658213269949023,5.373328757761331,5.311111301181481,0.6770898928179032,0.6770898928179033,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.058,0.8949532249807304,0.058,0.8949532249807304,0,126.58760342000254,8,3,182.28180091744747,0.5,0,0.99,0.99,0.99,0.9768303985171455,60:160,,,,,0.9526163094762966,0.981417978376222,0.981417978376222,0.981417978376222
0.07727056719815469,0.06398985504807451,0.08471823443799907,0.16649311964372046,0.17889840395199072,0.005329340744042468,0,0.5788973287188692,0,4.764100282949263,2.831159676627201,0,5.258396951360572,3.0450311578546896,0.1340111509451202,9.977201170111584,4.851190291416671,3.0978261794546085,0.0588728907967184,9.844701893562544,4.8393553613713785,3.0319359342023593,0.0003395150582308,9.992240329372809,0.6962511390963658,0.3536081414847904,0.05216761001934143,0.9955239499173846,0.3037488609036344,0.3536081414847904,0.004476050082615657,0.9478323899806586,0.1036431583763363,0.03346299213648384,0.0002612592094717676,0.6824207870909366,0.6419260045920147,0.06288134082053519,-0.6824207870909367,-0.641926004592015,-0.06288134082053512,-1.0,4.016437965739128,2.3027759400887033,4.60517018598809,5.223019263847321,3.3425344648562625,1.3005167433105007,4.60517018598809,4.810104115224755,3.1332229384331387,0.03328242871024512,4.60517018598809,5.212139208198291,0.5177406198710427,0.2895384917253263,4.5913072423768915,0.8961213569524551,0.1210616661565906,0.04068232890006977,4.5913072423768915,0.1038786430475449,0,0,0,0,0,5.7604309681062205,5.455239230029619,5.605654873908992,0.5687874027050804,0.5687874027050803,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.03,0.09733333333333333,0.31880660895683616,0.09733333333333333,0.31880660895683616,0,128.87407623552923,8,3,183.47899731595834,0.5,0,0.99,0.99,0.99,0.9754661432777233,90:190,,,,,0.9858697697228704,0.9957420887659082,0.9957420887659082,0.9957420887659082
0.15773493733266603,0.03768441276950123,0.07144377038729947,0.2061033296174801,0.2071569347740584,0.03531081828374643,1,0.4718225104343913,0,4.997034865574987,2.9695871018970252,1,5.423114869275288,3.1031349369522907,0.1340111509451202,9.977201170111584,5.135015834342113,3.015697077523534,0.1488327238644893,9.877468427968443,4.637129891117009,3.0787122700355023,0.0003395150582308,9.992240329372809,0.7342635860525619,0.3255845626115133,0.05216761001934143,0.9957844374524482,0.2657364139474378,0.3255845626115133,0.004215562547551851,0.9478323899806586,-0.02079611066141062,-0.0030899972372525814,0.042149151767965735,0.6372883889691124,0.5711223699795119,0.07756483926323778,-0.6372883889691123,-0.5711223699795114,-0.07756483926323783,-1.0000000000000002,4.230515644711577,2.5813737224223066,4.60517018598809,5.420328020372276,3.784824538485364,1.8970825559529663,4.60517018598809,5.021372976206777,2.9214138498727125,0.03322641736742067,4.60517018598809,5.123371327093622,0.5818320129424387,0.34551600741950095,4.577444298765693,0.8938738649757411,0.10770270755885873,0.036574503298057594,4.577444298765693,0.10612613502425916,0,0,0,17,17,5.771611509894447,5.323435546108597,5.60655518773489,0.30254254656011337,0.30254254656011315,1.0,1.0,1.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.03,0.10133333333333333,0.27436063948992917,0.10133333333333333,0.27436063948992917,0,132.3379101648422,6,3,189.8942253601886,0.5,0,0.99,0.99,0.99,0.9721913236929922,120:220,,,,,0.9549507316604875,0.9814122796537791,0.9814122796537791,0.9814122796537791
0.06049969851991142,0.05794424005167911,0.04369927291813847,0.19999320892274466,0.21937262871680602,0.019888623802740396,1,0.48647138582200977,0,4.692246659309699,3.026888025100051,0,5.276207139863947,2.979336388993001,0.1340111509451202,9.977201170111584,5.112347208819275,2.9484611310830497,0.1488327238644893,9.877468427968443,4.761222901763971,2.97741007778449,0.0003395150582308,9.992240329372809,0.7254562741187912,0.3239630574488072,0.05216761001934143,0.9957844374524482,0.274543725881209,0.3239630574488072,0.004215562547551851,0.9478323899806586,-0.023201285387406463,-0.01633434141425666,-0.017848833002783095,0.6178193789083882,0.5796429765582922,0.07860518506302616,-0.6178193789083883,-0.5796429765582919,-0.0786051850630262,-1.0,4.10528189235247,2.4283337115150667,4.60517018598809,5.0526533094551755,3.7895031641724355,1.9213126427033043,4.60517018598809,5.021372976206777,3.088920366361669,0.03320642442933457,4.60517018598809,5.010402646999375,0.5841782711641544,0.3698496443984704,4.577444298765693,0.8938738649757411,0.11409190199604956,0.038024967831863585,4.577444298765693,0.10612613502425916,0,0,0,0,0,5.3103385590891925,5.195806562342812,4.706105963775913,0.4532823426230502,0.45328234262305,1.0,1.0,1.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.03,0.11733333333333333,0.14110146752579936,0.11733333333333333,0.14110146752579936,0,132.14796406306473,5,3,193.46194491892874,0.5,0,0.98,0.98,0.98,0.948051948051948,150:250,,,,,0.9657677086355073,0.9874935092196614,0.9874935092196614,0.9874935092196614
0.099419259583523,0.045077778399794426,0.10305325401174953,0.2201400862901134,0.2298728629225911,0.0025853954124895042,1,0.5680778409636953,0,4.83851255094343,2.55256654561762,1,4.701526760389937,2.9784657324590618,0.4936308512449339,9.949024769066904,5.204558112332589,2.8014561194813603,0.1062993636782394,9.877468427968443,4.635825379402033,2.9566670926816143,0.115429017618186,9.885857072887896,0.6911546813431965,0.33483941705458786,0.04787332708180287,0.9957844374524482,0.30884531865680365,0.33483941705458786,0.004215562547551851,0.952126672918197,-0.08641186606250853,-0.11032129043613481,0.007840271691173874,0.572748696389593,0.5954997013153644,0.06826792300703956,-0.5727486963895929,-0.5954997013153641,-0.06826792300703946,-1.0,3.626135588575775,2.555821702121199,4.60517018598809,3.9685927280634425,4.031139704683233,2.1149197932239114,4.60517018598809,5.461496626570171,3.276173361720286,1.499847689723337,4.60517018598809,4.276554588925237,0.5455650467359797,0.34911008787567255,4.577444298765693,0.8842985726139119,0.1359467517502578,0.042998762602991625,4.577444298765693,0.11570142738608807,0,0,0,0,0,5.406740426003335,4.7570876351290465,4.527868301080136,0.5483622443851679,0.548362244385168,1.0,1.0,1.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.03,0.14733333333333334,0.031056483214379132,0.14733333333333334,0.031056483214379132,0,110.49352993123057,9,4,138.56638157051572,0.5,0,0.97,0.97,0.97,0.9293119698397738,180:280,,,,,0.9293232247198338,0.9720181138083793,0.9720181138083793,0.9720181138083793
0.13271421583194531,0.051378587677220755,0.06670013638718349,0.28929356112982224,0.28929356112982224,0.0002053972276213113,1,0.6320796699547704,0,4.632064328628383,2.576918252471844,0,4.519395833880853,2.9109414824664053,0.4936308512449339,9.91529030111402,5.176579925797513,2.896856026748698,0.1062993636782394,9.834468157364912,4.79122344361594,2.9109204533757165,0.1499542687756672,9.885857072887896,0.6675892838890504,0.35001810890580454,0.04787332708180287,0.9963429975364321,0.3324107161109497,0.3500181089058046,0.0036570024635680376,0.952126672918197,0.045904130456723376,-0.0566851533149671,-0.02489532941559695,0.5802000739199157,0.6915365153413164,0.047934558097046324,-0.5802000739199158,-0.6915365153413164,-0.04793455809704635,-1.0,3.43959025054046,2.370758831304699,4.60517018598809,3.757788465494756,3.8582403643225818,1.8517460679855005,4.60517018598809,5.61224797271128,3.543885779532926,1.7977619943719838,4.60517018598809,4.2395659863911535,0.5064387407592039,0.308781677476405,4.577444298765693,0.8842985726139119,0.14012020601369007,0.03935529156345865,4.577444298765693,0.11570142738608807,0,0,0,0,0,5.048049040827235,5.105039862750823,4.7175503660783855,0.6820677372736706,0.6820677372736704,1.0,1.0,1.0,0.98,0.98,0.0,0.0,0.0,0.0,0.0,0.03,0.14666666666666667,0.03223970655566735,0.14666666666666667,0.03223970655566735,0,130.8370443596332,5,3,192.21603531819653,0.5,0,0.95,0.95,0.9500000000000001,0.8878923766816144,210:310,,,,,0.9047147179014903,0.9598573687158525,0.9598573687158525,0.9598573687158525
0.1146866419331085,0.09202251306130467,0.1371356321400033,0.379974312521904,0.36927406420374204,5.1793045308453465e-05,1,0.6470135292353391,0,4.568677720460389,2.410930606647721,0,4.681206867033929,2.9899296507047546,0.1982228098530392,9.964660385211692,5.141393437360698,2.950780421782751,0.1062993636782394,9.834468157364912,4.827971708074127,2.8754308250479377,0.1499542687756672,9.885857072887896,0.6625990722464427,0.35508572951771933,0.04787332708180287,0.9963429975364321,0.3374009277535572,0.35508572951771933,0.0036570024635680376,0.952126672918197,0.11424413963487105,0.018483102835043518,-0.0018749998214148257,0.6325626318350016,0.7151873814869167,0.06332408848723678,-0.6325626318350015,-0.7151873814869165,-0.06332408848723683,-1.0,3.4600322037128812,2.0397255889806973,4.60517018598809,3.9906195147934005,3.781195357585072,1.8069604942946815,4.60517018598809,5.728830231381146,3.6681848801599664,2.0367708694833073,4.60517018598809,4.266982358664601,0.4934150892758123,0.2921110597472409,4.5913072423768915,0.8699906064101828,0.1379539765322635,0.03779138517268754,4.5913072423768915,0.1300093935898172,0,0,0,0,0,4.949027637641729,5.074247220261405,4.701704950470541,0.7310062421857999,0.7310062421858,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.03,0.12266666666666666,0.1105685328077744,0.12266666666666666,0.1105685328077744,0,130.71639466324729,6,3,191.25832530431305,0.5,0,0.96,0.96,0.96,0.9081304547542489,240:340,,,,,0.9188187091821342,0.9651603627439187,0.9651603627439187,0.9651603627439187
0.19802024297008353,0.07251019874315323,0.1015902773361141,0.3502733026692978,0.3600060793017754,0.009101784840394346,1,0.5415720503693107,0,4.464246858225468,2.84189876075167,0,5.097087390351472,3.073679323333218,0.0366174466511193,9.964660385211692,5.131285070333274,2.933557722946748,0.1062993636782394,9.834468157364912,4.723031983318358,2.807191232603226,0.2017728040981625,9.819308219051546,0.7032300312461779,0.3329252213005559,0.04787332708180287,0.9963429975364321,0.29676996875382217,0.33292522130055596,0.0036570024635680376,0.952126672918197,0.002409218451177422,0.12920967223660446,0.04318403655139988,0.6403165318839303,0.6306984550974628,0.1393634148471411,-0.6403165318839308,-0.6306984550974628,-0.13936341484714126,-1.0000000000000002,3.5490066693030973,1.2244120530930647,4.60517018598809,5.481407582252272,3.792371351396096,1.8354920005867266,4.60517018598809,5.538443171872931,3.6045619751344,2.1398670422847643,4.60517018598809,4.182406777348071,0.5540953042182953,0.34328616319071026,4.5913072423768915,0.8809057114897525,0.12142750592603993,0.03714745565613709,4.5913072423768915,0.11909428851024725,0,0,0,0,0,5.086819956848688,5.040495571149784,4.44165407165363,0.5035177545794913,0.5035177545794911,1.0,1.0,1.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0.03,0.1,0.28865463782014883,0.1,0.28865463782014883,0,116.61735252672754,5,4,154.06786515701143,0.5,0,0.96,0.96,0.96,0.8985286656519533,270:370,,,,,0.9155747024590298,0.9668157128547931,0.9668157128547931,0.9668157128547931
