distance_class_1,distance_class_0,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_size,psi_color,psi_shape,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,size_mean,size_std,size_min,size_max,color_mean,color_std,color_min,color_max,shape_mean,shape_std,shape_min,shape_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_color_size,correlation_shape_size,correlation_shape_color,correlation_predict_proba_0_size,correlation_predict_proba_0_color,correlation_predict_proba_0_shape,correlation_predict_proba_1_size,correlation_predict_proba_1_color,correlation_predict_proba_1_shape,correlation_predict_proba_1_predict_proba_0,correlation_predict_size,correlation_predict_color,correlation_predict_shape,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,size_gmean,size_hmean,size_entropy,size_median,color_gmean,color_hmean,color_entropy,color_median,shape_gmean,shape_hmean,shape_entropy,shape_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,size_nr_outliers,color_nr_outliers,shape_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,size_iqr,color_iqr,shape_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,size_uniqueness_ratio,color_uniqueness_ratio,shape_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,size_sparsity,color_sparsity,shape_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.10912000000632682,0.3837610561600556,0,0.999023737144257,0,0.061199945629377646,0.004472621438925436,0.05193411613304646,0.07722736315536763,0.1755433775746587,0.0,0,0.10333333333333333,0.25388846681039273,0.10333333333333333,0.25388846681039273,0,0.44,0.782639925205233,0.0,2.0,0.59,0.7797305932049853,0.0,2.0,1.12,0.7558525857024841,0.0,2.0,0.4993858979030398,0.5018960383253872,2.4801830730491744e-06,0.9999625304060411,0.5006141020969602,0.5018960383253872,3.74695939588018e-05,0.9999975198169271,0.5,0.502518907629606,0.0,1.0,0.1661850472228166,0.14889571110921915,-0.15562127761938677,0.5655607985826929,0.7603825994025636,7.756678988928885e-05,-0.5655607985826929,-0.7603825994025637,-7.756678988924746e-05,-1.0,-0.5650320466312655,-0.7604835774951405,2.952470215029322e-17,-0.9999973530227899,0.9999973530227899,0.0,0.0,0.7335397772613093,0.0,0.0,0.0,0.9579925079987028,0.0,0.0,0.0,1.0698134551240774,1.0,0.00235699979282023,8.666235008678912e-06,2.605149692897096,0.49810294372974534,0.018314817905844848,0.00028374135039473976,2.605149692897096,0.5018970562702546,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,1.0,0.9998688768036417,0.9998688768036416,1.0,0.03,0.03,0.03,0.22,0.22,0.02,0.74,0.5900000000000001,0.22999999999999998,0.0,0.0,0.5,0.03,101.80957123246338,4,3,134.59483340291962,0.5,1.0,1,1.0,1.0,1.0,1.0,0:100,,,,,offline,1.0,1.0,1.0,1.0
0.10728000000638178,0.393041095362895,0,0.9989832878579917,0,0.013203295778423618,0.0006785551317719364,0.03275564489193212,0.05804360526791071,0.03285042831528132,0.0,0,0.08133333333333333,0.5410674068271133,0.08133333333333333,0.5410674068271133,0,0.51,0.7976607212735414,0.0,2.0,0.6,0.8164965809277259,0.0,2.0,1.09,0.7666666666666666,0.0,2.0,0.49934864603556256,0.5018588080215002,2.4801830730491744e-06,0.9999625304060411,0.5006513539644376,0.5018588080215003,3.74695939588018e-05,0.9999975198169271,0.5,0.502518907629606,0.0,1.0,0.28537114059090757,0.05632411755232599,-0.10327229482089817,0.6428099506363475,0.7383274629229595,0.03931757191486034,-0.6428099506363476,-0.7383274629229598,-0.03931757191486025,-1.0000000000000002,-0.6425906053940232,-0.7385489458759964,-0.03932756668405612,-0.9999972543645533,0.9999972543645537,0.0,0.0,0.8430181239567154,0.0,0.0,0.0,0.9379205004991429,0.0,0.0,0.0,1.0789241040527802,1.0,0.0023232977205944567,8.441406068949215e-06,2.6682447546043058,0.4981009338017426,0.018948411093201705,0.00028704883714752327,2.6682447546043058,0.5018990661982574,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,1.25,0.9998688768036417,0.9998688768036416,1.0,0.03,0.03,0.03,0.24,0.24,0.02,0.6799999999999999,0.61,0.25,0.0,0.0,0.5,0.03,123.48311871411795,4,2,204.0087093430217,0.5,1.0,1,1.0,1.0,1.0,1.0,30:130,,,,,offline,1.0,1.0,1.0,1.0
0.09992000000642538,0.3783210733485361,0,0.998967958312917,0,0.0009257020049350823,3.022435921854401e-05,0.03275564489193212,0.08814375578710391,0.03285042831528132,0.0,0,0.07866666666666666,0.5835994783310695,0.07866666666666666,0.5835994783310695,0,0.56,0.8080404030302525,0.0,2.0,0.57,0.7946157193349132,0.0,2.0,1.07,0.7555184185763314,0.0,2.0,0.49935085603082635,0.501861322850477,2.4801830730491744e-06,0.9999423503019039,0.5006491439691737,0.501861322850477,5.764969809601463e-05,0.9999975198169271,0.5,0.502518907629606,0.0,1.0,0.34735507279683264,0.03441517699396918,-0.03348233006491304,0.6967266011113197,0.7208064426017696,0.06679484537639932,-0.6967266011113197,-0.7208064426017697,-0.06679484537639926,-1.0,-0.6965260331469922,-0.7209416334945397,-0.06651312466697144,-0.9999973095723291,0.9999973095723291,0.0,0.0,0.9007243623687382,0.0,0.0,0.0,0.9274600551768872,0.0,0.0,0.0,1.074099691126897,1.0,0.0022573171231029397,8.024505401967445e-06,2.6628651138372685,0.4981009338017426,0.019206160097580333,0.000297705718199308,2.6628651138372685,0.5018990661982574,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,1.25,0.9997836239253831,0.9997836239253831,1.0,0.03,0.03,0.03,0.24,0.24,0.02,0.64,0.62,0.25,0.0,0.0,0.5,0.03,120.11721255003914,3,2,199.0681412185983,0.5,1.0,1,1.0,1.0,1.0,1.0,60:160,,,,,offline,1.0,1.0,1.0,1.0
0.122000000006062,0.3444810505479357,0,0.9989704954355199,0,0.000995683509722656,0.00216279104346323,0.0006554231730746766,0.014968630547426202,0.02116700347772537,0.0,0,0.058,0.8949532249807304,0.058,0.8949532249807304,0,0.57,0.7818005635787948,0.0,2.0,0.62,0.8260897302498333,0.0,2.0,0.96,0.77746025264604,0.0,2.0,0.4993524510761246,0.5018619277538404,2.4801830730491744e-06,0.9999625304060411,0.5006475489238753,0.5018619277538404,3.74695939588018e-05,0.9999975198169271,0.5,0.502518907629606,0.0,1.0,0.46388758511071404,0.05450853060200845,0.023276683560072415,0.7327133260512898,0.7542956415117422,0.07778507620358627,-0.7327133260512897,-0.7542956415117418,-0.07778507620358623,-1.0000000000000002,-0.7327591989386093,-0.754304796008372,-0.07756315349925287,-0.9999973667307158,0.9999973667307158,0.0,0.0,0.9379205004991429,0.0,0.0,0.0,0.9482671924946918,0.0,0.0,0.0,1.0875656525975472,1.0,0.002461739020681135,9.422354687239891e-06,2.7283435910899616,0.4981009338017426,0.019382658103072124,0.00028833331110987375,2.7283435910899616,0.5018990661982574,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,0.9997816084703255,0.9997816084703255,1.0,0.03,0.03,0.03,0.25,0.25,0.02,0.61,0.6,0.31999999999999995,0.0,0.0,0.5,0.03,122.0862957307883,3,2,188.80827213721358,0.5,1.0,1,1.0,1.0,1.0,1.0,90:190,,,,,offline,1.0,1.0,1.0,1.0
0.12328000000605988,0.3364810519864111,0,0.9989270909531083,0,0.00012106599356708145,3.022435921854401e-05,0.012756037019476082,0.009179647780671376,0.004002590785088131,0.0,0,0.062,0.8447613928164611,0.062,0.8447613928164611,0,0.57,0.7946157193349132,0.0,2.0,0.56,0.782639925205233,0.0,2.0,1.0,0.7521014330903549,0.0,2.0,0.49932293226876207,0.5018322630062214,2.4801830730491744e-06,0.9999625304060411,0.500677067731238,0.5018322630062215,3.74695939588018e-05,0.9999975198169271,0.5,0.502518907629606,0.0,1.0,0.4073551266751073,0.0338034660200215,0.08580179914942668,0.7211625049652176,0.7193244496640524,0.07997515817743271,-0.7211625049652177,-0.7193244496640527,-0.07997515817743268,-1.0000000000000002,-0.7209416334945397,-0.7191316957125199,-0.08017837257372737,-0.9999973628133457,0.9999973628133456,0.0,0.0,0.9274600551768872,0.0,0.0,0.0,0.9269334961280267,0.0,0.0,0.0,1.0740922213659423,1.0,0.002461563321152855,9.422001023441178e-06,2.7552675358320684,0.4981009338017426,0.02034223910126312,0.0003113373505009203,2.7552675358320684,0.5018990661982574,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,0.9997238141639336,0.9997238141639335,1.0,0.03,0.03,0.03,0.26,0.26,0.02,0.62,0.62,0.28,0.0,0.0,0.5,0.03,123.69416465264604,5,2,195.66747426199979,0.5,1.0,1,1.0,1.0,1.0,1.0,120:220,,,,,offline,1.0,1.0,1.0,1.0
0.13000000000577352,0.367521065357401,0,0.9989378955830736,0,0.00012106599356708145,3.022435921854401e-05,0.0022212541008230276,0.03071304202894466,0.024508988375406222,0.0,0,0.038,0.9986452761433494,0.038,0.9986452761433494,0,0.61,0.8396127053287695,0.0,2.0,0.57,0.7946157193349132,0.0,2.0,1.01,0.7976607212735414,0.0,2.0,0.4993319738558864,0.5018410437758517,2.4801830730491744e-06,0.9999625304060411,0.5006680261441137,0.5018410437758517,3.74695939588018e-05,0.9999975198169271,0.5,0.502518907629606,0.0,1.0,0.39712473860639386,0.14162280405380046,0.15027998363946157,0.730383968477899,0.721123966535894,0.13858030255112114,-0.7303839684778989,-0.721123966535894,-0.1385803025511211,-1.0,-0.7301855527163047,-0.7209416334945398,-0.1385979737124364,-0.9999973293884198,0.9999973293884195,0.0,0.0,0.9189756674310987,0.0,0.0,0.0,0.9274600551768872,0.0,0.0,0.0,1.0955590360234204,1.0,0.0025337544143487667,1.0002800372741446e-05,2.7493428397040027,0.4981009338017426,0.021155507529724702,0.0003739765234073835,2.7493428397040027,0.5018990661982574,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,0.9997042533152984,0.9997042533152986,1.0,0.03,0.03,0.03,0.26,0.26,0.02,0.62,0.62,0.31000000000000005,0.0,0.0,0.5,0.03,123.9335373778948,3,2,192.78735038134727,0.5,1.0,1,1.0,1.0,1.0,1.0,150:250,,,,,offline,1.0,1.0,1.0,1.0
0.12392000000605767,0.3775210854242834,0,0.9988897802170995,0,0.0009257020049350823,0.0006785551317719364,0.0022212541008230276,0.012233529577903336,0.009773443104933529,0.0,0,0.046,0.9843599808079345,0.046,0.9843599808079345,0,0.57,0.819645156038991,0.0,2.0,0.59,0.8052228501376737,0.0,2.0,1.0,0.7913675671030664,0.0,2.0,0.49930044138773816,0.5018097018294763,2.4801830730491744e-06,0.9999423503019039,0.5006995586122618,0.5018097018294764,5.764969809601463e-05,0.9999975198169271,0.5,0.502518907629606,0.0,1.0,0.38827846627345824,0.10900808778803964,0.04755451120994291,0.6991100280283586,0.7366541922036934,0.025229057962950073,-0.6991100280283588,-0.7366541922036933,-0.025229057962950073,-1.0000000000000002,-0.6989262981388243,-0.7364077049000176,-0.025400025400038086,-0.9999972787448516,0.9999972787448513,0.0,0.0,0.897927770550651,0.0,0.0,0.0,0.9389472680899495,0.0,0.0,0.0,1.093815378511274,1.0,0.0024614049033336344,9.421647386812408e-06,2.697710349563361,0.4981009338017426,0.02185663183205962,0.00040323114401987306,2.697710349563361,0.5018990661982574,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,0.9997037823614933,0.9997037823614933,1.0,0.03,0.03,0.03,0.24,0.24,0.02,0.64,0.61,0.31000000000000005,0.0,0.0,0.5,0.03,123.80221739716721,4,2,196.8571445649311,0.5,1.0,1,1.0,1.0,1.0,1.0,180:280,,,,,offline,1.0,1.0,1.0,1.0
0.13192000000576778,0.37336101539524935,0,0.9990096052004934,0,0.008751850826933869,0.0006785551317719364,0.0022212541008230276,0.01762701453685035,0.02634577091960659,0.0,0,0.052,0.9518101288845,0.052,0.9518101288845,0,0.49,0.7587203474644433,0.0,2.0,0.59,0.8052228501376738,0.0,2.0,1.02,0.8037789534819918,0.0,2.0,0.4993770205728403,0.5018862571093825,2.4801830730491744e-06,0.9999423503019039,0.5006229794271598,0.5018862571093825,5.764969809601463e-05,0.9999975198169271,0.5,0.502518907629606,0.0,1.0,0.2825589359117705,0.03345783333205904,0.07522446762581902,0.6493603287293473,0.7368668311779665,1.402511213805077e-05,-0.649360328729347,-0.7368668311779665,-1.4025112137975711e-05,-0.9999999999999997,-0.649077794107918,-0.7364077049000176,-8.329275990265705e-18,-0.999997455090389,0.9999974550903887,0.0,0.0,0.8627656669482224,0.0,0.0,0.0,0.9389472680899495,0.0,0.0,0.0,1.096719839469558,1.0,0.0025335509366661395,1.0001604745819588e-05,2.6757408423047124,0.4981009338017426,0.0200870398759734,0.00036317253776540814,2.6757408423047124,0.5018990661982574,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,0.9997816084703255,0.9997816084703255,1.0,0.03,0.03,0.03,0.23,0.23,0.02,0.6699999999999999,0.61,0.31000000000000005,0.0,0.0,0.5,0.03,126.93638761315334,4,2,203.64118889853802,0.5,1.0,1,1.0,1.0,1.0,1.0,210:310,,,,,offline,1.0,1.0,1.0,1.0
0.1360800000053927,0.3924811804848578,0,0.998890774754792,0,0.008751850826933869,0.00022978599395875545,0.001442051931850803,0.03721260334061737,0.023300368781108968,0.0,0,0.037333333333333336,0.9989751739771708,0.037333333333333336,0.9989751739771708,0,0.47,0.731057073315377,0.0,2.0,0.57,0.807227453457922,0.0,2.0,1.01,0.846800275785682,0.0,2.0,0.4992335783047469,0.501741980660477,2.4801830730491744e-06,0.9999625304060411,0.500766421695253,0.5017419806604771,3.74695939588018e-05,0.9999975198169271,0.5,0.502518907629606,0.0,1.0,0.2945767515116551,-0.05661897540092538,0.02113118870852159,0.6463712188876074,0.7099571593206516,-0.15441051046649112,-0.6463712188876073,-0.7099571593206516,0.15441051046649112,-1.0,-0.6461434960606022,-0.7096779875904119,0.15429248161554127,-0.9999970396232112,0.9999970396232112,0.0,0.0,0.8591146988083842,0.0,0.0,0.0,0.9142025851610709,0.0,0.0,0.0,1.0942157559265195,1.0,0.0026070187135460196,1.0656740041480398e-05,2.6649165405633157,0.4981009338017426,0.02188174032418032,0.00034741796497673457,2.6649165405633157,0.5018990661982574,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,0.9997235921040551,0.9997235921040553,1.0,0.03,0.03,0.03,0.23,0.23,0.02,0.6699999999999999,0.63,0.35,0.0,0.0,0.5,0.03,128.82831357893292,3,2,205.5061408034752,0.5,1.0,1,1.0,1.0,1.0,1.0,240:340,,,,,offline,1.0,1.0,1.0,1.0
0.1399200000053994,0.3946411029858171,0,0.9989035430091934,0,0.0009257020049350823,0.01449899469477465,0.0034660936720646665,0.026708599498637305,0.02177801957634643,0.0,0,0.05733333333333333,0.9024339974830233,0.05733333333333333,0.9024339974830233,0,0.53,0.7713951678941896,0.0,2.0,0.48,0.7585206228927039,0.0,2.0,0.97,0.834302466771258,0.0,2.0,0.4993103974626226,0.5018190855637951,2.4801830730491744e-06,0.9999625304060411,0.5006896025373774,0.5018190855637951,3.74695939588018e-05,0.9999975198169271,0.5,0.502518907629606,0.0,1.0,0.19956222269467028,-0.10060565506579,0.19856114343099865,0.6910761635275523,0.6362540292550531,-0.01229796140103488,-0.6910761635275522,-0.6362540292550533,0.012297961401034934,-0.9999999999999999,-0.6905281031789502,-0.6359987280038161,0.012046444248795,-0.9999972348217783,0.9999972348217782,0.0,0.0,0.9023953381067209,0.0,0.0,0.0,0.8486765553516089,0.0,0.0,0.0,1.0967198394695579,1.0,0.002607655536786196,1.0658550003149533e-05,2.657958150109306,0.4981009338017426,0.020657211736188105,0.0003430506939391065,2.657958150109306,0.5018990661982574,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,0.9997816126639799,0.9997816126639799,1.0,0.03,0.03,0.03,0.23,0.23,0.02,0.64,0.6799999999999999,0.36,0.0,0.0,0.5,0.03,106.27047965466443,4,3,139.21689216582038,0.5,1.0,1,1.0,1.0,1.0,1.0,270:370,,,,,offline,1.0,1.0,1.0,1.0
