psi_size,psi_color,psi_shape,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,size_mean,size_std,size_min,size_max,color_mean,color_std,color_min,color_max,shape_mean,shape_std,shape_min,shape_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_color_size,correlation_shape_size,correlation_shape_color,correlation_predict_proba_0_size,correlation_predict_proba_0_color,correlation_predict_proba_0_shape,correlation_predict_proba_1_size,correlation_predict_proba_1_color,correlation_predict_proba_1_shape,correlation_predict_proba_1_predict_proba_0,correlation_predict_size,correlation_predict_color,correlation_predict_shape,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,size_gmean,size_hmean,size_entropy,size_median,color_gmean,color_hmean,color_entropy,color_median,shape_gmean,shape_hmean,shape_entropy,shape_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,size_nr_outliers,color_nr_outliers,shape_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,size_iqr,color_iqr,shape_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,size_uniqueness_ratio,color_uniqueness_ratio,shape_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,size_sparsity,color_sparsity,shape_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.061199945629377646,0.004472621438925436,0.05193411613304646,0.0,0.0,0.0,0,1.0,0,0.10912000000000002,0.38376,0,0.44,0.782639925205233,0.0,2.0,0.59,0.7797305932049853,0.0,2.0,1.12,0.7558525857024841,0.0,2.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.1661850472228166,0.14889571110921915,-0.15562127761938677,0.5650320466312656,0.7604835774951405,2.3619761720234577e-17,-0.5650320466312655,-0.7604835774951405,2.952470215029322e-17,-1.0,-0.5650320466312655,-0.7604835774951405,2.952470215029322e-17,-1.0,1.0,0.0,0.0,0.7335397772613093,0.0,0.0,0.0,0.9579925079987028,0.0,0.0,0.0,1.0698134551240774,1.0,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.03,0.02,0.02,0.02,0.74,0.5900000000000001,0.22999999999999998,0.5,0.5,0.5,0.03,0.0,1.0,0.0,1.0,0,101.80113307655631,5,3,134.61726584501838,0.5,1.0,1,1.0,1.0,1.0,1.0,0:100,,,,,offline,1.0,1.0,1.0,1.0
0.013203295778423618,0.0006785551317719364,0.03275564489193212,0.0,0.0,0.0,0,1.0,0,0.10728,0.39303999999999994,0,0.51,0.7976607212735414,0.0,2.0,0.6,0.8164965809277259,0.0,2.0,1.09,0.7666666666666666,0.0,2.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.28537114059090757,0.05632411755232599,-0.10327229482089817,0.6425906053940231,0.7385489458759965,0.039327566684056146,-0.6425906053940232,-0.7385489458759964,-0.03932756668405612,-1.0,-0.6425906053940232,-0.7385489458759964,-0.03932756668405612,-1.0,1.0,0.0,0.0,0.8430181239567154,0.0,0.0,0.0,0.9379205004991429,0.0,0.0,0.0,1.0789241040527802,1.0,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,1.25,1.0,1.0,1.0,0.03,0.03,0.03,0.02,0.02,0.02,0.6799999999999999,0.61,0.25,0.5,0.5,0.5,0.03,0.0,1.0,0.0,1.0,0,123.48278007980952,4,2,204.00761109035082,0.5,1.0,1,1.0,1.0,1.0,1.0,30:130,,,,,offline,1.0,1.0,1.0,1.0
0.0009257020049350823,3.022435921854401e-05,0.03275564489193212,0.0,0.0,0.0,0,1.0,0,0.09991999999999998,0.37832,0,0.56,0.8080404030302525,0.0,2.0,0.57,0.7946157193349132,0.0,2.0,1.07,0.7555184185763314,0.0,2.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.34735507279683264,0.03441517699396918,-0.03348233006491304,0.6965260331469922,0.7209416334945397,0.06651312466697139,-0.6965260331469922,-0.7209416334945397,-0.06651312466697144,-1.0,-0.6965260331469922,-0.7209416334945397,-0.06651312466697144,-1.0,1.0,0.0,0.0,0.9007243623687382,0.0,0.0,0.0,0.9274600551768872,0.0,0.0,0.0,1.074099691126897,1.0,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,1.25,1.0,1.0,1.0,0.03,0.03,0.03,0.02,0.02,0.02,0.64,0.62,0.25,0.5,0.5,0.5,0.03,0.0,1.0,0.0,1.0,0,120.11689819546405,3,2,199.06706504897758,0.5,1.0,1,1.0,1.0,1.0,1.0,60:160,,,,,offline,1.0,1.0,1.0,1.0
0.000995683509722656,0.00216279104346323,0.0006554231730746766,0.0,0.0,0.0,0,1.0,0,0.122,0.34448,0,0.57,0.7818005635787948,0.0,2.0,0.62,0.8260897302498333,0.0,2.0,0.96,0.77746025264604,0.0,2.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.46388758511071404,0.05450853060200845,0.023276683560072415,0.7327591989386093,0.754304796008372,0.07756315349925287,-0.7327591989386093,-0.754304796008372,-0.07756315349925287,-1.0,-0.7327591989386093,-0.754304796008372,-0.07756315349925287,-1.0,1.0,0.0,0.0,0.9379205004991429,0.0,0.0,0.0,0.9482671924946918,0.0,0.0,0.0,1.0875656525975472,1.0,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.03,0.03,0.03,0.02,0.02,0.02,0.61,0.6,0.31999999999999995,0.5,0.5,0.5,0.03,0.0,1.0,0.0,1.0,0,122.08594850865694,3,2,188.80721883088677,0.5,1.0,1,1.0,1.0,1.0,1.0,90:190,,,,,offline,1.0,1.0,1.0,1.0
0.00012106599356708145,3.022435921854401e-05,0.012756037019476082,0.0,0.0,0.0,0,1.0,0,0.12328000000000001,0.33648,0,0.57,0.7946157193349132,0.0,2.0,0.56,0.782639925205233,0.0,2.0,1.0,0.7521014330903549,0.0,2.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.4073551266751073,0.0338034660200215,0.08580179914942668,0.7209416334945397,0.7191316957125198,0.08017837257372733,-0.7209416334945397,-0.7191316957125199,-0.08017837257372737,-1.0,-0.7209416334945397,-0.7191316957125199,-0.08017837257372737,-1.0,1.0,0.0,0.0,0.9274600551768872,0.0,0.0,0.0,0.9269334961280267,0.0,0.0,0.0,1.0740922213659423,1.0,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.03,0.03,0.03,0.02,0.02,0.02,0.62,0.62,0.28,0.5,0.5,0.5,0.03,0.0,1.0,0.0,1.0,0,123.69379844171783,5,2,195.6664193887289,0.5,1.0,1,1.0,1.0,1.0,1.0,120:220,,,,,offline,1.0,1.0,1.0,1.0
0.00012106599356708145,3.022435921854401e-05,0.0022212541008230276,0.0,0.0,0.0,0,1.0,0,0.13,0.36752,0,0.61,0.8396127053287695,0.0,2.0,0.57,0.7946157193349132,0.0,2.0,1.01,0.7976607212735414,0.0,2.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.39712473860639386,0.14162280405380046,0.15027998363946157,0.7301855527163046,0.7209416334945398,0.1385979737124364,-0.7301855527163047,-0.7209416334945398,-0.1385979737124364,-1.0,-0.7301855527163047,-0.7209416334945398,-0.1385979737124364,-1.0,1.0,0.0,0.0,0.9189756674310987,0.0,0.0,0.0,0.9274600551768872,0.0,0.0,0.0,1.0955590360234204,1.0,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.03,0.03,0.03,0.02,0.02,0.02,0.62,0.62,0.31000000000000005,0.5,0.5,0.5,0.03,0.0,1.0,0.0,1.0,0,123.93318583468937,3,2,192.7862821381416,0.5,1.0,1,1.0,1.0,1.0,1.0,150:250,,,,,offline,1.0,1.0,1.0,1.0
0.0009257020049350823,0.0006785551317719364,0.0022212541008230276,0.0,0.0,0.0,0,1.0,0,0.12391999999999999,0.37751999999999997,0,0.57,0.819645156038991,0.0,2.0,0.59,0.8052228501376737,0.0,2.0,1.0,0.7913675671030664,0.0,2.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.38827846627345824,0.10900808778803964,0.04755451120994291,0.6989262981388243,0.7364077049000176,0.025400025400038086,-0.6989262981388243,-0.7364077049000176,-0.025400025400038086,-1.0,-0.6989262981388243,-0.7364077049000176,-0.025400025400038086,-1.0,1.0,0.0,0.0,0.897927770550651,0.0,0.0,0.0,0.9389472680899495,0.0,0.0,0.0,1.093815378511274,1.0,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.03,0.03,0.03,0.02,0.02,0.02,0.64,0.61,0.31000000000000005,0.5,0.5,0.5,0.03,0.0,1.0,0.0,1.0,0,123.80189205511468,4,2,196.85605606435252,0.5,1.0,1,1.0,1.0,1.0,1.0,180:280,,,,,offline,1.0,1.0,1.0,1.0
0.008751850826933869,0.0006785551317719364,0.0022212541008230276,0.0,0.0,0.0,0,1.0,0,0.13191999999999998,0.37335999999999997,0,0.49,0.7587203474644433,0.0,2.0,0.59,0.8052228501376738,0.0,2.0,1.02,0.8037789534819918,0.0,2.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.2825589359117705,0.03345783333205904,0.07522446762581902,0.649077794107918,0.7364077049000177,-4.164637995132852e-18,-0.649077794107918,-0.7364077049000176,-8.329275990265705e-18,-1.0,-0.649077794107918,-0.7364077049000176,-8.329275990265705e-18,-1.0,1.0,0.0,0.0,0.8627656669482224,0.0,0.0,0.0,0.9389472680899495,0.0,0.0,0.0,1.096719839469558,1.0,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.03,0.03,0.03,0.02,0.02,0.02,0.6699999999999999,0.61,0.31000000000000005,0.5,0.5,0.5,0.03,0.0,1.0,0.0,1.0,0,126.93608164422949,4,2,203.6401709359888,0.5,1.0,1,1.0,1.0,1.0,1.0,210:310,,,,,offline,1.0,1.0,1.0,1.0
0.008751850826933869,0.00022978599395875545,0.001442051931850803,0.0,0.0,0.0,0,1.0,0,0.13608000000000003,0.39248000000000005,0,0.47,0.731057073315377,0.0,2.0,0.57,0.807227453457922,0.0,2.0,1.01,0.846800275785682,0.0,2.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.2945767515116551,-0.05661897540092538,0.02113118870852159,0.6461434960606022,0.7096779875904119,-0.15429248161554124,-0.6461434960606022,-0.7096779875904119,0.15429248161554127,-1.0,-0.6461434960606022,-0.7096779875904119,0.15429248161554127,-1.0,1.0,0.0,0.0,0.8591146988083842,0.0,0.0,0.0,0.9142025851610709,0.0,0.0,0.0,1.0942157559265195,1.0,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.03,0.03,0.03,0.02,0.02,0.02,0.6699999999999999,0.63,0.35,0.5,0.5,0.5,0.03,0.0,1.0,0.0,1.0,0,128.8279319883067,3,2,205.50495665451234,0.5,1.0,1,1.0,1.0,1.0,1.0,240:340,,,,,offline,1.0,1.0,1.0,1.0
0.0009257020049350823,0.01449899469477465,0.0034660936720646665,0.0,0.0,0.0,0,1.0,0,0.13992,0.39464,0,0.53,0.7713951678941896,0.0,2.0,0.48,0.7585206228927039,0.0,2.0,0.97,0.834302466771258,0.0,2.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.19956222269467028,-0.10060565506579,0.19856114343099865,0.6905281031789502,0.6359987280038161,-0.01204644424879502,-0.6905281031789502,-0.6359987280038161,0.012046444248795,-1.0,-0.6905281031789502,-0.6359987280038161,0.012046444248795,-1.0,1.0,0.0,0.0,0.9023953381067209,0.0,0.0,0.0,0.8486765553516089,0.0,0.0,0.0,1.0967198394695579,1.0,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,1.0,1.0,2.0,1.0,1.0,1.0,0.03,0.03,0.03,0.02,0.02,0.02,0.64,0.6799999999999999,0.36,0.5,0.5,0.5,0.03,0.0,1.0,0.0,1.0,0,106.27004490083921,4,3,139.2158035756057,0.5,1.0,1,1.0,1.0,1.0,1.0,270:370,,,,,offline,1.0,1.0,1.0,1.0
