psi_0,psi_1,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.09646119943641096,0.07026473106877024,0.016531399533729597,0.024262947473200687,0.00021762229973818783,0,0.920238436078294,0,0.021570203752058648,0.026724164590949083,0,0.5284251709937301,0.2730531284932193,0.0224998094013467,0.96781994833679,0.5217622942860302,0.2695940135832176,0.0114625255731272,0.9924132216174976,0.5504098960436806,0.48712446776987745,3.00000089999998e-14,0.9999998999999902,0.4495901039563194,0.4871244677698774,1.0000000994736041e-07,0.9999999999999699,0.45,0.5,0.0,1.0,-0.07805281740387769,0.7180527117824128,-0.5321921248298301,-0.7180527117824126,0.53219212482983,-1.0,-0.7075796698876636,0.5120432874595899,-0.991799566228467,0.991799566228467,0.42851293920245226,0.283999336442954,4.60517018598809,0.5502336668239745,0.406737638552537,0.20220419273614806,4.60517018598809,0.5213469395226775,1.7687642358666074e-05,1.2098958022197738e-13,3.203087554782665,0.9854928726641564,0.0010343871523741577,3.816281060986477e-07,3.203087554782665,0.014507127335843676,0.0,0.0,0.6881388137135884,0.0,0,0,0,0,0,0.47739052652040753,0.3633978171407067,0.9999998260647235,0.9999998260647235,1.0,1.0,1.0,0.57,0.57,0.02,0.0,0.0,0.0,0.0,0.55,0.02,0.07133333333333333,0.7030954412173983,0.07133333333333333,0.7030954412173983,0,101.08263293842066,3,2,126.98099233872875,0.5,0,0.99,0.99,0.99,0.979757085020243,0:100,,,,,0.9950105152230839,0.9973947403992467,0.9973947403992467,0.9973947403992467
0.09327881615239489,0.07058601876478578,0.016096258947643154,0.056265253786272805,0.0020950103828417475,0,0.8788876201409992,0,0.0282620712696453,0.029714134632921434,0,0.5306321345688241,0.26822538775305116,0.0224998094013467,0.9982447760559868,0.49331517174884937,0.2915310882644595,0.003812268384751,0.9924132216174976,0.5833957349568845,0.4771918195975324,3.00000089999998e-14,0.9999998999999902,0.41660426504311565,0.4771918195975323,1.0000000994736041e-07,0.9999999999999699,0.42,0.49604496374885826,0.0,1.0,0.03428856862778837,0.6272944397439433,-0.5306008367463149,-0.6272944397439434,0.5306008367463148,-1.0000000000000002,-0.6267486307476493,0.49330131461287724,-0.989403362507267,0.9894033625072671,0.43380057884478995,0.2910353949323502,4.60517018598809,0.5485442143652486,0.34999954129428024,0.11303692870420065,4.60517018598809,0.47734449611404406,9.562208526210768e-05,1.5545299144660403e-13,3.485756814855983,0.9854928726641564,0.0008661582639287213,3.754436760300859e-07,3.485756814855983,0.014507127335843676,0.0,0.0,0.6802920001921535,0.0,0,0,0,0,0,0.42806220039693216,0.44680897636167255,0.9999997977575893,0.9999997977575893,1.0,1.0,1.0,0.64,0.64,0.02,0.0,0.0,0.0,0.0,0.5800000000000001,0.02,0.06733333333333333,0.7667096158807842,0.06733333333333333,0.7667096158807842,0,106.11417507124101,2,2,140.60019393757818,0.5,0,0.98,0.98,0.98,0.9586776859504132,30:130,,,,,0.9745290442749439,0.9877796749358504,0.9877796749358504,0.9877796749358504
0.11364688282037665,0.0507549699237235,0.07310532299331353,0.12896978716031263,0.00021762229973818783,0,0.9354364629367764,0,0.029737928196865528,0.029127849084633214,1,0.5116911013595078,0.27180493951541884,0.0091460565064975,0.9982447760559868,0.47573006282089464,0.295974176262879,0.003812268384751,0.9924132216174976,0.5446996308461675,0.48251360959403944,3.00000089999998e-14,0.9999998999999902,0.45530036915383254,0.4825136095940394,1.0000000994736041e-07,0.9999999999999699,0.45,0.5,0.0,1.0,-0.01875652235843321,0.6153227269814789,-0.6004229768779409,-0.6153227269814789,0.600422976877941,-1.0000000000000002,-0.5930075609622438,0.5826888521476093,-0.9858967946735375,0.9858967946735375,0.39307581437203315,0.19162609676251705,4.60517018598809,0.523278599782893,0.3366430961849096,0.11756308939370831,4.60517018598809,0.4649515498156782,5.019770939786619e-05,1.863791822224826e-13,3.394243699605708,0.9394120848133657,0.0011144065488091473,3.432270282894156e-07,3.394243699605708,0.06058791518663424,0.0,0.0,0.6881388137135884,0.0,0,0,0,0,0,0.38699702690184495,0.47586529503569164,0.9999998939454109,0.9999998939454109,1.0,1.0,1.0,0.62,0.62,0.02,0.0,0.0,0.0,0.0,0.55,0.02,0.06533333333333333,0.7971504220034918,0.06533333333333333,0.7971504220034918,0,103.97910909775752,4,2,136.48307547294013,0.5,0,0.99,0.99,0.99,0.979757085020243,60:160,,,,,0.9734289162453874,0.9869509376460185,0.9869509376460185,0.9869509376460185
0.10672790437990927,0.04935858454774969,0.08367644229043786,0.12319388209062235,0.0012133994345735334,0,0.9417361191058997,0,0.037299183174203714,0.033267543161753864,1,0.4904674861307427,0.30114260704227636,0.0091460565064975,0.9982447760559868,0.46773933181014604,0.31119659851004083,0.0018378779958044,0.9924132216174976,0.5352179648496018,0.48185724101347666,3.00000089999998e-14,0.9999998999999902,0.4647820351503983,0.4818572410134766,1.0000000994736041e-07,0.9999999999999699,0.46,0.5009082659620331,0.0,1.0,0.01228886732356322,0.6641788456754628,-0.5076610004600429,-0.6641788456754629,0.5076610004600429,-1.0,-0.6535848180209618,0.47528916031976287,-0.9837241056806517,0.9837241056806518,0.34424579324916926,0.16085313773133358,4.60517018598809,0.523278599782893,0.3097649772882679,0.07091109354072074,4.60517018598809,0.4181285664507767,7.848187149872193e-05,2.321867977913956e-13,3.6613723662414395,0.8853249933930514,0.0015101475492168043,3.7243028601198127e-07,3.6269520482747004,0.11467500660694857,0.0,0.0,0.6899437584583995,0.0,0,0,0,0,0,0.5313837885531245,0.5859129399674016,0.9999998047212967,0.9999998047212965,1.0,1.0,1.0,0.69,0.68,0.02,0.0,0.0,0.0,0.0,0.54,0.02,0.078,0.5943712180318407,0.078,0.5943712180318407,0,107.6315275180664,2,2,141.15008675406443,0.5,0,0.98,0.98,0.98,0.9596122778675282,90:190,,,,,0.9659378748754499,0.9829337168166006,0.9829337168166006,0.9829337168166006
0.0431554859816729,0.13547649892500951,0.059869860277614345,0.11572626265912646,0.01320653058020736,0,0.9970159547789037,0,0.039400092290196434,0.033909546878902665,1,0.484611922350884,0.30357648494379597,0.0091460565064975,0.9987539018152564,0.48493524051910214,0.31584448385167985,0.0018378779958044,0.9908616739693415,0.5018041434709745,0.4823615459309873,3.00000089999998e-14,0.9999998999999902,0.49819585652902554,0.48236154593098723,1.0000000994736041e-07,0.9999999999999699,0.5,0.502518907629606,0.0,1.0,0.027581508718810894,0.6379716917720578,-0.5107838990352601,-0.6379716917720577,0.5107838990352599,-1.0000000000000002,-0.6163271963136547,0.49189341222365424,-0.9833920821581509,0.9833920821581509,0.3421888155731319,0.16731333021679257,4.60517018598809,0.49887233070017944,0.3302130573445323,0.080552322580352,4.60517018598809,0.45232505753483,5.150175782951603e-05,2.361740862787737e-13,3.815468270647062,0.46016514635726014,0.0028062750081277936,4.4641584204161277e-07,3.7819582999386463,0.53983485364274,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.5280553776126045,0.5685583779217487,0.9999986056457811,0.999998605645781,1.0,1.0,1.0,0.73,0.72,0.02,0.0,0.0,0.0,0.0,0.5,0.02,0.098,0.31107266310567905,0.098,0.31107266310567905,0,110.21977259637896,5,2,144.40616835924342,0.5,0,0.98,0.98,0.98,0.96,120:220,,,,,0.9690383394808061,0.9844027186117824,0.9844027186117824,0.9844027186117824
0.047431559289619944,0.046115133845429486,0.03867674966996799,0.025651686408696403,0.018203687746945786,0,0.9893161001875606,0,0.03322822202509546,0.03258311162821857,1,0.47658869809442783,0.3154422996032095,0.0091460565064975,0.9987539018152564,0.4946018912793497,0.29902012909946923,0.0018378779958044,0.9908616739693415,0.49325693994200426,0.49123508596471965,3.00000089999998e-14,0.9999998999999902,0.5067430600579957,0.49123508596471954,1.0000000994736041e-07,0.9999999999999699,0.51,0.5024183937956913,0.0,1.0,0.07265966701771308,0.7110305443159544,-0.39774464966595724,-0.7110305443159542,0.3977446496659574,-1.0000000000000002,-0.6998979885436355,0.38589328888248686,-0.9936406117038034,0.9936406117038032,0.32311935298854977,0.14263433826556746,4.60517018598809,0.46655210303318395,0.35815638102880876,0.10071431989750287,4.60517018598809,0.45232505753483,1.930676330538376e-05,1.5865039843163632e-13,3.6021125843881014,0.34203856559384677,0.002364057814105306,4.341979367512746e-07,3.5640805114569103,0.6579614344061533,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.567761772277903,0.5234548567904403,0.9999989604723382,0.9999989604723379,1.0,1.0,1.0,0.67,0.66,0.02,0.0,0.0,0.0,0.0,0.49,0.02,0.07866666666666666,0.5835994783310695,0.07866666666666666,0.5835994783310695,0,106.14401258189517,5,2,138.65858447738128,0.5,0,0.99,0.99,0.99,0.98,150:250,,,,,0.9779914653118238,0.9890125875178026,0.9890125875178026,0.9890125875178026
0.03679648753113479,0.058534788041340796,0.0076270688360394615,0.005500564649887095,0.009009480105742915,0,0.9762182852758792,0,0.029170971497339868,0.030039560742413964,1,0.49175808515145386,0.2963414975939737,0.0104372998461106,0.9987539018152564,0.4911079000513288,0.28349837200234596,0.0018378779958044,0.9896048531399826,0.5157758132451186,0.49216240294690194,3.00000089999998e-14,0.9999998999999902,0.48422418675488144,0.4921624029469019,1.0000000994736041e-07,0.9999999999999699,0.49,0.5024183937956913,0.0,1.0,0.09149631932684531,0.6992987486242447,-0.40433992264822866,-0.6992987486242445,0.40433992264822866,-1.0,-0.6890001378105863,0.39527440753179605,-0.994089962627308,0.9940899626273079,0.36452140725596494,0.19115963592181745,4.60517018598809,0.46210104081708847,0.3675108675115778,0.10418209755385455,4.60517018598809,0.45907439485150797,2.6537887985199664e-05,1.4765667576490934e-13,3.485756814855983,0.8351027267430726,0.0014250043427831358,4.1344830428545384e-07,3.485756814855983,0.16489727325692755,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.477335143233349,0.4779835757363431,0.9999997450632352,0.9999997450632352,1.0,1.0,1.0,0.64,0.64,0.02,0.0,0.0,0.0,0.0,0.51,0.02,0.05533333333333333,0.9231870587836403,0.05533333333333333,0.9231870587836403,0,105.5346886587514,3,2,139.26072452546563,0.5,0,0.99,0.99,0.99,0.9799839871897518,180:280,,,,,0.9808938942197835,0.9904163076007394,0.9904163076007394,0.9904163076007394
0.06704197081074387,0.13920871073622101,0.043957906927300665,0.042390216448821336,0.03802707373185553,0,0.9363217051393746,0,0.024326532123849966,0.02789717987475027,0,0.45340172523494915,0.28017593528450735,0.0104372998461106,0.9917839084519524,0.5117888690791486,0.27670913538099107,0.0152150148948283,0.9875131673772218,0.45928433485478143,0.4935371736021622,3.00000089999998e-14,0.9999998999999902,0.5407156651452185,0.4935371736021621,1.0000000994736041e-07,0.9999999999999699,0.54,0.5009082659620331,0.0,1.0,0.0009839703457398357,0.7052613291774329,-0.4774782967152932,-0.7052613291774334,0.4774782967152934,-0.9999999999999997,-0.6943264069067476,0.4720559252375721,-0.9950980597495207,0.995098059749521,0.32894497553961605,0.16443153833092478,4.60517018598809,0.43261179919201487,0.41039113449496445,0.25990422804457824,4.60517018598809,0.462543317435279,4.035611983460379e-06,1.2314182030397228e-13,3.2451115065104315,0.02964167758817415,0.0023089331609856467,3.8716782472359106e-07,3.2451115065104315,0.970358322411826,0.0,0.0,0.6899437584583995,1.0,0,0,0,0,0,0.402420956789358,0.45998907385996135,0.9999997871018398,0.9999997871018397,1.0,1.0,1.0,0.58,0.58,0.02,0.0,0.0,0.0,0.0,0.45999999999999996,0.02,0.12066666666666667,0.12131139143911408,0.12066666666666667,0.12131139143911408,0,101.63292868711703,4,2,131.4633747085542,0.5,0,1.0,1.0,1.0,1.0,210:310,,,,,0.9944608005077625,0.997167248994668,0.997167248994668,0.997167248994668
0.02599385603113566,0.17044994596786228,0.032331945451983556,0.018565661758038123,0.009009480105742915,0,0.9872468488871924,0,0.025048265527123185,0.025850096328542814,0,0.48791061090492005,0.2826300995344624,0.0010862298473106,0.9945834369959832,0.5424210894161471,0.2666249541734245,0.0158135139987161,0.9712112379276138,0.5079099863868692,0.4948570916944795,3.00000089999998e-14,0.9999998999999902,0.49209001361313076,0.4948570916944795,1.0000000994736041e-07,0.9999999999999699,0.49,0.5024183937956914,0.0,1.0,0.0186901246489308,0.6964082304161354,-0.46929067499788835,-0.6964082304161351,0.4692906749978882,-1.0,-0.6857654677891968,0.46380688334672504,-0.9951424855926457,0.9951424855926457,0.35070756137861203,0.06919665821073034,4.60517018598809,0.46321940496297487,0.45229912292293106,0.3009990125290234,4.60517018598809,0.5832676939556523,1.379074521405131e-05,1.3908347948859779e-13,3.2013047750602426,0.7577053120288559,0.0015588040764282671,3.666405368918435e-07,3.2013047750602426,0.2422946879711439,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.4488436440442399,0.46797860179041995,0.9999998752817227,0.9999998752817226,1.0,1.0,1.0,0.57,0.57,0.02,0.0,0.0,0.0,0.0,0.51,0.02,0.07533333333333334,0.6378053594663992,0.07533333333333334,0.6378053594663992,0,104.38486481857908,2,2,133.3991764885044,0.5,0,1.0,1.0,1.0,1.0,240:340,,,,,0.9977062804812822,0.9987478766759519,0.9987478766759519,0.9987478766759519
0.0286871853689715,0.29904501628140434,0.03505597840831014,0.021651398010483863,0.005611340221563302,1,0.9725617261838438,0,0.025038317571051596,0.030090160937174183,0,0.504752292440965,0.2871871735940221,0.0010862298473106,0.9945834369959832,0.5490032982481682,0.2739710267156401,0.0158135139987161,0.9712112379276138,0.5168262340031402,0.4891978892589364,3.00000089999998e-14,0.9999998999999902,0.4831737659968599,0.4891978892589364,1.0000000994736041e-07,0.9999999999999699,0.48,0.5021167315686782,0.0,1.0,-0.008981070904712124,0.670731287333781,-0.49031902884818873,-0.6707312873337807,0.49031902884818857,-1.0,-0.653114917803526,0.48018557385016747,-0.9929439695375305,0.9929439695375304,0.3678614457761892,0.0731727711502738,4.60517018598809,0.5534238208951369,0.44675774983143657,0.2629675403267441,4.60517018598809,0.5978570159825872,3.281614006097679e-05,1.7342119923758208e-13,3.6799097219401684,0.8099735333355695,0.0022112366605992763,4.861345533429108e-07,3.6799097219401684,0.19002646666443043,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.5215105147296194,0.5229171045102841,0.9999986043490496,0.9999986043490494,1.0,1.0,1.0,0.69,0.69,0.02,0.0,0.0,0.0,0.0,0.52,0.02,0.07266666666666667,0.6814092283718842,0.07266666666666667,0.6814092283718842,0,107.0941877479766,3,2,137.0987265526782,0.5,0,1.0,1.0,1.0,1.0,270:370,,,,,1.0062727291227063,1.0031069599436448,1.0031069599436448,1.0031069599436448
