distance_class_1,distance_class_0,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_3_2,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.08682721007429434,0.08741592315669518,0,0.9666523969943462,0,0.0010243497402389,0.0044468836567366655,0.129075838058479,0.2346637681494983,0.14409936105109927,0.15115317823338215,0.0,1,0.08933333333333333,0.4216404101570307,0.08933333333333333,0.4216404101570307,0,0.479129356996563,0.28642471461319624,0.012211826651751,0.990712479669024,0.510101280556899,0.302091106384339,0.002369315264836,0.9845765446545324,0.5178867976110997,0.4278401457235228,0.00030980706568051186,0.999763110357712,0.48211320238890026,0.4278401457235228,0.0002368896422880123,0.9996901929343195,0.5,0.502518907629606,0.0,1.0,-0.17047396308376708,0.25144668828196204,-0.31541419736463144,-0.25144668828196204,0.31541419736463144,-0.9999999999999998,-0.2608748103159709,0.367386587856996,-0.971611288800576,0.9716112888005762,0.35905782477754544,0.1961505613128073,4.60517018598809,0.5041018050451057,0.38110196767073556,0.11607451867277226,4.60517018598809,0.44439381883419954,0.17068551533338608,0.00671780620486296,4.60517018598809,0.5677787744284388,0.11969157061349317,0.00311060168559449,4.60517018598809,0.4322212255715611,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.4785650636479797,0.5817708604044012,0.9055906601235988,0.9055906601235988,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5,0.03,130.0773084820488,4,2,190.8914435355967,0.5,1.0,1,0.96,0.96,0.96,0.92,0:100,,,,,offline,0.8663506340646944,0.9331753191528799,0.9331753191528799,0.9331753191528799
0.09225034429938034,0.0834356717880597,0,0.9355727783710257,0,0.00231169899144596,0.061526841594243015,0.06531933316160929,0.09290090177142583,0.12710461998073927,0.11364573051589076,0.0004000533461369923,0,0.106,0.2283725116630342,0.106,0.2283725116630342,0,0.47732121001597194,0.2849760871948485,0.012211826651751,0.9859957170691908,0.5334708226532646,0.3013013731913698,0.0674040201751565,0.9977726768356044,0.5341592256085838,0.422577049973924,0.00030008705809758673,0.999763110357712,0.46584077439141625,0.422577049973924,0.0002368896422880123,0.9996999129419024,0.49,0.5024183937956914,0.0,1.0,-0.11046676126443018,0.13261108553286666,-0.4936183731714955,-0.13261108553286668,0.49361837317149554,-1.0000000000000002,-0.1028781428228418,0.5227329853912922,-0.9593589978333956,0.9593589978333958,0.3538258169189022,0.18756640860133292,4.60517018598809,0.4892017878860947,0.42559484651712964,0.3074995651507886,4.60517018598809,0.5363491992289391,0.16913535616615333,0.005339567331190725,4.60517018598809,0.6349542467348034,0.10532548935847119,0.0026938865374468847,4.60517018598809,0.36504575326519656,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.47831133799945413,0.5659959671502782,0.8956986366781134,0.8956986366781134,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.51,0.03,128.43742779624824,4,2,187.5426940265436,0.5,1.0,1,0.93,0.93,0.93,0.86,30:130,,,,,offline,0.8582450124486368,0.9291225110236915,0.9291225110236915,0.9291225110236915
0.09645274650733567,0.08563923811867839,0,0.9559178440136122,0,0.005186324391784833,0.002179360752062683,0.07121547233099348,0.08280135991197185,0.12179446861828493,0.10833557915343642,0.0004000533461369923,0,0.076,0.6269099621023417,0.076,0.6269099621023417,0,0.4679697532860949,0.27280672773039494,0.0110780691487962,0.9841155861113668,0.5199666520849209,0.2942197137916287,0.0674040201751565,0.9977726768356044,0.5235458119996427,0.4152421672647794,0.00030008705809758673,0.999763110357712,0.47645418800035727,0.41524216726477947,0.0002368896422880123,0.9996999129419024,0.51,0.5024183937956913,0.0,1.0,-0.08610855433479712,0.07311302732547612,-0.5374578544039685,-0.0731130273254761,0.5374578544039683,-1.0000000000000002,-0.06651845134855913,0.5692200438952792,-0.952464746404699,0.9524647464046989,0.35068771002879295,0.1782556345254591,4.60517018598809,0.46286793973077756,0.4179878583801233,0.30855137552591794,4.60517018598809,0.5121012579716866,0.17065884448188898,0.005305456127252278,4.60517018598809,0.4552420812794459,0.12026781908468014,0.003170928307057099,4.60517018598809,0.5447579187205541,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.47831133799945413,0.5184302685109283,0.8850484426726622,0.8850484426726621,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.49,0.03,127.40305278249261,4,2,185.71856509705088,0.5,1.0,1,0.89,0.89,0.89,0.78,60:160,,,,,offline,0.8059792193251266,0.9029896126900239,0.9029896126900239,0.9029896126900239
0.09704003420293972,0.09233009413164772,0,0.9985779772090781,0,0.0010243497402389,0.00017828757835775146,0.10393788468682902,0.13924245136139335,0.07818133690798419,0.07395684010983855,0.0016008541534707314,0,0.04666666666666667,0.9818692807103475,0.04666666666666667,0.9818692807103475,0,0.4680067592356539,0.2767635862124419,0.0110780691487962,0.9841155861113668,0.5189110796110901,0.29351865031308394,0.0488749393190799,0.9978662191346132,0.5007251316724359,0.4068648290203759,0.00030008705809758673,0.999763110357712,0.49927486832756407,0.4068648290203759,0.0002368896422880123,0.9996999129419024,0.52,0.5021167315686782,0.0,1.0,0.04290284696953322,-0.0341234433322714,-0.5661543063690522,0.034123443332271415,0.5661543063690522,-1.0,0.039248645290734345,0.5844238436033721,-0.9385259306377928,0.9385259306377931,0.3573643078968725,0.20408290798236361,4.60517018598809,0.45401053533713776,0.41301021210552447,0.2938433876747613,4.60517018598809,0.5278067081910413,0.15835751877076235,0.00505571307679351,4.60517018598809,0.42464761553331576,0.14560724198604447,0.0037123747840533627,4.60517018598809,0.5753523844666842,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.4968837878067843,0.4850744269767058,0.8673468564099626,0.8673468564099626,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.48,0.03,128.2759578466525,4,2,189.52464699116337,0.5,1.0,1,0.88,0.88,0.88,0.76,90:190,,,,,offline,0.7968127785320177,0.8984063977406624,0.8984063977406624,0.8984063977406624
0.0934477153042812,0.09363107693214927,0,0.9569691580830015,0,0.0027047070278443937,0.005417898996711216,0.036302675516460055,0.14741489010165446,0.030729219122451218,0.03860014705647595,0.006413706003007178,0,0.06133333333333333,0.8537084342276315,0.06133333333333333,0.8537084342276315,0,0.47672883165909014,0.2944551070011181,0.0110780691487962,0.9962571925784788,0.5427233430749929,0.2744852558252197,0.0444590549356873,0.9978662191346132,0.47813743150142685,0.40518252687967976,0.00034641078045860585,0.9997264185998265,0.5218625684985732,0.40518252687967976,0.0002735814001735512,0.9996535892195414,0.54,0.5009082659620331,0.0,1.0,0.09606238539568979,0.015707456908277115,-0.4209313263152313,-0.015707456908277077,0.42093132631523145,-1.0000000000000002,-0.00534507491209186,0.46299271338326536,-0.9373745239692393,0.9373745239692395,0.3468671239059746,0.18152873125067656,4.60517018598809,0.465108789679554,0.4441361414510872,0.3132831467984925,4.60517018598809,0.5940637199185419,0.14315614061343226,0.005453041741881646,4.60517018598809,0.37901824225168396,0.16858164411756218,0.0053489682688961995,4.60517018598809,0.6209817577483161,0.0,0.0,0.6899437584583995,1.0,0,0,0,0,0,0.5378552635441437,0.4390425443939762,0.8679074598668755,0.8679074598668755,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.45999999999999996,0.03,134.5266482581441,3,2,202.82671811550694,0.5,1.0,1,0.92,0.92,0.92,0.84,120:220,,,,,offline,0.7993207401788508,0.8996603763429947,0.8996603763429947,0.8996603763429947
0.08754375424936005,0.09860592391260348,0,0.969475934610345,0,6.408339563442159e-05,0.0028605205433000188,0.03873801792607949,0.2851421824865603,0.06704197081074385,0.0697353001485797,0.0004000533461369923,1,0.066,0.7871357929126765,0.066,0.7871357929126765,0,0.5153485478309779,0.2920448849206043,0.0255555950607878,0.9962571925784788,0.5150229592484658,0.2740219666562927,0.0290255023938132,0.9978662191346132,0.4845086115962001,0.4048387293834712,0.0003026207251201063,0.9998267751517719,0.5154913884037999,0.4048387293834712,0.00017322484822813178,0.9996973792748799,0.51,0.5024183937956914,0.0,1.0,0.16130302846119995,-0.04938254163406235,-0.4129316081260529,0.04938254163406238,0.4129316081260529,-1.0,0.07580476988670848,0.4553816928910637,-0.9408070868371667,0.9408070868371667,0.3928276045287046,0.23345616480030298,4.60517018598809,0.5113982914904996,0.41336651392251655,0.2774059838790575,4.60517018598809,0.45882494870611457,0.14922231797524899,0.0063122431417189095,4.60517018598809,0.396603602363708,0.16478950636986694,0.0042024453581014235,4.60517018598809,0.6033963976362919,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.5315779064733466,0.43449566230195114,0.8746388610695208,0.8746388610695208,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.49,0.03,134.4093089014865,4,2,201.66452013560183,0.5,1.0,1,0.93,0.93,0.93,0.86,150:250,,,,,offline,0.8561498679951403,0.9280749485146826,0.9280749485146826,0.9280749485146826
0.09523786239035266,0.08892214597684599,0,0.980390099350262,0,0.008471643847921748,4.452822471621325e-05,0.07017859759787629,0.17907120320514833,0.10683251687981697,0.09432672921301168,0.003604329355261904,0,0.051333333333333335,0.9566132781827216,0.051333333333333335,0.9566132781827216,0,0.554255973415352,0.28656263686355593,0.0031864411986074,0.9962571925784788,0.5426369890907424,0.27964744017718635,0.0020646817172705,0.9978662191346132,0.49000428803398827,0.4066630108786999,0.00028234931093751303,0.9998267751517719,0.5099957119660118,0.4066630108786999,0.00017322484822813178,0.9997176506890625,0.53,0.5016135580465918,0.0,1.0,0.04069579171421294,0.009395475644313289,-0.46451422598098163,-0.00939547564431339,0.46451422598098147,-1.0,-0.010579385414417452,0.4959977167211373,-0.9390350305581057,0.9390350305581056,0.42166641527935483,0.14559291027484986,4.60517018598809,0.619515302612504,0.4185187125473886,0.11830936477967643,4.60517018598809,0.5589844546530378,0.16402601474361939,0.006364158898862949,4.60517018598809,0.37027715030005426,0.13662673186649163,0.0036830970264635143,4.60517018598809,0.6297228496999457,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0.45628527076361486,0.4277021812668434,0.8836208614960817,0.8836208614960817,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.47,0.03,132.3483634555791,4,2,199.0300764381148,0.5,1.0,1,0.91,0.91,0.91,0.8200000000000001,180:280,,,,,offline,0.8135307301898729,0.9067653776783977,0.9067653776783977,0.9067653776783977
0.0901241271039891,0.09368530604543035,0,0.9184112197207113,0,0.0077941687142861135,4.452822471621325e-05,0.08590729254025008,0.25698326031417434,0.1025063644186504,0.11231882274761981,0.010033534773107564,1,0.09133333333333334,0.39423598178537667,0.09133333333333334,0.39423598178537667,0,0.5724350423578973,0.28193584055187354,0.0031864411986074,0.991011401680775,0.531259178875723,0.27578370706626737,0.0020646817172705,0.9977713643027288,0.45867724615288546,0.40340372228538285,0.00028234931093751303,0.9998267751517719,0.5413227538471146,0.40340372228538285,0.00017322484822813178,0.9997176506890625,0.55,0.5,0.0,1.0,-0.07936822730459288,0.062234993320849925,-0.5432438887581412,-0.06223499332084994,0.5432438887581412,-0.9999999999999998,-0.04068783738601926,0.5727004819956616,-0.9391749487485516,0.9391749487485515,0.4526250847755165,0.16257709300423703,4.60517018598809,0.633449043933582,0.4106480547426194,0.11793691552116438,4.60517018598809,0.5108539388773512,0.12988347363399896,0.00474892900308426,4.60517018598809,0.3319065822622411,0.16587413822470384,0.0036846599873939425,4.60517018598809,0.6680934177377589,0.0,0.0,0.6881388137135884,1.0,0,0,0,0,0,0.44599781450437925,0.4442033707686497,0.8983184974527778,0.8983184974527777,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.44999999999999996,0.03,130.9820134754782,4,2,190.62594890970968,0.5,1.0,1,0.89,0.89,0.89,0.78,210:310,,,,,offline,0.7932754943599867,0.8966377538303344,0.8966377538303344,0.8966377538303344
0.09289541171263542,0.08827789431304205,0,0.9618092037629745,0,0.00231169899144596,0.002179360752062683,0.055978120611143094,0.17032324846485078,0.1901676621166918,0.16292054615999094,0.006413706003007178,0,0.074,0.6596206191010259,0.074,0.6596206191010259,0,0.5637776947652916,0.2789117091029089,0.0031864411986074,0.991011401680775,0.48495188768045056,0.27934851636658725,0.0020646817172705,0.9977713643027288,0.4806538007246575,0.40402763484256,0.00028234931093751303,0.9998267751517719,0.5193461992753425,0.40402763484256,0.00017322484822813178,0.9997176506890625,0.54,0.5009082659620331,0.0,1.0,0.0037140847219232402,-0.06092764939760648,-0.5217642828852592,0.060927649397606434,0.521764282885259,-0.9999999999999998,0.07271854356096025,0.5465585953622347,-0.9364308346128296,0.9364308346128299,0.4435430696503871,0.15579236902788016,4.60517018598809,0.6174393142110705,0.35691278432595797,0.09691657227899159,4.60517018598809,0.45559563111202184,0.1612308378089662,0.006622025037658885,4.60517018598809,0.3861208355886217,0.1252766537041478,0.002398884675396785,4.60517018598809,0.6138791644113784,0.0,0.0,0.6899437584583995,1.0,0,0,0,0,0,0.43259105701846884,0.4603855472043584,0.8689725567998169,0.8689725567998168,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.45999999999999996,0.03,131.67204703069672,4,2,194.21802992306715,0.5,1.0,1,0.9,0.9,0.9,0.8,240:340,,,,,offline,0.7941556929141509,0.8970778563220622,0.8970778563220622,0.8970778563220622
0.09410636929783657,0.08952301853591764,0,0.9859348655480987,0,0.00014409914490739188,0.000711944539662686,0.035090377828235,0.14307592620958062,0.15169160831182066,0.1271378216929556,0.0016008541534707314,0,0.074,0.6596206191010259,0.074,0.6596206191010259,0,0.5408737585226832,0.2803828949889449,0.0218497543001414,0.9980904474004014,0.49174775818082417,0.29861098102234424,0.0064029473674308,0.9980562201421468,0.492839521548591,0.4061773679746191,0.00029811298131454667,0.9998436201350951,0.5071604784514091,0.4061773679746191,0.00015637986490488938,0.9997018870186855,0.52,0.5021167315686782,0.0,1.0,-0.014128873162154724,-0.03923999805246684,-0.5667809189700691,0.03923999805246679,0.5667809189700691,-0.9999999999999998,0.030074286940177265,0.5807925313478121,-0.9442794862386378,0.9442794862386381,0.4327700062220124,0.2768228967071847,4.60517018598809,0.5830301391000432,0.36631685747150977,0.17799811714617056,4.60517018598809,0.4372161480732643,0.16539051815316744,0.005536518271437947,4.60517018598809,0.40565762869046357,0.12026438345944478,0.0021398351633545275,4.60517018598809,0.5943423713095364,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0.4856139903965869,0.5418735425665204,0.8585980767766145,0.8585980767766145,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.48,0.03,129.5543187636044,3,2,187.84480765334294,0.5,1.0,1,0.92,0.92,0.92,0.84,270:370,,,,,offline,0.8317297065282978,0.9158648665872258,0.9158648665872258,0.9158648665872258
