psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_3_2,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.0006422920962939973,0.012267135569142523,0.07061905958809395,0.0934335644630016,0.27030046260533563,0.2633263271195445,0.0003527756792766942,1,0.934457455400933,0,0.06867293615960768,0.09259251888579834,0,0.5006478643730058,0.2741023611850032,0.027471164307286,0.9800687236150396,0.5148486893782366,0.2882432906700679,0.005763773697909,0.9834033315608854,0.5351509260539714,0.42742923777938796,0.0003771707390995971,0.9998015739011309,0.46484907394602865,0.42742923777938796,0.00019842609886915543,0.9996228292609004,0.44,0.4988876515698589,0.0,1.0,0.006751603702914508,-0.03545321985081883,-0.18553684222790187,0.0354532198508189,0.1855368422279019,-1.0,0.04638086377182839,0.2111959218009246,-0.9457177371402282,0.9457177371402282,0.3967671647005048,0.2522169350102834,4.60517018598809,0.5021351343691401,0.391043059985182,0.1790911753324303,4.60517018598809,0.5094602071870197,0.15194411713382278,0.005598635095897767,4.60517018598809,0.6846344455801735,0.11823273402782292,0.003479429595068637,4.60517018598809,0.3153655544198265,0.0,0.0,0.6859298002523728,0.0,0,0,0,0,0,0.4333806284165314,0.505486532996194,0.9418953552118343,0.9418953552118343,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.56,0.03,0.10466666666666667,0.24087885122898547,0.10466666666666667,0.24087885122898547,0,139.8155547559551,4,2,216.44810214071708,0.5,0,0.93,0.93,0.93,0.8589846897663175,0:100,,,,,0.823748778982328,0.9128293632346136,0.9128293632346136,0.9128293632346136
2.8453060533906948e-05,0.02928671771263062,0.03737455319340134,0.06634134996235,0.09361320987444106,0.12020311811597092,0.0017198872491765572,0,0.9816344075558896,0,0.0692456047921051,0.09866361543925233,0,0.5006315620732604,0.29522502833772474,0.0145729070825055,0.9800687236150396,0.541343809898639,0.29321984952987146,0.0237244305917568,0.9962895496537664,0.5098144147567237,0.42634499698334033,0.0003771707390995971,0.9998015739011309,0.4901855852432763,0.42634499698334033,0.00019842609886915543,0.9996228292609004,0.47,0.5016135580465918,0.0,1.0,0.012230656237919246,-0.024047606550982863,-0.24362415375858118,0.024047606550982897,0.2436241537585811,-1.0,0.033883484023749535,0.27260676593102284,-0.9494359680434431,0.9494359680434433,0.37378402225627316,0.20257377769442822,4.60517018598809,0.4902198677714966,0.4188131747480929,0.2447783895431488,4.60517018598809,0.5603339787406527,0.12694142949111942,0.00493823037727619,4.60517018598809,0.5783568179089169,0.14456683948717808,0.00408936260337013,4.60517018598809,0.4216431820910831,0.0,0.0,0.6913460990017393,0.0,0,0,0,0,0,0.4970217008566755,0.5208794709269873,0.9373108553180545,0.9373108553180542,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.53,0.03,0.11466666666666667,0.15874245973223902,0.11466666666666667,0.15874245973223902,0,138.02534855475182,3,2,212.16801458498608,0.5,0,0.96,0.96,0.96,0.9199038846615939,30:130,,,,,0.9058514360359969,0.9520906913782239,0.9520906913782239,0.9520906913782239
2.8453060533906948e-05,0.004995966515036181,0.03289340964675412,0.08671531853573711,0.06235334756904077,0.12012019732455628,0.0017198872491765572,0,0.9665483191405138,0,0.0726538437876973,0.09467009944970699,0,0.474483882658754,0.2985786602484334,0.0145729070825055,0.972560015212324,0.5590186972573477,0.3015911786282161,0.0237244305917568,0.9962895496537664,0.5183323076903695,0.43459606313197713,0.00046394513430125794,0.9998015739011309,0.48166769230963047,0.4345960631319771,0.00019842609886915543,0.9995360548656987,0.47,0.5016135580465918,0.0,1.0,0.07632219492631334,0.14444810989246795,-0.3427185355676547,-0.14444810989246795,0.34271853556765464,-1.0,-0.14046077228668435,0.36578570278937333,-0.9585562744499226,0.9585562744499226,0.34187471905168293,0.177992888540846,4.60517018598809,0.4688981195885096,0.4321207112078224,0.25853583983475004,4.60517018598809,0.622202018810281,0.12303131407516328,0.004812468884152378,4.60517018598809,0.6032496502621817,0.11992122628911067,0.0028743071578716745,4.60517018598809,0.3967503497378183,0.0,0.0,0.6913460990017393,0.0,0,0,0,0,0,0.5311111301181481,0.54751026548246,0.9444798792075103,0.9444798792075103,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.53,0.03,0.10866666666666666,0.20483812672086937,0.10866666666666666,0.20483812672086937,0,134.2548079014404,3,2,200.88113285088812,0.5,0,0.99,0.99,0.99,0.9799518845228549,60:160,,,,,0.9312381073016891,0.9651703055393613,0.9651703055393613,0.9651703055393613
2.8453060533906948e-05,0.012267135569142523,0.08471823443799907,0.06192968402340568,0.057127129299937254,0.1030964573355285,0.0066432793384621856,0,0.9937799615284734,0,0.07687472040704836,0.0948456104163286,0,0.48393553613713786,0.303193593420236,3.395150582308215e-05,0.9992240329372808,0.5489842808098317,0.29544810417388534,0.0160914495036159,0.9962895496537664,0.503376591338972,0.43313282087127875,0.0005573640573186545,0.9998391360158992,0.496623408661028,0.43313282087127875,0.000160863984100796,0.9994426359426813,0.49,0.5024183937956913,0.0,1.0,-0.008346106404077463,0.04325634085979663,-0.3886996942560695,-0.04325634085979664,0.38869969425606954,-1.0,-0.055864722047232675,0.41134926507856884,-0.9582395218374347,0.9582395218374347,0.313322293843314,0.0033282428710247175,4.60517018598809,0.5212139208198292,0.4227323418132404,0.23535698672648742,4.60517018598809,0.6032404500492226,0.12309088859194638,0.0053015922420496025,4.60517018598809,0.5308815603740202,0.1254222921569451,0.002947115216895317,4.60517018598809,0.4691184396259798,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.5605654873908994,0.4972200328444786,0.9457778072397749,0.9457778072397749,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.51,0.03,0.10733333333333334,0.21636179531821592,0.10733333333333334,0.21636179531821592,0,133.493865221714,2,2,199.12249525274362,0.5,0,0.98,0.98,0.98,0.959983993597439,90:190,,,,,0.888128214012731,0.9455529029108909,0.9455529029108909,0.9455529029108909
0.002058334498381131,0.0009407394228265036,0.07144377038729947,0.05236970664408564,0.06083591540778028,0.06765323818522676,0.010303809572172667,0,0.9751975387174631,0,0.09066445227679693,0.08902643662113495,0,0.46371298911170095,0.30787122700355024,3.395150582308215e-05,0.9992240329372808,0.5570084046817733,0.2963418992782415,0.0160914495036159,0.9962895496537664,0.5133668575452773,0.4299368201434791,0.00037566266865896036,0.9998391360158992,0.4866331424547227,0.4299368201434791,0.000160863984100796,0.999624337331341,0.5,0.502518907629606,0.0,1.0,0.0005165298426807243,0.08934630055303165,-0.3968518209691457,-0.08934630055303165,0.3968518209691456,-1.0,-0.07503546565559559,0.4312252718244224,-0.962136679691726,0.962136679691726,0.2921413849872714,0.0033226417367422734,4.60517018598809,0.5123371327093622,0.44154219394394867,0.2724692259962561,4.60517018598809,0.5954527767528531,0.1542054622114679,0.006763471504415665,4.60517018598809,0.483904370375989,0.11980534461113324,0.00309571364159248,4.60517018598809,0.516095629624011,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.5606555187734892,0.5464504116577013,0.8942100649979863,0.8942100649979863,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5,0.03,0.09333333333333334,0.36794131401688207,0.09333333333333334,0.36794131401688207,0,132.64566979672168,3,2,195.70004630173617,0.5,0,0.96,0.96,0.96,0.92,120:220,,,,,0.8865951115274393,0.943790211251329,0.943790211251329,0.943790211251329
0.00021512653736555017,0.0009407394228265036,0.04369927291813847,0.05802901827369686,0.07737034633866662,0.09082923580351514,0.0066432793384621856,0,0.9633690921885553,0,0.08801380610068411,0.08861170086673696,0,0.4761222901763972,0.29774100777844903,3.395150582308215e-05,0.9992240329372808,0.528141077822973,0.30128012392233366,0.0160914495036159,0.9890496685158808,0.5198082919580943,0.43102394834186886,0.00032711525955886334,0.9998391360158992,0.48019170804190564,0.4310239483418688,0.000160863984100796,0.9996728847404411,0.49,0.5024183937956914,0.0,1.0,-0.13286583170832594,0.11026599791611592,-0.4642890919225541,-0.110265997916116,0.46428909192255413,-1.0,-0.14714211094460097,0.49421552689886944,-0.9685206641647464,0.9685206641647461,0.30889203663616704,0.0033206424429336624,4.60517018598809,0.5010402646999375,0.41112988815765467,0.2535240572974945,4.60517018598809,0.5147858233072038,0.1499732172545874,0.0054423493123051695,4.60517018598809,0.6730172006639928,0.1144303101715097,0.002686415008296128,4.60517018598809,0.32698279933600716,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.47061059637759134,0.5400841163798933,0.9024936355527848,0.9024936355527848,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.51,0.03,0.1,0.28865463782014883,0.1,0.28865463782014883,0,126.80968172531163,4,2,185.80356583305974,0.5,0,0.94,0.94,0.94,0.879951980792317,150:250,,,,,0.8734540095076447,0.9373439439839558,0.9373439439839558,0.9373439439839558
0.030750837748084056,8.722063755829278e-05,0.10305325401174953,0.06772241965484757,0.12380593245228554,0.12029616322404457,0.01476444649815713,0,0.9959726032202597,0,0.09373153544827219,0.0945403811266517,0,0.46358253794020327,0.2956667092681614,0.0115429017618186,0.9885857072887896,0.49931338501249023,0.31039296431652097,0.0160914495036159,0.9890496685158808,0.49788822831905505,0.41653454868069845,0.00032711525955886334,0.9998391360158992,0.5021117716809449,0.4165345486806985,0.000160863984100796,0.9996728847404411,0.51,0.5024183937956914,0.0,1.0,0.011367135330397338,0.018837666018277598,-0.43235570309146987,-0.01883766601827763,0.43235570309147003,-1.0000000000000002,-0.04920045844794463,0.4591802846866133,-0.9605716931861161,0.9605716931861159,0.32761733617202843,0.14998476897233362,4.60517018598809,0.42765545889252365,0.3714136543003769,0.21897068569286937,4.60517018598809,0.46681957549675074,0.16526809822052604,0.006092063746823471,4.60517018598809,0.42990249615616755,0.14701525116138525,0.0029664941127110506,4.60517018598809,0.5700975038438325,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.4527868301080135,0.5597821158434352,0.8716498756326636,0.8716498756326636,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.49,0.03,0.094,0.35942946081476307,0.094,0.35942946081476307,0,129.59708773435696,2,2,194.1336825542749,0.5,0,0.9,0.9,0.9,0.7997597116539847,180:280,,,,,0.8326597129804235,0.9186596519091516,0.9186596519091516,0.9186596519091516
0.04666859183232357,0.0024417552825248337,0.06670013638718349,0.07336548157351558,0.10281487978361097,0.10646131091949006,0.0017198872491765572,0,0.9570484687238017,0,0.08434010555489123,0.0944758445692574,0,0.47912234436159395,0.2910920453375717,0.0149954268775667,0.9885857072887896,0.466365494484627,0.30336985378821907,0.0385418659856398,0.9890496685158808,0.5225698002833018,0.41906289580275463,0.00032711525955886334,0.9998173473737192,0.47743019971669826,0.41906289580275463,0.0001826526262808343,0.9996728847404411,0.47,0.5016135580465918,0.0,1.0,0.03381611583009035,-0.009851240586492855,-0.39942745959223935,0.009851240586492907,0.3994274595922393,-0.9999999999999998,-0.006026050601693898,0.4137566492222214,-0.9587205604010726,0.9587205604010725,0.3543885779532926,0.17977619943719825,4.60517018598809,0.4239565986391153,0.3390098487185961,0.20686306702861199,4.60517018598809,0.43916366836265974,0.16991507598663294,0.005862861070438156,4.60517018598809,0.6490110580072477,0.12279884338153103,0.002641945059016146,4.60517018598809,0.3509889419927524,0.0,0.0,0.6913460990017393,0.0,0,0,0,0,0,0.4717550366078387,0.5273552280206247,0.8854429915955789,0.8854429915955789,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.53,0.03,0.06333333333333334,0.8262570566304801,0.06333333333333334,0.8262570566304801,0,132.10244480338696,2,2,199.0478896067054,0.5,0,0.91,0.91,0.91,0.8200000000000001,210:310,,,,,0.8220746828507345,0.9114651372696723,0.9114651372696723,0.9114651372696723
0.018213497911178395,0.0048296949794859635,0.1371356321400033,0.10575477969811581,0.11817701600765919,0.09103040340949332,0.003781873284677457,0,0.9565805718380838,0,0.08262929514061636,0.087091185952837,0,0.4827971708074127,0.28754308250479377,0.0149954268775667,0.9885857072887896,0.45017878804707867,0.29305299387715905,0.0385418659856398,0.9998678254739308,0.5233090778188434,0.4281210042821423,0.0003861157459830178,0.9998173473737192,0.4766909221811566,0.4281210042821423,0.0001826526262808343,0.999613884254017,0.48,0.5021167315686782,0.0,1.0,0.13782814271088586,-0.0179265565963211,-0.4063464072744543,0.017926556596321138,0.40634640727445426,-1.0,0.041158559635322764,0.42896041221023445,-0.961137466719954,0.9611374667199537,0.36681848801599654,0.2036770869483306,4.60517018598809,0.42669823586646005,0.32350262355047826,0.19305754212186757,4.60517018598809,0.4386927117344881,0.18167271513329586,0.010557132162817682,4.60517018598809,0.6008624996184193,0.09042186418363332,0.001941782036732853,4.60517018598809,0.3991375003815808,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.4701704950470541,0.5282188550214955,0.9243737815618471,0.9243737815618471,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.52,0.03,0.08333333333333333,0.5099167532749503,0.08333333333333333,0.5099167532749503,0,132.89999778236762,2,2,196.67284778594734,0.5,0,0.91,0.91,0.91,0.8201438848920863,240:340,,,,,0.8431200216425434,0.9203941139184564,0.9203941139184564,0.9203941139184564
0.004279568963282045,0.0048296949794859635,0.1015902773361141,0.08512645438320163,0.08547937356633147,0.07771218076222697,0.01984206034789573,0,0.8078440254408223,0,0.08247360990880466,0.09427161377283237,0,0.4723031983318357,0.2807191232603226,0.0201772804098162,0.9819308219051546,0.4500175111267986,0.29067925131940203,0.0111301116686454,0.9998678254739308,0.6000364558643778,0.4113200475127839,0.0008565021202925349,0.9998410822637415,0.3999635441356222,0.4113200475127839,0.00015891773625849055,0.9991434978797075,0.38,0.4878317312145634,0.0,1.0,-0.03142839496634544,0.10264445588083622,-0.41761883351197515,-0.10264445588083627,0.41761883351197515,-1.0,-0.07467999905900415,0.43946941478689566,-0.959261409106966,0.9592614091069662,0.36045619751343994,0.21398670422847624,4.60517018598809,0.418240677734807,0.32625914826229685,0.1806079142007975,4.60517018598809,0.4195236083437486,0.2588815284258091,0.01672229088768734,4.60517018598809,0.8361522359676189,0.07493826644412979,0.0019395929267142311,4.60517018598809,0.1638477640323811,0.0,0.0,0.6640641265641081,0.0,0,0,0,0,0,0.44416540716536296,0.5237000799219873,0.8689506809547678,0.8689506809547678,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.62,0.03,0.08933333333333333,0.4216404101570307,0.08933333333333333,0.4216404101570307,0,108.87776947830278,7,3,139.0543817485398,0.5,0,0.93,0.93,0.93,0.8551324503311258,270:370,,,,,0.8196212217730502,0.9125799506573278,0.9125799506573278,0.9125799506573278
