psi_size,psi_color,psi_shape,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,distance_class_0,distance_class_1,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,size_mean,size_std,size_min,size_max,color_mean,color_std,color_min,color_max,shape_mean,shape_std,shape_min,shape_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_color_size,correlation_shape_size,correlation_shape_color,correlation_predict_proba_0_size,correlation_predict_proba_0_color,correlation_predict_proba_0_shape,correlation_predict_proba_1_size,correlation_predict_proba_1_color,correlation_predict_proba_1_shape,correlation_predict_proba_1_predict_proba_0,correlation_predict_size,correlation_predict_color,correlation_predict_shape,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,size_gmean,size_hmean,size_entropy,size_median,color_gmean,color_hmean,color_entropy,color_median,shape_gmean,shape_hmean,shape_entropy,shape_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,size_nr_outliers,color_nr_outliers,shape_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,size_iqr,color_iqr,shape_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,size_uniqueness_ratio,color_uniqueness_ratio,shape_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,size_sparsity,color_sparsity,shape_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.040301218390990476,1.9527450009323513e-06,0.0005576385243343631,0.027608731802727167,0.027608731802727167,0.027608731802727167,0,0.37132616487455194,0.13877551020408158,1,0.24536202573599875,0,1.17,0.8047209190618556,0.0,2.0,0.95,0.8087276451565163,0.0,2.0,1.02,0.8162491202216551,0.0,2.0,0.93,0.25643239997624284,0.0,1.0,0.07,0.2564323999762428,0.0,1.0,0.07,0.2564323999762428,0.0,1.0,-0.04889087151796051,0.025527299636913147,0.04743528169324587,0.40089488859319783,0.3239002361466862,0.055014102663744784,-0.40089488859319794,-0.3239002361466861,-0.05501410266374483,-1.0,-0.40089488859319794,-0.3239002361466861,-0.05501410266374483,-1.0,1.0,0.0,0.0,1.076782494808088,1.0,0.0,0.0,1.0960673284468554,1.0,0.0,0.0,1.098209540353189,1.0,0.0,0.0,0.25363894692169137,1.0,0.0,0.0,0.25363894692169137,0.0,0.0,0.0,0.25363894692169137,0.0,0,0,0,7,7,7,1.25,2.0,2.0,0.0,0.0,0.0,0.03,0.03,0.03,0.02,0.02,0.02,0.25,0.35,0.31999999999999995,0.06999999999999995,0.9299999999999999,0.9299999999999999,0.04,0.048,0.9760919265369822,0.048,0.9760919265369822,0,131.96668845626488,4,3,190.5844928476745,0.5,1.0,1,1.0,1.0,1.0,1.0,0:100,,,,,offline,1.0,1.0,1.0,1.0
0.007850844557392206,0.0019028826517396573,0.0012743036935047914,0.01637190494546695,0.01637190494546695,0.01637190494546695,0,0.37842627599243867,0.15,1,0.12346765912126578,0,1.05,0.8087276451565163,0.0,2.0,1.0,0.816496580927726,0.0,2.0,1.06,0.826578685445205,0.0,2.0,0.92,0.27265992434429076,0.0,1.0,0.08,0.27265992434429076,0.0,1.0,0.08,0.27265992434429076,0.0,1.0,-0.030594132378626685,0.08612974666762863,-0.029933412353655122,0.38478708993785654,0.36297700432031405,0.021512977883524558,-0.38478708993785626,-0.36297700432031377,-0.021512977883524534,-1.0,-0.38478708993785626,-0.36297700432031377,-0.021512977883524534,-1.0,1.0,0.0,0.0,1.0960673284468552,1.0,0.0,0.0,1.0985126170507196,1.0,0.0,0.0,1.0955590360234204,1.0,0.0,0.0,0.2787693717685874,1.0,0.0,0.0,0.2787693717685874,0.0,0.0,0.0,0.2787693717685874,0.0,0,0,0,8,8,8,2.0,2.0,2.0,0.0,0.0,0.0,0.03,0.03,0.03,0.02,0.02,0.02,0.30000000000000004,0.32999999999999996,0.31000000000000005,0.07999999999999996,0.92,0.92,0.04,0.038,0.9986452761433494,0.038,0.9986452761433494,0,132.8962906544187,9,3,192.69590692705117,0.5,1.0,1,1.0,1.0,1.0,1.0,30:130,,,,,offline,1.0,1.0,1.0,1.0
0.0044731851253175985,0.0016219366917119905,0.00013093067085642504,0.00845956993390612,0.00845956993390612,0.00845956993390612,0,0.3808718753773699,0.17777777777777776,1,0.15402003834111588,0,1.05,0.8211226608993472,0.0,2.0,0.98,0.8525659428271144,0.0,2.0,0.98,0.8037789534819918,0.0,2.0,0.91,0.2876234912646614,0.0,1.0,0.09,0.2876234912646614,0.0,1.0,0.09,0.2876234912646614,0.0,1.0,-0.07070088785722439,0.09335766318737174,-0.000589603681295233,0.4041701379767589,0.36331309948995744,0.12321197807606472,-0.40417013797675894,-0.36331309948995744,-0.1232119780760648,-1.0000000000000002,-0.40417013797675894,-0.36331309948995744,-0.1232119780760648,-1.0000000000000002,1.0,0.0,0.0,1.0967198394695579,1.0,0.0,0.0,1.0917414739393765,1.0,0.0,0.0,1.096719839469558,1.0,0.0,0.0,0.30253782309749805,1.0,0.0,0.0,0.30253782309749805,0.0,0.0,0.0,0.30253782309749805,0.0,0,0,0,9,9,9,2.0,2.0,2.0,0.0,0.0,0.0,0.03,0.03,0.03,0.02,0.02,0.02,0.31000000000000005,0.37,0.32999999999999996,0.08999999999999997,0.91,0.91,0.04,0.028,0.9999980187450117,0.028,0.9999980187450117,0,131.281664548085,5,3,185.82981760294524,0.5,1.0,1,1.0,1.0,1.0,1.0,60:160,,,,,offline,1.0,1.0,1.0,1.0
0.0015305533190228962,1.9527450009323513e-06,0.0025835512260959075,0.0033429086243116682,0.0033429086243116682,0.0033429086243116682,0,0.3823703703703704,0.128,0,0.18462451562339965,0,0.95,0.8211226608993473,0.0,2.0,1.0,0.8408749651825217,0.0,2.0,0.89,0.8027100562117272,0.0,2.0,0.9,0.30151134457776363,0.0,1.0,0.1,0.30151134457776363,0.0,1.0,0.1,0.30151134457776363,0.0,1.0,-0.029258721198731973,0.190795187151987,-0.07482464813820003,0.3875937055293331,0.39840953644479804,0.12103206472030456,-0.387593705529333,-0.3984095364447979,-0.12103206472030473,-1.0,-0.387593705529333,-0.3984095364447979,-0.12103206472030473,-1.0,1.0,0.0,0.0,1.0967198394695579,1.0,0.0,0.0,1.0960673284468552,1.0,0.0,0.0,1.0886396699496013,1.0,0.0,0.0,0.3250829733914482,1.0,0.0,0.0,0.3250829733914482,0.0,0.0,0.0,0.3250829733914482,0.0,0,0,0,10,10,10,2.0,2.0,2.0,0.0,0.0,0.0,0.03,0.03,0.03,0.02,0.02,0.02,0.36,0.35,0.38,0.09999999999999998,0.9,0.9,0.04,0.018,0.9999999999999949,0.018,0.9999999999999949,0,126.75325354934188,6,3,178.44715538525458,0.5,1.0,1,1.0,1.0,1.0,1.0,90:190,,,,,offline,1.0,1.0,1.0,1.0
0.0064886474323999615,0.01694262000643433,0.0025835512260959075,0.00845956993390612,0.00845956993390612,0.00845956993390612,0,0.37159763313609473,0.04444444444444444,0,0.15402003834111588,0,0.93,0.8318775162367366,0.0,2.0,1.08,0.8125281657899744,0.0,2.0,0.86,0.7787584005740461,0.0,2.0,0.91,0.2876234912646614,0.0,1.0,0.09,0.2876234912646614,0.0,1.0,0.09,0.2876234912646614,0.0,1.0,-0.006575362052909048,0.18741620609599358,-0.0300110704071629,0.35335116160708957,0.42011510079563513,0.2137548852174116,-0.3533511616070897,-0.42011510079563513,-0.2137548852174118,-1.0,-0.3533511616070897,-0.42011510079563513,-0.2137548852174118,-1.0,1.0,0.0,0.0,1.093815378511274,1.0,0.0,0.0,1.093652189244156,1.0,0.0,0.0,1.0778717853125312,1.0,0.0,0.0,0.30253782309749805,1.0,0.0,0.0,0.30253782309749805,0.0,0.0,0.0,0.30253782309749805,0.0,0,0,0,9,9,9,2.0,2.0,1.0,0.0,0.0,0.0,0.03,0.03,0.03,0.02,0.02,0.02,0.38,0.29000000000000004,0.38,0.08999999999999997,0.91,0.91,0.04,0.028,0.9999980187450117,0.028,0.9999980187450117,0,125.55789150269437,6,3,179.18928482278585,0.5,1.0,1,1.0,1.0,1.0,1.0,120:220,,,,,offline,1.0,1.0,1.0,1.0
7.914859602538797e-06,0.038973834094526205,0.0006568124972741881,0.027608731802727167,0.027608731802727167,0.027608731802727167,0,0.3580067059775696,0.04897959183673469,0,0.09357080300681453,0,0.97,0.8097262288308101,0.0,2.0,1.11,0.7900262110470855,0.0,2.0,0.88,0.7691002220225603,0.0,2.0,0.93,0.2564323999762428,0.0,1.0,0.07,0.25643239997624273,0.0,1.0,0.07,0.25643239997624273,0.0,1.0,-0.010579372295538141,0.18879767498476052,-0.04455281632729522,0.3303113336208117,0.3874105353863481,0.11062740439560585,-0.33031133362081166,-0.3874105353863479,-0.11062740439560582,-1.0,-0.33031133362081166,-0.3874105353863479,-0.11062740439560582,-1.0,1.0,0.0,0.0,1.0972997527069064,1.0,0.0,0.0,1.08598583074578,1.0,0.0,0.0,1.0768186672148103,1.0,0.0,0.0,0.25363894692169137,1.0,0.0,0.0,0.25363894692169137,0.0,0.0,0.0,0.25363894692169137,0.0,0,0,0,7,7,7,2.0,2.0,1.0,0.0,0.0,0.0,0.03,0.03,0.03,0.02,0.02,0.02,0.33999999999999997,0.26,0.36,0.06999999999999995,0.9299999999999999,0.9299999999999999,0.04,0.048,0.9760919265369822,0.048,0.9760919265369822,0,129.2129301809193,7,3,187.7158967538019,0.5,1.0,1,1.0,1.0,1.0,1.0,150:250,,,,,offline,1.0,1.0,1.0,1.0
0.0015305533190228962,0.05938034903971403,0.0035527668281345186,0.01637190494546695,0.01637190494546695,0.01637190494546695,0,0.35200850661625704,0.0875,0,0.12346765912126578,0,0.97,0.834302466771258,0.0,2.0,1.13,0.7740096311357559,0.0,2.0,0.99,0.7587203474644434,0.0,2.0,0.92,0.27265992434429076,0.0,1.0,0.08,0.27265992434429076,0.0,1.0,0.08,0.27265992434429076,0.0,1.0,-0.07211005692741705,0.03143589088960856,0.12263833321059749,0.34457335312213033,0.43267874493924235,0.09374821191181416,-0.34457335312213033,-0.43267874493924235,-0.09374821191181418,-1.0,-0.34457335312213033,-0.43267874493924235,-0.09374821191181418,-1.0,1.0,0.0,0.0,1.096719839469558,1.0,0.0,0.0,1.0776085970356593,1.0,0.0,0.0,1.0783210826947252,1.0,0.0,0.0,0.2787693717685874,1.0,0.0,0.0,0.2787693717685874,0.0,0.0,0.0,0.2787693717685874,0.0,0,0,0,8,8,8,2.0,1.0,2.0,0.0,0.0,0.0,0.03,0.03,0.03,0.02,0.02,0.02,0.36,0.24,0.29000000000000004,0.07999999999999996,0.92,0.92,0.04,0.038,0.9986452761433494,0.038,0.9986452761433494,0,127.5312936057449,9,3,185.7475428666236,0.5,1.0,1,1.0,1.0,1.0,1.0,180:280,,,,,offline,1.0,1.0,1.0,1.0
0.00033209682395184874,0.01694262000643433,0.00691912748249585,0.00845956993390612,0.00845956993390612,0.00845956993390612,0,0.3654631083202512,0.13333333333333333,1,0.15402003834111588,0,1.03,0.8581751840181854,0.0,2.0,1.04,0.7903457880234857,0.0,2.0,1.05,0.7703468981143129,0.0,2.0,0.91,0.2876234912646614,0.0,1.0,0.09,0.2876234912646614,0.0,1.0,0.09,0.2876234912646614,0.0,1.0,-0.15071352339398977,0.012987376809441556,0.1128158803627338,0.3793536212674072,0.4159098035650685,0.02051476882649847,-0.37935362126740707,-0.4159098035650684,-0.02051476882649852,-1.0,-0.37935362126740707,-0.4159098035650684,-0.02051476882649852,-1.0,1.0,0.0,0.0,1.0886396699496013,1.0,0.0,0.0,1.092524159312049,1.0,0.0,0.0,1.083694195922244,1.0,0.0,0.0,0.30253782309749805,1.0,0.0,0.0,0.30253782309749805,0.0,0.0,0.0,0.30253782309749805,0.0,0,0,0,9,9,9,2.0,2.0,2.0,0.0,0.0,0.0,0.03,0.03,0.03,0.02,0.02,0.02,0.35,0.29000000000000004,0.27,0.08999999999999997,0.91,0.91,0.04,0.028,0.9999980187450117,0.028,0.9999980187450117,0,124.51291993167601,3,3,178.1046525362862,0.5,1.0,1,1.0,1.0,1.0,1.0,210:310,,,,,offline,1.0,1.0,1.0,1.0
0.0015305533190228962,1.9527450009323513e-06,0.008996460291460427,3.8154533701840786e-05,3.8154533701840786e-05,3.8154533701840786e-05,0,0.3800361570247934,0.1277777777777778,0,0.24462360512698322,0,1.01,0.8586458683722454,0.0,2.0,0.96,0.8155062875603749,0.0,2.0,1.12,0.7949334512518592,0.0,2.0,0.88,0.32659863237109044,0.0,1.0,0.12,0.32659863237109044,0.0,1.0,0.12,0.32659863237109044,0.0,1.0,-0.12925025742286186,-0.13496301962617058,0.11654893697372222,0.43655501227570476,0.43689352561334005,-0.02178751493807006,-0.43655501227570476,-0.43689352561334005,0.02178751493807005,-0.9999999999999998,-0.43655501227570476,-0.43689352561334005,0.02178751493807005,-0.9999999999999998,1.0,0.0,0.0,1.0891877866443598,1.0,0.0,0.0,1.0972997527069064,1.0,0.0,0.0,1.08571552756228,1.0,0.0,0.0,0.3669249912727096,1.0,0.0,0.0,0.3669249912727096,0.0,0.0,0.0,0.3669249912727096,0.0,0,0,0,12,12,12,2.0,2.0,2.0,0.0,0.0,0.0,0.03,0.03,0.03,0.02,0.02,0.02,0.36,0.35,0.26,0.12,0.88,0.88,0.04,0.002,1.0,0.002,1.0,0,121.65800565502082,4,3,168.467181603977,0.5,1.0,1,1.0,1.0,1.0,1.0,240:340,,,,,offline,1.0,1.0,1.0,1.0
7.914859602538797e-06,0.0016219366917119905,0.0051027726234378,0.0006338693231411405,0.0006338693231411405,0.0006338693231411405,0,0.3889407903042545,0.14545454545454545,1,0.2149023456174205,0,1.01,0.8347866115772863,0.0,2.0,0.95,0.8333333333333335,0.0,2.0,1.13,0.8245598764789552,0.0,2.0,0.89,0.31446603773522014,0.0,1.0,0.11,0.31446603773522014,0.0,1.0,0.11,0.31446603773522014,0.0,1.0,-0.14447531732472518,-0.04593158897152569,-0.03454551852132898,0.4274936229046544,0.40279919440241635,0.055706374730585956,-0.4274936229046543,-0.4027991944024166,-0.055706374730585886,-0.9999999999999998,-0.4274936229046543,-0.4027991944024166,-0.055706374730585886,-0.9999999999999998,1.0,0.0,0.0,1.0972997527069064,1.0,0.0,0.0,1.0955590360234204,1.0,0.0,0.0,1.0850523423998728,1.0,0.0,0.0,0.34651533691866615,1.0,0.0,0.0,0.34651533691866615,0.0,0.0,0.0,0.34651533691866615,0.0,0,0,0,11,11,11,2.0,2.0,2.0,0.0,0.0,0.0,0.03,0.03,0.03,0.02,0.02,0.02,0.33999999999999997,0.37,0.28,0.10999999999999999,0.89,0.89,0.04,0.008,1.0,0.008,1.0,0,126.43327182228084,4,3,178.4315147778289,0.5,1.0,1,1.0,1.0,1.0,1.0,270:370,,,,,offline,1.0,1.0,1.0,1.0
