psi_0,psi_1,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,distance_class_1,distance_class_0,u_detect_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,dc_accuracy,dc_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.09646119943641096,0.07026473106877024,0,0.0,0.0012133994345735334,0,0.9363526272398265,0,0.5284251709937301,0.2730531284932193,0.0224998094013467,0.96781994833679,0.5217622942860302,0.2695940135832176,0.0114625255731272,0.9924132216174976,0.54,0.5009082659620331,0.0,1.0,0.46,0.5009082659620331,0.0,1.0,0.46,0.5009082659620331,0.0,1.0,-0.07805281740387769,0.6898501167345985,-0.5244143574975187,-0.6898501167345984,0.5244143574975184,-0.9999999999999999,-0.6898501167345984,0.5244143574975184,-0.9999999999999999,1.0,0.42851293920245226,0.283999336442954,4.60517018598809,0.5502336668239745,0.406737638552537,0.20220419273614806,4.60517018598809,0.5213469395226775,0.0,0.0,0.6899437584583995,1.0,0.0,0.0,0.6899437584583995,0.0,0.0,0.0,0.6899437584583995,0.0,0,0,0,0,0,0.47739052652040753,0.3633978171407067,1.0,1.0,1.0,1.0,1.0,0.02,0.02,0.02,0.0,0.0,0.45999999999999996,0.54,0.54,0.02,0.017235649960128857,0.027378699835681454,0,0.03,0.9999875385440294,0.03,0.9999875385440294,0,0.5,0,100.06802643688434,4,2,124.90963980917257,0.96,0.96,0.96,0.9192245557350566,0:100,,,,,0.9725452441661047,0.9866069012724253,0.9866069012724253,0.9866069012724253
0.09327881615239489,0.07058601876478578,0,0.0,0.0006523927214144513,0,0.8881197713767639,0,0.5306321345688241,0.26822538775305116,0.0224998094013467,0.9982447760559868,0.49331517174884937,0.2915310882644595,0.003812268384751,0.9924132216174976,0.57,0.497569851956243,0.0,1.0,0.43,0.497569851956243,0.0,1.0,0.43,0.497569851956243,0.0,1.0,0.03428856862778837,0.5658391904200898,-0.5508041375865373,-0.5658391904200897,0.5508041375865373,-1.0,-0.5658391904200897,0.5508041375865373,-1.0,1.0,0.43380057884478995,0.2910353949323502,4.60517018598809,0.5485442143652486,0.34999954129428024,0.11303692870420065,4.60517018598809,0.47734449611404406,0.0,0.0,0.683314913574166,1.0,0.0,0.0,0.683314913574166,0.0,0.0,0.0,0.683314913574166,0.0,0,0,0,0,0,0.42806220039693216,0.44680897636167255,1.0,1.0,1.0,1.0,1.0,0.02,0.02,0.02,0.0,0.0,0.43000000000000005,0.5700000000000001,0.5700000000000001,0.02,0.020047944932205148,0.03182101714770887,0,0.015333333333333332,1.0,0.015333333333333332,1.0,0,0.5,0,104.37049552135753,2,2,137.64408126022883,0.97,0.97,0.97,0.9382716049382716,30:130,,,,,0.9417376544059568,0.9717747201886109,0.9717747201886109,0.9717747201886109
0.11364688282037665,0.0507549699237235,0,0.0,0.003012192148276251,0,0.9504402759573227,0,0.5116911013595078,0.27180493951541884,0.0091460565064975,0.9982447760559868,0.47573006282089464,0.295974176262879,0.003812268384751,0.9924132216174976,0.5311111111111111,0.5005496417771941,0.0,1.0,0.46888888888888886,0.5005496417771941,0.0,1.0,0.47,0.5016135580465918,0.0,1.0,-0.01875652235843321,0.5922788038705457,-0.5855705132714021,-0.5922788038705454,0.5855705132714019,-1.0000000000000002,-0.5944920458785485,0.5812123626269987,-0.9997564050088507,0.9997564050088505,0.39307581437203315,0.19162609676251705,4.60517018598809,0.523278599782893,0.3366430961849096,0.11756308939370831,4.60517018598809,0.4649515498156782,0.0,0.0,0.7397404294204831,1.0,0.0,0.0,0.7397404294204831,0.0,0.0,0.0,0.6913460990017393,0.0,0,0,0,0,0,0.38699702690184495,0.47586529503569164,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.45999999999999996,0.53,0.53,0.02,0.0270765362647247,0.025498323480568373,1,0.03,0.9999875385440294,0.03,0.9999875385440294,0,0.5,0,101.71991358665959,6,2,130.9745658204239,0.97,0.97,0.97,0.9395648670427075,60:160,,,,,0.9486269295276897,0.9745222376584739,0.9745222376584739,0.9745222376584739
0.10672790437990927,0.04935858454774969,0,0.0,0.003012192148276251,0,0.9485630204943032,0,0.4904674861307427,0.30114260704227636,0.0091460565064975,0.9982447760559868,0.46773933181014604,0.31119659851004083,0.0018378779958044,0.9924132216174976,0.5322222222222223,0.49948096267407904,0.0,1.0,0.4677777777777778,0.49948096267407893,0.0,1.0,0.47,0.5016135580465918,0.0,1.0,0.01228886732356322,0.6493989004774421,-0.483562108575511,-0.649398900477442,0.483562108575511,-0.9999999999999997,-0.652728853362029,0.47562698598825615,-0.9995213032021885,0.9995213032021887,0.34424579324916926,0.16085313773133358,4.60517018598809,0.523278599782893,0.3097649772882679,0.07091109354072074,4.60517018598809,0.4181285664507767,0.0,0.0,0.7740544077976239,1.0,0.0,0.0,0.7740544077976239,0.0,0.0,0.0,0.6913460990017393,0.0,0,0,0,0,0,0.5313837885531245,0.5859129399674016,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.44999999999999996,0.53,0.53,0.02,0.03404894217079862,0.02932809530289663,1,0.028,0.9999980187450117,0.028,0.9999980187450117,0,0.5,0,105.21828563139407,2,2,134.9638343078417,0.97,0.97,0.97,0.9395648670427075,90:190,,,,,0.9379263555273415,0.9696417286419682,0.9696417286419682,0.9696417286419682
0.0431554859816729,0.13547649892500951,0,0.0,0.009009480105742915,0,0.9807488955541024,0,0.484611922350884,0.30357648494379597,0.0091460565064975,0.9987539018152564,0.48493524051910214,0.31584448385167985,0.0018378779958044,0.9908616739693415,0.5122222222222222,0.5003789560306857,0.0,1.0,0.4877777777777778,0.5003789560306856,0.0,1.0,0.49,0.5024183937956914,0.0,1.0,0.027581508718810894,0.626478861907217,-0.4797031095705999,-0.6264788619072168,0.4797031095705998,-1.0,-0.6298819984798166,0.4717291615906789,-0.9995221547577614,0.9995221547577613,0.3421888155731319,0.16731333021679257,4.60517018598809,0.49887233070017944,0.3302130573445323,0.080552322580352,4.60517018598809,0.45232505753483,0.0,0.0,0.7765067968837588,1.0,0.0,0.0,0.7765067968837588,0.0,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.5280553776126045,0.5685583779217487,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.47,0.51,0.51,0.02,0.03548623609808027,0.030756139388640313,1,0.048,0.9760919265369822,0.048,0.9760919265369822,0,0.5,0,108.16239664008073,5,2,138.26311903928305,0.97,0.97,0.97,0.9399519615692554,120:220,,,,,0.9557430329427292,0.9784723752230207,0.9784723752230207,0.9784723752230207
0.047431559289619944,0.046115133845429486,0,0.0,0.01320653058020736,0,0.9946757074172895,0,0.47658869809442783,0.3154422996032095,0.0091460565064975,0.9987539018152564,0.4946018912793497,0.29902012909946923,0.0018378779958044,0.9908616739693415,0.5033333333333333,0.4995209077695498,0.0,1.0,0.4966666666666667,0.4995209077695498,0.0,1.0,0.5,0.502518907629606,0.0,1.0,0.07265966701771308,0.710004543867133,-0.37503255570644894,-0.7100045438671327,0.3750325557064489,-1.0000000000000002,-0.7151118524528642,0.3638516284311264,-0.9992950721674898,0.9992950721674897,0.32311935298854977,0.14263433826556746,4.60517018598809,0.46655210303318395,0.35815638102880876,0.10071431989750287,4.60517018598809,0.45232505753483,0.0,0.0,0.8066309418102475,0.5555555555555556,0.0,0.0,0.8066309418102475,0.4444444444444444,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.567761772277903,0.5234548567904403,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.47,0.5,0.5,0.02,0.030653189224914577,0.032161433662220434,1,0.058,0.8949532249807304,0.058,0.8949532249807304,0,0.5,0,105.40276533640933,4,2,135.90457484529958,0.98,0.98,0.98,0.96,150:250,,,,,0.9584260781603166,0.9791536662192238,0.9791536662192238,0.9791536662192238
0.03679648753113479,0.058534788041340796,0,0.0,0.005611340221563302,0,0.9627029696687501,0,0.49175808515145386,0.2963414975939737,0.0104372998461106,0.9987539018152564,0.4911079000513288,0.28349837200234596,0.0018378779958044,0.9896048531399826,0.5233333333333333,0.49898137917180285,0.0,1.0,0.47666666666666674,0.49898137917180285,0.0,1.0,0.48,0.5021167315686782,0.0,1.0,0.09149631932684531,0.6988078566171844,-0.3838331851017879,-0.6988078566171843,0.38383318510178793,-0.9999999999999999,-0.7047409035076192,0.3720783475387293,-0.9992954259120596,0.9992954259120597,0.36452140725596494,0.19115963592181745,4.60517018598809,0.46210104081708847,0.3675108675115778,0.10418209755385455,4.60517018598809,0.45907439485150797,0.0,0.0,0.804566963269062,1.0,0.0,0.0,0.804566963269062,0.0,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.477335143233349,0.4779835757363431,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.44999999999999996,0.52,0.52,0.02,0.026517893644390576,0.029852226805609207,1,0.038,0.9986452761433494,0.038,0.9986452761433494,0,0.5,0,104.98340490288348,2,2,136.7715265718586,0.98,0.98,0.98,0.9599358974358975,180:280,,,,,0.9568500814471061,0.977744516617263,0.977744516617263,0.977744516617263
0.06704197081074387,0.13920871073622101,0,0.0,0.030609527722662268,0,0.9556737779502982,0,0.45340172523494915,0.28017593528450735,0.0104372998461106,0.9917839084519524,0.5117888690791486,0.27670913538099107,0.0152150148948283,0.9875131673772218,0.4722222222222222,0.4997505301079579,0.0,1.0,0.5277777777777778,0.4997505301079579,0.0,1.0,0.53,0.5016135580465918,0.0,1.0,0.0009839703457398357,0.6761559209797889,-0.49546353391784864,-0.6761559209797889,0.49546353391784864,-1.0,-0.6805729681532393,0.4872240790632022,-0.9995194130908521,0.9995194130908521,0.32894497553961605,0.16443153833092478,4.60517018598809,0.43261179919201487,0.41039113449496445,0.25990422804457824,4.60517018598809,0.462543317435279,0.0,0.0,0.7765067968837588,0.0,0.0,0.0,0.7765067968837588,1.0,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0.402420956789358,0.45998907385996135,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.51,0.47,0.47,0.02,0.023661349291121556,0.026510177814400196,0,0.088,0.4405023539399526,0.088,0.4405023539399526,0,0.5,0,101.13933810714512,4,2,130.1355017509141,0.99,0.99,0.99,0.979903536977492,210:310,,,,,0.9852156618607308,0.9930096801502297,0.9930096801502297,0.9930096801502297
0.02599385603113566,0.17044994596786228,0,0.0,0.005611340221563302,0,0.9676908168128738,0,0.48791061090492005,0.2826300995344624,0.0010862298473106,0.9945834369959832,0.5424210894161471,0.2666249541734245,0.0158135139987161,0.9712112379276138,0.5211111111111112,0.5010762826930059,0.0,1.0,0.47888888888888886,0.5010762826930057,0.0,1.0,0.48,0.5021167315686782,0.0,1.0,0.0186901246489308,0.668677111120411,-0.4874286465053249,-0.6686771111204111,0.48742864650532486,-0.9999999999999999,-0.671067670021216,0.48281093961483457,-0.9997568067427295,0.9997568067427295,0.35070756137861203,0.06919665821073034,4.60517018598809,0.46321940496297487,0.45229912292293106,0.3009990125290234,4.60517018598809,0.5832676939556523,0.0,0.0,0.7409540795220215,1.0,0.0,0.0,0.7409540795220215,0.0,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.4488436440442399,0.46797860179041995,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.47,0.52,0.52,0.02,0.02409102169550706,0.024724867410371623,0,0.04,0.9971204324444045,0.04,0.9971204324444045,0,0.5,0,103.86511090467997,2,2,131.75344335836982,0.99,0.99,0.99,0.9799839871897518,240:340,,,,,0.9822776436027719,0.9911949279974237,0.9911949279974237,0.9911949279974237
0.0286871853689715,0.29904501628140434,0,0.0,0.005611340221563302,1,0.9760561704043674,0,0.504752292440965,0.2871871735940221,0.0010862298473106,0.9945834369959832,0.5490032982481682,0.2739710267156401,0.0158135139987161,0.9712112379276138,0.515,0.49977267559634275,0.0,1.0,0.485,0.49977267559634275,0.0,1.0,0.48,0.5021167315686782,0.0,1.0,-0.008981070904712124,0.6321307173760375,-0.508475968084466,-0.6321307173760378,0.5084759680844658,-0.9999999999999999,-0.6393526683095762,0.4933902107672037,-0.9950297612398413,0.9950297612398414,0.3678614457761892,0.0731727711502738,4.60517018598809,0.5534238208951369,0.44675774983143657,0.2629675403267441,4.60517018598809,0.5978570159825872,0.0,0.0,0.7417626280628976,1.0,0.0,0.0,0.7417626280628976,0.0,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.5215105147296194,0.5229171045102841,1.0,1.0,1.0,1.0,1.0,0.03,0.03,0.02,0.0,0.0,0.48,0.51,0.52,0.02,0.023445173251942418,0.030953830983232164,0,0.05,0.9653005144067808,0.05,0.9653005144067808,0,0.5,0,106.80626842395623,3,2,136.76258139384882,0.98,0.98,0.98,0.9599358974358975,270:370,,,,,0.9736396415719967,0.9866810783877252,0.9866810783877252,0.9866810783877252
