overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_Airline,psi_Flight,psi_AirportFrom,psi_AirportTo,psi_DayOfWeek,psi_Time,psi_Length,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,Airline_mean,Airline_std,Airline_min,Airline_max,Flight_mean,Flight_std,Flight_min,Flight_max,AirportFrom_mean,AirportFrom_std,AirportFrom_min,AirportFrom_max,AirportTo_mean,AirportTo_std,AirportTo_min,AirportTo_max,DayOfWeek_mean,DayOfWeek_std,DayOfWeek_min,DayOfWeek_max,Time_mean,Time_std,Time_min,Time_max,Length_mean,Length_std,Length_min,Length_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_Flight_Airline,correlation_AirportFrom_Airline,correlation_AirportFrom_Flight,correlation_AirportTo_Airline,correlation_AirportTo_Flight,correlation_AirportTo_AirportFrom,correlation_DayOfWeek_Airline,correlation_DayOfWeek_Flight,correlation_DayOfWeek_AirportFrom,correlation_DayOfWeek_AirportTo,correlation_Time_Airline,correlation_Time_Flight,correlation_Time_AirportFrom,correlation_Time_AirportTo,correlation_Time_DayOfWeek,correlation_Length_Airline,correlation_Length_Flight,correlation_Length_AirportFrom,correlation_Length_AirportTo,correlation_Length_DayOfWeek,correlation_Length_Time,correlation_predict_proba_0_Airline,correlation_predict_proba_0_Flight,correlation_predict_proba_0_AirportFrom,correlation_predict_proba_0_AirportTo,correlation_predict_proba_0_DayOfWeek,correlation_predict_proba_0_Time,correlation_predict_proba_0_Length,correlation_predict_proba_1_Airline,correlation_predict_proba_1_Flight,correlation_predict_proba_1_AirportFrom,correlation_predict_proba_1_AirportTo,correlation_predict_proba_1_DayOfWeek,correlation_predict_proba_1_Time,correlation_predict_proba_1_Length,correlation_predict_proba_1_predict_proba_0,correlation_predict_Airline,correlation_predict_Flight,correlation_predict_AirportFrom,correlation_predict_AirportTo,correlation_predict_DayOfWeek,correlation_predict_Time,correlation_predict_Length,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,Airline_gmean,Airline_hmean,Airline_entropy,Airline_median,Flight_gmean,Flight_hmean,Flight_entropy,Flight_median,AirportFrom_gmean,AirportFrom_hmean,AirportFrom_entropy,AirportFrom_median,AirportTo_gmean,AirportTo_hmean,AirportTo_entropy,AirportTo_median,DayOfWeek_gmean,DayOfWeek_hmean,DayOfWeek_entropy,DayOfWeek_median,Time_gmean,Time_hmean,Time_entropy,Time_median,Length_gmean,Length_hmean,Length_entropy,Length_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,Airline_nr_outliers,Flight_nr_outliers,AirportFrom_nr_outliers,AirportTo_nr_outliers,DayOfWeek_nr_outliers,Time_nr_outliers,Length_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,Airline_iqr,Flight_iqr,AirportFrom_iqr,AirportTo_iqr,DayOfWeek_iqr,Time_iqr,Length_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,Airline_uniqueness_ratio,Flight_uniqueness_ratio,AirportFrom_uniqueness_ratio,AirportTo_uniqueness_ratio,DayOfWeek_uniqueness_ratio,Time_uniqueness_ratio,Length_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,Airline_sparsity,Flight_sparsity,AirportFrom_sparsity,AirportTo_sparsity,DayOfWeek_sparsity,Time_sparsity,Length_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,dc_accuracy,dc_drift_flag,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,precision,recall,f1-score,kappa,last_precision,last_recall,last_f1-score,last_kappa,predicted
6.716915912363675e-10,0,0.014493652178724874,0.022113241049265858,0.01690313388233336,0.007366089113804563,0.0,7.5918212085785495,0.030767168693520506,2.0034890203533995,2.673140747773075,0.23331957947755946,1,0.0,459625.84951511474,1,0.09525000000000006,5.726188506012391e-08,0.09525,5.7261885060125065e-08,1,9.548,5.333304804728503,0.0,17.0,2275.084,2030.4215317368314,1.0,7801.0,144.346,77.29089316450009,1.0,292.0,145.726,78.75753724992722,2.0,290.0,3.0,0.0,3.0,3.0,483.954,15.325167038069917,456.0,510.0,140.226,75.64314118813952,27.0,410.0,0.636707251202842,0.022147376155409113,0.5554889953090865,0.6859727285728715,0.36329274879715795,0.022147376155409113,0.31402727142712855,0.4445110046909136,0.0,0.0,0.0,0.0,0.11798286726912927,0.027353791762739558,-0.06350420259199545,0.08133387749129127,-0.09262299950754639,-0.03439762008892441,,,,,-0.1306249087517203,0.034851207591442036,-0.05304950710703255,-0.03104302272508311,,-0.27080946167685105,-0.37342198998726495,0.029718084416254967,0.12694508093376605,,0.06403625475077031,0.24914579496043526,0.49421713042607107,-0.09131282389036925,-0.18148634178403736,,-0.2580275555716704,-0.7500770471804991,-0.2491457949604366,-0.49421713042607324,0.09131282389036992,0.18148634178403886,,0.25802755557165485,0.7500770471805012,-1.0,,,,,,,,,,0.0,0.0,2.6082680186481815,11.0,1300.0059556942608,150.59717367743093,6.7914629006514815,1683.5,112.75948026077654,58.156602449368684,4.290646991706372,153.0,115.03005796562296,70.26802669551243,4.341250766046739,153.0,2.9999999999999996,3.000000000000001,-0.0,3.0,483.71126080929054,483.4682694597611,3.026903121674007,482.5,122.79578437454886,108.07061146826685,5.050050027839915,120.0,0.636316644568349,0.6359201044800176,6.907755278982134,0.6395779452366914,0.3626315346645483,0.3619832236640378,6.907755278982134,0.36042205476330863,0.0,0.0,-0.0,0.0,0,70,0,0,0,0,48,6,6,0,10.0,2348.0,129.0,134.0,0.0,27.0,91.25,0.03248497511237314,0.03248497511237325,0.0,0.018,0.918,0.148,0.152,0.001,0.054,0.254,1.0,1.0,0.001,0.02300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,1.0,1,2196.884283891583,21,3,5045.7374850452115,0.757,0.757,0.757,0.0,,,,,0.0037571924037430125
8.404123175154155e-09,0,0.007311245578224195,0.008658549534950266,0.01779958350572793,0.012193136400715917,0.0,7.5918212085785495,0.028672049453408725,1.995901336692834,2.623348195842486,0.23331957947755946,1,0.0,480452.90402744873,1,0.15625,9.148321100410085e-21,0.15624999999999997,9.148321100410239e-21,1,9.724,5.215844038027693,0.0,17.0,2359.593,2075.992214104866,1.0,7801.0,139.608,80.0131266507967,1.0,292.0,145.703,79.21523745369224,2.0,290.0,3.0,0.0,3.0,3.0,498.832,13.893912941170202,475.0,520.0,139.33,75.9174984214217,27.0,410.0,0.6332393547213151,0.023131246268799636,0.5502242838040654,0.6859727285728715,0.36676064527868485,0.023131246268799636,0.31402727142712855,0.44977571619593454,0.0,0.0,0.0,0.0,0.06526791870371451,0.05392612636783731,-0.07057650205306001,0.04924404347710707,-0.05357982675308809,-0.007006156113612345,,,,,-0.08691594480437781,0.043164107696448684,-0.08042514432511837,0.0018218168238733137,,-0.25370206660602435,-0.34430475014602263,0.020748299050284212,0.1428647336522357,,0.03331520347634902,0.20936627586566522,0.559462780334713,-0.07596252055083161,-0.1884424350991086,,-0.18859986144247665,-0.7192761472216331,-0.20936627586566572,-0.5594627803347155,0.07596252055083351,0.18844243509910827,,0.18859986144245752,0.7192761472216335,-1.0000000000000002,,,,,,,,,,0.0,0.0,2.613357829765002,12.0,1323.8316401075328,133.5103427071736,6.792325946868837,1719.0,105.45577128399881,52.57171053849738,4.206393835323212,148.0,114.30240615223796,66.21348970622435,4.410080541924435,153.0,2.9999999999999996,3.000000000000001,-0.0,3.0,498.6381663919114,498.4438549186126,2.898493205939213,500.0,121.91664113418106,107.31901019468363,5.0691612699512625,120.0,0.6328110302865425,0.6323762980858,6.907755278982134,0.635026226865113,0.36604546342497196,0.3653436006906547,6.907755278982134,0.3649737731348871,0.0,0.0,-0.0,0.0,0,12,0,0,0,0,54,3,3,0,10.0,2609.25,129.0,134.25,0.0,25.0,90.0,0.036155345595210164,0.03615534559521,0.0,0.018,0.919,0.15,0.156,0.001,0.046,0.25,1.0,1.0,0.001,0.02300000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,1.0,1,2199.1272061447353,10,3,5034.976011869951,0.742,0.742,0.7419999999999999,0.0,,,,,0.002781074938600926
2.1136513761454978e-07,0,0.0155700252442127,0.008492490462412345,0.012010068496473712,0.015332809840710263,0.0,6.238211856018692,0.031231199725087685,2.029922444109418,2.6203237465302043,0.23331957947755946,1,0.0,499566.8083538215,1,0.1884,4.6402007133404105e-30,0.1884,4.6402007133404105e-30,1,9.528,5.179192991194674,0.0,17.0,2386.894,2116.9092047948925,1.0,7801.0,136.669,82.67384352625324,0.0,292.0,147.214,79.66997872165845,2.0,290.0,3.0,0.0,3.0,3.0,513.012,12.941535432062894,490.0,536.0,140.218,76.94619674287478,27.0,404.0,0.6287170594281695,0.024805496381639567,0.5417624634284245,0.6859727285728715,0.3712829405718304,0.024805496381639567,0.31402727142712855,0.4582375365715754,0.0,0.0,0.0,0.0,0.051003029220973065,0.12848170095416273,-0.027922493286108553,0.059413395941888374,-0.010964645535622927,0.010424840590104685,,,,,-0.07950061544218008,-0.023713683521200384,-0.0019675493426253654,0.03106872402959633,,-0.23503452053319251,-0.3267829324156246,0.04613747183056879,0.12994955167502625,,-0.008025298359771298,0.19862710063751937,0.6265086376236513,-0.05808848330418203,-0.15353595865643996,,-0.15200979168722772,-0.69676496797852,-0.1986271006375203,-0.6265086376236513,0.058088483304181586,0.15353595865644,,0.15200979168723078,0.6967649679785202,-0.9999999999999998,,,,,,,,,,0.0,0.0,2.614435482931771,10.5,1349.7015552784862,213.50038574917946,6.8096681774162136,1680.5,0.0,0.0,4.098192786601899,135.0,115.34253398730885,63.426063674122716,4.424690945080432,153.0,2.9999999999999996,3.000000000000001,-0.0,3.0,512.8488147799184,512.6855468049496,2.905829716795759,512.0,122.69319265138279,108.25416567127499,5.067460247129023,120.0,0.628220786164539,0.6277169378617582,6.907755278982134,0.6295090460570663,0.3704700464349439,0.3696719986231308,6.907755278982134,0.3704909539429336,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,65,4,4,0,10.0,2980.75,130.0,135.25,0.0,24.0,87.0,0.04086427057553832,0.040864270575538375,0.0,0.018,0.93,0.142,0.157,0.001,0.046,0.253,1.0,1.0,0.001,0.028000000000000025,0.0,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,1.0,1,2190.0783302046357,16,3,4979.73496216754,0.723,0.723,0.723,0.0,,,,,0.0010942219042653577
0.9999985289029212,0,0.006854653406081932,0.003043525373780656,0.00669106702498351,0.011231542169941336,0.0,6.171184278262466,0.027562667264667245,2.050071469148583,2.6056369937663453,0.23331957947755946,1,0.0,473950.17981664423,1,0.18874999999999997,3.593604501959778e-30,0.18875000000000003,3.593604501959632e-30,1,9.525,5.204850186649512,0.0,17.0,2352.756,2061.7436317998577,1.0,7770.0,140.85,80.8529696591455,0.0,292.0,149.623,78.79950655450345,0.0,290.0,3.0,0.0,3.0,3.0,527.019,13.706148164145077,505.0,555.0,140.589,77.93023290225815,30.0,401.0,0.6252944682425434,0.02667603845269086,0.5279949193791692,0.6795581295437071,0.3747055317574566,0.026676038452690856,0.320441870456293,0.47200508062083074,0.0,0.0,0.0,0.0,0.05971287843013407,0.11726916385173342,-0.022788216898098106,0.04583005521021511,0.01812517114030902,0.0129588379714254,,,,,-0.06723964310487705,-0.036719594748187465,0.08977339928199317,0.05986440852444797,,-0.23601916536461093,-0.31618244601240125,0.07300767163719446,0.11531523901311695,,0.03516857343938716,0.18138652940206965,0.656364143210863,-0.07143187431152731,-0.15220776862769786,,-0.1599029735386564,-0.6747146835947084,-0.1813865294020714,-0.6563641432108656,0.07143187431152431,0.1522077686276966,,0.1599029735386215,0.6747146835947124,-0.9999999999999988,,,,,,,,,,0.0,0.0,2.653117349345546,10.0,1302.4817907130366,165.41609270377646,6.804122999971733,1685.5,0.0,0.0,4.13532156151439,148.0,0.0,0.0,4.429920658638178,154.0,2.9999999999999996,3.000000000000001,-0.0,3.0,526.8412875446749,526.6639524433456,2.8850508975607143,525.0,122.94311991903093,108.61062675435629,5.082217647048507,120.0,0.624717055214184,0.6241305395270081,6.907755278982134,0.6258802348704906,0.3737740294552576,0.3728598724807878,6.907755278982134,0.3741197651295093,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,74,1,1,0,10.0,3047.0,129.0,137.0,0.0,25.0,82.25,0.0449235205971632,0.0449235205971632,0.0,0.018,0.926,0.141,0.155,0.001,0.05,0.253,1.0,1.0,0.001,0.03500000000000003,0.0,0.0010000000000000009,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,1.0,0.001,1.0,1,2176.2875622381544,17,3,4924.202496453783,0.721,0.721,0.721,0.0,,,,,-0.0015103147969604401
2.806396004695344e-05,0,0.016333797065683626,0.010796104769252624,0.023032194135745185,0.014505216461510184,0.0,6.625564335198215,0.027541035983909553,2.103545395148984,2.574507097131979,0.23331957947755946,1,0.0,464791.9533706882,1,0.19984999999999997,8.404502598289601e-34,0.19985000000000003,8.404502598289239e-34,1,9.004,5.389715487206447,0.0,17.0,2331.778,2041.6732040628312,1.0,7782.0,144.755,79.06601298541244,0.0,292.0,152.477,77.79408326081355,0.0,290.0,3.0,0.0,3.0,3.0,542.482,15.727397337990384,516.0,570.0,139.858,79.40823322240271,30.0,505.0,0.6213935723926608,0.028981667108168876,0.5279949193791692,0.6717437112102906,0.37860642760733915,0.028981667108168872,0.32825628878970936,0.47200508062083074,0.0,0.0,0.0,0.0,0.08870480333645794,0.11895921377873418,0.018435517824360613,0.052470124078806746,-0.0028065768910753787,-0.006944035681741259,,,,,-0.09406935999896023,0.04047450396920898,-0.008618902452699972,-0.021732355549706706,,-0.2662210827542957,-0.33803678147593624,0.05895035078512277,0.10660968110869891,,-0.023794245410403012,0.2056018761727844,0.6795124004182455,-0.0219554491982671,-0.13687588387204022,,-0.0990727872049648,-0.6686362094207366,-0.20560187617278464,-0.6795124004182478,0.021955449198266717,0.13687588387204055,,0.0990727872049444,0.6686362094207375,-0.9999999999999988,,,,,,,,,,0.0,0.0,2.669545648466902,10.0,1274.8940986540724,135.77160872698616,6.795098535591076,1682.5,0.0,0.0,4.208624939323883,154.0,0.0,0.0,4.446918658154111,154.0,2.9999999999999996,3.000000000000001,-0.0,3.0,542.2548639430102,542.0284129256839,3.0202135001274835,540.0,121.6194697535623,107.02025309881618,5.095907202937935,118.0,0.6207075170190288,0.620010541438124,6.907755278982134,0.6215579576691459,0.37751792890813307,0.37644994474998017,6.907755278982134,0.3784420423308541,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,68,0,0,0,11.0,3000.5,129.0,136.0,0.0,25.0,86.0,0.050197987947327105,0.05019798794732705,0.0,0.018,0.921,0.145,0.159,0.001,0.054,0.26,1.0,1.0,0.001,0.04800000000000004,0.0,0.0010000000000000009,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,1.0,0.001,1.0,1,2166.6313186152547,18,3,4901.199588333656,0.714,0.714,0.714,0.0,,,,,0.0017317557492840848
0.03863612265527694,0,0.022556419258841914,0.020663806458174984,0.024430723973983454,0.007553432066049385,0.0,7.636154188421591,0.015692656577345233,1.8124251403465443,2.21791532672923,0.23331957947755946,1,0.0,434907.42114865466,1,0.20695000000000008,3.084682494944053e-36,0.20695,3.08468249494426e-36,1,9.359,5.473580097073493,0.0,17.0,2361.688,1974.7747162235585,1.0,7801.0,144.064,78.35701452790124,1.0,290.0,147.97,79.08879906875649,0.0,292.0,3.0,0.0,3.0,3.0,558.553,16.21048953520439,530.0,585.0,135.325,75.24688344688082,34.0,505.0,0.6182976736182831,0.03158232629215936,0.5188863092626842,0.6717437112102906,0.3817023263817168,0.03158232629215935,0.32825628878970936,0.48111369073731575,0.0,0.0,0.0,0.0,0.0758958021274873,0.08706211096622082,0.0032255609708132225,0.05651258426199164,0.004700927167387131,0.0029883741797664004,,,,,-0.0542925303772489,0.022795194879845854,-0.03877375760108401,-0.08160020748904777,,-0.23264022355849726,-0.35431025116284415,0.07336310559586448,0.12976119868978353,,-0.053620864724405005,0.15243806775709529,0.6978373951569455,-0.037110298214934584,-0.12815223152894573,,-0.12416451504727974,-0.6522456425672994,-0.15243806775709554,-0.6978373951569464,0.0371102982149351,0.12815223152894611,,0.12416451504727409,0.6522456425673004,-0.9999999999999997,,,,,,,,,,0.0,0.0,2.611854901872382,11.0,1343.9185339342234,134.51789048825236,6.785054676989646,1807.0,112.6920738692458,64.48933646237168,4.218598230293778,153.0,0.0,0.0,4.450383950897321,153.0,2.9999999999999996,3.000000000000001,-0.0,3.0,558.3176971378934,558.0821618979352,3.096211649656816,560.0,118.3465477985935,104.6372875670963,5.029812744408338,115.0,0.6174793625531887,0.61664872584363,6.907755278982134,0.6188588754443383,0.38041796396698496,0.3791565180841633,6.907755278982134,0.3811411245556615,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,53,0,0,0,10.0,2822.5,130.0,134.0,0.0,26.25,84.0,0.056883125419060154,0.05688312541906021,0.0,0.018,0.914,0.143,0.16,0.001,0.055,0.245,1.0,1.0,0.001,0.04500000000000004,0.0,0.0,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,1.0,0.001,1.0,1,2178.628523723736,9,3,4932.092367666439,0.703,0.703,0.703,0.0,,,,,0.0023199259896996777
0.6301168702426488,0,0.018310293580364477,0.01199204773614593,0.011024084658735332,0.01032715381207106,0.0,7.636154188421591,0.015381628268378585,1.7322053038829461,2.157829448877818,0.23331957947755946,1,0.0,452544.1059577011,1,0.2230000000000001,4.546590305487181e-42,0.22299999999999998,4.5465903054876196e-42,1,9.431,5.448754713503621,0.0,17.0,2380.425,2014.5031047715302,1.0,7801.0,142.344,80.64001783529365,1.0,290.0,148.602,79.65411712130374,1.0,292.0,3.0,0.0,3.0,3.0,575.155,15.688055650401363,545.0,600.0,134.675,75.01847203286765,30.0,549.0,0.613499037027924,0.034624466243445264,0.5165017004023414,0.6717437112102906,0.3865009629720761,0.03462446624344526,0.32825628878970936,0.4834982995976586,0.0,0.0,0.0,0.0,0.051148321747089456,0.12997598430561597,-0.05586572971770124,0.0630389522565132,-0.013157806238117863,0.0213612817064874,,,,,0.03777972102027078,-0.03740560097330153,0.003553259160011784,0.003100598643477978,,-0.2003556418948847,-0.3985848269758951,0.08293731405485345,0.11254016286496545,,-0.02832452283548922,0.12492560988659313,0.7375697281415404,-0.07756558762207841,-0.13393826954656696,,-0.1448720771427511,-0.6599020136273522,-0.12492560988659286,-0.7375697281415399,0.07756558762207824,0.13393826954656662,,0.14487207714275072,0.6599020136273508,-1.0000000000000002,,,,,,,,,,0.0,0.0,2.620529722626289,11.0,1347.4206192280526,128.15599666745686,6.784871226919472,1792.5,108.63248963519437,61.91900595870171,4.137916307927862,153.0,115.96903740186178,61.21223365605183,4.463945657936334,154.0,2.9999999999999996,3.000000000000001,-0.0,3.0,574.9409415022022,574.7266156008473,3.156590072519523,575.0,117.85324360206134,104.2552806136226,5.104394016498697,115.0,0.6125106223955485,0.6115105805079228,6.907755278982134,0.6109028477256039,0.38496811327758207,0.3834557278680033,6.907755278982134,0.38909715227439623,0.0,0.0,-0.0,0.0,0,0,0,0,0,0,47,0,0,0,10.0,2854.75,137.0,136.0,0.0,27.0,84.25,0.06276924269806872,0.06276924269806866,0.0,0.018,0.915,0.143,0.171,0.001,0.055,0.252,1.0,1.0,0.001,0.040000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.001,1.0,1,2167.63547733611,13,3,4876.917519487482,0.702,0.702,0.702,0.0,,,,,-0.0006238648302598647
0.0027650103514635926,0,0.02574858085902965,0.008247238688994539,0.0067707310189841045,0.0073269097042967775,0.0,7.636154188421591,0.012594292753052709,1.5838967666819281,1.9893869530646144,2.7882121236626136,1,0.0,465116.32633283315,1,0.22030000000000005,4.682542997377551e-41,0.2203,4.682542997377774e-41,1,9.732,5.268959853513588,0.0,17.0,2448.656,2041.6038582393937,1.0,7801.0,140.997,82.08927847557585,1.0,290.0,144.776,81.14780829320524,1.0,292.0,3.0,0.0,3.0,3.0,590.661,14.744744368299047,565.0,615.0,128.644,69.85297919704429,29.0,549.0,0.6108816318798378,0.03705042211164621,0.5071181537290254,0.6707783631069322,0.3891183681201623,0.03705042211164621,0.32922163689306794,0.4928818462709748,0.001,0.0316227766016838,0.0,1.0,0.003264153631070982,0.15331250270032953,-0.06174140851663557,0.12052566381357252,-0.0569982155767111,0.050438057765462105,,,,,-0.14318512573902592,0.020968645400788435,-0.028938752299186223,-0.015040431627916231,,-0.10169427584424727,-0.36689545175911964,0.10657390865492719,0.09815786976463127,,0.06424250053547598,0.06526723691020349,0.7546163737982055,-0.07850744782627071,-0.13048362591109378,,-0.11692894080857247,-0.6652054026813665,-0.06526723691020303,-0.7546163737982045,0.07850744782627062,0.13048362591109372,,0.11692894080857216,0.6652054026813649,-1.0000000000000002,-0.028428527035924956,-0.010599873043326304,0.002700425495737292,0.04221640998246847,,0.05225164829318637,0.11707606859285619,-0.08865145592517391,0.08865145592517341,0.0,0.0,2.622600497689472,12.0,1436.0369613085038,206.41667504022476,6.810531223633568,1866.5,105.06588941760056,56.77913714451725,4.14537787714148,153.0,110.91343100354092,59.719242483040745,4.4851320095821166,153.0,2.9999999999999996,3.000000000000001,-0.0,3.0,590.4768516676435,590.2924483956203,3.1143879427687153,590.0,113.54542949051793,101.2868736023784,5.025860708287173,110.0,0.6097427789596415,0.6085884817065293,6.907755278982134,0.6095907167953343,0.38737815962851013,0.3856651389436162,6.907755278982134,0.3904092832046657,0.0,0.0,0.007907255112232087,0.0,0,0,0,0,0,0,45,0,0,1,10.0,2951.5,139.0,135.5,0.0,26.25,78.0,0.06780444985704348,0.06780444985704348,0.0,0.018,0.931,0.146,0.175,0.001,0.05,0.244,1.0,1.0,0.002,0.038000000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999,0.001,1.0,1,2197.5614893688244,21,3,5886.984234568697,0.72,0.72,0.72,0.0,,,,,0.001369130836441105
0.2738853212971476,0,0.02046583875267557,0.004705490460917827,0.012846002913398191,0.01227104539404129,0.0,6.764588930077792,0.00838766680773362,1.6184927314429882,1.9684413677732655,2.312150864322348,1,6448.913580249252,497406.91492611426,1,0.24024999999999996,7.609653516553708e-49,0.24025000000000002,7.60965351655331e-49,1,9.625,5.20513865986954,0.0,17.0,2500.459,2110.26561391695,1.0,7771.0,141.07,80.47207500030588,2.0,290.0,144.937,81.43752883101317,0.0,292.0,3.0,0.0,3.0,3.0,605.868,14.330524761499138,580.0,630.0,129.094,67.2352120375755,29.0,549.0,0.6070037018534229,0.03937801893995153,0.5071181537290254,0.6703425911093681,0.39299629814657716,0.03937801893995152,0.3296574088906318,0.4928818462709748,0.003,0.054717401199198,0.0,1.0,0.01139108546766373,0.13064720545161973,-0.06794385379762682,0.11740715042218082,-0.08855549152715228,0.06395451693464622,,,,,-0.18704932879796324,0.06922831079145664,-0.0800863253852551,-0.04232125712234065,,-0.09044926964996565,-0.37039686510088393,0.11132398048449271,0.11348822620475271,,-0.040004672781536466,0.05155996262276257,0.789371490748864,-0.08567284909673202,-0.14446611697512732,,-0.04259869723681665,-0.626061466698186,-0.051559962622763245,-0.7893714907488617,0.08567284909673174,0.14446611697512649,,0.042598697236821824,0.6260614666981847,-1.0000000000000002,-0.017133708198221315,-0.026114472041387615,0.020184960573418693,0.04227452115894737,,0.054121751012906956,0.1854885181713686,-0.13906150305492285,0.13906150305492299,0.0,0.0,2.648702425104906,11.0,1449.118691396468,226.9606099803772,6.802736705610614,1870.0,108.17188154536176,64.18097823172488,4.106802218488751,148.0,0.0,0.0,4.474172550547982,153.0,2.9999999999999996,3.000000000000001,-0.0,3.0,605.6986807152705,605.5293799178152,3.1377985587117196,605.0,114.93833517199168,103.13432155261343,5.034294476439342,111.0,0.6057153490862135,0.6044165033223324,6.907755278982134,0.6040507303973499,0.39103489897456867,0.38909125846384834,6.907755278982134,0.3959492696026502,0.0,0.0,0.020422924464179912,0.0,0,0,0,0,0,0,43,0,0,3,10.0,3192.75,134.0,137.0,0.0,23.0,76.0,0.07643860196085617,0.07643860196085606,0.0,0.018,0.925,0.143,0.176,0.001,0.05,0.236,1.0,1.0,0.002,0.04300000000000004,0.0,0.0,0.0010000000000000009,0.0,0.0,0.0,0.0,0.0,0.997,0.001,1.0,1,1944.4786741493867,56,6,3995.7400669048393,0.718,0.718,0.718,0.0011122367293154856,,,,,0.0025289777499624727
0.01500946967491723,0,0.01886778258125175,0.0032510504374222552,0.021792724174622764,0.014827644855420931,0.0,6.209685159219422,0.005185475421372773,1.647643497205125,1.954349995043482,2.1855349057608393,1,20173.319446622245,506549.3546641094,1,0.24944999999999995,1.1214160133861718e-52,0.24945,1.121416013386111e-52,1,9.393,5.234305011073481,0.0,17.0,2502.48,2129.5646224242837,5.0,7327.0,141.096,78.02047153137424,2.0,290.0,143.111,81.47653100190327,0.0,291.0,3.0,0.0,3.0,3.0,620.899,14.76790065953485,596.0,650.0,128.001,64.8050051129362,24.0,393.0,0.6026077122793381,0.042188060629851754,0.5,0.6677267917169578,0.39739228772066176,0.042188060629851754,0.33227320828304213,0.5,0.004,0.06315051850925683,0.0,1.0,0.052148879835378935,0.12503052084962968,-0.04524813428497728,0.1556505464579398,-0.05813953031351172,0.05224602176563187,,,,,-0.031186638877026506,-0.08563272528532094,0.04088601210704497,-0.01528724461900939,,-0.12895918479789314,-0.36833190797180587,0.051211994292088885,0.08620920079108299,,0.023453241383002175,0.046820558775122256,0.8092826700128677,-0.08148183046329903,-0.11427633680472077,,-0.17479050631378593,-0.6062789923024915,-0.046820558775121916,-0.8092826700128686,0.08148183046329859,0.11427633680472075,,0.17479050631378204,0.6062789923024914,-0.9999999999999998,-0.03201516315560316,-0.036322812589540905,0.01942583035546886,0.05905598023872252,,0.022973849463876542,0.23236505643149027,-0.14606268861182184,0.14606268861182212,0.0,0.0,2.6507217581763634,10.0,1466.72252113099,381.6670205311309,6.8067121386238,1827.0,109.90908429295295,63.18881278045927,4.1932331929019,148.0,0.0,0.0,4.423273550691764,148.0,2.9999999999999996,3.000000000000001,-0.0,3.0,620.7237544166194,620.5487461613362,3.173429294238832,620.0,114.24760663545442,102.34179017922565,5.0028189341176486,112.0,0.6011232213658749,0.5996324226038028,6.907755278982134,0.5950646930562455,0.3951524607182123,0.3929217119324387,6.907755278982134,0.40493530694375457,0.0,0.0,0.02607783298339765,0.0,0,0,0,0,0,0,35,0,0,4,10.0,3191.0,129.0,135.0,0.0,23.0,77.25,0.08348725358569375,0.08348725358569375,0.0,0.018,0.929,0.15,0.17,0.001,0.055,0.226,1.0,1.0,0.002,0.04400000000000004,0.0,0.0,0.0020000000000000018,0.0,0.0,0.0,0.0,0.0,0.996,0.001,1.0,1,1948.4747677335833,30,6,3995.5014594484405,0.705,0.705,0.705,0.0,,,,,0.0013412039645503686
