psi_0,psi_1,psi_2,psi_3,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,distance_class_1,distance_class_0,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,2_mean,2_std,2_min,2_max,3_mean,3_std,3_min,3_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_2_0,correlation_2_1,correlation_3_0,correlation_3_1,correlation_3_2,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_0_2,correlation_predict_proba_0_3,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_2,correlation_predict_proba_1_3,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_2,correlation_predict_3,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,2_gmean,2_hmean,2_entropy,2_median,3_gmean,3_hmean,3_entropy,3_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,2_nr_outliers,3_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,2_iqr,3_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,2_uniqueness_ratio,3_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,2_sparsity,3_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.06436295800386271,0.062237265360899297,0.09435203804047547,0.08552338919460618,0.13153111330009626,0.13776849059197402,0.0016008541534707314,0,0.04675205940045893,0.05435159659147743,0,0.9756732993303855,0,0.102,0.26740795537593587,0.102,0.26740795537593587,0,0.4910889399018168,0.2849697402674108,0.0035842900678431,0.9800025253883556,0.553245985642564,0.29901284366249126,0.0049200287315729,0.9983312196929643,0.5371510260886734,0.28588528820111503,0.0133170927660238,0.998215133778698,0.4306476453844785,0.30208772506707593,0.009035149373075,0.988217246293677,0.4867877423248511,0.4332779454570443,0.005811306459527917,0.9991705537638487,0.5132122576751489,0.4332779454570443,0.0008294462361512961,0.9941886935404721,0.52,0.5021167315686782,0.0,1.0,-0.048400226445134344,0.015779265815940722,-0.025063806444536686,0.06510029108527528,-0.1434831273188123,0.01846601503064426,0.7546491269012634,-0.5122612964282413,-0.0002777983863745737,0.13464925650028362,-0.7546491269012636,0.5122612964282414,0.00027779838637450704,-0.13464925650028362,-1.0000000000000002,-0.7316888378360655,0.4280372636861309,0.02175790875855803,-0.1454401413825758,-0.9679573545084053,0.9679573545084056,0.3693310601723353,0.14515851352956693,4.60517018598809,0.4566487563752623,0.43721262125696114,0.2031802900920694,4.60517018598809,0.5374183997000238,0.4231926419332202,0.24648683559864407,4.60517018598809,0.5949427838384056,0.28499589434358075,0.12106002436857306,4.60517018598809,0.368762785448507,0.18397256281903324,0.047094869492555896,4.60517018598809,0.3865055476657372,0.19104758266599772,0.02347815253264851,4.60517018598809,0.6134944523342627,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.5161352054217513,0.5423008395134388,0.48725521266818583,0.5172379318824742,0.918535132468634,0.918535132468634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,178.06650798215787,5,2,338.59064238694447,0.5,1.0,1,0.98,0.98,0.98,0.96,0:100,,,,,offline,0.9402514071079818,0.970132495991296,0.970132495991296,0.970132495991296
0.023265039005533436,0.050245300824150727,0.11395454201893339,0.021632697325351877,0.09036693179514906,0.14088150468131416,0.0004000533461369923,0,0.04958208381377988,0.05491577002509177,0,0.9953251039799011,0,0.096,0.33466613054736405,0.096,0.33466613054736405,0,0.5064479447075748,0.26884115949529475,0.0136397902666278,0.9800025253883556,0.5376944297570192,0.2989098364525938,0.0049200287315729,0.9983312196929643,0.5261634004924973,0.30576159608318676,0.0133170927660238,0.998215133778698,0.4562815855747458,0.30206122401141183,0.009035149373075,0.988217246293677,0.5025063933471422,0.42777445836593225,0.007838425607652333,0.9991705537638487,0.4974936066528577,0.42777445836593225,0.0008294462361512961,0.9921615743923478,0.51,0.5024183937956914,0.0,1.0,0.0406096947614295,0.0537833821285145,-0.04819420299814575,0.012282781792106304,-0.16256003029581878,-0.029326831703005714,0.6918790603189694,-0.5100899759473605,0.013130213712994443,0.11641600765279417,-0.6918790603189693,0.5100899759473603,-0.013130213712994452,-0.1164160076527941,-1.0000000000000002,-0.6457199029076698,0.4587700195393994,0.03060989025265757,-0.13951064288932163,-0.971185891337526,0.9711858913375256,0.40574341982553036,0.24621735004838635,4.60517018598809,0.5009517425967249,0.40922944896137936,0.16755640433178987,4.60517018598809,0.5374183997000238,0.3916920148467876,0.20631075726338016,4.60517018598809,0.5851838844472663,0.30663417142551297,0.12578365662928787,4.60517018598809,0.4260843674319661,0.21596945606714538,0.0630601319185172,4.5913072423768915,0.43056035768692047,0.18666218436285978,0.020880759589084297,4.5913072423768915,0.5694396423130794,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0,0,0.42803740485402453,0.5279877597782547,0.5526207553697311,0.5547903950672977,0.902829525673576,0.9028295256735758,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,180.2951425392713,5,2,346.57716202339316,0.5,1.0,1,0.97,0.97,0.97,0.94,30:130,,,,,offline,0.9446532917587523,0.9723075804885716,0.9723075804885716,0.9723075804885716
0.06605328746051879,0.07049953579912341,0.19954367513375576,0.07050074476108881,0.1264535485977429,0.1459334717503393,0.0004000533461369923,0,0.046932994286186025,0.05296632593635552,0,0.9935966562262832,0,0.106,0.2283725116630342,0.106,0.2283725116630342,0,0.4886214118816067,0.2751756599915641,0.0136397902666278,0.9915439761310714,0.5212888137708069,0.2904391331914841,0.0042656789547356,0.9963200944582428,0.52872588028602,0.3085619960618217,0.0163966336428554,0.998215133778698,0.4543978370150542,0.3026659931170809,0.009035149373075,0.995539332535889,0.4965198422268547,0.4336381813812535,0.006156584000060929,0.9991705537638487,0.5034801577731453,0.4336381813812535,0.0008294462361512961,0.9938434159999392,0.51,0.5024183937956914,0.0,1.0,-0.02311034666416562,-0.012084790834405798,0.009454350181155414,0.022270374339764847,-0.22314809043767336,0.0200176113263646,0.6758039591218878,-0.5880001996074465,-0.08252573628868133,0.18873771733109973,-0.6758039591218878,0.5880001996074463,0.08252573628868132,-0.18873771733109956,-1.0000000000000002,-0.6183085794169252,0.5554876584983872,0.12362337727252119,-0.19655244137117486,-0.9792605175647823,0.9792605175647823,0.3780031332218746,0.21213476456816083,4.60517018598809,0.5044393914696046,0.3956346367583438,0.1542636087531668,4.60517018598809,0.5176125587810136,0.3952125320891639,0.2192847395695881,4.60517018598809,0.5576982171102669,0.29503144129562037,0.10524285933857236,4.60517018598809,0.3988923139998198,0.20383596469795004,0.05627050628598361,4.60517018598809,0.43056035768692047,0.18517692532339938,0.022024497068471757,4.60517018598809,0.5694396423130794,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0,0,0.453179687101405,0.5195136151928985,0.5934616211559727,0.5469161210039615,0.8989778940778523,0.8989778940778523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.04,176.36173198322967,4,2,333.7310037735678,0.5,1.0,1,0.97,0.97,0.97,0.94,60:160,,,,,offline,0.9481410357729263,0.9740558929817774,0.9740558929817774,0.9740558929817774
0.05092279283136766,0.05196572705800523,0.06722814079902101,0.047345704054017564,0.16606823980390234,0.17312205698618524,0.0004000533461369923,0,0.046951755371407944,0.05005407279873773,0,0.9895593018260026,0,0.086,0.469635574279064,0.086,0.469635574279064,0,0.49465527675992554,0.27685511538759555,0.0136397902666278,0.9915439761310714,0.5195219352653692,0.28404117165525483,0.0042656789547356,0.9843192141329729,0.502698943591621,0.30225911837827885,0.0099727375343561,0.9958755109737472,0.46225438929534013,0.3067213805929014,0.009035149373075,0.9973608499939606,0.5057507635222263,0.4394643346950163,0.006156584000060929,0.9991705537638487,0.4942492364777737,0.4394643346950163,0.0008294462361512961,0.9938434159999392,0.49,0.5024183937956914,0.0,1.0,-0.06441249422003317,0.11479021347377867,0.07910655833528796,-0.10751469157097565,-0.18207304935974752,-0.0316010403313923,0.6902683640501462,-0.5868891325516119,0.03969005554593059,0.06268504156570504,-0.6902683640501464,0.5868891325516118,-0.03969005554593065,-0.06268504156570498,-1.0000000000000002,-0.6343830736670516,0.5676694329166344,-0.030191312302568135,-0.06584801956911965,-0.9886542661822793,0.9886542661822787,0.37656056007583594,0.202256178130552,4.60517018598809,0.5044393914696046,0.38820123051652883,0.14176373754656607,4.60517018598809,0.513277591311611,0.36794396000964374,0.17843657141692784,4.60517018598809,0.5290499887965987,0.2961055637477204,0.1017323660827691,4.60517018598809,0.4181784869420923,0.20693914882603673,0.056344295670069725,4.60517018598809,0.7145059055205746,0.17452848529688364,0.022188500261195374,4.60517018598809,0.28549409447942553,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0,0,0.44558779040504753,0.4806715581757969,0.5264164429654896,0.5016237911660735,0.9019397531726688,0.9019397531726688,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.04,174.79855231906112,6,2,331.5187537676282,0.5,1.0,1,0.99,0.99,0.99,0.98,90:190,,,,,offline,0.962878194826309,0.9814659078003347,0.9814659078003347,0.9814659078003347
0.0877700007059,0.13966550803538877,0.06950949457647447,0.07166232540670944,0.10467639075566375,0.09785906797821727,0.0,0,0.04746085064018119,0.050455081358431984,0,0.9898021765314164,0,0.06133333333333333,0.8537084342276315,0.06133333333333333,0.8537084342276315,0,0.48233790319634245,0.296929329484464,0.0069366055406169,0.9915439761310714,0.5029868094005411,0.28664728421442875,0.0042656789547356,0.9996858445291238,0.4820950162167007,0.29845282988183686,0.0099727375343561,0.9958755109737472,0.4766375375368916,0.30953654580259776,0.0087137098913228,0.9973608499939606,0.5056836554038123,0.4446809104661233,0.005937232005296638,0.9991705537638487,0.4943163445961876,0.4446809104661233,0.0008294462361512961,0.9940627679947035,0.5,0.502518907629606,0.0,1.0,-0.11758274666731115,0.12589578175248117,0.02935669339737863,-0.12002463826389631,-0.05893550130513803,-0.09745677634480046,0.7576402545941149,-0.5724367431894837,0.11384201741327452,-0.03258851036543117,-0.7576402545941148,0.5724367431894837,-0.11384201741327457,0.032588510365431235,-1.0000000000000002,-0.7132478227772256,0.5402334397141856,-0.11406010431976467,0.03341847513379331,-0.9852339572158604,0.9852339572158599,0.3496833819817806,0.1567092545271383,4.60517018598809,0.4907077797271302,0.36019340068894556,0.12459833564859212,4.60517018598809,0.5015517533025414,0.3478080382978157,0.1580147244811042,4.60517018598809,0.44730032544905135,0.3158791599336558,0.11965139156942133,4.60517018598809,0.4734151579677714,0.1977357970128128,0.05194339515032185,4.60517018598809,0.5440532038995716,0.16157589148792623,0.020652923806463303,4.60517018598809,0.45594679610042854,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0,0,0.5206640008014208,0.5112871477526442,0.4780918405981186,0.5156708993479487,0.9271618178875606,0.9271618178875606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.04,173.65537637002598,4,2,324.39269711379745,0.5,1.0,1,0.98,0.98,0.98,0.96,120:220,,,,,offline,0.9608870297924689,0.9803952478787015,0.9803952478787015,0.9803952478787015
0.04977688066478482,0.10810923144927809,0.07680343386181729,0.04615422802783576,0.06874661679835463,0.07320948782463883,0.0016008541534707314,0,0.046887057500527164,0.04750533440196969,0,0.9776811429614661,0,0.07066666666666667,0.7138750941844643,0.07066666666666667,0.7138750941844643,0,0.48145281122480704,0.2821383688356747,0.0069366055406169,0.9656952540144156,0.5096080632219862,0.29075335383706846,0.0042656789547356,0.9996858445291238,0.5077026130929091,0.294551940586908,0.0099727375343561,0.9958755109737472,0.4906349742225979,0.3057895422501215,0.0087137098913228,0.9973608499939606,0.4871281506312928,0.4465010514592346,0.005937232005296638,0.9991494626502379,0.5128718493687072,0.44650105145923447,0.0008505373497620947,0.9940627679947035,0.52,0.5021167315686782,0.0,1.0,-0.1589009698961031,0.10714734285406455,0.01601133228907914,-0.06271227935907218,0.059460440490374626,-0.05743391826549102,0.7735937699265891,-0.5908356493266861,0.12403012113349436,-0.061481748884791236,-0.7735937699265895,0.5908356493266861,-0.12403012113349438,0.061481748884791194,-1.0,-0.7510146950352178,0.5389378931291208,-0.1331134692803243,0.06104157031381326,-0.983700238554802,0.983700238554802,0.3630599047392984,0.1792331356642573,4.60517018598809,0.4915729553360734,0.370195103542505,0.13763710521548558,4.60517018598809,0.5202090792915189,0.37279728545630636,0.16516948670751375,4.60517018598809,0.5177164639784356,0.3427707967587764,0.14163800314308045,4.60517018598809,0.47062823347744476,0.18320263703411105,0.05091273168580077,4.60517018598809,0.27148350726598913,0.17245674457626237,0.023403743683818666,4.60517018598809,0.7285164927340109,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.47649287483134967,0.5442712130985234,0.4665392130020216,0.5174090448877723,0.9362224311211828,0.9362224311211825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,172.8648414844923,4,2,318.8745287514934,0.5,1.0,1,0.98,0.98,0.98,0.96,150:250,,,,,offline,0.9437732422844185,0.9719047042431211,0.9719047042431211,0.9719047042431211
0.028037769607917522,0.1147034448138417,0.10464992188677028,0.045776256258755914,0.06508713247258134,0.06239380313474551,0.003604329355261904,0,0.04575546447532904,0.04655602563837941,0,0.969489774393703,0,0.062,0.8447613928164611,0.062,0.8447613928164611,0,0.5105782313384063,0.29764795118672777,0.0069366055406169,0.9656952540144156,0.5494364581089743,0.29255982929841073,0.0170008225369361,0.9996858445291238,0.5136860154295604,0.29446108319254594,0.0099727375343561,0.991250114330899,0.5245016994130083,0.2899744850914444,0.0087137098913228,0.9973608499939606,0.48276239117536,0.45067740359452557,0.005937232005296638,0.9991494626502379,0.5172376088246399,0.45067740359452557,0.0008505373497620947,0.9940627679947035,0.53,0.5016135580465918,0.0,1.0,-0.22303948186066988,0.08342604941360303,-0.03238985746807968,-0.03979090733858401,0.02811541115941451,-0.06024224195126206,0.8263284277554527,-0.5662454109478174,0.08790167523710261,-0.015834528160335756,-0.8263284277554525,0.5662454109478174,-0.08790167523710267,0.01583452816033568,-1.0000000000000002,-0.8152879254807461,0.4974539134637759,-0.08708628030220852,0.013182788958586475,-0.9809257122529901,0.9809257122529903,0.38271740975225516,0.18252723451331232,4.60517018598809,0.5218103412190674,0.42203371993134997,0.2204231808480358,4.60517018598809,0.5558746276194004,0.3828023628439456,0.1775895552334099,4.60517018598809,0.5122544903944197,0.4084720697121627,0.21214589238730738,4.60517018598809,0.4935962720407248,0.1728077340803944,0.04596462273828523,4.60517018598809,0.24300237016002596,0.15877597429757428,0.01934631301757667,4.60517018598809,0.7569976298399741,0.0,0.0,0.6913460990017393,1.0,0,0,0,0,0,0,0,0.5162694142625668,0.4884829136956801,0.475581943875594,0.493552412058544,0.9424619049302747,0.9424619049302746,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.04,173.05818604390586,4,2,315.5656890485204,0.5,1.0,1,0.97,0.97,0.97,0.94,180:280,,,,,offline,0.9578641367279538,0.9789790703363849,0.9789790703363849,0.9789790703363849
0.06615418082155132,0.10429604338160253,0.08421568467337211,0.06392685041835745,0.04354567691201766,0.039082805885733464,0.0016008541534707314,0,0.04376385440293243,0.04869719838724729,0,0.9600962448963115,0,0.08466666666666667,0.48958285996559714,0.08466666666666667,0.48958285996559714,0,0.5099579154304277,0.2973112521967942,0.0195592346168202,0.9913092203457864,0.5616811925784444,0.28572408379075265,0.0107065583870806,0.9952058225398768,0.5524584087533635,0.29894056197181157,0.0075120607769337,0.9889384198963376,0.4997423816398643,0.27548104946548274,0.0131001817322492,0.9961513474095064,0.4773323791250295,0.45305515046820766,0.0074802723418883775,0.9991494626502379,0.5226676208749703,0.45305515046820766,0.0008505373497620947,0.9925197276581116,0.52,0.5021167315686782,0.0,1.0,-0.06157393389042171,-0.030550219210321087,-0.12899806684758622,0.01028906989260962,-0.00189016135373448,-0.06170584183578954,0.7983632181205865,-0.47831498529256267,0.031357970628616165,0.051801475446369795,-0.7983632181205866,0.47831498529256267,-0.03135797062861623,-0.05180147544636976,-0.9999999999999998,-0.7830014859352116,0.4251102104998188,-0.005454239106002564,-0.07324922367237899,-0.9832260505441635,0.9832260505441631,0.38620596262931906,0.21988727928684226,4.60517018598809,0.5196599332781088,0.4396912186056471,0.2121794158844248,4.60517018598809,0.5750825704090523,0.41614028732976444,0.17748000785466073,4.60517018598809,0.5701496108108373,0.3986413167850598,0.24628193374499066,4.60517018598809,0.4568540316948656,0.16327327277657902,0.04489990491141088,4.60517018598809,0.21604454023171804,0.17175147801306742,0.021865196869676543,4.60517018598809,0.7839554597682818,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.5323437876710269,0.4740428878788659,0.5293039571011078,0.4759881899845616,0.9355664813191475,0.9355664813191475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,175.65289541379514,7,2,326.73278515218726,0.5,1.0,1,0.98,0.98,0.98,0.96,210:310,,,,,offline,0.9514269016200052,0.9757100938144121,0.9757100938144121,0.9757100938144121
0.09372345781283076,0.09705621709995066,0.056100391427556545,0.05315000918897126,0.050164410165693556,0.05016441016569356,0.0016008541534707314,0,0.04571858287578088,0.04819004953267821,0,0.9787662685930896,0,0.046,0.9843599808079345,0.046,0.9843599808079345,0,0.5097996820585413,0.29648800237581496,0.0017226892996771,0.9913092203457864,0.5396029603633722,0.26992576568781895,0.0011120471711572,0.9952058225398768,0.5540964259978122,0.29787222436568933,0.0075120607769337,0.9878488530766102,0.48077754468940986,0.28138668899270447,0.0015285572459347,0.9961513474095064,0.48820560059061635,0.4431372924907925,0.008535811389739266,0.9991494626502379,0.5117943994093836,0.4431372924907925,0.0008505373497620947,0.9914641886102608,0.52,0.5021167315686782,0.0,1.0,-0.009867781007890679,-0.07930201948461883,-0.024203450808505455,0.10602426264010191,-0.15809941551495946,-0.009046755081456397,0.7812062042679734,-0.4580652924806366,-0.08556632116030576,0.21216525464525535,-0.7812062042679732,0.4580652924806363,0.08556632116030571,-0.21216525464525524,-1.0,-0.7305637077482935,0.4286399664888901,0.11951884178009765,-0.23580831532055796,-0.9721453652066994,0.9721453652066993,0.37639487080552786,0.10127650129381734,4.60517018598809,0.5113438943353174,0.42418726102966103,0.07859356023175727,4.60517018598809,0.5605869171201605,0.4240342908226815,0.20399485304002335,4.60517018598809,0.5814586670099784,0.3620096789509723,0.09307433614484042,4.60517018598809,0.4568540316948656,0.18447319722392086,0.05261850214696158,4.5913072423768915,0.38592517555412525,0.16656691589287548,0.01626697889852277,4.5913072423768915,0.6140748244458747,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.5168093186826518,0.43212976720527246,0.5283298696678242,0.4498863341247832,0.9363547173500865,0.9363547173500864,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,175.17704879703206,4,2,332.2520910748959,0.5,1.0,1,0.98,0.98,0.98,0.96,240:340,,,,,offline,0.9538805363222671,0.976929966690096,0.976929966690096,0.976929966690096
0.12944719432846125,0.060776649221083875,0.04486052197178119,0.07005142289322153,0.050653257603223076,0.03468310367886764,0.0016008541534707314,0,0.048673460053260405,0.047494635581902644,0,0.988754300741746,0,0.06333333333333334,0.8262570566304801,0.06333333333333334,0.8262570566304801,0,0.47768762367298967,0.2971583778615745,0.0017226892996771,0.9913092203457864,0.511428506699032,0.2711184708704224,0.0011120471711572,0.9952058225398768,0.5449621449370152,0.28500917077711263,0.0075120607769337,0.9960335585558848,0.49234916959673414,0.29507049639675836,0.0015285572459347,0.9992716009908617,0.49371430205746586,0.4357542585099753,0.008535811389739266,0.9990580388906836,0.5062856979425342,0.43575425850997535,0.0009419611093164409,0.9914641886102608,0.52,0.5021167315686782,0.0,1.0,0.10011439805339128,-0.06010064896240552,-1.9700587457560015e-05,0.10147039196028007,-0.09138187627265199,-0.0872132098452764,0.7479057614421798,-0.4289712765442218,-0.09074575584752767,0.21120698487420714,-0.7479057614421797,0.4289712765442215,0.0907457558475277,-0.21120698487420714,-1.0,-0.689094919208199,0.40737881894510974,0.12430860040343432,-0.23126918548743952,-0.9712834170568048,0.9712834170568045,0.34044675102819305,0.09519962235886999,4.60517018598809,0.44917846242485776,0.3964239717294563,0.07667018063829419,4.60517018598809,0.48823866450971626,0.4239425823073521,0.2048077006660457,4.60517018598809,0.5667409544268959,0.35141347907401926,0.07918220386825812,4.60517018598809,0.47656214794224183,0.19793714278682667,0.05568417357373077,4.5913072423768915,0.3982062407766316,0.17990241757181885,0.02134935902874067,4.5913072423768915,0.6017937592233684,0.0,0.0,0.6923469670899615,1.0,0,0,0,0,0,0,0,0.538620159853769,0.43018535287139603,0.4944157241037342,0.48490025806150494,0.9195269477057033,0.9195269477057033,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.04,176.23491201432,4,2,340.34696734069644,0.5,1.0,1,0.98,0.98,0.98,0.96,270:370,,,,,offline,0.951357863873225,0.9757127971945276,0.9757127971945276,0.9757127971945276
