distance_class_1,distance_class_0,u_detect_drift_flag,overlap_predict_proba_0_predict_proba_1,omv_pth_drift_flag,psi_0,psi_1,psi_predict_proba_0,psi_predict_proba_1,psi_predict,psi_drift_flag,predict_proba_0_ks_statistic,predict_proba_0_ks_pvalue,predict_proba_1_ks_statistic,predict_proba_1_ks_pvalue,sqsi_drift_flag,0_mean,0_std,0_min,0_max,1_mean,1_std,1_min,1_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,predict_mean,predict_std,predict_min,predict_max,correlation_1_0,correlation_predict_proba_0_0,correlation_predict_proba_0_1,correlation_predict_proba_1_0,correlation_predict_proba_1_1,correlation_predict_proba_1_predict_proba_0,correlation_predict_0,correlation_predict_1,correlation_predict_predict_proba_0,correlation_predict_predict_proba_1,0_gmean,0_hmean,0_entropy,0_median,1_gmean,1_hmean,1_entropy,1_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,predict_gmean,predict_hmean,predict_entropy,predict_median,0_nr_outliers,1_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,predict_nr_outliers,0_iqr,1_iqr,predict_proba_0_iqr,predict_proba_1_iqr,predict_iqr,0_uniqueness_ratio,1_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,predict_uniqueness_ratio,0_sparsity,1_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,predict_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,dc_accuracy,dc_pvalue,dc_drift_flag,precision,recall,f1-score,kappa,original_idx,last_precision,last_recall,last_f1-score,last_kappa,data_type,predicted_kappa,predicted_precision,predicted_recall,predicted_f1-score
0.029892380587862123,0.034689019304021226,0,0.8999735397422195,0,0.09646119943641096,0.07026473106877024,0.05443244801401834,0.058895319040302534,0.0006523927214144513,0,0.05533333333333333,0.9231870587836403,0.05533333333333333,0.9231870587836403,0,0.5284251709937301,0.2730531284932193,0.0224998094013467,0.96781994833679,0.5217622942860302,0.2695940135832176,0.0114625255731272,0.9924132216174976,0.5542456035185264,0.4121742749436767,0.0009366557202321601,0.9998359436116411,0.4457543964814736,0.41217427494367676,0.00016405638835891462,0.9990633442797678,0.43,0.497569851956243,0.0,1.0,-0.07805281740387769,0.7735629326762327,-0.6002734602869686,-0.7735629326762329,0.6002734602869687,-1.0000000000000002,-0.7211427741451089,0.49369456903718495,-0.93761144581114,0.9376114458111398,0.42851293920245226,0.283999336442954,4.60517018598809,0.5502336668239745,0.406737638552537,0.20220419273614806,4.60517018598809,0.5213469395226775,0.22516652520765326,0.021406245107869575,4.60517018598809,0.6602971513209013,0.12211964384916334,0.004934507259907133,4.60517018598809,0.3397028486790987,0.0,0.0,0.683314913574166,0.0,0,0,0,0,0,0.47739052652040753,0.3633978171407067,0.924666412981098,0.924666412981098,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5700000000000001,0.02,110.63002850011041,4,2,147.79883251693735,0.5,1.0,1,0.97,0.97,0.97,0.9389747762408462,0:100,,,,,offline,0.9663048921045363,0.9831925764190635,0.9831925764190635,0.9831925764190635
0.03801569537989554,0.03850534139356988,1,0.8320937683708556,0,0.09327881615239489,0.07058601876478578,0.050070080346269155,0.059716723507852856,0.0074717288319955735,0,0.06333333333333334,0.8262570566304801,0.06333333333333334,0.8262570566304801,0,0.5306321345688241,0.26822538775305116,0.0224998094013467,0.9982447760559868,0.49331517174884937,0.2915310882644595,0.003812268384751,0.9924132216174976,0.5836053972808289,0.39433345244824547,0.0009366557202321601,0.9999632416212625,0.41639460271917117,0.39433345244824547,3.675837873754653e-05,0.9990633442797678,0.4,0.49236596391733095,0.0,1.0,0.03428856862778837,0.6891861432061589,-0.6046808942249975,-0.6891861432061586,0.6046808942249975,-1.0000000000000002,-0.6343118891092807,0.4817706101987186,-0.9221732078098275,0.9221732078098275,0.43380057884478995,0.2910353949323502,4.60517018598809,0.5485442143652486,0.34999954129428024,0.11303692870420065,4.60517018598809,0.47734449611404406,0.27369436841940864,0.025032838468266063,4.60517018598809,0.6602971513209013,0.11302818490250117,0.002264776904344678,4.60517018598809,0.3397028486790987,0.0,0.0,0.6730116670092565,0.0,0,0,0,0,0,0.42806220039693216,0.44680897636167255,0.8431997739807217,0.8431997739807218,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.6,0.02,117.67908472856726,3,2,166.4738656078835,0.5,1.0,1,0.96,0.96,0.96,0.9166666666666666,30:130,,,,,offline,0.915656315749984,0.9591882717061457,0.9591882717061457,0.9591882717061457
0.04053935033744841,0.034772453669577055,1,0.8762503470533091,0,0.11364688282037665,0.0507549699237235,0.1630278939189733,0.172674537080557,2.8841581889654486e-05,0,0.08533333333333333,0.47955896131481696,0.08533333333333333,0.47955896131481696,0,0.5116911013595078,0.27180493951541884,0.0091460565064975,0.9982447760559868,0.47573006282089464,0.295974176262879,0.003812268384751,0.9924132216174976,0.5628655076841501,0.4036974972185086,0.0009366557202321601,0.9999632416212625,0.4371344923158499,0.4036974972185086,3.675837873754653e-05,0.9990633442797678,0.44,0.4988876515698589,0.0,1.0,-0.01875652235843321,0.6958026676492177,-0.6394462247180824,-0.6958026676492173,0.6394462247180824,-1.0,-0.6313524350700712,0.5385910823503499,-0.9298468135676821,0.9298468135676821,0.39307581437203315,0.19162609676251705,4.60517018598809,0.523278599782893,0.3366430961849096,0.11756308939370831,4.60517018598809,0.4649515498156782,0.25080559569078575,0.017972254849429957,4.60517018598809,0.6327349318912425,0.10896058621247444,0.00218784984768601,4.60517018598809,0.3672650681087575,0.0,0.0,0.6859298002523728,0.0,0,0,0,0,0,0.38699702690184495,0.47586529503569164,0.8397243396016352,0.8397243396016353,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.56,0.02,114.06837093741316,6,2,158.20835553398265,0.5,1.0,1,0.96,0.96,0.96,0.9188311688311688,60:160,,,,,offline,0.9084360574443152,0.9553040468837033,0.9553040468837033,0.9553040468837033
0.04607023774707708,0.03842629251011868,1,0.9006304302752902,0,0.10672790437990927,0.04935858454774969,0.13510334261253495,0.13874977374841405,0.0012133994345735334,0,0.076,0.6269099621023417,0.076,0.6269099621023417,0,0.4904674861307427,0.30114260704227636,0.0091460565064975,0.9982447760559868,0.46773933181014604,0.31119659851004083,0.0018378779958044,0.9924132216174976,0.550443695427917,0.4039858798431144,0.0002058580177336511,0.9999632416212625,0.44955630457208284,0.4039858798431144,3.675837873754653e-05,0.9997941419822663,0.46,0.5009082659620331,0.0,1.0,0.01228886732356322,0.7184458072018852,-0.5808198650988429,-0.718445807201885,0.5808198650988429,-1.0000000000000002,-0.6827079215710868,0.4425258612692175,-0.9315312179145993,0.9315312179145991,0.34424579324916926,0.16085313773133358,4.60517018598809,0.523278599782893,0.3097649772882679,0.07091109354072074,4.60517018598809,0.4181285664507767,0.21551718506799572,0.007229563279215788,4.60517018598809,0.5906776694356297,0.10978811386214922,0.001844216280470346,4.60517018598809,0.4093223305643704,0.0,0.0,0.6899437584583995,0.0,0,0,0,0,0,0.5313837885531245,0.5859129399674016,0.8406510814511055,0.8406510814511055,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.54,0.02,116.27600407788475,3,2,160.2579936033111,0.5,1.0,1,0.96,0.96,0.96,0.9192245557350566,90:190,,,,,offline,0.905988097374896,0.9537018802637595,0.9537018802637595,0.9537018802637595
0.047808580866502456,0.040391125478904666,1,0.9472149805818655,0,0.0431554859816729,0.13547649892500951,0.08549697522535775,0.09336790315938247,0.009009480105742915,0,0.086,0.469635574279064,0.086,0.469635574279064,0,0.484611922350884,0.30357648494379597,0.0091460565064975,0.9987539018152564,0.48493524051910214,0.31584448385167985,0.0018378779958044,0.9908616739693415,0.5264692854697727,0.39981071694004977,0.0002058580177336511,0.9999632416212625,0.47353071453022727,0.39981071694004977,3.675837873754653e-05,0.9997941419822663,0.49,0.5024183937956914,0.0,1.0,0.027581508718810894,0.7197090131027644,-0.557354071610175,-0.719709013102764,0.5573540716101748,-1.0,-0.6606791104764025,0.43839373021773304,-0.9263378876549351,0.9263378876549349,0.3421888155731319,0.16731333021679257,4.60517018598809,0.49887233070017944,0.3302130573445323,0.080552322580352,4.60517018598809,0.45232505753483,0.19963884113686375,0.006899769949866779,4.60517018598809,0.5109733819754517,0.12590987874013312,0.00152489279162113,4.60517018598809,0.4890266180245483,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.5280553776126045,0.5685583779217487,0.8372050664185666,0.8372050664185666,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.51,0.02,96.13396124526182,8,3,112.65334001563248,0.5,1.0,1,0.95,0.95,0.9500000000000001,0.899919935948759,120:220,,,,,offline,0.9206900928910027,0.9607340817005438,0.9607340817005438,0.9607340817005438
0.043669570044598205,0.04016794950555212,1,0.9703078678806997,0,0.047431559289619944,0.046115133845429486,0.06564558543477005,0.07246290821221651,0.018203687746945786,0,0.08733333333333333,0.45010414315176694,0.08733333333333333,0.45010414315176694,0,0.47658869809442783,0.3154422996032095,0.0091460565064975,0.9987539018152564,0.4946018912793497,0.29902012909946923,0.0018378779958044,0.9908616739693415,0.5152010008218251,0.4083857539498161,0.0002058580177336511,0.9999166384552086,0.484798999178175,0.4083857539498161,8.336154479132854e-05,0.9997941419822663,0.51,0.5024183937956913,0.0,1.0,0.07265966701771308,0.7752776965124396,-0.46084257430417125,-0.7752776965124396,0.46084257430417125,-1.0,-0.6916303376534492,0.3970655728090062,-0.9344628450533753,0.9344628450533751,0.32311935298854977,0.14263433826556746,4.60517018598809,0.46655210303318395,0.35815638102880876,0.10071431989750287,4.60517018598809,0.45232505753483,0.18544271363614226,0.007247344833389032,4.60517018598809,0.4901258295172432,0.138783326491169,0.0026335547168372807,4.60517018598809,0.5098741704827567,0.0,0.0,0.6929471672244782,1.0,0,0,0,0,0,0.567761772277903,0.5234548567904403,0.8783587304899813,0.8783587304899813,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.49,0.02,116.30628794770006,4,2,161.75447893567383,0.5,1.0,1,0.97,0.97,0.97,0.94,150:250,,,,,offline,0.9425392469001053,0.9714572595164231,0.9714572595164231,0.9714572595164231
0.04045256349081383,0.035330151033667434,1,0.9201955427728814,0,0.03679648753113479,0.058534788041340796,0.07046439760612544,0.05976414928796347,0.009009480105742915,0,0.06733333333333333,0.7667096158807842,0.06733333333333333,0.7667096158807842,0,0.49175808515145386,0.2963414975939737,0.0104372998461106,0.9987539018152564,0.4911079000513288,0.28349837200234596,0.0018378779958044,0.9896048531399826,0.5404882919897309,0.40412555677245715,0.000473178552678033,0.9999166384552086,0.45951170801026914,0.40412555677245715,8.336154479132854e-05,0.999526821447322,0.49,0.5024183937956913,0.0,1.0,0.09149631932684531,0.7577635666078023,-0.4688605495594359,-0.7577635666078025,0.468860549559436,-0.9999999999999998,-0.6801995923915644,0.40705838272166467,-0.938977129702897,0.938977129702897,0.36452140725596494,0.19115963592181745,4.60517018598809,0.46210104081708847,0.3675108675115778,0.10418209755385455,4.60517018598809,0.45907439485150797,0.22485772653020802,0.013473558091258999,4.60517018598809,0.5109733819754517,0.13856835060911304,0.0028792895417348347,4.60517018598809,0.4890266180245483,0.0,0.0,0.6929471672244782,0.0,0,0,0,0,0,0.477335143233349,0.4779835757363431,0.8388796028422729,0.8388796028422729,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.51,0.02,115.28363615908472,3,2,160.82758873561886,0.5,1.0,1,0.97,0.97,0.97,0.9399519615692554,180:280,,,,,offline,0.9409808507157656,0.970746692136992,0.970746692136992,0.970746692136992
0.0381178038013437,0.026336566294540755,1,0.9757119579851442,0,0.06704197081074387,0.13920871073622101,0.17580962296858282,0.09517795780164635,0.05532366639655165,0,0.124,0.10385175970824312,0.124,0.10385175970824312,0,0.45340172523494915,0.28017593528450735,0.0104372998461106,0.9917839084519524,0.5117888690791486,0.27670913538099107,0.0152150148948283,0.9875131673772218,0.48743519740114366,0.41270158600704065,0.0003351146538151939,0.9999166384552086,0.5125648025988564,0.41270158600704065,8.336154479132854e-05,0.9996648853461848,0.56,0.49888765156985887,0.0,1.0,0.0009839703457398357,0.7568439650476297,-0.5482179305174405,-0.7568439650476296,0.5482179305174404,-1.0000000000000002,-0.6933389580974324,0.47791526833524894,-0.9499820963403914,0.9499820963403912,0.32894497553961605,0.16443153833092478,4.60517018598809,0.43261179919201487,0.41039113449496445,0.25990422804457824,4.60517018598809,0.462543317435279,0.16531951791148092,0.007378315292089428,4.60517018598809,0.39433086886600177,0.1846705222552258,0.004533984433576226,4.60517018598809,0.6056691311339982,0.0,0.0,0.6859298002523728,1.0,0,0,0,0,0,0.402420956789358,0.45998907385996135,0.8971258838508412,0.8971258838508411,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.43999999999999995,0.02,110.1027585785591,4,2,148.5946118741845,0.5,1.0,1,0.98,0.98,0.98,0.9596122778675282,210:310,,,,,offline,0.962310348914061,0.9821141845930764,0.9821141845930764,0.9821141845930764
0.035542016269149296,0.028902431785110844,0,0.9715280057489615,0,0.02599385603113566,0.17044994596786228,0.16544980820536243,0.03669477521063438,0.01320653058020736,0,0.082,0.530603523827492,0.082,0.530603523827492,0,0.48791061090492005,0.2826300995344624,0.0010862298473106,0.9945834369959832,0.5424210894161471,0.2666249541734245,0.0158135139987161,0.9712112379276138,0.5145790870273576,0.40847012800740734,0.00022872688329256263,0.9997459227081132,0.4854209129726425,0.40847012800740734,0.00025407729188680044,0.9997712731167074,0.5,0.502518907629606,0.0,1.0,0.0186901246489308,0.7512495860986996,-0.5413216740327448,-0.7512495860986994,0.5413216740327446,-1.0000000000000002,-0.7123542495970299,0.4296071802667513,-0.9494603717945542,0.9494603717945542,0.35070756137861203,0.06919665821073034,4.60517018598809,0.46321940496297487,0.45229912292293106,0.3009990125290234,4.60517018598809,0.5832676939556523,0.17985789298229643,0.0057933910462945335,4.60517018598809,0.5303002034440133,0.1809507873289649,0.009890407265477802,4.60517018598809,0.4696997965559867,0.0,0.0,0.6931471805599453,0.5,0,0,0,0,0,0.4488436440442399,0.46797860179041995,0.8993500502395945,0.8993500502395945,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.5,0.02,112.75978665188853,2,2,150.5039098527796,0.5,1.0,1,0.99,0.99,0.99,0.98,240:340,,,,,offline,0.980821694159936,0.9904112886124302,0.9904112886124302,0.9904112886124302
0.03768301301126783,0.035302218376010885,0,0.9541341066788955,0,0.0286871853689715,0.29904501628140434,0.0630056668102952,0.05230541849213322,0.005611340221563302,1,0.07933333333333334,0.5728768132514847,0.07933333333333334,0.5728768132514847,0,0.504752292440965,0.2871871735940221,0.0010862298473106,0.9945834369959832,0.5490032982481682,0.2739710267156401,0.0158135139987161,0.9712112379276138,0.5229387274958408,0.3988229409828194,0.00022872688329256263,0.9997459227081132,0.4770612725041593,0.3988229409828194,0.00025407729188680044,0.9997712731167074,0.48,0.5021167315686782,0.0,1.0,-0.008981070904712124,0.7478626840603533,-0.5584024446063198,-0.7478626840603534,0.5584024446063196,-1.0000000000000002,-0.6808950779484156,0.44585501690044493,-0.9301748567938788,0.9301748567938788,0.3678614457761892,0.0731727711502738,4.60517018598809,0.5534238208951369,0.44675774983143657,0.2629675403267441,4.60517018598809,0.5978570159825872,0.18649959932180327,0.005673718211014084,4.60517018598809,0.5716997796417711,0.16571395577271925,0.006740556324297691,4.60517018598809,0.42830022035822896,0.0,0.0,0.6923469670899615,0.0,0,0,0,0,0,0.5215105147296194,0.5229171045102841,0.8507686790857376,0.8507686790857375,1.0,1.0,1.0,1.0,1.0,0.02,0.0,0.0,0.0,0.0,0.52,0.02,118.21686949784524,3,2,160.7144668307299,0.5,1.0,1,0.98,0.98,0.98,0.9599358974358975,270:370,,,,,offline,0.9614068153574594,0.981169297921315,0.981169297921315,0.981169297921315
