nswprice_mean,nswprice_std,nswprice_min,nswprice_max,nswdemand_mean,nswdemand_std,nswdemand_min,nswdemand_max,vicprice_mean,vicprice_std,vicprice_min,vicprice_max,vicdemand_mean,vicdemand_std,vicdemand_min,vicdemand_max,transfer_mean,transfer_std,transfer_min,transfer_max,weekday_mean,weekday_std,weekday_min,weekday_max,predict_proba_0_mean,predict_proba_0_std,predict_proba_0_min,predict_proba_0_max,predict_proba_1_mean,predict_proba_1_std,predict_proba_1_min,predict_proba_1_max,correlation_nswdemand_nswprice,correlation_vicprice_nswprice,correlation_vicprice_nswdemand,correlation_vicdemand_nswprice,correlation_vicdemand_nswdemand,correlation_vicdemand_vicprice,correlation_transfer_nswprice,correlation_transfer_nswdemand,correlation_transfer_vicprice,correlation_transfer_vicdemand,correlation_weekday_nswprice,correlation_weekday_nswdemand,correlation_weekday_vicprice,correlation_weekday_vicdemand,correlation_weekday_transfer,correlation_predict_proba_0_nswprice,correlation_predict_proba_0_nswdemand,correlation_predict_proba_0_vicprice,correlation_predict_proba_0_vicdemand,correlation_predict_proba_0_transfer,correlation_predict_proba_0_weekday,correlation_predict_proba_1_nswprice,correlation_predict_proba_1_nswdemand,correlation_predict_proba_1_vicprice,correlation_predict_proba_1_vicdemand,correlation_predict_proba_1_transfer,correlation_predict_proba_1_weekday,correlation_predict_proba_1_predict_proba_0,nswprice_gmean,nswprice_hmean,nswprice_entropy,nswprice_median,nswdemand_gmean,nswdemand_hmean,nswdemand_entropy,nswdemand_median,vicprice_gmean,vicprice_hmean,vicprice_entropy,vicprice_median,vicdemand_gmean,vicdemand_hmean,vicdemand_entropy,vicdemand_median,transfer_gmean,transfer_hmean,transfer_entropy,transfer_median,weekday_gmean,weekday_hmean,weekday_entropy,weekday_median,predict_proba_0_gmean,predict_proba_0_hmean,predict_proba_0_entropy,predict_proba_0_median,predict_proba_1_gmean,predict_proba_1_hmean,predict_proba_1_entropy,predict_proba_1_median,nswprice_nr_outliers,nswdemand_nr_outliers,vicprice_nr_outliers,vicdemand_nr_outliers,transfer_nr_outliers,weekday_nr_outliers,predict_proba_0_nr_outliers,predict_proba_1_nr_outliers,nswprice_iqr,nswdemand_iqr,vicprice_iqr,vicdemand_iqr,transfer_iqr,weekday_iqr,predict_proba_0_iqr,predict_proba_1_iqr,nswprice_uniqueness_ratio,nswdemand_uniqueness_ratio,vicprice_uniqueness_ratio,vicdemand_uniqueness_ratio,transfer_uniqueness_ratio,weekday_uniqueness_ratio,predict_proba_0_uniqueness_ratio,predict_proba_1_uniqueness_ratio,nswprice_sparsity,nswdemand_sparsity,vicprice_sparsity,vicdemand_sparsity,transfer_sparsity,weekday_sparsity,predict_proba_0_sparsity,predict_proba_1_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,precision,recall,f1-score,auc,kappa,last_precision,last_recall,last_f1-score,last_auc,last_kappa,predicted
0.08075834999999999,0.028341703132522232,0.042272,0.166777,0.51519934,0.14214410491229515,0.184023,0.780422,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,2.2,0.6963106238227914,1.0,3.0,0.6390070706342985,0.31995253419063613,0.0,1.0,0.36099292936570143,0.31995253419063613,0.0,1.0,0.33829937321755393,,,,,,,,,,-0.8223180392027956,-0.3012355989057656,,,,-0.764206702517587,-0.29914680001682403,,,,0.8550684374624106,0.7642067025175872,0.29914680001682414,,,,-0.8550684374624109,-1.0,0.07592118682333043,0.0711302265819778,3.1600127638407542,0.077879,0.4902779392394472,0.45827683021494486,4.577444298765693,0.5241,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,2.0713717533738465,1.9230769230769231,1.0133126873497391,2.0,0.0,0.0,1.8126824929699654,0.6712328767123288,0.0,0.0,1.8126824929699654,0.3287671232876712,4,12,0,0,0,0,0,0,0.03479600000000001,0.12931399999999998,0.0,0.0,0.0,1.0,0.4376350725532572,0.4376350725532572,0.37,0.98,0.01,0.01,0.01,0.03,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.18999999999999995,0.02,85.7495368481517,5,4,94.17362222896406,0.7831325301204819,0.9701492537313433,0.8666666666666668,0.7123473541383989,0.4842702423929861,,,,,,0.2681630126863104
0.06433312,0.02053864273164568,0.042272,0.10475,0.5118744400000002,0.13340205084170983,0.200982,0.740702,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,2.84,0.7066781016799227,2.0,4.0,0.7985910827228503,0.18682761180614121,0.0,1.0,0.20140891727714966,0.18682761180614121,0.0,1.0,0.17389011745379346,,,,,,,,,,-0.7002243655574376,-0.44089223812439976,,,,-0.7381607479246111,-0.09088714653027705,,,,0.5843509177527252,0.7381607479246108,0.09088714653027698,,,,-0.584350917752725,-1.0000000000000002,0.061132512394408194,0.05815111917303178,2.6968604137996905,0.056323,0.4897754039154458,0.46147325936617306,4.5635813551544935,0.5243234999999999,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,2.7525752415460976,2.6666666666666665,1.027764205961499,3.0,0.0,0.0,1.5747703253038932,0.7283236994219653,0.0,0.0,1.5747703253038932,0.27167630057803466,0,12,0,0,0,0,1,1,0.044561500000000004,0.12336400000000003,0.0,0.0,0.0,1.0,0.3287671232876712,0.3287671232876712,0.25,0.97,0.01,0.01,0.01,0.03,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.010000000000000009,0.35,0.02,107.87007345451886,4,3,157.9880249851009,0.7575757575757576,0.9868421052631579,0.8571428571428571,0.4934210526315789,0.0,,,,,,0.2681630126863104
0.05206909,0.01496682034887352,0.042122,0.098295,0.5038366599999999,0.12840689237230032,0.200982,0.740405,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,3.44,0.5741924500522188,2.0,4.0,0.8660674508510771,0.17278783895429853,0.5185185185185185,1.0,0.133932549148923,0.1727878389542985,0.0,0.48148148148148145,-0.23106209760142424,,,,,,,,,,-0.45060014809116555,-0.04721729523642715,,,,-0.5403871856551612,0.08887901314121148,,,,0.03829790243584015,0.5403871856551611,-0.0888790131412114,,,,-0.03829790243584026,-1.0,0.05040254836604022,0.04911128359026246,2.5610056679849733,0.042692,0.48303160713308196,0.4563630293741023,4.521992524320895,0.5240255,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,3.3888176309410114,3.3333333333333335,0.8333654410717204,3.0,0.8464865625261391,0.824409617808894,1.31835207728328,1.0,0.0,0.0,1.31835207728328,0.0,9,13,0,0,0,0,0,0,0.013781000000000002,0.11484625000000004,0.0,0.0,0.0,1.0,0.2716763005780347,0.27167630057803466,0.26,0.94,0.01,0.01,0.01,0.03,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.02,87.29599511898525,4,5,115.40142280423287,0.73,1.0,0.8439306358381503,0.5,0.0,,,,,,0.2681630126863104
0.04811502000000001,0.010066497984719591,0.042122,0.09208,0.5034692,0.12915355286313931,0.201279,0.740405,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,4.08,0.7202693099028161,3.0,5.0,0.8836151451912775,0.19914132099934892,0.1590909090909091,1.0,0.11638485480872252,0.19914132099934892,0.0,0.8409090909090909,-0.2592119637795045,,,,,,,,,,0.14617946091895928,-0.2952619611885731,,,,-0.7578102621953646,0.16206634417338658,,,,-0.03949352018445454,0.7578102621953645,-0.1620663441733866,,,,0.039493520184453845,-1.0,0.04730982000821079,0.046679641755868535,2.38876494170916,0.042572,0.482505794444979,0.45574836718752293,4.535855467932095,0.5235795,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,4.014638759303675,3.9473684210526314,1.0466051465148276,4.0,0.8488299471678005,0.7853701242141135,1.0194447711288486,1.0,0.0,0.0,1.0194447711288486,0.0,6,12,0,0,0,0,2,2,0.008437,0.11763600000000002,0.0,0.0,0.0,1.0,0.2716763005780347,0.27167630057803466,0.19,0.95,0.01,0.01,0.01,0.03,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.02,108.04027816835783,6,4,162.2926052885166,0.7551020408163265,1.0,0.8604651162790697,0.5384615384615384,0.10979228486646886,,,,,,0.2681630126863104
0.04985604000000001,0.011304715436015756,0.042122,0.09208,0.4834662099999999,0.14240800261038952,0.165129,0.694287,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,4.72,0.6678776879493777,4.0,6.0,0.8654250023787963,0.2140762978018816,0.1590909090909091,1.0,0.1345749976212038,0.2140762978018816,0.0,0.8409090909090909,-0.39087930621606554,,,,,,,,,,0.32326010953698253,-0.3956107133590814,,,,-0.7747967541279311,0.3031105925950006,,,,-0.10591649802921861,0.7747967541279313,-0.3031105925950006,,,,0.10591649802921865,-1.0,0.04884273063501292,0.04803099345356439,2.539808568427,0.045319,0.4558050219210316,0.4200076673648332,4.5913072423768915,0.5160665,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,4.67420492483742,4.629629629629629,0.9732531211321691,5.0,0.8232113379109244,0.7452062797719105,1.0621765411416024,1.0,0.0,0.0,1.0621765411416024,0.0,9,13,0,0,0,0,3,3,0.008437,0.13775650000000006,0.0,0.0,0.0,1.0,0.2716763005780347,0.27167630057803466,0.22,0.99,0.01,0.01,0.01,0.03,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6599999999999999,0.02,121.67349961137144,5,3,192.77081184915505,0.6288659793814433,1.0,0.7721518987341772,0.5384615384615384,0.09228441754916783,,,,,,0.2681630126863104
0.05820450000000001,0.01861171999199983,0.042122,0.119731,0.4667137400000001,0.13670130858821247,0.165129,0.694287,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,5.32,0.6494753127087911,4.0,6.0,0.7984715595372652,0.24346222121210467,0.1590909090909091,1.0,0.2015284404627348,0.24346222121210467,0.0,0.8409090909090909,-0.08707839887510944,,,,,,,,,,0.6426177505772321,-0.3877706234092248,,,,-0.9124697619804975,0.2428338020094851,,,,-0.6395340225067766,0.9124697619804977,-0.24283380200948512,,,,0.6395340225067768,-1.0,0.05575451260411717,0.053734083613632196,2.779108309897081,0.047886,0.4415056491952515,0.4100221560743246,4.60517018598809,0.5028265,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,5.278799007562481,5.2356020942408374,0.9469139517738844,5.0,0.7399882440031516,0.6389974601193394,1.230237449758388,1.0,0.0,0.0,1.230237449758388,0.0,3,0,0,0,0,0,6,6,0.029243000000000005,0.17565474999999997,0.0,0.0,0.0,1.0,0.2716763005780347,0.27167630057803466,0.25,1.0,0.01,0.01,0.01,0.03,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.02,102.58950856361517,6,3,134.82327220872475,0.5319148936170213,1.0,0.6944444444444444,0.56,0.12,,,,,,0.2681630126863104
0.060216080000000005,0.018177913691492586,0.041942,0.119731,0.4129856700000001,0.15590817911738333,0.090301,0.694287,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,5.96,0.7236272269866326,5.0,7.0,0.7821677383822895,0.2231045916980818,0.1590909090909091,1.0,0.2178322616177107,0.2231045916980818,0.0,0.8409090909090909,0.19842910814385922,,,,,,,,,,0.24391667660015354,-0.6751656077683392,,,,-0.8979409897636877,-0.07441427632688483,,,,-0.26856961032357496,0.897940989763688,0.07441427632688465,,,,0.26856961032357546,-1.0,0.05782410080454389,0.05572499995191852,2.908504266883714,0.056323,0.3732555077049971,0.32105359365084196,4.60517018598809,0.45135349999999996,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,5.91626653148081,5.87248322147651,1.0512435186197397,6.0,0.7368349891018356,0.6616544233312572,1.297555333315546,0.7283236994219653,0.0,0.0,1.297555333315546,0.27167630057803466,0,0,0,0,0,0,4,4,0.032665,0.20841975000000007,0.0,0.0,0.0,1.0,0.31914184081814145,0.3191418408181414,0.27,1.0,0.01,0.01,0.01,0.03,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42000000000000004,0.02,112.12261081124825,6,3,164.6775692742682,0.46875,1.0,0.6382978723404256,0.5363636363636364,0.06593406593406581,,,,,,0.2681630126863104
0.06445175999999998,0.017538649976332935,0.041942,0.119731,0.3739586,0.14063399986547215,0.090301,0.634484,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,6.18,1.4025949975929357,1.0,7.0,0.7215499762877949,0.2045680038893749,0.1590909090909091,1.0,0.278450023712205,0.2045680038893749,0.0,0.8409090909090909,0.6300156129643981,,,,,,,,,,0.21645824293444643,0.10562023743445875,,,,-0.89535459549154,-0.5955472371822172,,,,-0.2348188265182426,0.8953545954915396,0.5955472371822171,,,,0.23481882651824265,-1.0,0.062163317034973804,0.05993602708021414,2.8635178539258854,0.068362,0.3409147411232874,0.29968040316291616,4.60517018598809,0.388649,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,5.802252634398418,4.872389791183296,0.8783130902136367,6.0,0.6857430734155068,0.6328250987533611,1.3106681127625053,0.7283236994219653,0.0,0.0,1.3106681127625053,0.27167630057803466,0,0,0,0,0,6,0,0,0.032695,0.17260524999999993,0.0,0.0,0.0,1.0,0.4620253164556962,0.4620253164556962,0.27,1.0,0.01,0.01,0.01,0.03,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.01,92.92562496310975,7,4,115.38359690677032,0.38144329896907214,1.0,0.5522388059701492,0.5238095238095238,0.03567984570877525,,,,,,0.2681630126863104
0.06379103,0.01889202321137927,0.041942,0.119731,0.4058122099999999,0.15751102354472518,0.090301,0.731032,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,4.68,2.7956676440087755,1.0,7.0,0.739632145015387,0.2539759479458761,0.0,1.0,0.260367854984613,0.253975947945876,0.0,1.0,0.5006456484520453,,,,,,,,,,0.12288118495745595,-0.1790839786221902,,,,-0.8709264767582542,-0.384847353415561,,,,-0.08793760320460492,0.8709264767582541,0.38484735341556087,,,,0.08793760320460475,-1.0000000000000002,0.061156713972331224,0.05868572701926813,3.030482880923022,0.068362,0.3651362293785698,0.31288701869651697,4.60517018598809,0.4219725,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,3.38962191821703,2.196652719665272,1.0133126873497391,6.0,0.0,0.0,1.634009852161709,0.7283236994219653,0.0,0.0,1.634009852161709,0.27167630057803466,0,0,0,0,0,0,0,0,0.032695,0.21332924999999991,0.0,0.0,0.0,6.0,0.4620253164556962,0.4620253164556962,0.3,1.0,0.01,0.01,0.01,0.03,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.030000000000000027,0.28,0.01,114.24758616185876,4,4,159.59297723375715,0.5212765957446809,1.0,0.6853146853146853,0.5588235294117647,0.11556603773584895,,,,,,0.2681630126863104
0.06344730999999998,0.016186612620157765,0.042122,0.119191,0.44465781,0.14583940122134312,0.140137,0.731032,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,3.22,2.7508676317250753,1.0,7.0,0.7398740466326548,0.2513313991277934,0.0,1.0,0.2601259533673451,0.2513313991277934,0.0,1.0,0.04868915219938826,,,,,,,,,,0.28229309236385974,-0.09056802611095648,,,,-0.8074217868021335,0.02165726989379736,,,,-0.23115540199846557,0.8074217868021337,-0.021657269893797577,,,,0.23115540199846604,-1.0,0.061396236432019385,0.05937632483970986,2.9850641625570686,0.068362,0.415429491856687,0.3799610567414996,4.60517018598809,0.47091649999999996,0.0034669999999999983,0.003467000000000001,-0.0,0.003467,0.4229150000000001,0.422915,-0.0,0.422915,0.4149119999999999,0.41491199999999995,-0.0,0.414912,2.1954256444163343,1.6166281755196306,1.027764205961499,2.0,0.0,0.0,1.6337628875881134,0.7283236994219653,0.0,0.0,1.6337628875881134,0.27167630057803466,1,0,0,0,0,0,0,0,0.024430499999999994,0.2081595,0.0,0.0,0.0,6.0,0.434752589182969,0.43475258918296894,0.29,1.0,0.01,0.01,0.01,0.03,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.050000000000000044,0.20999999999999996,0.01,115.65812783504799,3,4,161.8934369457903,0.5052631578947369,1.0,0.6713286713286714,0.5480769230769231,0.09266409266409259,,,,,,0.2681630126863104
