psi_nswprice,psi_nswdemand,psi_vicprice,psi_vicdemand,psi_transfer,psi_weekday,psi_predict_proba,nswprice_mean,nswprice_std,nswprice_min,nswprice_max,nswdemand_mean,nswdemand_std,nswdemand_min,nswdemand_max,vicprice_mean,vicprice_std,vicprice_min,vicprice_max,vicdemand_mean,vicdemand_std,vicdemand_min,vicdemand_max,transfer_mean,transfer_std,transfer_min,transfer_max,weekday_mean,weekday_std,weekday_min,weekday_max,predict_proba_mean,predict_proba_std,predict_proba_min,predict_proba_max,correlation_nswdemand_nswprice,correlation_vicprice_nswprice,correlation_vicprice_nswdemand,correlation_vicdemand_nswprice,correlation_vicdemand_nswdemand,correlation_vicdemand_vicprice,correlation_transfer_nswprice,correlation_transfer_nswdemand,correlation_transfer_vicprice,correlation_transfer_vicdemand,correlation_weekday_nswprice,correlation_weekday_nswdemand,correlation_weekday_vicprice,correlation_weekday_vicdemand,correlation_weekday_transfer,correlation_predict_proba_nswprice,correlation_predict_proba_nswdemand,correlation_predict_proba_vicprice,correlation_predict_proba_vicdemand,correlation_predict_proba_transfer,correlation_predict_proba_weekday,nswprice_gmean,nswprice_hmean,nswprice_entropy,nswprice_median,nswdemand_gmean,nswdemand_hmean,nswdemand_entropy,nswdemand_median,vicprice_gmean,vicprice_hmean,vicprice_entropy,vicprice_median,vicdemand_gmean,vicdemand_hmean,vicdemand_entropy,vicdemand_median,transfer_gmean,transfer_hmean,transfer_entropy,transfer_median,weekday_gmean,weekday_hmean,weekday_entropy,weekday_median,predict_proba_gmean,predict_proba_hmean,predict_proba_entropy,predict_proba_median,nswprice_nr_outliers,nswdemand_nr_outliers,vicprice_nr_outliers,vicdemand_nr_outliers,transfer_nr_outliers,weekday_nr_outliers,predict_proba_nr_outliers,nswprice_iqr,nswdemand_iqr,vicprice_iqr,vicdemand_iqr,transfer_iqr,weekday_iqr,predict_proba_iqr,nswprice_uniqueness_ratio,nswdemand_uniqueness_ratio,vicprice_uniqueness_ratio,vicdemand_uniqueness_ratio,transfer_uniqueness_ratio,weekday_uniqueness_ratio,predict_proba_uniqueness_ratio,nswprice_sparsity,nswdemand_sparsity,vicprice_sparsity,vicdemand_sparsity,transfer_sparsity,weekday_sparsity,predict_proba_sparsity,prop_pca,compacness,kmeans_n_iter,kmeans_n_clusters,kmeans_inertia,precision,recall,f1-score,auc,kappa,last_precision,last_recall,last_f1-score,last_auc,last_kappa,predicted
1.2244199764230768,1.5135906713473426,0,0,0,3.7342627893319422,0.036422675909721876,0.06277751,0.019872653814379238,0.031704,0.120812,0.39605475,0.1278758858700814,0.10116,0.576168,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,1.92,1.5806915760469713,1.0,7.0,0.69373296826039,0.28386898261180826,0.24242424242424243,1.0,0.44057502730143827,,,,,,,,,,0.016337194789434514,-0.1408674599536835,,,,-0.8663021045421105,-0.5029433602302152,,,,0.009400116745738058,0.060052822405844586,0.05770658723741263,4.558988045278462,0.054281,0.36742083239687323,0.3283639957361333,4.545164241493831,0.4458495,0.0034669999999999983,0.003467000000000001,4.60517018598809,0.003467,0.4229150000000001,0.422915,4.605170185988089,0.422915,0.4149119999999999,0.41491199999999995,4.605170185988089,0.414912,1.5851159692482057,1.4056224899598395,4.372245787463341,2.0,0.61826859044128,0.5323060991547195,4.510700401961642,0.7931034482758621,2,0,0,0,0,8,0,0.027230999999999998,0.177774,0.0,0.0,0.0,1.0,0.46082455594268673,0.35,0.98,0.01,0.01,0.01,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,75.40212241230736,5,4,68.84165767586765,0.6933333333333334,1.0,0.8188976377952756,0.7604166666666667,0.5306122448979591,,,,,,0.7193289604581231
1.9395931632850012,1.7115634150684225,0,0,0,4.849108746982356,0.3316058832022171,0.06710109,0.017911497032389926,0.046445,0.120812,0.42232523,0.10700359605538942,0.158881,0.576168,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,2.0,0.7247430753394787,1.0,3.0,0.6418131585853735,0.25629111833618795,0.24242424242424243,1.0,0.2300983333985521,,,,,,,,,,0.1514532893699852,-0.3251439331160308,,,,-0.8461644556429319,-0.35128181538321557,,,,-0.0033533599342677775,0.06495910835350838,0.06303185116512451,4.571773852405013,0.064519,0.4039294426380063,0.37914098914257555,4.568412529781602,0.45187449999999996,0.0034669999999999983,0.003467000000000001,4.60517018598809,0.003467,0.4229150000000001,0.422915,4.605170185988089,0.422915,0.4149119999999999,0.41491199999999995,4.605170185988089,0.414912,1.8558630459104908,1.7045454545454544,4.537147927298701,2.0,0.5789725495901962,0.5094287712778518,4.517683042420467,0.7552986512524085,3,14,0,0,0,0,0,0.023432999999999995,0.08929674999999998,0.0,0.0,0.0,2.0,0.3427059465357338,0.33,0.96,0.01,0.01,0.01,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,112.12304130483463,7,3,142.84683237251113,0.6533333333333333,1.0,0.7903225806451613,0.7450980392156863,0.48514851485148514,,,,,,0.6919775081203285
1.5674568847045645,1.7627250929497658,0,0,0,4.102308820889824,0.6693725939520697,0.06598635999999998,0.017921112656271873,0.045455,0.120812,0.4052663100000001,0.11046840394179859,0.158881,0.565159,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,2.64,0.6279677016721755,2.0,4.0,0.6648615302251186,0.22885020127619085,0.26795580110497236,1.0,0.36305816265643737,,,,,,,,,,-0.5099108209047283,-0.20519609530016103,,,,-0.8836410669163679,-0.47525110308624025,,,,0.3480113258321286,0.0638657960829742,0.0620097277565441,4.571081098087972,0.062943,0.38542070883904905,0.35987573663938877,4.563128233250078,0.441312,0.0034669999999999983,0.003467000000000001,4.60517018598809,0.003467,0.4229150000000001,0.422915,4.605170185988089,0.422915,0.4149119999999999,0.41491199999999995,4.605170185988089,0.414912,2.5682435120499054,2.5,4.577621296277682,3.0,0.6145922022874489,0.5540595901742923,4.539168081421933,0.7552986512524085,3,11,0,0,0,0,0,0.023298,0.10554925000000004,0.0,0.0,0.0,1.0,0.3224113475177305,0.31,0.97,0.01,0.01,0.01,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,107.26395709832792,4,3,148.03306924654163,0.7195121951219512,1.0,0.8368794326241135,0.7195121951219512,0.48010849909584086,,,,,,0.7171493348831051
3.1190306827493988,1.9079161580487927,0,0,0,3.963187052294494,0.8330739766720517,0.05953749,0.011633533726237051,0.045455,0.100366,0.41189083000000004,0.10460609767122139,0.1446,0.565159,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,3.24,0.6834257143762642,2.0,4.0,0.6765865200200105,0.1773447661131512,0.26795580110497236,1.0,0.308170647753447,,,,,,,,,,-0.20580317937907022,-0.2396730102365335,,,,-0.7417423196358109,-0.31009415975197296,,,,-0.23959836547477134,0.05853102283493694,0.057627175587893605,4.58736641703104,0.057644,0.39357872584381304,0.36851958947482316,4.567971040666882,0.442428,0.0034669999999999983,0.003467000000000001,4.60517018598809,0.003467,0.4229150000000001,0.422915,4.605170185988089,0.422915,0.4149119999999999,0.41491199999999995,4.605170185988089,0.414912,3.1618786519695683,3.076923076923077,4.582209461736435,3.0,0.6501851817469747,0.6189544456372655,4.5691779489571225,0.662417537546734,3,14,0,0,0,0,0,0.015041249999999999,0.08256475000000002,0.0,0.0,0.0,1.0,0.25713024282560704,0.25,0.98,0.01,0.01,0.01,0.03,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,89.42685166908241,4,4,107.56273992951012,0.631578947368421,1.0,0.7741935483870968,0.5625,0.14634146341463417,,,,,,0.636462110830672
3.775577766725614,2.444207419362545,0,0,0,3.893003474129303,0.6238897727650983,0.0563869,0.009391921519491248,0.045455,0.083584,0.4036656,0.10560939512145306,0.1446,0.531985,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,3.88,0.7146377199022388,3.0,5.0,0.6812964567460988,0.1654050615832864,0.26795580110497236,1.0,0.40993174383318204,,,,,,,,,,-0.3323010742103982,-0.46077854252050077,,,,-0.678614932989047,-0.385522843348899,,,,0.2090366082183548,0.05567474522911138,0.05502096317480625,4.592026450884085,0.057464,0.38459255097536277,0.35860890861814343,4.565655630157822,0.4408655,0.0034669999999999983,0.003467000000000001,4.60517018598809,0.003467,0.4229150000000001,0.422915,4.605170185988089,0.422915,0.4149119999999999,0.41491199999999995,4.605170185988089,0.414912,3.8147106182824317,3.7500000000000004,4.588378823410473,4.0,0.6606169316539185,0.6385023398127937,4.575642866671048,0.5695364238410596,15,13,0,0,0,0,0,0.009306999999999996,0.09684700000000002,0.0,0.0,0.0,1.0,0.25713024282560704,0.2,0.99,0.01,0.01,0.01,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,91.28869201205,3,4,109.4722279689416,0.5510204081632653,1.0,0.7105263157894737,0.5217391304347826,0.04679376083188902,,,,,,0.5446456310550665
4.438223529297058,2.553377648599896,0,0,0,2.811061735384863,0.47286905912919286,0.05488997000000001,0.007304998400092469,0.045455,0.074457,0.39251416999999994,0.10137848711735213,0.1446,0.526183,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,4.5,0.5773502691896257,3.0,6.0,0.7046253343055531,0.15022807751601178,0.5042553191489362,1.0,0.392802259350831,,,,,,,,,,-0.17526721269369444,-0.08608222272488321,,,,-0.5827187073026422,-0.3962311647743536,,,,0.5797229395029552,0.054437575446113724,0.05401033714363923,4.596689257004946,0.056263,0.37478437085702065,0.35097538052415,4.567012681808167,0.42249349999999997,0.0034669999999999983,0.003467000000000001,4.60517018598809,0.003467,0.4229150000000001,0.422915,4.605170185988089,0.422915,0.4149119999999999,0.41491199999999995,4.605170185988089,0.414912,4.462722145914532,4.424778761061945,4.596966685693369,4.5,0.6892547678350165,0.674603822748289,4.5830352762974265,0.7708978328173375,7,12,0,0,0,0,0,0.009194499999999994,0.09714425000000004,0.0,0.0,0.0,1.0,0.20136140897627786,0.17,0.98,0.01,0.01,0.01,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,98.13363487325562,6,4,127.14492854630268,0.45,1.0,0.6206896551724138,0.5,0.0,,,,,,0.4866080788786992
4.280062693417873,2.5361892350107795,0,0,0,2.5195510768222777,0.411620148417929,0.05593119000000001,0.007918631227623301,0.045455,0.074517,0.35825357,0.11207648769111596,0.099821,0.526183,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,5.12,0.7146377199022388,4.0,6.0,0.7397053946650013,0.14204388878951527,0.5042553191489362,1.0,0.1044596661251546,,,,,,,,,,0.18133369665954674,-0.5870669972756625,,,,-0.6857457558338232,-0.4289550123106083,,,,0.3776148343113909,0.05539814986646096,0.05488642573640157,4.595461197152697,0.056263,0.3346844076542547,0.30312718046839643,4.549659422058605,0.3952695,0.0034669999999999983,0.003467000000000001,4.60517018598809,0.003467,0.4229150000000001,0.422915,4.605170185988089,0.422915,0.4149119999999999,0.41491199999999995,4.605170185988089,0.414912,5.069043293779441,5.016722408026756,4.59538230870052,5.0,0.7258910422816724,0.7118493220740962,4.586749389822381,0.7708978328173375,6,0,0,0,0,0,0,0.009306999999999996,0.15196375,0.0,0.0,0.0,1.0,0.18936899001496732,0.23,0.98,0.01,0.01,0.01,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,95.83086960476524,9,4,123.05922129549768,0.39,1.0,0.5611510791366906,0.5,0.0,,,,,,0.3893325352898257
4.258058942002021,2.5384458104634287,0,0,0,3.6252637717476546,0.25739584262037757,0.05659651000000001,0.007800713077344308,0.045455,0.074517,0.30536902,0.1289251178961844,0.041357,0.524695,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,5.76,0.6834257143762642,5.0,7.0,0.7243771175827313,0.23111087818021092,0.0,1.0,-0.06275188989115188,,,,,,,,,,0.19452494580608792,-0.7920665548381105,,,,-0.5915995641662191,0.37858044125532125,,,,-0.44371896976256137,0.056071351871971715,0.05555397208227001,4.595841564455907,0.0567585,0.26545298695027264,0.20838380873435883,4.501599858043295,0.31895300000000004,0.0034669999999999983,0.003467000000000001,4.60517018598809,0.003467,0.4229150000000001,0.422915,4.605170185988089,0.422915,0.4149119999999999,0.41491199999999995,4.605170185988089,0.414912,5.720512348646777,5.681818181818182,4.598261957384121,6.0,0.0,0.0,4.5204170451701735,0.7708978328173375,0,0,0,0,0,0,41,0.011618999999999997,0.180415,0.0,0.0,0.0,1.0,0.01559918156492901,0.22,0.99,0.01,0.01,0.01,0.03,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999995,0.02,91.90604828039395,10,4,107.45998740821958,0.43010752688172044,1.0,0.6015037593984962,0.5583333333333333,0.09556313993174048,,,,,,0.47916239871071975
2.588145183188468,4.7356854559266255,0,0,0,3.9149706679529395,0.21344299606949804,0.061087039999999995,0.010280758453646415,0.045455,0.089888,0.26236246,0.09847320680055181,0.041357,0.421303,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,6.36,0.6279677016721754,5.0,7.0,0.6193548460267037,0.3101514505173865,0.0,1.0,0.09759647511364627,,,,,,,,,,0.47628750687440047,-0.41020326980526195,,,,-0.707846898649516,0.18812472303246142,,,,-0.5394488758736377,0.060231520835598344,0.05937917377747456,4.591185721139101,0.060106,0.2346088669708777,0.19321264848946965,4.522139880000747,0.279158,0.0034669999999999983,0.003467000000000001,4.60517018598809,0.003467,0.4229150000000001,0.422915,4.605170185988089,0.422915,0.4149119999999999,0.41491199999999995,4.605170185988089,0.414912,6.3281000676268375,6.29496402877698,4.600254271604147,6.0,0.0,0.0,4.42699807094887,0.7552986512524085,2,3,0,0,0,0,7,0.012039000000000001,0.11071874999999998,0.0,0.0,0.0,1.0,0.2666425136684013,0.21,1.0,0.01,0.01,0.01,0.03,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999995,0.02,108.89102017207394,6,4,137.05830506351154,0.42857142857142855,1.0,0.6,0.6716417910447761,0.2565055762081785,,,,,,0.46796579553834244
2.5211007507606684,4.983209314383529,0,0,0,4.615420527661851,0.030132642147727182,0.06316996999999999,0.011058927686025777,0.040351,0.089888,0.23727615999999999,0.09745213677552461,0.041357,0.387831,0.003467,0.0,0.003467,0.003467,0.42291500000000015,1.6737241846796128e-16,0.422915,0.422915,0.4149120000000001,1.1158161231197418e-16,0.414912,0.414912,5.18,2.524146020204285,1.0,7.0,0.5850481336012685,0.3576371157413822,0.0,1.0,0.36265110963928093,,,,,,,,,,0.09901809729625807,0.2404667714023254,,,,-0.654695954184126,-0.15447051825561753,,,,-0.2940374581782673,0.062178991696698716,0.06115565104464294,4.589783079419188,0.062057,0.20638148429879913,0.16369146281366737,4.503617532800989,0.268447,0.0034669999999999983,0.003467000000000001,4.60517018598809,0.003467,0.4229150000000001,0.422915,4.605170185988089,0.422915,0.4149119999999999,0.41491199999999995,4.605170185988089,0.414912,4.054771490881454,2.6888604353393086,4.448160015846044,6.0,0.0,0.0,4.357183265208553,0.7552986512524085,0,0,0,0,0,0,0,0.016993,0.12102049999999998,0.0,0.0,0.0,6.0,0.7934030098099489,0.22,0.98,0.01,0.01,0.01,0.03,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.06999999999999995,0.01,101.33988232178092,5,4,122.54954986417931,0.5223880597014925,1.0,0.6862745098039216,0.7538461538461538,0.41923774954627946,,,,,,0.5319533685838651
